"","GSM3678191","GSM3678192","GSM3678193","GSM3678194","GSM3678195","GSM3678196","GSM3678197","GSM3678198","GSM3678199","GSM3678200","GSM3678201","GSM3678202","GSM3678203","GSM3678204","GSM3678205","GSM3678206","GSM3678207","GSM3678208","GSM3678209","GSM3678210","GSM3678211","GSM3678212","GSM3678213","GSM3678214","GSM3678215","GSM3678216","GSM3678217","GSM3678218","GSM3678219","GSM3678220"
"hsa-miR-18a-5p",3.4594316186373,2.8073549220576,1.58496250072116,2.8073549220576,2.58496250072116,4.08746284125034,3.4594316186373,6.76818432477693,7.8703647195834,9.93221475196838,2,2.32192809488736,5.04439411935845,2,2,1,2.58496250072116,2,2.8073549220576,3.58496250072116,1,1,1,0,2,1,1,8.70735913208088,7.28540221886225,1
"hsa-miR-19a-3p",2.58496250072116,4.24792751344359,4.08746284125034,6.4757334309664,3.58496250072116,2,5.83289001416474,3,1.58496250072116,2.32192809488736,3.58496250072116,4.39231742277876,7.65105169117893,4.32192809488736,3.70043971814109,5.95419631038687,4.85798099512757,1,8.64024493622235,1.58496250072116,1,1,5.64385618977472,1,2.32192809488736,1,1,1,3.16992500144231,1
"hsa-miR-19b-3p",5.12928301694497,4.24792751344359,3.32192809488736,1.58496250072116,2,2,3.70043971814109,2,3.8073549220576,8.4262647547021,3.8073549220576,6,3.90689059560852,2.8073549220576,3.58496250072116,3.70043971814109,4.39231742277876,3.4594316186373,2.32192809488736,4.32192809488736,2.8073549220576,3,2.32192809488736,2.8073549220576,1.58496250072116,2.32192809488736,2.58496250072116,2.32192809488736,2,2.58496250072116
"hsa-miR-20a-5p",4.90689059560852,1.58496250072116,4.32192809488736,2,2,2,4.08746284125034,1,4,2,7.60733031374961,2.32192809488736,3.90689059560852,2.58496250072116,3.32192809488736,3.58496250072116,6.39231742277876,3.16992500144231,2.32192809488736,4.16992500144231,2.8073549220576,2.8073549220576,2,2.32192809488736,2.32192809488736,2,2.58496250072116,2.32192809488736,2,2.8073549220576
"hsa-miR-21-5p",3.4594316186373,5.12928301694497,9.17990909001493,2.58496250072116,4.24792751344359,2.32192809488736,2.32192809488736,1.58496250072116,1.58496250072116,2.32192809488736,6.88264304936184,4.24792751344359,5.39231742277876,9.08746284125034,3.32192809488736,3.4594316186373,5.32192809488736,2,2.58496250072116,2.58496250072116,1.58496250072116,1.58496250072116,1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1,2
"hsa-miR-22-3p",7.33985000288462,7.94836723158468,2,2,4.75488750216347,4.16992500144231,3.4594316186373,3.16992500144231,3.70043971814109,2.32192809488736,2.32192809488736,3.16992500144231,4,2.8073549220576,4.95419631038687,5.75488750216347,2.8073549220576,3.8073549220576,2.8073549220576,4.58496250072116,2,2.32192809488736,2,2.32192809488736,2,1.58496250072116,2.32192809488736,2.58496250072116,1,2.58496250072116
"hsa-miR-23a-3p",2,2.32192809488736,2.58496250072116,3.16992500144231,6.22881869049588,2,4,4,3.16992500144231,2.8073549220576,3.32192809488736,4.08746284125034,4.75488750216347,3.16992500144231,5.08746284125034,7.05528243550119,4,3.8073549220576,3.90689059560852,4.58496250072116,3,3.32192809488736,2.32192809488736,3.16992500144231,2.58496250072116,2.58496250072116,3.32192809488736,3.32192809488736,2.58496250072116,3.16992500144231
"hsa-miR-24-1-5p",3.70043971814109,3.16992500144231,2.58496250072116,2.32192809488736,6,2.58496250072116,2,2,3.32192809488736,2.8073549220576,2,8.13955135239879,5.4594316186373,2.58496250072116,8.54689445988764,3.32192809488736,11.677719641641,1,5.55458885167764,4.32192809488736,2,1,2.32192809488736,3.32192809488736,1,1.58496250072116,6.22881869049588,1.58496250072116,2.58496250072116,3
"hsa-miR-24-3p",6.14974711950468,5.95419631038687,5.88264304936184,5.55458885167764,5.75488750216347,6.04439411935845,6.16992500144231,5.32192809488736,4.75488750216347,5.88264304936184,4.90689059560852,4.85798099512757,5.7279204545632,6.28540221886225,5.49185309632967,5.49185309632967,5.4594316186373,5.39231742277876,6.18982455888002,5.83289001416474,5.35755200461808,5.16992500144231,5.12928301694497,5.08746284125034,5.35755200461808,4.95419631038687,5.20945336562895,4.85798099512757,5.52356195605701,5.52356195605701
"hsa-miR-25-3p",4.24792751344359,3.4594316186373,2.58496250072116,2.32192809488736,2,2,3.58496250072116,3,4.32192809488736,5.61470984411521,1.58496250072116,2,4.08746284125034,2.58496250072116,4.16992500144231,4.16992500144231,2,4.24792751344359,2.32192809488736,3.70043971814109,2,2.32192809488736,1.58496250072116,2,2,2,2.32192809488736,2,1.58496250072116,2
"hsa-miR-26a-5p",7.39231742277876,3.70043971814109,1.58496250072116,1.58496250072116,3,2.32192809488736,2,5.8073549220576,1.58496250072116,2.58496250072116,3.16992500144231,4.8073549220576,6.70043971814109,2,2,2,7.39231742277876,1.58496250072116,3.70043971814109,2,1,1.58496250072116,1,1,2,1,1,1.58496250072116,1,1.58496250072116
"hsa-miR-26b-5p",9.09539702279256,2.32192809488736,5,2.8073549220576,2.8073549220576,5.64385618977472,4.32192809488736,2.32192809488736,1,4,6.79441586635011,4.64385618977472,4.32192809488736,4.4594316186373,4.39231742277876,6.84549005094437,2,1,4.52356195605701,3.90689059560852,1,1,4.39231742277876,8.29001884693262,1,1,1,1,4,1
"hsa-miR-27a-3p",4.70043971814109,2.8073549220576,3.8073549220576,8.65105169117893,9.90538700501813,4.24792751344359,4.08746284125034,5.64385618977472,1,3,2.58496250072116,3.70043971814109,8.31288295528435,5.28540221886225,2.58496250072116,3.32192809488736,6.97727992349992,2,4.16992500144231,2.32192809488736,1.58496250072116,1.58496250072116,1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,2,1,1.58496250072116
"hsa-miR-28-5p",6.55458885167764,5,3.4594316186373,5.61470984411521,4.70043971814109,8.23840473932508,4.64385618977472,2,1.58496250072116,3,3.4594316186373,7,2.32192809488736,6.16992500144231,2.58496250072116,3.16992500144231,5.04439411935845,8.9915218460757,3.32192809488736,2.58496250072116,1,2,1,0,3.58496250072116,2,4.70043971814109,5.83289001416474,5.16992500144231,0
"hsa-miR-29a-3p",3.58496250072116,10.007027266894,4.39231742277876,1,3,6.83289001416474,6.14974711950468,2.58496250072116,1,3,3.16992500144231,2.8073549220576,10.1972166931101,5.32192809488736,2.32192809488736,3.16992500144231,6.39231742277876,2,5.08746284125034,1.58496250072116,1,1.58496250072116,1,1,7.74146698640115,1,1.58496250072116,1.58496250072116,1,1.58496250072116
"hsa-miR-30a-5p",7.39231742277876,6.02236781302845,9.44914864537544,1,1.58496250072116,3,1.58496250072116,5.58496250072116,2,6.4594316186373,7.78790255939143,5.97727992349992,2,6,2.58496250072116,3,8.11374216604919,2,3,3.16992500144231,1.58496250072116,1,1,1,1,1,1,1.58496250072116,1.58496250072116,2
"hsa-miR-30a-3p",5.83289001416474,2.32192809488736,3.58496250072116,10.1996723448364,3.8073549220576,3,4.16992500144231,7.85174904141606,2.8073549220576,9.4178525148859,2.58496250072116,2.58496250072116,5.20945336562895,6.5077946401987,1.58496250072116,4.58496250072116,3.58496250072116,1,2.58496250072116,1.58496250072116,1,1,1,0,1.58496250072116,0,1,1.58496250072116,1.58496250072116,0
"hsa-miR-31-5p",2,4.16992500144231,5.28540221886225,2,3.32192809488736,3.70043971814109,5.4262647547021,1.58496250072116,1.58496250072116,9.86418614465428,4.58496250072116,2,2.58496250072116,2.32192809488736,2,1.58496250072116,9.31061278165953,1.58496250072116,4.85798099512757,2.58496250072116,3,1,1.58496250072116,1,1,1,1,1.58496250072116,1,1
"hsa-miR-32-5p",5.20945336562895,9.13185696060879,2.8073549220576,5.04439411935845,8.7515440590891,3.32192809488736,6.20945336562895,6.16992500144231,1,3.32192809488736,3,2.8073549220576,2.8073549220576,2.32192809488736,2.8073549220576,3.32192809488736,4.24792751344359,1.58496250072116,7.91288933622996,4.70043971814109,3,5.28540221886225,1,1,1,1.58496250072116,2,6.20945336562895,4.8073549220576,2.8073549220576
"hsa-miR-33a-5p",3.4594316186373,8.64024493622235,5.04439411935845,3,2,4.24792751344359,2.32192809488736,2.58496250072116,3.8073549220576,7.27612440527424,2.8073549220576,7.97154355395077,4.85798099512757,8.7279204545632,1.58496250072116,7.57742882803575,1.58496250072116,2.32192809488736,7.67948009950545,3,6.62935662007961,2.32192809488736,3.8073549220576,2.32192809488736,1,1.58496250072116,1,1.58496250072116,1,5.39231742277876
"hsa-miR-92a-3p",4.39231742277876,3.4594316186373,3.4594316186373,4.08746284125034,5,4,6.06608919045777,5.08746284125034,6.06608919045777,4,4.39231742277876,4.70043971814109,6.49185309632967,5.28540221886225,6.4093909361377,6.8073549220576,5.08746284125034,6.18982455888002,4.52356195605701,6.04439411935845,4.24792751344359,4.24792751344359,3.90689059560852,4,3.70043971814109,3.8073549220576,4.24792751344359,4.08746284125034,3.32192809488736,3.8073549220576
"hsa-miR-93-5p",6.70043971814109,2.58496250072116,1.58496250072116,1.58496250072116,5.49185309632967,5.49185309632967,3.70043971814109,2,3.90689059560852,2,5.97727992349992,2.32192809488736,3.4594316186373,6.14974711950468,3.58496250072116,3.8073549220576,4.70043971814109,3.90689059560852,2.32192809488736,4,2.58496250072116,2.8073549220576,2,2.32192809488736,2,2,2.32192809488736,2.32192809488736,2,2.58496250072116
"hsa-miR-95-3p",2.58496250072116,3.8073549220576,4.85798099512757,3.16992500144231,5.52356195605701,4.58496250072116,3.90689059560852,4.16992500144231,6.4757334309664,3,4.90689059560852,4.52356195605701,2.8073549220576,4.32192809488736,3.32192809488736,1.58496250072116,4.58496250072116,2.32192809488736,3.70043971814109,6.96578428466209,2.58496250072116,1,7.65821148275179,1.58496250072116,2.32192809488736,1,1.58496250072116,2,3,1
"hsa-miR-96-5p",3.32192809488736,4.52356195605701,3.70043971814109,4.95419631038687,5.52356195605701,5.4594316186373,4.08746284125034,2.58496250072116,6.33985000288462,2.58496250072116,9.65463602852797,2.8073549220576,3.32192809488736,3.58496250072116,6.02236781302845,1,4.85798099512757,2.32192809488736,7,2,1.58496250072116,3.4594316186373,1,5.08746284125034,2,1.58496250072116,2,3.58496250072116,2,1
"hsa-miR-98-5p",3.58496250072116,3,1.58496250072116,2,7.15987133677839,2.32192809488736,2.8073549220576,2,10.0279059965699,7.82017896241519,2.58496250072116,2.58496250072116,5.70043971814109,5.16992500144231,2.32192809488736,2,6.04439411935845,3.8073549220576,2.32192809488736,3.58496250072116,5.97727992349992,2,1,2,5.61470984411521,1,1,3.4594316186373,1.58496250072116,5.6724253419715
"hsa-miR-99a-5p",2.58496250072116,5.58496250072116,1.58496250072116,1,2.58496250072116,3,7.49984588708321,2,7.78135971352466,3.4594316186373,2.32192809488736,10.2656150464845,5.20945336562895,4.64385618977472,2.58496250072116,3.70043971814109,1.58496250072116,1,8.40514146313634,2,1,2,1.58496250072116,0,2.58496250072116,1,5,1,1,1
"hsa-miR-100-5p",5.28540221886225,4.52356195605701,4.39231742277876,2.32192809488736,2.58496250072116,9.34872815423108,7.78790255939143,2.32192809488736,3,6.71424551766612,2.58496250072116,2.8073549220576,3,5.39231742277876,2,3.58496250072116,4.4594316186373,3.58496250072116,6.49185309632967,3.58496250072116,1,1.58496250072116,1,1,2,1,5.52356195605701,1,4,2
"hsa-miR-101-3p",7.53915881110803,2.32192809488736,2.32192809488736,2,2,3.8073549220576,3.58496250072116,1.58496250072116,1.58496250072116,4.75488750216347,2,9.53138146051631,5.75488750216347,2.32192809488736,2.32192809488736,5.20945336562895,7.70043971814109,2.32192809488736,5.78135971352466,2,3,1,7.12928301694497,1,1.58496250072116,2,4.8073549220576,3.90689059560852,1.58496250072116,4.58496250072116
"hsa-miR-29b-3p",6.32192809488736,2.8073549220576,2,8.66888498426625,6,8.39231742277876,5.12928301694497,2.58496250072116,2.32192809488736,5.8073549220576,4.52356195605701,1.58496250072116,2.8073549220576,3.32192809488736,2.32192809488736,4.32192809488736,2.32192809488736,1,3.16992500144231,2.58496250072116,0,1,4.52356195605701,1,3.32192809488736,3.58496250072116,1,1,1,1
"hsa-miR-103a-3p",5.7279204545632,4.4594316186373,4.85798099512757,2,3.16992500144231,2,3.8073549220576,3.16992500144231,3.8073549220576,3.4594316186373,2.32192809488736,2,4.08746284125034,3.32192809488736,4.24792751344359,4.58496250072116,3,4.39231742277876,4.32192809488736,4,2.58496250072116,2.8073549220576,2,2.58496250072116,2.32192809488736,2,2.32192809488736,2.32192809488736,2.58496250072116,2.58496250072116
"hsa-miR-105-5p",6.52356195605701,1.58496250072116,2.8073549220576,2.58496250072116,5,2,4.32192809488736,2,2.32192809488736,3.16992500144231,3.58496250072116,3.90689059560852,4.95419631038687,4,2,5.20945336562895,4.32192809488736,2,6.49185309632967,2,0,1,1.58496250072116,1,2,2.32192809488736,1,1,3,1
"hsa-miR-106a-5p",4.39231742277876,6.06608919045777,2.32192809488736,2,2,2,4.08746284125034,2,4,2,7.74146698640115,2.58496250072116,3.4594316186373,3,3.4594316186373,3.58496250072116,2,3,2,4.24792751344359,2.8073549220576,3,2.32192809488736,2.58496250072116,2,2,2.58496250072116,2.58496250072116,2,2.58496250072116
"hsa-miR-107",7.2667865406949,3.4594316186373,9.12670447284319,2,3.16992500144231,5.24792751344359,3.58496250072116,3.32192809488736,3.8073549220576,4.58496250072116,2,2,3.8073549220576,2.32192809488736,4.24792751344359,4.58496250072116,2.8073549220576,4.16992500144231,2.58496250072116,4.16992500144231,2.32192809488736,2.58496250072116,2.32192809488736,2.32192809488736,2,2,2.32192809488736,2.32192809488736,2,2.32192809488736
"hsa-miR-192-5p",5.8073549220576,2.58496250072116,2.58496250072116,2.58496250072116,4.16992500144231,8.49984588708321,7.67948009950545,2.32192809488736,9.08214904135387,3.58496250072116,3.70043971814109,3.58496250072116,8.81698362325538,5.4262647547021,1.58496250072116,9.58683978796183,10.6257088430645,1,2.8073549220576,9.76487159073609,1,1,1,1,1,1,1,2,2,1
"hsa-miR-196a-5p",8.07146236255662,4.24792751344359,6.4262647547021,1.58496250072116,9.01680828768655,2.58496250072116,8.89178370321831,5.64385618977472,2.58496250072116,9.28771237954945,9.81378119121704,1.58496250072116,5.39231742277876,4.95419631038687,5.16992500144231,3.58496250072116,4,7.2667865406949,2.8073549220576,2,2,1,1,5.08746284125034,1,3.32192809488736,1,1,2,0
"hsa-miR-197-3p",4.90689059560852,2,2,2.58496250072116,2.32192809488736,8.02236781302845,2,2.58496250072116,2.8073549220576,2.58496250072116,2,1.58496250072116,2,2.58496250072116,3.16992500144231,3.16992500144231,1.58496250072116,2.8073549220576,2.32192809488736,2,2,2.32192809488736,2,2.32192809488736,2.32192809488736,2,2.32192809488736,2.32192809488736,1.58496250072116,2
"hsa-miR-198",5.83289001416474,2.32192809488736,2,2.32192809488736,5.75488750216347,5.12928301694497,2,1.58496250072116,2.32192809488736,6.22881869049588,1.58496250072116,1.58496250072116,2,9.73978060977326,2.32192809488736,2,3.4594316186373,2.32192809488736,3.32192809488736,2,3.4594316186373,3,2.8073549220576,3,3.32192809488736,2.8073549220576,3,2.8073549220576,2.8073549220576,3.16992500144231
"hsa-miR-199a-5p",9.05256805080415,9.09275714091985,4.24792751344359,1,2,5.70043971814109,2.8073549220576,2.32192809488736,1,2.32192809488736,4.75488750216347,2.32192809488736,9.09803208296053,4.4594316186373,2.58496250072116,6.8073549220576,4.4594316186373,1,3,3.70043971814109,1.58496250072116,1,1,1.58496250072116,1.58496250072116,1,1,1.58496250072116,1,1.58496250072116
"hsa-miR-199a-3p, hsa-miR-199b-3p",6.10852445677817,7.4757334309664,2.58496250072116,2.58496250072116,5.08746284125034,4.08746284125034,4.90689059560852,2.32192809488736,4.32192809488736,5.52356195605701,4,2,4.32192809488736,4.32192809488736,5,2,6.33985000288462,7.4178525148859,2.8073549220576,4.4594316186373,1,2.32192809488736,2.32192809488736,4.08746284125034,1,1,3.90689059560852,3.16992500144231,2.32192809488736,5.4262647547021
"hsa-miR-208a-3p",3.58496250072116,6.14974711950468,6.2667865406949,1.58496250072116,3,3.16992500144231,6.18982455888002,5.20945336562895,1,3,3.4594316186373,5.95419631038687,6.8703647195834,8.7279204545632,3.4594316186373,2,2.8073549220576,9.76818432477693,2.58496250072116,5.52356195605701,4.24792751344359,4.08746284125034,1,1,3.8073549220576,3.32192809488736,2,1.58496250072116,4.52356195605701,3.70043971814109
"hsa-miR-129-5p",7.05528243550119,2.32192809488736,3.70043971814109,3,7.14974711950468,2.8073549220576,4.16992500144231,1.58496250072116,1,8.3264294871223,4.4594316186373,1.58496250072116,4.64385618977472,7.98868468677217,2,5.04439411935845,5.35755200461808,3.4594316186373,5.7279204545632,4.70043971814109,1.58496250072116,1.58496250072116,1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1,1,1.58496250072116
"hsa-miR-148a-3p",4.70043971814109,4.32192809488736,2.8073549220576,4.64385618977472,6,3.70043971814109,2,1.58496250072116,6.5077946401987,2.32192809488736,8.90388184573618,4.24792751344359,2.58496250072116,3.4594316186373,2,3.8073549220576,2.32192809488736,1.58496250072116,5.49185309632967,4.32192809488736,2.32192809488736,1,2,6.71424551766612,3.90689059560852,1,1.58496250072116,1,2.32192809488736,1
"hsa-miR-30c-5p",4.16992500144231,3.90689059560852,5.93073733756289,2.58496250072116,3.58496250072116,2.8073549220576,5.75488750216347,1,1.58496250072116,3.90689059560852,2.32192809488736,7.75488750216347,7.62205181945638,9.18239435340453,2,1.58496250072116,2,1.58496250072116,2,3.4594316186373,1,1.58496250072116,1,1,1,1,1.58496250072116,1,1,1.58496250072116
"hsa-miR-30d-5p",3.4594316186373,3.58496250072116,2,2.32192809488736,3.70043971814109,2.58496250072116,3.4594316186373,2.8073549220576,3.4594316186373,4.90689059560852,2,2.8073549220576,3.8073549220576,2.32192809488736,4.24792751344359,5.08746284125034,1.58496250072116,3.4594316186373,2.58496250072116,4,2,2,1.58496250072116,2.32192809488736,2,2,2.32192809488736,2.58496250072116,1.58496250072116,2.58496250072116
"hsa-miR-139-5p",3.8073549220576,3.8073549220576,2,2,2.32192809488736,4.32192809488736,4.24792751344359,5.08746284125034,1.58496250072116,6.18982455888002,2,3.58496250072116,3.32192809488736,8.2045711442492,4.75488750216347,1.58496250072116,4,2,2.58496250072116,6.53915881110803,5.58496250072116,2.32192809488736,2,1,1,3.90689059560852,1,3.70043971814109,4,2.32192809488736
"hsa-miR-147a",9.13442632022093,5.16992500144231,1.58496250072116,2,3,4.85798099512757,3,4.24792751344359,9.82813648419411,7.04439411935845,3,2.32192809488736,4.4594316186373,5.58496250072116,2.32192809488736,3.32192809488736,4.24792751344359,6.37503943134692,2.58496250072116,2,1,4.52356195605701,1,0,4.90689059560852,1,1,1.58496250072116,4.08746284125034,1
"hsa-miR-7-5p",4.32192809488736,2.58496250072116,3,8.29920801838728,3.90689059560852,4.85798099512757,2.8073549220576,2.8073549220576,3.4594316186373,8.49185309632967,9.15987133677839,2.32192809488736,6.96578428466209,4.32192809488736,3.8073549220576,2.32192809488736,2.58496250072116,1.58496250072116,2.32192809488736,2,3.70043971814109,1.58496250072116,1,0,5.39231742277876,5.49185309632967,4.70043971814109,3.32192809488736,2,1
"hsa-miR-10a-5p",5.24792751344359,1.58496250072116,2,2,3,5.39231742277876,6.16992500144231,2,1.58496250072116,2,5.95419631038687,5.61470984411521,2.32192809488736,3.32192809488736,2,2,8.64024493622235,5.12928301694497,3,1.58496250072116,1,1,1,4.8073549220576,3.4594316186373,1,1,1.58496250072116,5.04439411935845,4
"hsa-miR-10b-5p",7.14974711950468,7.03342300153745,1.58496250072116,2.32192809488736,5.04439411935845,4.16992500144231,2.32192809488736,7.28540221886225,6.44294349584873,4,6.4757334309664,2,3.70043971814109,4.58496250072116,1.58496250072116,2.8073549220576,2,8.56224242422107,6.14974711950468,1.58496250072116,1.58496250072116,2.8073549220576,1,2.8073549220576,2.58496250072116,1,3.32192809488736,0,1.58496250072116,1
"hsa-miR-34a-5p",5,4.08746284125034,9.3151495622563,2.32192809488736,3.16992500144231,3,3.58496250072116,3.16992500144231,2.58496250072116,2.32192809488736,3.70043971814109,5.95419631038687,6.62935662007961,3.16992500144231,8.25266543245025,2,5.90689059560852,2.58496250072116,3.4594316186373,2,1.58496250072116,1,1,1,2,1,1,1,1.58496250072116,1
"hsa-miR-181a-5p",2.32192809488736,1.58496250072116,5.12928301694497,2,2,8.31741261376487,6.61470984411521,1.58496250072116,4.32192809488736,4.08746284125034,5.4262647547021,9.4262647547021,2.58496250072116,5.95419631038687,1.58496250072116,1.58496250072116,6.90689059560852,2,3,2.8073549220576,1,5.64385618977472,1,1,1,1,1,1,2,1
"hsa-miR-181b-5p",5.78135971352466,2.8073549220576,2,3.70043971814109,3.4594316186373,5.08746284125034,5.49185309632967,1.58496250072116,1.58496250072116,7.13955135239879,4.8073549220576,6.02236781302845,3.70043971814109,2.58496250072116,5.90689059560852,6.4594316186373,4.70043971814109,1,6.4093909361377,6.3037807481771,1,1,4.39231742277876,1,4.4594316186373,2,5.75488750216347,0,1,1
"hsa-miR-181c-5p",9.05256805080415,3.70043971814109,4.39231742277876,2.32192809488736,2.32192809488736,3.58496250072116,5.4594316186373,4.4594316186373,1,2,2.58496250072116,2.32192809488736,4.70043971814109,5.61470984411521,1,4.16992500144231,8.6724253419715,1,4,1.58496250072116,3,1,2,1,9.61838550225861,10.0980320829605,4.70043971814109,1.58496250072116,2,5.12928301694497
"hsa-miR-182-5p",5.12928301694497,4.32192809488736,3.16992500144231,4.24792751344359,4.39231742277876,3.16992500144231,6.39231742277876,2,12.0828143376723,8.04439411935845,7.20945336562895,4.85798099512757,2,2,7.70043971814109,5.04439411935845,9.31061278165953,4.16992500144231,4.58496250072116,2.8073549220576,1.58496250072116,4,1,3,1.58496250072116,8.70390357344466,5.12928301694497,3,1,1
"hsa-miR-182-3p",7.8073549220576,4.32192809488736,4.08746284125034,1.58496250072116,3.16992500144231,2.58496250072116,3,4.90689059560852,2,3.32192809488736,2.8073549220576,4,4.24792751344359,4.32192809488736,1.58496250072116,3.8073549220576,5.88264304936184,1,6.65821148275179,2.58496250072116,1.58496250072116,2,1,1,1,1,4.16992500144231,1,1,2
"hsa-miR-183-5p",2,4.24792751344359,3.4594316186373,9.31061278165953,2.32192809488736,9.6582114827518,3.32192809488736,2.32192809488736,1.58496250072116,4.4594316186373,6.14974711950468,2.58496250072116,6.3037807481771,2.8073549220576,4.90689059560852,4.75488750216347,2,2.32192809488736,2.58496250072116,3,2,1,6,3.70043971814109,4.24792751344359,1.58496250072116,2,3.58496250072116,2.32192809488736,6.75488750216347
"hsa-miR-187-3p",6.53915881110803,1.58496250072116,5.4262647547021,1,3.32192809488736,3,3,1.58496250072116,3.32192809488736,5.61470984411521,1.58496250072116,1.58496250072116,3.58496250072116,4.70043971814109,4.70043971814109,3,3.32192809488736,1,5.20945336562895,4,1,1,1,1,1.58496250072116,1,1,1,1,1
"hsa-miR-199b-5p",3.4594316186373,5.28540221886225,2.58496250072116,1.58496250072116,7.05528243550119,7.45121111183233,4.58496250072116,2,4.32192809488736,3.4594316186373,2.8073549220576,5.78135971352466,6.2667865406949,3.16992500144231,4.24792751344359,2.8073549220576,1.58496250072116,8.64024493622235,4,1.58496250072116,1,1.58496250072116,1,1,1,1,1,1,2.58496250072116,1
