"","GSM2779536","GSM2779537","GSM2779538","GSM2779539","GSM2779540","GSM2779541","GSM2779542","GSM2779543","GSM2779544","GSM2779545","GSM2779546","GSM2779547","GSM2779548","GSM2779549","GSM2779550","GSM2779551","GSM2779552","GSM2779553","GSM2779554","GSM2779555","GSM2779556","GSM2779557","GSM2779558","GSM2779559","GSM2779560","GSM2779561","GSM2779562","GSM2779563","GSM2779564","GSM2779565","GSM2779566","GSM2779567"
"hsa-miR-3158-5p",-3.3219,2.3489,5.1903,6.2492,5.2899,-3.3219,2.0476,2.3295,3.3882,3.3342,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.7839,-3.3219,2.6415,3.2943,-3.3219,-3.3219,2.6913,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3161",-3.3219,-3.3219,-3.3219,3.588,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1435,2.2467,3.1376,-3.3219,-3.3219,2.5044,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3162-3p",3.5543,3.9753,3.6898,4.2715,3.6339,3.7544,4.0064,3.9533,3.7158,3.6123,3.5545,3.5114,3.9465,3.7686,3.7222,3.1401,3.1227,3.3263,3.5013,3.4979,3.7355,3.6125,2.9799,3.3059,3.185,3.6599,3.4754,3.2946,3.0221,3.4787,4.0256,3.0038
"hsa-miR-3162-5p",9.2315,9.0736,9.385,12.6864,9.9803,7.833,8.7543,9.0109,9.651,10.5632,9.0169,7.8115,8.1752,7.2319,8.2958,8.3218,7.8372,8.5475,9.2574,6.904,6.5629,8.7434,6.8351,7.104,6.3636,7,6.7561,6.9356,6.6573,6.47,7.3197,6.1964
"hsa-miR-3163",-3.3219,-3.3219,2.8243,3.7366,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.5287,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3164",-3.3219,-3.3219,-3.3219,-3.3219,1.7424,-3.3219,-3.3219,-3.3219,-3.3219,3.4098,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3173-3p",-3.3219,-3.3219,-3.3219,2.0761,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3174",-3.3219,-3.3219,-3.3219,3.718,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.0467,-3.3219,-3.3219,2.7907,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3177-3p",-3.3219,-3.3219,-3.3219,1.964,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3180-3p",-3.3219,-3.3219,-3.3219,5.9287,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.8514,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.2601,4.0287,-3.3219,-3.3219,2.9825,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3180-5p",-3.3219,-3.3219,-3.3219,4.0029,-3.3219,-3.3219,2.4436,1.683,-3.3219,-3.3219,-3.3219,-3.3219,2.0478,1.7226,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3181",-3.3219,-3.3219,-3.3219,3.7683,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3185",-3.3219,-3.3219,-3.3219,4.6232,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3187-3p",-3.3219,-3.3219,2.3513,6.7552,2.4378,-3.3219,-3.3219,-3.3219,-3.3219,2.9571,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3188",3.5266,4.3975,5.2335,8.7348,6.2333,3.4922,3.061,3.9693,4.5465,4.7756,3.3749,-3.3219,-3.3219,-3.3219,-3.3219,3.605,-3.3219,1.9719,3.3119,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3189-3p",-3.3219,-3.3219,-3.3219,1.9971,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3189-5p",-3.3219,-3.3219,-3.3219,3.0881,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3190-3p",-3.3219,-3.3219,4.062,3.8169,3.2704,-3.3219,3.0852,2.8475,-3.3219,3.6917,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.2303,-3.3219,-3.3219,1.8071,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3190-5p",-3.3219,-3.3219,-3.3219,3.3883,-3.3219,-3.3219,3.1093,2.7036,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.3486,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3194-5p",-3.3219,3.5905,5.2069,8.6761,5.4982,-3.3219,-3.3219,3.119,4.1206,5.6981,2.9442,-3.3219,-3.3219,-3.3219,-3.3219,2.6623,3.1762,3.919,4.763,-3.3219,-3.3219,4.1548,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3195",6.6927,7.6986,7.7212,11.3418,6.4176,6.2157,6.4805,8.7491,5.8922,8.1788,5.9204,5.5403,8.8475,5.4436,6.7389,6.6815,6.6045,7.6304,8.9975,4.7255,3.8893,7.3053,3.9694,4.3816,3.7297,4.5043,4.3898,3.7138,4.1163,4.0041,4.2071,3.6518
"hsa-miR-3196",8.4913,7.8315,7.2505,9.5423,10.1907,8.341,8.2692,8.0265,7.3801,7.5937,7.7377,7.3387,7.5701,7.1502,8.0389,6.4537,6.9826,8.0826,8.2919,4.8344,4.7701,7.7883,5.027,4.9695,5.0298,5.2887,5.1416,5.0714,4.9394,4.9113,5.6985,4.3007
"hsa-miR-3197",-3.3219,-3.3219,1.9425,5.8474,1.7571,-3.3219,-3.3219,-3.3219,-3.3219,3.8607,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3198",3.6752,4.8403,6.0629,6.628,4.4106,4.2539,3.5101,4.5433,4.4394,5.4276,4.5906,-3.3219,-3.3219,-3.3219,3.9598,4.3379,5.7572,6.0883,6.4501,2.7489,-3.3219,6.2177,-3.3219,2.7464,-3.3219,-3.3219,1.3253,-3.3219,-3.3219,2.5521,3.6409,-3.3219
"hsa-miR-32-3p",4.9829,6.3394,4.0145,4.1137,-3.3219,6.106,1.8977,4.3308,6.2213,3.5937,4.4702,4.3065,3.6448,-3.3219,5.2334,5.6573,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-32-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,0.8855,1.2333,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.5726,-3.3219,-3.3219,-3.3219,3.0831,2.8044,-3.3219,-3.3219,-3.3219
"hsa-miR-3200-5p",-3.3219,1.4146,4.479,7.1165,3.1191,-3.3219,-3.3219,-3.3219,4.9343,5.8757,3.5311,-3.3219,-3.3219,-3.3219,-3.3219,4.1673,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3202",2.417,-3.3219,4.0452,4.2881,1.9531,6.2853,6.6399,6.4656,-3.3219,-3.3219,1.9073,1.7286,2.3768,-3.3219,-3.3219,-3.3219,-3.3219,1.7194,2.2692,-3.3219,-3.3219,2.3431,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-320a",5.7843,6.0755,6.2308,7.6247,5.0415,6.0744,6.4578,6.6586,5.3553,6.4135,5.2429,4.4914,5.8757,4.7527,6.8167,3.9758,5.1199,5.5987,5.8812,5.355,5.3386,5.6085,4.8693,4.9555,4.6476,4.2484,5.3739,3.4837,4.2372,4.885,4.9114,5.1614
"hsa-miR-320b",6.3881,6.5295,6.2293,5.6196,4.935,6.9263,6.726,7.2881,5.6162,5.2986,5.9563,5.2399,6.1318,4.6165,7.019,3.8739,5.4842,5.9913,6.052,6.2783,5.9623,6.0904,5.2028,5.7515,5.0289,4.8256,6.2835,4.0136,4.4262,5.0653,4.6056,5.4021
"hsa-miR-320c",8.0972,9.5543,10.3254,12.6504,9.0067,10.8469,11.298,10.5839,9.5692,11.5197,9.0166,7.1454,7.4844,5.9607,9.5727,8.9026,5.1405,6.0072,7.0803,3.5293,4.3577,6.2411,4.1625,3.4287,3.1693,2.4195,3.7033,2.4816,2.9787,3.7328,4.2035,3.8697
"hsa-miR-320d",5.0194,5.309,6.0728,4.3212,2.2291,5.5778,6.4173,6.1579,4.8801,4.0894,5.1797,4.7724,5.7005,4.2202,6.8467,3.4164,4.2699,4.5482,4.529,4.0343,4.4262,4.4054,4.8557,4.0207,3.831,2.942,3.9694,3.0749,3.6049,4.1166,4.2123,4.2579
"hsa-miR-320e",4.9712,5.3777,6.0917,4.2812,3.3544,5.4663,6.2083,6.049,4.987,4.4132,4.992,4.4826,5.3639,3.7666,6.5895,3.9391,3.872,4.2865,4.2012,3.7115,4.1064,4.0007,4.5107,3.7243,3.6134,2.1297,3.6472,2.3352,2.7385,3.7421,3.9239,3.947
"hsa-miR-324-3p",4.5962,4.6856,4.9562,4.1604,3.7352,4.72,5.1626,5.5268,4.3106,3.7161,4.6903,3.9669,4.612,4.2164,5.1061,3.6122,4.9911,5.1158,4.2982,5.7038,5.7218,4.0672,5.4254,5.9409,5.1319,5.1915,5.3993,4.8961,5.5965,5.6127,5.2261,4.803
"hsa-miR-324-5p",-3.3219,-3.3219,4.1034,-3.3219,-3.3219,-3.3219,3.1516,5.0608,-3.3219,-3.3219,1.8045,-3.3219,3.2423,3.7571,4.5264,-3.3219,-3.3219,-3.3219,-3.3219,3.9363,3.9823,-3.3219,3.2932,4.6006,3.4071,1.3086,3.0271,2.3961,3.7541,5.5119,3.444,4.3494
"hsa-miR-328",-3.3219,2.3529,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-330-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1836,-3.3219,-3.3219,-3.3219,-3.3219,2.4991,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-331-3p",3.6136,3.651,5.7732,-3.3219,-3.3219,4.5931,5.764,6.689,4.0187,4.0769,4.3357,5.7354,6.6674,3.5624,5.0379,-3.3219,-3.3219,-3.3219,-3.3219,3.5207,3.4006,-3.3219,4.8915,5.7125,3.8855,4.1124,3.9611,5.379,5.4528,4.2995,2.7689,3.3796
"hsa-miR-335-3p",-3.3219,-3.3219,-3.3219,1.9098,-3.3219,-3.3219,-3.3219,1.9383,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.9234,-3.3219,-3.3219,-3.3219,2.2025,-3.3219,-3.3219,3.2305,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-335-5p",-3.3219,-3.3219,-3.3219,3.737,-3.3219,-3.3219,-3.3219,5.2256,-3.3219,-3.3219,3.5574,-3.3219,-3.3219,-3.3219,3.1451,-3.3219,-3.3219,-3.3219,-3.3219,6.2441,-3.3219,-3.3219,-3.3219,3.3406,-3.3219,-3.3219,3.8078,-3.3219,-3.3219,1.7654,-3.3219,-3.3219
"hsa-miR-338-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.1541,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-338-5p",-3.3219,2.0214,-3.3219,3.8204,-3.3219,1.117,-3.3219,-3.3219,2.1442,0.6489,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,0.7845,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,0.9872,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-339-3p",-3.3219,-3.3219,2.7732,4.118,-3.3219,-3.3219,-3.3219,-3.3219,2.2268,3.6331,-3.3219,-3.3219,1.319,-3.3219,1.8109,2.4417,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,0.9229,-3.3219,-3.3219,-3.3219
"hsa-miR-339-5p",-3.3219,-3.3219,2.4323,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.3586,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,0.7748,-3.3219,-3.3219,-3.3219
"hsa-miR-33a-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.9251,-3.3219,-3.3219,-3.3219
"hsa-miR-33b-3p",-3.3219,-3.3219,2.9518,4.4521,3.0138,-3.3219,3.097,2.3758,-3.3219,1.848,-3.3219,0.5331,-3.3219,1.4561,0.9126,0.6186,0.7285,2.0606,1.0496,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.4924,-3.3219,-3.3219,-3.3219,-3.3219,0.6039,-3.3219
"hsa-miR-340-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.1652,-3.3219,-3.3219
"hsa-miR-342-3p",-3.3219,2.0797,5.2314,-3.3219,-3.3219,4.6769,5.9677,-3.3219,4.055,-3.3219,3.6312,4.0085,5.8538,3.2328,6.0921,-3.3219,-3.3219,-3.3219,-3.3219,3.3033,3.2372,-3.3219,4.4546,-3.3219,3.0215,-3.3219,2.953,1.6554,3.6942,3.4432,3.2063,3.1448
"hsa-miR-345-3p",-3.3219,2.3117,4.6176,7.175,4.1731,1.9765,1.7606,3.4182,3.2696,4.6669,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.2229,-3.3219,3.0584,4.0204,-3.3219,-3.3219,3.947,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-345-5p",4.9247,6.5488,8.913,8.0736,9.3977,2.7094,2.5471,3.8223,8.3036,8.1472,5.6799,3.4298,1.1037,-3.3219,1.926,2.0585,4.182,4.4842,5.6089,-3.3219,-3.3219,5.029,0.5513,-3.3219,3.2752,-3.3219,-3.3219,0.3157,-3.3219,0.2792,-3.3219,-3.3219
"hsa-miR-34a-3p",-3.3219,-3.3219,3.6443,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-34a-5p",6.7738,7.6163,9.4227,-3.3219,-3.3219,5.3187,-3.3219,3.8232,5.4189,1.6778,3.711,6.8996,5.959,4.2942,4.6026,1.673,3.7148,4.7535,1.8639,-3.3219,3.6988,-3.3219,-3.3219,3.1636,5.4776,-3.3219,-3.3219,6.8673,5.9823,5.1687,-3.3219,-3.3219
"hsa-miR-34b-5p",3.6786,4.6682,6.5549,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.1135,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.5424,1.7564,-3.3219,-3.3219,-3.3219
"hsa-miR-34c-3p",-3.3219,-3.3219,0.7289,-3.3219,1.2027,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-34c-5p",-3.3219,-3.3219,4.3956,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3591-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.678,-3.3219
"hsa-miR-3605-5p",-3.3219,-3.3219,4.1582,4.2774,-3.3219,-3.3219,-3.3219,-3.3219,3.7191,4.5116,3.0501,-3.3219,-3.3219,-3.3219,-3.3219,2.7933,-3.3219,1.9458,3.2009,-3.3219,-3.3219,2.1413,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3607-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.7633,1.8474,-3.3219,1.4616,-3.3219
"hsa-miR-361-3p",-3.3219,-3.3219,2.0446,-3.3219,-3.3219,2.612,2.2244,-3.3219,-3.3219,-3.3219,2.2253,-3.3219,-3.3219,-3.3219,2.963,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-361-5p",3.9576,3.92,5.7505,-3.3219,-3.3219,5.4093,5.9724,6.4777,4.1815,1.8195,3.8178,3.7249,5.2443,2.4852,6.3796,-3.3219,-3.3219,2.1844,2.0163,4.503,4.3056,-3.3219,4.6976,4.8422,3.905,1.6601,3.8517,3.1843,4.0965,3.9053,4.2844,3.425
"hsa-miR-3610",3.1972,5.2,7.3609,10.3003,5.8654,-3.3219,-3.3219,3.6096,6.2383,7.8845,4.6864,-3.3219,-3.3219,-3.3219,4.0311,4.6368,-3.3219,3.4091,4.4585,-3.3219,-3.3219,3.1204,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3614-5p",-3.3219,-3.3219,-3.3219,3.9812,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.7659,3.1002,3.6921,-3.3219,-3.3219,3.4395,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3617-5p",-3.3219,-3.3219,-3.3219,4.6082,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-362-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.6581,4.2005,2.5729,-3.3219,-3.3219,-3.3219,2.381,-3.3219,2.1062,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.7735,1.8002,-3.3219,1.5914,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3620-3p",-3.3219,-3.3219,-3.3219,2.6922,2.1221,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3620-5p",1.8304,-3.3219,1.6537,7.2206,5.7531,-3.3219,-3.3219,-3.3219,-3.3219,3.9427,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.8579,5.0301,5.2295,-3.3219,-3.3219,6.1834,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.8748,-3.3219
"hsa-miR-3621",-3.3219,-3.3219,2.1418,4.7603,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.5548,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3622a-5p",-3.3219,-3.3219,-3.3219,4.1864,2.1886,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.3315,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3622b-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.0873,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-3622b-5p",-3.3219,2.0349,4.1096,4.9462,4.555,-3.3219,2.4459,1.7301,3.5632,2.4183,1.8877,-3.3219,-3.3219,-3.3219,-3.3219,1.9588,-3.3219,-3.3219,1.9793,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-363-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.2141,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.47,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.0333,-3.3219,-3.3219,-3.3219,-3.3219,2.716,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
