"","GSM2779536","GSM2779537","GSM2779538","GSM2779539","GSM2779540","GSM2779541","GSM2779542","GSM2779543","GSM2779544","GSM2779545","GSM2779546","GSM2779547","GSM2779548","GSM2779549","GSM2779550","GSM2779551","GSM2779552","GSM2779553","GSM2779554","GSM2779555","GSM2779556","GSM2779557","GSM2779558","GSM2779559","GSM2779560","GSM2779561","GSM2779562","GSM2779563","GSM2779564","GSM2779565","GSM2779566","GSM2779567"
"hsa-miR-4291",3.3443,4.1556,5.5344,-3.3219,-3.3219,4.2724,6.4854,4.5172,-3.3219,1.6917,4.4204,1.6743,5.1444,3.9025,5.2046,-3.3219,3.0179,3.6146,1.8073,2.198,3.0161,-3.3219,5.6749,3.1143,3.646,4.0261,5.4134,3.5574,5.8976,4.8961,5.2581,5.1149
"hsa-miR-4294",-3.3219,-3.3219,2.9676,5.8825,1.7996,-3.3219,-3.3219,-3.3219,-3.3219,3.4023,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4298",5.2152,5.3276,6.1427,7.4427,5.6363,7.2829,6.4425,6.4196,4.8413,5.746,4.8832,5.1432,5.4926,4.6307,4.8407,5.1211,5.3845,5.9065,6.412,-3.3219,-3.3219,6.2959,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.0558,-3.3219
"hsa-miR-4299",8.6606,8.3117,8.4691,12.2582,9.6262,5.411,5.2346,5.4844,8.5008,10.9599,9.2658,4.4414,5.0343,4.4838,7.5073,10.6034,6.7968,6.9337,6.8684,5.6938,5.7687,6.4263,5.4343,5.7985,5.423,5.5998,5.6393,5.6365,5.4892,5.5588,5.6925,5.2014
"hsa-miR-4304",-3.3219,3.1831,5.7156,5.4544,5.6939,-3.3219,-3.3219,-3.3219,5.3142,5.2627,2.2243,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4306",3.7074,4.313,4.7636,4.3205,2.6407,6.7507,6.5534,6.3552,-3.3219,-3.3219,2.9964,3.7114,4.4894,-3.3219,3.4664,-3.3219,2.5629,2.6997,3.2981,-3.3219,-3.3219,3.7766,1.6479,-3.3219,-3.3219,-3.3219,-3.3219,1.3659,3.3512,-3.3219,-3.3219,2.602
"hsa-miR-431-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,0.5177,-3.3219,-3.3219,3.0777,2.6257,-3.3219,2.1491,2.9501,2.6746,-3.3219,-3.3219,3.4847,-3.3219,2.9894,0.848,3.1443
"hsa-miR-431-5p",-3.3219,-3.3219,-3.3219,3.105,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4310",-3.3219,-3.3219,-3.3219,3.6307,1.8749,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.3213,-3.3219,1.4283,-3.3219,1.467,-3.3219,1.5809,2.6441,-3.3219
"hsa-miR-4311",-3.3219,1.3898,-3.3219,-3.3219,-3.3219,1.3584,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.0598,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4312",-3.3219,-3.3219,-3.3219,3.4029,-3.3219,-3.3219,2.8635,2.9033,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.3881,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4313",3.546,4.012,3.2858,4.567,3.6744,4.2047,3.7145,3.3531,3.7052,3.5942,3.2878,3.345,3.6848,3.7612,3.6112,2.9066,5.5293,5.6623,5.8298,3.6422,3.6962,5.9532,3.645,3.4204,3.3468,3.5286,4.2666,3.5627,3.3923,4.197,5.1891,3.3808
"hsa-miR-4314",3.4153,4.5011,5.0197,5.2097,3.7622,-3.3219,-3.3219,-3.3219,4.1072,4.5065,3.0913,-3.3219,-3.3219,-3.3219,3.2936,4.5163,-3.3219,1.7359,3.2194,-3.3219,-3.3219,3.1042,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4317",-3.3219,-3.3219,2.3223,-3.3219,-3.3219,-3.3219,3.436,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.8243,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-432-5p",-3.3219,3.2229,-3.3219,-3.3219,-3.3219,3.2931,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.2422,-3.3219
"hsa-miR-4322",-3.3219,-3.3219,3.2531,6.1981,4.23,-3.3219,3.357,3.0901,-3.3219,3.7359,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4323",-3.3219,-3.3219,-3.3219,2.9697,1.9356,-3.3219,2.0377,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4324",2.405,3.3624,2.4593,-3.3219,-3.3219,-3.3219,1.7011,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.6155,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.7862,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4327",7.1871,8.8939,9.3734,11.6592,7.0426,6.2763,6.2183,7.6838,8.4121,9.4723,6.9921,7.1483,5.6255,5.8444,6.4551,6.4464,3.7627,5.3547,5.9824,-3.3219,-3.3219,4.7774,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4417",1.8936,4.6289,6.623,10.0842,5.6614,-3.3219,-3.3219,3.0676,5.2736,7.2714,4.0792,-3.3219,-3.3219,-3.3219,3.9616,4.9673,4.6434,5.4206,6.4323,-3.3219,-3.3219,5.6376,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.5358,-3.3219
"hsa-miR-4419a",-3.3219,-3.3219,3.2122,5.0983,4.0026,4.7243,4.8216,4.2806,-3.3219,-3.3219,-3.3219,1.8978,2.0125,-3.3219,-3.3219,-3.3219,3.6922,4.1645,4.693,-3.3219,-3.3219,4.5886,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4419b",-3.3219,3.7883,3.7447,4.7532,-3.3219,4.2138,5.4333,5.08,-3.3219,3.579,1.814,2.6987,4.6876,4.1699,2.7593,-3.3219,2.6856,2.7622,3.8707,-3.3219,-3.3219,3.9125,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4422",-3.3219,2.086,3.4774,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.4968,3.6582,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.6127,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4428",3.4626,3.8898,5.5502,10.4706,9.2334,3.1359,4.2409,5.7071,4.6902,6.5851,4.9955,-3.3219,3.0146,2.6061,3.4737,3.3305,9.2783,9.5344,9.8957,4.9189,4.467,9.3564,4.0245,4.6642,4.6127,4.7633,4.8981,4.6851,4.9565,4.9167,6.6562,4.202
"hsa-miR-4429",-3.3219,-3.3219,2.1515,5.6606,2.6037,-3.3219,-3.3219,2.9893,-3.3219,3.4386,-3.3219,-3.3219,-3.3219,-3.3219,1.7315,-3.3219,-3.3219,-3.3219,2.4072,-3.3219,-3.3219,2.9654,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4430",4.3396,4.8738,5.1283,8.8968,5.9135,3.7718,4.1798,5.4033,5.0203,6.5448,4.6427,1.5305,3.6648,2.6362,4.6874,4.6021,4.2256,4.8589,5.3766,1.6905,-3.3219,5.0025,-3.3219,-3.3219,-3.3219,2.6053,1.4476,1.4511,-3.3219,-3.3219,3.1073,1.5271
"hsa-miR-4433-3p",5.0037,5.913,6.8315,9.3353,7.2328,4.2738,4.2983,5.1464,6.7664,5.5618,5.1274,3.1386,4.4294,3.7194,4.5038,4.3041,3.0046,3.4712,4.1929,-3.3219,-3.3219,4.2417,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4433-5p",4.3135,4.6669,5.2294,7.9762,5.939,4.0565,4.9024,5.035,5.0542,5.9127,4.287,3.7742,4.1863,3.7193,4.2976,4.4149,4.272,5.0521,5.7129,3.0857,3.1228,5.0866,2.9554,3.0652,3.146,3.2388,3.0508,3.1755,2.1316,3.1626,3.466,2.9068
"hsa-miR-4434",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.4774,3.7032,2.3848,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4436b-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.8126,3.7598,2.8937,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4436b-5p",2.9834,3.5985,1.6545,3.3476,-3.3219,2.2782,3.8887,2.933,3.2001,-3.3219,2.0134,2.926,-3.3219,-3.3219,-3.3219,1.6562,-3.3219,2.1151,2.1732,-3.3219,-3.3219,2.0017,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4440",-3.3219,2.63,-3.3219,-3.3219,-3.3219,3.632,-3.3219,1.9833,3.7405,-3.3219,-3.3219,3.184,-3.3219,-3.3219,1.9284,3.1743,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4441",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.0376,2.1985,2.6131,-3.3219,-3.3219,2.1928,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4442",4.9392,5.8882,7.1185,8.6563,6.4964,6.745,6.6109,6.6523,5.7814,6.7874,5.2649,3.7887,4.6957,3.3831,4.1149,4.6198,5.6697,6.4699,7.1778,2.7363,1.5411,6.6348,-3.3219,2.3847,-3.3219,2.5068,2.7656,1.5103,1.7802,2.7127,3.6986,-3.3219
"hsa-miR-4443",9.1125,9.668,7.3171,7.0587,6.5139,10.4054,8.5516,11.3644,7.2282,8.2486,6.2924,8.3236,10.9966,7.3233,8.9489,3.8458,7.2332,7.7898,8.4584,6.3994,5.1155,8.2375,5.7723,5.2556,5.0244,5.6625,6.1942,5.3202,5.2794,5.8324,5.464,5.5164
"hsa-miR-4444",-3.3219,-3.3219,-3.3219,4.7778,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.2042,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.7538,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4446-3p",3.622,3.5492,5.7053,7.4163,7.7218,-3.3219,-3.3219,2.534,5.8274,5.0401,5.7955,-3.3219,-3.3219,-3.3219,2.1357,2.5641,4.7255,5.1015,5.496,-3.3219,-3.3219,5.0983,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.6013,-3.3219
"hsa-miR-4447",-3.3219,-3.3219,-3.3219,2.2929,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.165,-3.3219
"hsa-miR-4449",-3.3219,1.9859,4.0207,4.1273,-3.3219,-3.3219,-3.3219,-3.3219,1.9363,4.6158,2.9228,3.7021,-3.3219,-3.3219,2.2617,2.9168,3.2684,2.9616,4.6637,3.1546,1.861,5.908,-3.3219,2.0308,2.23,2.6091,2.9089,2.6013,-3.3219,1.6122,3.2364,1.8888
"hsa-miR-4451",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.7256,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4454",17.0136,16.824,14.7899,13.4081,14.1315,17.0736,17.0483,17.0904,15.7657,15.9721,15.791,16.4634,16.8023,15.8245,16.776,12.6878,16.0059,16.2571,15.7438,16.3262,16.2772,16.1338,16.4371,16.5449,16.3417,16.4694,16.6141,16.6489,16.4976,16.3389,16.343,16.2339
"hsa-miR-4455",5.9388,7.1289,5.056,5.3508,-3.3219,6.9133,3.6958,5.4029,7.2532,4.6164,5.4985,5.3869,4.7022,2.726,6.0695,6.6353,3.8109,4.3196,4.4361,-3.3219,-3.3219,4.4461,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.5083,-3.3219
"hsa-miR-4456",-3.3219,2.0766,-3.3219,-3.3219,-3.3219,1.9326,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4459",13.2409,15.27,15.4849,16.9635,13.3949,11.4135,11.6381,14.1507,15.7201,16.9187,14.1956,12.3563,11.9101,11.6059,14.0136,14.3599,12.6679,13.3612,14.4379,8.2371,8.0115,13.5818,6.9074,8.1296,7.3851,7.7078,8.0374,7.9648,7.9053,7.8302,9.7746,7.3745
"hsa-miR-4462",4.9166,4.4921,4.1288,4.7027,3.1669,2.3565,2.5751,2.1446,4.7899,4.6492,3.022,1.6738,-3.3219,-3.3219,2.1631,3.5223,2.9259,3.3725,4.0169,-3.3219,-3.3219,3.5893,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1826,-3.3219
"hsa-miR-4463",5.1387,7.0997,7.9025,9.6326,6.8595,3.6543,4.1663,5.1516,8.4135,9.831,6.3586,3.8449,3.8745,3.1568,5.1716,5.2715,4.0046,4.9918,6.0277,-3.3219,-3.3219,5.1816,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4465",4.91,5.2443,5.5111,11.2723,7.3097,1.9928,5.0962,5.2882,5.4954,5.4224,5.1782,2.6904,3.6713,4.7908,4.4244,4.7725,4.5533,5.3879,5.7636,4.1619,4.1383,5.3522,3.2287,4.3875,3.8373,4.707,3.4318,3.2996,3.5914,3.5191,4.7138,3.6865
"hsa-miR-4466",8.3914,9.6565,9.7204,11.9769,9.6246,7.6916,7.649,8.6054,9.0216,9.8487,8.1493,6.7938,6.5305,6.8591,7.7116,8.9514,5.4318,6.5891,7.2513,3.7797,4.036,6.6065,2.9069,3.4646,3.4007,3.8081,3.3975,3.4926,3.357,3.1505,4.5441,3.2664
"hsa-miR-4468",-3.3219,-3.3219,-3.3219,4.4504,3.2551,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.7747,3.2162,-3.3219,-3.3219,1.9425,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4469",-3.3219,-3.3219,-3.3219,4.6005,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4470",-3.3219,-3.3219,3.4496,5.5528,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.5068,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.7488,2.3468,-3.3219,-3.3219,1.845,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4472",-3.3219,2.6361,2.1031,5.2541,2.3538,2.3646,-3.3219,1.6182,2.4977,3.6852,-3.3219,-3.3219,-3.3219,-3.3219,1.7768,2.2294,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.3816,-3.3219,-3.3219,-3.3219,3.5376,-3.3219
"hsa-miR-4476",5.3872,6.3151,7.3042,11.552,7.3941,3.6757,4.041,6.0217,6.998,7.6205,6.2008,4.0048,4.0045,3.7232,6.2381,6.1066,3.5479,4.6714,5.5699,-3.3219,-3.3219,4.8258,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4478",4.8042,5.3828,7.1954,11.3895,8.7599,4.3825,3.517,7.4189,6.0084,8.1007,6.3902,1.467,-3.3219,2.5872,6.0664,5.1803,6.4083,6.7873,7.3704,2.5498,3.1257,6.8888,-3.3219,2.5925,1.553,2.8216,2.9854,1.6582,1.8192,2.8564,4.4013,-3.3219
"hsa-miR-4481",4.1302,5.8223,7.5888,8.9705,7.7294,4.7336,2.8952,3.6141,7.1417,7.8916,5.5277,3.4438,2.1712,-3.3219,4.0413,4.4476,4.4553,5.0007,6.3789,2.2627,1.5979,5.3522,-3.3219,-3.3219,-3.3219,-3.3219,1.5086,-3.3219,-3.3219,-3.3219,3.8287,-3.3219
"hsa-miR-4482-3p",1.9756,-3.3219,-3.3219,3.3593,-3.3219,-3.3219,-3.3219,2.5445,-3.3219,3.1551,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4483",-3.3219,3.4566,-3.3219,-3.3219,-3.3219,3.7444,-3.3219,-3.3219,3.4904,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1374,3.0762,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.7085,-3.3219
"hsa-miR-4484",5.9313,7.2474,7.0506,7.22,4.1001,7.2473,8.7287,7.712,5.6359,5.6045,5.9812,6.3165,8.2558,7.4757,6.5166,4.8269,4.5636,4.9624,5.7529,1.8962,1.7804,5.9024,2.3243,2.3957,2.1031,2.8245,2.4413,2.4385,4.2356,2.8598,3.2179,1.6473
"hsa-miR-4485",-3.3219,-3.3219,1.7942,1.7816,3.5463,5.2767,4.5917,4.8545,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,7.3138,7.5049,7.536,4.5432,3.5284,7.5671,4.1146,3.9204,3.446,3.3739,4.4787,4.1081,3.9837,4.3187,5.602,3.5765
"hsa-miR-4486",2.5709,3.58,4.5218,6.5514,-3.3219,2.7363,3.8735,2.9604,2.3695,3.5924,3.236,2.5012,3.0373,2.8676,2.0925,1.7156,1.9793,2.3575,3.6045,-3.3219,-3.3219,2.9508,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4487",-3.3219,-3.3219,4.1002,5.2982,3.417,-3.3219,-3.3219,-3.3219,-3.3219,3.6832,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.0782,3.4698,3.6264,-3.3219,-3.3219,3.5613,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4488",1.7187,3.3234,3.595,6.1977,4.4008,-3.3219,-3.3219,-3.3219,3.9502,4.7395,3.4568,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4492",-3.3219,-3.3219,-3.3219,4.0854,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4496",-3.3219,3.7811,5.3478,8.6884,4.3314,3.2172,3.9663,3.9688,3.802,5.7526,3.279,-3.3219,-3.3219,2.6818,1.3042,3.596,3.0414,3.9617,4.8429,-3.3219,-3.3219,4.4633,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4497",6.7957,6.8667,7.5697,9.4841,7.2132,4.8762,6.1924,6.1246,7.48,7.9081,6.8616,5.3898,4.9828,5.864,5.2472,6.4498,5.104,5.4613,6.0867,3.567,3.3698,6.3104,2.9241,3.3022,3.2148,3.4295,3.6222,3.2187,2.9421,3.1472,4.479,3.146
"hsa-miR-4498",-3.3219,-3.3219,2.7368,2.7408,4.5546,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4499",5.1157,6.3627,7.5383,10.5671,6.3481,6.388,6.5077,6.2483,6.2163,7.7269,5.5408,4.2832,5.3965,4.9172,5.3134,6.6907,4.5952,5.2002,6.0872,-3.3219,-3.3219,5.4642,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.5158,-3.3219
"hsa-miR-449b-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.4893,-3.3219
"hsa-miR-4502",-3.3219,2.0715,-3.3219,3.7271,-3.3219,3.1165,-3.3219,-3.3219,2.1429,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.8249,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4505",8.0161,8.5304,9.2053,12.9699,11.1908,6.6319,6.8187,7.545,9.2054,9.5672,9.8539,5.7305,6.1599,6.1946,8.4872,8.9979,7.1821,8.0832,8.6393,5.2628,5.2061,8.1627,4.8952,4.9689,5.0397,5.3472,5.046,5.22,4.9014,5.0611,5.7779,4.8681
"hsa-miR-4507",6.7552,6.923,7.6106,11.6246,10.1823,6.1984,5.8502,6.9623,7.5817,8.0343,8.6986,4.6706,4.9157,4.622,7.1945,7.7565,6.409,7.1675,7.7994,4.559,4.5079,7.6542,4.3119,4.5361,4.4971,4.7397,4.6077,4.6692,4.2973,4.5308,5.0188,4.3065
"hsa-miR-4508",-3.3219,2.1869,3.0223,6.7377,4.727,-3.3219,-3.3219,-3.3219,-3.3219,3.9401,-3.3219,-3.3219,2.7471,-3.3219,3.1884,2.5527,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-450a-5p",-3.3219,-3.3219,2.8974,-3.3219,-3.3219,-3.3219,1.8523,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
