"","GSM3318616","GSM3318617","GSM3318618","GSM3318619","GSM3318620","GSM3318621","GSM3318622","GSM3318623","GSM3318624","GSM3318625","GSM3318626","GSM3318627","GSM3318628","GSM3318629","GSM3318630","GSM3318631"
"hsa-miR-30a-5p",32.73628998,34.11711884,29.77017593,29.18535614,31.21349144,31.17464066,30.94015884,27.79236984,36.46686554,33.58872986,31.86057472,32.42642593,34.64358902,33.70779419,30.48864746,29.59820938
"hsa-let-7i-5p",38.64149475,33.93626022,30.28160667,29.34929848,31.5706749,30.17743111,31.41012573,28.95058823,33.47741699,32.07892227,31.87491417,32.62234116,32.56618118,32.48090363,30.24802971,29.97548485
"hsa-miR-30c-5p",35.77465057,32.80828857,30.2266674,30.10850716,31.46989822,30.93523026,32.693573,28.5444355,31.90397835,31.43802834,31.99106598,31.55006981,33.49335098,34.46793747,31.26288986,30.60429192
"hsa-miR-484",35.8197937,35.76174927,30.15937233,29.57987022,32.57850647,29.73711967,31.74290276,29.18581009,31.96063423,31.01865196,32.10348511,31.80010033,33.68435287,31.72346878,30.71821213,29.98781776
"hsa-miR-34a-5p",34.17852402,33.60630035,30.210886,29.36496544,31.77031708,31.58904839,31.79511642,28.54040718,31.5327301,33.32753372,31.44459152,33.27468109,33.5342865,33.22443008,29.62066841,30.51879692
"hsa-miR-335-5p",33.48215866,34.37657928,28.89474106,29.93612289,31.83077431,31.13582039,30.83920479,29.09696579,33.14835739,32.1794548,32.53879929,33.19234467,34.09278107,32.55228806,29.70960999,29.4045887
"hsa-miR-125a-5p",37.72217941,33.55744934,29.67167854,29.84790039,30.84873772,29.84396172,31.38257027,28.80056572,31.44906807,31.78990746,31.34553909,32.45219421,31.6014576,32.81915665,30.9806366,30.40056419
"hsa-miR-193a-5p",34.90275955,33.32777023,29.8992424,28.44381142,30.6222477,30.4029541,31.50304794,27.50233078,34.34410477,31.696558,31.38899231,32.61277771,35.49555588,32.17754745,29.67207527,29.54611588
"hsa-miR-222-3p",34.20575333,34.44551086,30.39740944,28.91940498,31.83563995,30.23214149,32.0934639,28.47390938,34.20846176,30.63711357,31.18748474,30.75746918,33.19034576,32.58435059,30.25564766,29.67627144
"hsa-miR-101-3p",32.81386185,33.86691666,28.92301559,29.81528473,31.93792343,30.32243156,31.51764297,29.65285683,33.20106888,32.45473862,31.29722786,31.35116386,33.14159012,32.27583694,29.53588295,30.49003601
"hsa-miR-532-3p",33.1013031,34.49845505,29.79004669,28.79816437,29.89403343,30.76288605,30.30422974,27.93992615,33.85571289,31.81656647,31.86958885,33.2959137,34.33749008,31.35957146,30.31058693,28.85869598
"hsa-miR-365a-3p",36.9713707,33.31774521,28.56638527,28.65657043,29.31418037,29.17598152,29.87567329,27.10472488,35.47993851,31.68103027,32.00860596,31.80083656,34.86735916,33.90060425,29.58114243,28.08293533
"hsa-miR-185-5p",33.85974503,31.94465256,28.95276833,29.26335907,31.56891251,30.47993279,30.74172783,28.65922165,34.49240494,30.00689888,31.66010857,32.54738235,32.86338043,32.92194748,30.22934532,30.09469604
"hsa-miR-148b-3p",33.95173264,33.78315353,29.19967461,28.4450779,30.44474792,29.53741264,32.44085693,28.38779831,35.17796326,30.71149635,31.78688431,32.3264122,32.50589371,32.58992386,28.81464005,29.31266022
"hsa-miR-30e-5p",35.45275879,34.71489334,28.67651939,28.3849659,31.46318817,29.08337402,30.79989815,27.78770828,34.60230637,33.052845,30.56592751,30.61325645,31.54570198,32.4768486,29.91101265,29.8396225
"hsa-miR-20a-5p",34.22999191,32.53364563,27.64446259,28.5110302,32.48277664,28.29507637,30.87333107,29.39986992,34.91529846,29.96051025,31.1152916,31.46809959,32.00619888,31.83364868,30.30324364,30.29047012
"hsa-miR-328-3p",34.48589706,35.87986755,30.64155388,28.31428146,30.35357666,30.32098389,30.65755653,28.77623749,31.88009071,30.19234276,30.51523399,30.80241203,33.12332916,31.58216476,29.19556618,28.76679611
"hsa-let-7g-5p",33.63357544,31.9164753,29.3517437,29.64380264,31.24755287,30.4370327,30.93252563,29.43516731,31.78585625,31.67922401,31.33449745,31.3038559,30.76309395,31.61713409,29.82413292,30.42684555
"hsa-miR-19b-3p",33.3079834,32.86283112,27.32025909,28.86217499,30.48433495,28.39029884,29.39951706,27.73472977,33.41886139,30.55563354,30.25133896,30.94618225,33.82125854,32.50563812,28.88737297,29.65190125
"hsa-miR-152-3p",34.4823494,31.48906517,28.52519608,27.84092712,29.66374016,29.9539566,29.80826759,27.1987133,31.84087944,28.75568199,31.28352165,33.76992035,32.34859848,32.29227448,29.95143509,29.05735207
"hsa-miR-423-3p",33.13258362,32.2171669,29.65852165,27.8130722,31.07002068,29.626091,31.63448906,28.10736275,30.17276192,30.54595184,30.26729965,30.52716637,34.72483063,30.61922836,28.7065239,28.85638046
"hsa-miR-29c-3p",34.42394257,33.46982956,27.2037735,27.89246178,29.20092392,29.53471375,30.11794281,26.74104691,33.84163284,31.62803459,30.84329796,31.49116898,32.23789978,31.48095322,28.50401497,28.12122726
"hsa-miR-320b",34.64769745,32.77085114,29.08995056,28.39354897,30.71859932,29.23484802,30.96761894,28.23471642,31.03095055,28.74168015,29.69588089,30.75276756,32.98125458,31.49398613,28.59614944,29.17285919
"hsa-miR-223-3p",33.76840591,34.46421432,28.17070389,28.83863831,29.62738037,25.55138588,30.5349102,27.22541809,32.77595901,29.24836922,32.17154312,31.42574501,30.74650192,31.1956501,30.64495087,30.12552834
"hsa-miR-29a-3p",35.30862045,33.83625412,27.4650116,27.4567318,29.08323288,29.33236885,29.70663834,26.17810822,34.96526337,30.42069817,30.37649727,31.4229126,32.45004272,31.30698776,28.20585823,28.17182159
"hsa-miR-25-3p",34.82453156,31.84878349,27.76782799,27.44809723,29.96492004,27.32932472,29.40196991,26.99908447,36.53721619,28.84947395,30.23815727,31.44705391,32.37748337,31.43838501,29.4425602,29.16648865
"hsa-miR-30d-5p",32.76551056,33.14340591,28.93410301,28.45786285,29.7893486,28.30286789,29.25941467,26.68204498,32.42873764,30.76394844,30.28615761,30.61632538,31.57811165,31.84937859,30.27975082,29.37005997
"hsa-miR-660-5p",32.52267456,31.49836349,27.94106483,27.61212349,30.36031532,30.21677971,30.99511337,26.80068779,33.56962204,29.954319,30.48516083,31.57148933,31.56767082,31.31161308,28.87260628,28.38157845
"hsa-miR-361-5p",33.97558975,32.60550308,28.67047501,27.901968,30.1243763,29.48876762,29.97080612,26.65929794,31.77376556,30.800457,30.95601654,30.78294754,31.71078682,30.75409889,28.85339546,28.1953907
"hsa-miR-423-5p",32.9849968,32.50339127,28.6450634,27.7608223,29.36914825,29.22318268,30.07643127,27.00772667,31.41489601,29.78114891,29.69742966,31.45922279,31.85665512,30.76244736,28.33013916,28.2544632
"hsa-let-7a-5p",32.54252625,30.91684341,28.66900635,28.86725235,31.14946556,28.78338432,29.31668091,28.49892998,29.47578812,29.24304581,30.07277489,30.10586548,29.97326469,31.56642723,29.50682831,29.71691895
"hsa-miR-22-3p",32.57907104,31.7937336,26.41302681,26.27524376,29.51820946,28.69957161,30.07444763,25.71473312,31.83189774,29.37355042,29.45668221,29.37108994,31.90541458,30.08557129,27.49205208,26.93412018
"hsa-miR-15a-5p",31.94355583,30.54073906,27.28025055,27.25713348,29.7985878,27.92463303,29.11930847,27.20200157,31.82579422,29.13527107,29.01529312,29.21346664,30.36723518,29.90933609,27.91312218,28.65625381
"hsa-miR-148a-3p",32.24245453,31.74145126,26.46079826,26.29466057,29.07937241,27.80872345,28.71351051,25.95535088,31.79242897,28.53690338,29.85205078,30.83805656,32.09436035,29.6841507,27.33339882,27.23208046
"hsa-miR-99a-5p",32.73668289,31.31603432,26.89908218,26.74555779,28.78235626,28.65101051,29.25631332,25.81999779,30.22716904,29.34435844,29.24724007,29.8404541,31.42468071,30.46473122,27.30686188,27.27228355
"hsa-miR-23b-3p",32.00310135,30.94669724,26.7765255,27.41986847,27.71449852,27.70775414,29.40058708,25.85720825,30.34028435,29.83382988,31.5728054,30.45731735,29.14494705,30.42962456,27.61533356,28.08767509
"hsa-miR-100-5p",32.12503815,31.96933556,26.68617821,26.61812782,28.75091743,28.67158699,29.46098709,25.95613098,30.40330887,28.45969963,29.20603943,30.19319344,31.84996414,29.84622192,27.78563309,27.09137154
"hsa-let-7b-5p",32.12153625,30.54627419,26.77495384,26.70725632,27.97947311,27.52511215,28.39986992,25.14237404,30.70603371,28.57389259,30.64541817,30.97959709,30.62829971,29.82195473,28.06406975,27.05778885
"hsa-miR-320a",30.83732414,30.16256905,26.74731827,26.30099297,28.70842361,27.9798069,29.39151382,26.24901199,30.17163467,27.62967873,28.53191757,28.77180672,31.21031952,29.78247261,27.39199448,27.71566963
"hsa-miR-92a-3p",32.3563118,30.71437263,26.71570396,26.59284973,28.61639786,26.36712074,27.80170822,26.37858391,29.95463371,27.67391968,28.74216652,28.98498154,30.42323494,28.89960289,28.70364189,27.69290352
"hsa-miR-24-3p",30.78300858,30.77727509,25.87539864,26.21376228,28.4955864,27.09871674,28.82564354,25.99778938,30.97032166,28.54727554,28.97569466,29.10560799,29.39982796,29.84351158,27.61863327,27.63282394
"hsa-miR-23a-3p",32.36336899,31.23155403,26.20010948,26.62122726,26.82411385,26.51459885,28.4342556,24.80459976,33.11593246,29.06541443,29.67298698,30.15307045,27.85941505,29.22606468,26.40995026,27.0925808
"hsa-miR-27b-3p",31.59854126,30.19510269,25.42167282,25.94487381,27.33735085,27.01134872,28.08099365,25.33238602,31.25004387,27.88230705,29.71976662,30.32666206,30.60317802,30.21291542,26.69398499,26.92818069
"hsa-miR-486-5p",31.67350769,29.35695076,26.62522697,25.15736771,28.31421661,26.15416718,27.43275833,26.1331234,28.32798576,25.33511162,26.94582176,27.50845146,31.61732864,28.53029251,28.50377083,27.5166378
"hsa-miR-125b-5p",30.43723297,28.99695206,24.17611504,23.74935341,24.42774582,24.83867836,25.44298553,22.12672997,27.75159645,26.73725319,26.50466537,27.50391388,28.92529297,27.48007393,24.78621292,24.25741577
"hsa-miR-21-5p",29.17031288,27.63840294,23.65636253,24.0068512,26.71726418,24.71853638,25.88331604,23.56256485,29.90838051,25.53730583,26.57954979,26.79527092,25.45376205,26.14467239,24.52796555,24.93348503
"hsa-miR-451a",31.48262405,28.48401833,22.71227264,23.44672966,24.36661911,23.16234016,24.92058945,22.36880684,28.9384613,24.60041618,26.11988831,26.41179657,29.5613327,26.68535805,25.24870682,25.63026047
"hsa-miR-16-5p",29.43296623,26.77606392,23.66500282,22.87980652,25.28465271,22.79756165,24.54044342,22.71038628,29.97752762,24.87524033,25.04179955,25.6053791,27.13879967,26.42951775,24.4846611,24.83579826
"hsa-miR-7-5p",32.24245453,38.00793839,38.00554276,37.73424149,31.24755287,34.15869141,36.45641708,35.81263351,37.84109116,39.03024292,33.32718277,33.83226013,38.29205322,38.81801987,37.82583237,33.73057175
"hsa-miR-217",33.76840591,33.70183182,35.89807892,33.85223007,30.84873772,39.08507538,31.82820892,32.98870468,35.47993851,34.43341446,36.86587143,35.13949203,34.3417244,36.54979706,29.68320847,28.65625381
"hsa-miR-337-5p",39.35440445,39.49332809,36.70891953,36.96210098,32.64042282,36.48547363,34.92697525,29.83282089,31.25004387,28.84947395,36.32349014,34.17997742,31.84996414,36.89804077,33.60317993,31.04531097
"hsa-miR-374b-3p",36.23791885,36.6319809,29.54092789,35.31416321,34.51602173,33.39940643,37.65842438,30.58022118,39.07032394,37.53655624,39.31691742,33.63947296,35.56583023,36.94219208,34.18976593,35.96792221
"hsa-miR-143-3p",35.2256546,37.64691544,32.84337997,32.25614548,32.31716537,30.82509995,29.25941467,31.12564087,38.03684616,30.00689888,34.15933228,36.4022522,33.4596405,36.26169968,32.22757721,32.37154007
"hsa-miR-623",38.3413887,33.31774521,37.2898674,33.52316284,35.45597076,34.12617493,34.91698074,36.17380142,38.82650375,37.42310715,34.44390106,38.04974747,36.48091125,38.29474258,38.35063553,34.22489929
"hsa-miR-520c-3p",37.81604767,28.03717804,35.67309189,37.37563324,34.16935349,31.4980011,39.81156158,36.53785706,29.97752762,24.15551567,30.25133896,34.19054794,34.3417244,32.38428879,34.14277267,28.85638046
"hsa-miR-557",39.82559204,34.56394958,34.16941452,33.05444717,34.51602173,29.84396172,29.46098709,36.64081573,33.72300339,36.03244781,31.5728054,26.41179657,38.12811661,35.83778,33.60317993,31.92425346
"hsa-miR-218-5p",35.30862045,33.92453766,29.54092789,29.95257568,32.81346893,30.65169144,31.20802879,29.30889511,35.65768814,32.23190689,31.61376762,32.16415405,34.93127441,36.77162552,30.36778069,30.78203773
"hsa-miR-136-5p",36.88491821,38.13679886,35.56759262,35.01491928,35.57406235,35.77404022,33.0411911,35.27827454,38.4013443,33.92351532,22.09326172,30.89929581,34.93127441,22.91764832,31.62394714,36.20637512
"hsa-miR-127-5p",38.3413887,34.48314667,37.95416641,30.64447975,30.70386505,36.76216507,32.55200958,34.759758,35.4092865,35.63298035,30.64541817,36.04449463,33.49335098,29.6841507,39.30693436,32.9666481
"hsa-miR-140-5p",34.53862,34.57377243,30.91353035,31.01830482,34.49360657,33.31425476,31.64864731,30.30010223,34.61699295,34.52246857,33.9317894,35.8752594,34.74586105,34.2077446,33.5463295,32.46640015
"hsa-miR-31-3p",31.59854126,34.49845505,32.94673157,34.19556427,33.89647675,36.48755646,34.21250916,31.40457153,38.82650375,35.08966064,32.00860596,34.21196365,33.68435287,29.82195473,32.29254913,35.50180817
"hsa-miR-20b-3p",32.36336899,18.57806587,38.33374786,32.48801041,38.14382935,32.06016541,29.39151382,37.75550842,36.16264343,38.55787659,34.98755646,38.34880066,39.36633682,34.67416,33.63716888,39.90765381
"hsa-miR-325",20.62765503,36.0904541,26.68617821,27.4567318,33.16163635,30.82509995,39.03723145,30.15326309,39.10373688,34.70502472,36.2096405,34.98909378,34.82698441,36.61904907,27.30686188,35.62876511
"hsa-miR-509-3-5p",33.97558975,39.52062988,30.27674484,34.13237381,14.16000366,39.95793533,37.67388535,34.10797119,35.71413803,26.52673912,36.31353378,38.34880066,34.74586105,33.28807449,38.17024612,25.63026047
"hsa-miR-210-3p",32.81386185,39.41293716,31.89495468,32.27186203,33.16163635,33.24599838,32.55200958,30.62481689,34.78611755,36.98906326,32.740242,34.661129,36.21628952,34.42472839,32.28677368,32.51530838
"hsa-miR-199b-5p",32.9849968,23.65600586,37.6676178,35.75837326,37.15773392,36.43369293,32.24274445,32.85786057,36.46686554,36.17620087,25.04179955,31.42574501,34.61424255,34.5969696,37.79793167,33.4979744
"hsa-miR-194-5p",37.89256668,34.71489334,33.2616806,33.28714371,33.97590256,33.32275391,35.07798386,34.03059006,31.03095055,38.77817917,35.72949982,31.57148933,35.19958115,35.05364609,34.9124527,35.1009903
"hsa-miR-203a",37.8836937,34.71696091,34.01765442,33.9336586,35.31510925,33.96339798,31.41012573,35.33427811,35.81004333,34.97861481,36.94947815,34.9762001,36.13820648,33.98786926,36.94329453,34.69084549
"hsa-miR-181a-3p",34.44031906,34.33054352,35.10288239,26.70725632,34.35039139,36.78839493,34.43893814,37.19234085,22.20391846,38.08253098,36.01734543,35.13949203,33.19034576,33.22443008,38.17024612,39.1666832
"hsa-miR-137",35.49765015,35.16250992,34.41409683,34.579216,26.71726418,34.69368744,29.39151382,33.1590004,36.24453354,37.83204651,33.51612473,34.96464157,38.97104645,34.42588043,30.64495087,29.65190125
"hsa-miR-551b-3p",34.90275955,39.02542496,34.27619171,38.06818008,39.45465088,33.39940643,33.25323105,33.44145584,36.7352829,36.51628494,33.96270752,34.88118362,39.46829987,9.965714455,28.7065239,34.82070541
"hsa-miR-524-3p",35.26187134,33.67195892,32.70107269,33.62141418,34.49205399,29.84475517,36.24579239,30.39761162,33.88347626,34.56557846,32.00860596,25.6053791,34.09278107,33.75515366,38.35063553,28.08767509
"hsa-miR-329-3p",37.89256668,36.78743362,35.84003067,32.49243927,36.10889816,35.62471008,37.83141327,29.66486549,39.9205246,33.72729874,33.07102966,36.93427658,36.74802017,35.55091095,36.71320343,36.65465546
"hsa-miR-487b-3p",34.64769745,29.35695076,35.89807892,36.60372925,36.56829834,35.46749496,34.54650497,35.47647858,33.33784866,38.02390289,28.53191757,36.16278076,35.59981918,32.39402008,37.00969315,29.31266022
"hsa-miR-138-5p",37.17824936,39.52062988,33.13246536,36.62634659,35.45749283,32.29655457,34.53501892,32.85045624,31.88009071,35.35571289,32.68642426,32.84506989,34.4786377,36.13909531,36.12946701,33.30106354
"hsa-miR-191-5p",34.5709877,37.16052246,32.66162491,31.91446114,34.72068787,33.65862656,34.70119476,31.59329224,36.16264343,35.4878273,31.87491417,33.58475113,38.10522079,35.43268204,34.14277267,33.80076218
"hsa-miR-103a-3p",35.24343109,34.14259338,32.97739792,31.87685776,37.69016647,34.05687714,36.06825638,31.45636177,33.39147568,35.0831337,33.10914612,31.35116386,38.74821854,31.83364868,34.16965485,33.67197418
"hsa-miR-890",36.43464279,33.48384476,31.63859177,36.35796738,29.62738037,32.35454559,29.97080612,35.52371216,34.91529846,29.06541443,39.48947906,24.86777687,37.31258011,34.64642715,37.67249298,36.76325607
"hsa-miR-301b",32.81386185,37.10520935,37.6676178,34.72340775,33.89647675,33.77169418,33.10198593,36.96673584,33.84163284,34.56557846,34.63995361,35.82620239,32.89480972,34.72659302,30.99652863,31.13992119
"hsa-miR-550a-5p",35.77465057,31.23155403,32.94673157,34.793293,31.77031708,36.48547363,27.43275833,28.72299957,30.40330887,33.14163971,33.12438202,24.37180138,34.82698441,31.48095322,31.13592529,33.37372589
"hsa-miR-532-5p",30.78300858,32.89429474,30.36049843,30.34158516,31.26872826,31.22747421,32.24274445,29.31176758,38.5584259,33.50139999,32.7996254,32.17158127,34.61424255,34.71844864,32.01597977,30.96756554
"hsa-miR-98-5p",33.42973709,35.60375977,34.09702301,33.24520874,31.83563995,35.9752388,35.758461,35.18505478,38.69694519,36.80693054,33.71635437,34.27802658,32.23789978,35.39419556,36.62650299,34.84646225
"hsa-miR-765",36.09668732,39.41293716,38.74560928,33.09405518,33.07771301,35.42724991,28.39986992,31.57473946,37.43190002,26.52673912,38.44474792,35.26945114,29.5613327,17.26264,33.92149734,28.85638046
"hsa-miR-369-5p",31.94355583,33.61769867,36.98654175,38.07426834,35.18568802,34.78628159,32.421772,36.07568359,36.23500061,35.71668625,31.78688431,33.72315979,38.74821854,33.24628067,33.29573441,30.57534981
"hsa-miR-425-5p",32.81386185,34.67359543,31.47870064,30.64006233,32.2481308,30.16449738,31.60042572,29.66486549,35.72103882,33.54616165,31.95860863,33.83226013,33.61561203,34.70824051,33.60317993,31.13992119
"hsa-miR-590-5p",32.57907104,31.84878349,30.95148849,32.49243927,34.26351166,38.01898575,34.21814728,33.45586395,38.03684616,32.98323059,38.9695282,35.25127411,37.88837433,34.33811951,33.63850021,32.52927399
"hsa-miR-760",37.8836937,35.16250992,37.09320068,38.07426834,36.89754868,37.5977478,39.07472229,35.13062286,35.65089798,34.45134354,34.38214874,34.27802658,36.30879974,35.05364609,36.94329453,36.80357742
"hsa-miR-574-3p",38.33250427,33.40001297,30.09637642,29.92478561,31.55339432,30.14355659,31.51528358,28.35697746,35.16723251,33.39897919,33.07102966,33.27523804,33.1191597,34.42111588,31.07822037,29.74884796
"hsa-miR-130b-3p",33.13258362,34.3642807,30.36049843,36.23326111,31.46989822,37.28341675,39.64807892,36.21313477,33.11593246,31.62803459,34.68458176,37.83114243,36.45556641,38.12551498,36.3161087,35.9824295
"hsa-miR-133b",33.13258362,35.40411758,34.5740509,31.27692032,33.50912476,33.55244064,35.82424927,30.39090347,31.41489601,33.71802521,34.10955811,34.661129,38.82587051,17.26264,34.60587692,35.09803391
"hsa-miR-524-5p",34.27522278,35.43822479,35.19061661,37.57174683,35.26875305,36.56606293,31.40703583,33.64259338,34.78611755,29.24304581,34.26562119,34.25267029,35.17811203,33.87817001,35.11489487,28.76679611
"hsa-miR-193b-3p",35.49765015,32.53364563,32.8586731,31.49697495,32.64652634,32.26854706,34.83467484,31.34918594,34.61699295,29.06541443,30.25979996,34.32715225,33.29650497,36.38321304,32.4269104,34.13619614
"hsa-miR-501-5p",36.56705475,36.1860733,30.12638664,33.51541901,35.54515076,27.70775414,34.43893814,32.49436569,36.7352829,34.82814026,35.22029877,36.4022522,25.75344276,18.64929008,34.39689636,35.55249405
"hsa-miR-518c-5p",34.17852402,37.16052246,34.79840469,32.20067215,34.25378799,35.30402756,38.60545349,22.71038628,33.65152359,38.58721161,29.85205078,36.93427658,31.71078682,33.24628067,36.57144547,38.51775742
"hsa-miR-130a-3p",35.18001938,36.61178589,31.66150856,31.11783028,33.30124283,33.82289886,33.30894089,31.32805252,35.81004333,34.47072983,33.51612473,33.64840317,22.67996216,34.95024109,32.32456589,31.76771927
"hsa-miR-933",38.68581009,31.23155403,29.54092789,32.29462433,30.44474792,32.18965149,34.70334625,35.46833038,30.22716904,38.9126358,33.70807266,34.8591156,36.18431473,33.24628067,38.52793503,36.8503418
"hsa-miR-379-5p",33.95173264,37.10520935,24.17611504,35.31616592,29.31418037,34.78628159,39.81156158,22.36880684,39.42802811,34.47072983,36.24471664,23.91620445,36.74802017,36.13909531,31.42683029,33.97783279
"hsa-miR-452-5p",34.54155731,39.37705612,31.77376938,30.97878456,33.50912476,32.8406105,33.45411682,31.32420731,34.78611755,32.56761169,32.67512512,35.66742325,20.97587585,33.75515366,32.78917313,32.3211174
"hsa-miR-589-5p",34.18530273,33.48384476,23.65636253,36.93172455,28.31421661,33.92246246,36.28546524,31.40457153,30.75036049,39.62180328,26.50466537,33.97041702,18.58410835,38.33825302,28.50401497,17.14958572
"hsa-miR-141-3p",33.44151306,33.67195892,30.97594261,30.96331024,33.23738098,32.82294846,32.42618561,30.96817207,34.59685898,35.84119797,33.83755493,33.81785965,33.74282837,34.64642715,34.55089951,31.71053696
"hsa-miR-668-3p",39.31335831,37.64691544,33.91152191,32.49243927,34.04004288,32.82294846,31.79511642,29.66409683,32.22637177,38.55787659,31.44459152,33.43611526,33.47981262,29.6841507,29.95143509,34.38813019
"hsa-miR-934",36.56705475,36.6319809,30.95148849,34.65307236,33.07771301,37.31794739,29.80826759,38.4887886,33.4598465,37.89906311,35.98373795,36.98244095,33.12332916,38.23988342,31.42683029,28.65625381
