"","GSM3575541","GSM3575542","GSM3575543","GSM3575544","GSM3575545","GSM3575546","GSM3575547","GSM3575548","GSM3575549","GSM3575550","GSM3575551"
"hsa-miR-204-3p",1.57683,0.698416,1.09099,1.90145,1.32129,1.40943,1.25858,1.01915,1.30457,2.13083,2.60072
"hsa-miR-211-3p",0.824138,1.39214,1.20183,1.44319,1.14918,1.10249,1.21365,1.8065,1.60902,1.60549,2.63336
"hsa-let-7d-3p",1.33258,1.72098,1.47239,1.42919,1.25935,1.27504,1.47239,1.75568,1.19095,1.25573,1.68041
"hsa-miR-25-5p",1.2403,1.47012,1.61189,0.965372,1.19552,1.4818,1.30381,1.05469,1.38986,2.07605,1.58721
"hsa-miR-144-5p",1.39494,1.38892,1.15314,1.91137,1.15479,2.05144,1.24572,1.20855,1.40333,1.17188,1.02888
"hsa-miR-214-3p",1.2461,1.4753,1.8639,1.28754,1.22566,0.930247,1.48771,1.36197,1.62395,1.21428,1.15215
"hsa-miR-183-3p",1.39494,1.29298,1.24132,1.41977,1.18962,1.31773,1.71036,1.25768,1.17268,1.43956,1.03098
"hsa-miR-221-5p",1.10599,1.14837,0.819021,1.63187,1.01754,1.21794,1.85934,1.65265,0.955562,1.24888,1.06585
"hsa-miR-224-3p",2.03456,0.917994,1.06155,1.61703,1.0027,0.965317,1.43953,1.19626,1.006,1.49135,0.96349
"hsa-miR-103a-2-5p",1.35271,1.12579,1.31209,1.10145,1.08303,1.20687,1.13711,1.60118,1.11192,1.16321,1.02042
"hsa-miR-199a-5p",1.23393,1.24122,1.23702,1.51993,1.07629,0.960409,1.16321,1.52463,1.28998,0.906638,0.97761
"hsa-let-7a-2-3p",0.885855,1.14758,1.13999,1.25064,0.918045,1.49214,1.28631,1.39796,1.36877,1.16321,0.97761
"hsa-miR-141-3p",1.2461,1.32858,0.826254,1.27261,1.24606,0.905998,1.14739,1.17097,1.55004,1.36387,0.926117
"hsa-miR-183-5p",1.19519,1.20204,0.997795,1.21113,1.56287,1.01987,0.896578,0.942007,1.10834,1.49135,1.28116
"hsa-miR-181c-5p",1.09049,1.27238,1.13218,1.15021,1.01754,1.14687,1.23604,1.30189,1.20877,1.18105,1.10555
"hsa-miR-208a-5p",1.33333,0.91953,0.927779,1.45011,0.886172,1.13295,1.06301,1.30189,1.45707,0.986935,1.37255
"hsa-miR-211-5p",1.74869,0.833626,0.976132,1.41448,0.767674,1.1051,1.342,1.51902,0.887068,1.05473,0.969596
"hsa-miR-212-3p",1.16858,1.0828,0.834496,1.04113,1.44524,1.20765,1.39237,1.27001,1.16337,0.88803,1.03652
"hsa-miR-218-1-3p",0.834308,1.28459,0.768351,1.29681,1.13022,0.893167,1.04741,1.17504,1.61315,1.10446,1.37766
"hsa-miR-33a-3p",1.20632,0.978702,1.44828,1.37548,1.01754,1.23592,1.15058,1.00931,1.0297,0.829119,1.11638
"hsa-miR-153-5p",1.13452,1.12194,1.17918,0.978608,1.12033,1.2354,1.53313,1.05922,1.05462,0.929558,0.994305
"hsa-miR-212-5p",1.21474,0.924725,0.896135,1.0036,1.21226,0.989825,1.62122,1.06979,0.99768,1.00978,1.36563
"hsa-miR-122-5p",1.03224,1.18853,1.03796,1.27515,1.50794,1.00724,0.928673,1.05931,1.291,0.724985,1.22826
"hsa-miR-222-3p",1.13101,1.39817,0.88271,1.3894,1.13584,0.913287,0.973759,1.11307,1.17489,1.0764,1.09014
"hsa-miR-186-3p",1.33762,1.25929,1.1848,1.40233,1.14077,0.811602,1.15528,1.11589,1.03727,0.903858,0.898536
"hsa-miR-28-5p",1.57903,1.06904,1.03181,1.01312,0.733825,1.23592,1.19427,0.689087,1.7359,0.919011,0.984494
"hsa-miR-199b-3p",0.962115,1.00472,1.05417,1.3723,0.911986,0.869078,1.03042,1.17851,1.28139,1.07437,1.33304
"hsa-miR-152-5p",1.15331,1.11998,1.33258,1.06752,1.00636,1.16445,1.06301,1.05958,1.05098,0.960824,0.963892
"hsa-miR-26b-5p",1.56025,1.1026,1.0764,0.984534,0.801129,1.10487,0.999192,1.02701,1.10446,0.837218,1.24661
"hsa-miR-185-3p",0.973853,0.92924,1.02389,1.19145,0.960556,1.06269,1.34995,1.11307,1.10446,1.05873,1.07322
"hsa-miR-205-3p",0.99208,1.07348,1.0599,0.978645,1.03388,1.14477,1.12708,0.982038,0.994802,1.22829,1.22325
"hsa-miR-216a-3p",1.03954,1.33206,0.838107,1.03565,1.14642,1.07507,1.13918,1.06661,1.08604,0.901031,1.1435
"hsa-miR-124-5p",1.05962,1.42741,1.07205,0.859356,0.969363,1.06934,1.1576,0.931385,1.172,0.826059,1.04515
"hsa-miR-143-5p",0.780931,0.83765,1.1576,1.12194,1.22742,0.938115,0.997913,1.21512,0.946118,0.833144,1.47935
"hsa-miR-18a-3p",0.99208,0.820497,0.885347,1.00035,1.18962,0.934926,1.06126,1.38043,1.19484,1.24913,0.807388
"hsa-miR-214-5p",1.1085,1.03696,1.08618,1.12194,1.10352,1.01987,0.834548,1.01915,0.817826,1.2049,1.16192
"hsa-miR-92a-1-5p",1.31443,1.02389,0.782833,1.07998,0.741941,0.816761,1.13133,0.956488,1.32592,1.0764,1.25721
"hsa-miR-9-5p",1.33212,0.825384,1.0764,1.25645,1.11704,1.01162,0.986384,1.04839,0.946118,0.764441,0.991022
"hsa-miR-125b-1-3p",1.13893,0.864617,0.917493,0.995142,0.789337,1.0528,1.01992,1.01271,1.17517,1.29519,1.06585
"hsa-miR-128-1-5p",0.985675,1.14196,1.50021,0.790312,0.797099,1.36282,0.863449,0.995111,0.95115,0.872604,1.06585
"hsa-miR-95-5p",1.155,0.953315,0.702451,1.5109,0.915613,1.05764,1.0665,0.928048,0.798877,1.02389,1.06585
"hsa-miR-19a-5p",1.13797,1.05364,0.792454,1.14604,0.979666,0.86717,0.915618,0.933637,0.924422,1.19519,1.08995
"hsa-miR-23b-5p",1.0452,1.0251,1.09659,1.04826,1.07607,0.865011,1.00199,1.07226,1.00941,0.88861,0.827586
"hsa-miR-223-5p",1.05948,0.845839,0.77304,1.30271,0.949258,1.0905,1.11096,1.13771,0.720074,0.981396,0.951743
"hsa-miR-126-5p",0.99208,1.21556,0.832927,1.01226,0.902839,0.865217,1.25057,0.959128,0.990933,0.756588,1.14087
"hsa-miR-132-5p",0.79236,0.732834,0.876178,0.891273,0.976279,1.13507,1.01414,0.746708,0.828736,1.77431,1.12998
"hsa-miR-215-3p",0.997961,0.976499,0.997795,1.00102,1.1094,0.987502,1.16348,0.805346,0.946118,0.901031,0.98349
"hsa-miR-100-3p",1.10599,0.933232,0.801964,1.19314,1.01754,0.983723,0.849103,1.3033,0.788031,0.921326,0.790362
"hsa-let-7c-3p",1.44146,0.702942,0.85673,0.864458,0.850461,1.20185,1.17978,0.947724,0.813717,1.06191,0.632009
