"","GSM1308959","GSM1308960","GSM1308961","GSM1308962","GSM1308963","GSM1308964","GSM1308965","GSM1308966","GSM1308967","GSM1308968","GSM1308969","GSM1308970","GSM1308971","GSM1308972","GSM1308973","GSM1308974"
"hsa-miR-29a-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-29a-3p",1.99,2.024,5.549,-3.014,-3.124,-3.135,1.881,0.473,-3.224,3.159,2.222,2.806,3.814,2.222,2.651,2.511
"hsa-miR-30a-5p",-3.267,0.148,0.939,-3.014,-3.124,-3.135,-2.357,-3.255,-3.224,0.414,-3.165,0.529,-3.232,-3.132,-0.832,0.062
"hsa-miR-30a-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-31-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-31-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-32-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-32-3p",-3.267,-0.53,0.414,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-33a-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-33a-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-92a-1-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-92a-3p",8.365,5.927,4.921,3.866,5.391,5.817,7.043,5.022,4.826,8.365,8.157,7.716,6.264,7.043,8.157,8.157
"hsa-miR-92a-2-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-93-5p",5.303,0.244,-2.809,-3.014,2.306,-3.135,3.627,0.244,-3.224,4.706,3.627,4.251,3.196,3.38,4.626,4.626
"hsa-miR-93-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-95-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-96-5p",0.89,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-1.094,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-96-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-98-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-99a-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-99a-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-100-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-100-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-101-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-101-3p",4.211,-2.446,-3.322,-3.014,-3.124,-3.135,2.41,-3.255,0.473,3.224,-3.165,2.557,3.355,2.779,3.917,4.164
"hsa-miR-29b-1-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-29b-3p",-1.094,-3.322,-1.529,-3.014,-3.124,-3.135,-2.399,-3.255,-3.224,-0.559,-3.165,-3.236,-3.232,-3.132,-0.53,-3.244
"hsa-miR-29b-2-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-103a-2-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-103a-3p",-0.832,-3.322,-3.322,-3.014,-3.124,-3.135,-1.987,-3.255,-3.224,2.725,1.881,0.992,0.914,2.28,2.601,1.296
"hsa-miR-105-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-105-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-106a-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-107",5.866,-1.529,2.071,-3.014,3.355,2.651,4.307,0.303,0.43,6.063,4.921,5.549,5.927,5.484,5.817,5.817
"hsa-miR-16-2-3p",-1.448,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-2.007,-3.165,-3.236,-3.232,-3.132,-1.529,-3.244
"hsa-miR-192-5p",2.484,-3.322,-3.322,-3.014,-3.124,-3.135,-1.999,-3.255,-3.224,2.28,-3.165,3.422,3.113,-3.132,2.779,0.805
"hsa-miR-192-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-196a-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-197-3p",0.969,3.38,-1.168,-3.014,2.386,-3.135,0.414,2.071,-3.224,2.157,-3.165,0.333,0.939,-3.132,2.132,2.28
"hsa-miR-198",0.43,4.532,2.044,-3.014,-3.124,-3.135,2.044,-0.807,3.196,-1.485,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-199a-5p",-3.267,0.333,-3.322,-3.014,-3.124,-3.135,-2.348,-3.255,-3.224,0.18,2.28,0.571,-3.232,-3.132,0.18,0.193
"hsa-miR-199a-3p",-0.262,-1.977,-2.801,-3.014,1.99,-3.135,-0.234,-3.255,-3.224,3.486,3.38,2.725,3.305,-3.132,3.355,2.779
"hsa-miR-208a-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-129-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-129-1-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-148a-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-148a-3p",2.358,-1.987,4.626,-3.014,-3.124,-3.135,0.062,0.18,-3.224,-1.078,-3.165,0.969,-0.191,-3.132,2.189,0.18
"hsa-miR-30c-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-30c-2-3p",-3.267,-2.276,3.196,-3.014,-3.124,-3.135,-3.311,-0.559,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-30d-5p",3.761,5.216,4.032,3.814,3.889,3.159,3.979,3.113,2.358,3.917,5.63,4.032,3.486,3.627,4.251,4.495
"hsa-miR-30d-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-139-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-139-3p",-3.267,-1.144,-3.322,-3.014,-3.124,-3.135,-2.344,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-147a",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-7-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-2.354,-3.255,-3.224,-1.153,-3.165,-3.236,-3.232,-3.132,-1.168,-3.244
"hsa-miR-7-1-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-7-2-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-10a-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-10a-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-10b-5p",-3.267,-3.322,-2.466,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-1.999,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-10b-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-34a-5p",-3.267,-3.322,0.05,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,0.832,-3.232,-3.132,-3.269,-3.244
"hsa-miR-34a-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-181a-5p",-3.267,0.969,-3.322,-3.014,2.222,-3.135,-2.311,-3.255,-3.224,0.244,2.071,-3.236,-3.232,-3.132,-0.794,-0.191
"hsa-miR-181a-2-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-181b-5p",-3.267,-2.822,-1.448,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-181c-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-181c-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-182-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-182-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-183-5p",-1.523,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-1.392,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-183-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-187-5p",-3.267,2.103,-3.322,-3.014,-3.124,-3.135,2.222,3.422,3.761,0.035,-3.165,-0.559,-3.232,-3.132,0.148,-3.244
"hsa-miR-187-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-196a-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-199b-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-203a-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-204-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-205-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-205-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-210-3p",0.389,-2.315,-2.799,-3.014,-3.124,-3.135,-2.375,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-211-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-212-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-181a-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-214-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-214-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-215-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-216a-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-217-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-218-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-218-1-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-218-2-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-219a-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-219a-1-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-221-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-221-3p",-3.267,1.58,-3.322,-3.014,-3.124,-3.135,-2.315,-3.255,-3.224,-0.807,2.132,-3.236,-3.232,-3.132,0.05,-3.244
"hsa-miR-222-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-222-3p",-3.267,-2.547,-3.322,-3.014,-3.124,-3.135,-2.393,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-223-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-223-3p",7.716,6.264,3.422,3.196,7.388,5.687,6.671,7.043,3.305,8.157,7.716,7.388,7.651,6.379,7.991,7.538
"hsa-miR-224-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-224-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-200b-5p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-miR-200b-3p",-3.267,-3.322,-3.322,-3.014,-3.124,-3.135,-3.311,-3.255,-3.224,-3.279,-3.165,-3.236,-3.232,-3.132,-3.269,-3.244
"hsa-let-7g-5p",2.071,-3.322,-1.999,-3.014,-3.124,-3.135,-1.388,-3.255,-3.224,3.535,1.007,2.132,2.779,2.189,3.224,2.651
