"","GSM3139433","GSM3139434","GSM3139435","GSM3139436","GSM3139437","GSM3139438","GSM3139439","GSM3139440","GSM3139441"
"hsa-miR-4330",3.48,8.07,2.83,1,5.55,1,1,1,1
"hsa-miR-500b-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-4328",1,1,1,1,1,1,1,3.1,1
"hsa-miR-2277-5p",1,7.98,1,1,5.26,1,3.71,6.07,1
"hsa-miR-3200-5p",5.43,1,1,2.49,1,1,4.6,1,2.4
"hsa-miR-2355-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-3605-5p",2.99,5.87,1,1,1,1,4.39,1,1
"hsa-miR-3605-3p",3.63,7.9,3.64,1,4.7,1,3.17,5,1
"hsa-miR-3606-5p",1,1,2.7,1,1,1,1,1,1
"hsa-miR-3607-5p",3.88,1,2.82,1,1,1,1,1,1
"hsa-miR-3607-3p",9.12,1,9.54,5.44,1,1,8.31,1,1
"hsa-miR-3609",1,1,9.86,1,1,1,1,1,1
"hsa-miR-3610",4.41,9.47,4.1,1,5.4,1.84,4.14,6.39,1
"hsa-miR-3611",1,1,1,1,1,1,1,1,1
"hsa-miR-3612",1,6.76,1,1,3.61,1,2.6,1,1
"hsa-miR-3613-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3613-3p",1,3.81,1,1,1,1,1,1,1
"hsa-miR-3614-5p",6.51,10.05,5.38,4.35,7.28,2.6,7.06,8.22,1
"hsa-miR-3614-3p",1,1,2.5,1,1,1,1,1,1
"hsa-miR-3615",1,7.49,3.73,1,4.49,1,3.56,4.17,1
"hsa-miR-3616-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3616-3p",5.42,11.77,7.6,1,8.82,5.1,5.43,7.8,1
"hsa-miR-3617-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3618",1,1,1,1,1,1,1,1,1
"hsa-miR-3619-5p",2.52,8.57,4.6,1,4.62,1,1,4.67,3.18
"hsa-miR-23c",6.53,6.93,4.17,2.99,2.56,1,7.11,3.54,2.64
"hsa-miR-3620-3p",5.12,8.95,9.84,1,4.67,1,5.4,4.91,1
"hsa-miR-3621",10.23,15.7,10.85,7.51,13.57,9.3,10.87,13.61,6.31
"hsa-miR-3622a-5p",4.92,10.17,6.36,3.61,7.87,5.09,5.01,6.62,2.6
"hsa-miR-3622a-3p",4.39,8.64,4.22,1,4.47,1,4.4,4.79,1
"hsa-miR-3622b-5p",4.4,9.23,5.26,1,5.3,3.15,4.27,5.51,1
"hsa-miR-3622b-3p",3.88,6.93,4.4,1,3.42,2.46,4.63,3.94,1
"hsa-miR-3646",3.59,10.13,5.84,1,7.03,2.74,4.67,7.71,1
"hsa-miR-3648",12.05,16,12.24,8.98,15.23,9.96,13.75,14.65,7.97
"hsa-miR-3649",3.34,7.36,2.54,2.85,3.61,1,7.56,3.28,2.18
"hsa-miR-3650",4.43,5.93,1,1,2.94,1,4.08,3.05,1
"hsa-miR-3651",8.77,8.5,5.13,7.28,5.69,4.09,8.05,3.61,1
"hsa-miR-3652",6.04,10.89,6.77,4.88,7.7,4.43,6.69,7.88,1
"hsa-miR-3653-3p",5.18,1,1,3.8,1,1,7.46,1,1
"hsa-miR-3654",4.29,6.26,2.84,1,3.47,1,4.87,1,1
"hsa-miR-3655",3.84,5.77,4.32,1,2.39,1,2.9,1,1
"hsa-miR-3656",9.88,15.79,10.75,6.79,12.03,7.98,9.89,12.94,6.37
"hsa-miR-3657",1,1,3,1,1,1,1,1,1
"hsa-miR-3658",1,1,3.13,1,1,1,1,1,1
"hsa-miR-1273e",3.81,12.86,5.01,2.88,8.81,3.33,3.86,5.72,1
"hsa-miR-3659",1,4.13,1,1,1,1,1,1,1
"hsa-miR-3660",1,6.12,2.54,1,1,1,3.59,1,1
"hsa-miR-3661",1,5.94,2.17,1,2.75,1,2.47,1,1
"hsa-miR-3662",1,1,1,1,1,1,1,1,1
"hsa-miR-3663-5p",6.03,7.94,4.61,3.38,4.92,1,6.13,5.1,1
"hsa-miR-3663-3p",9.77,15.39,9.62,6.9,12.09,6.5,9.35,12.86,6.27
"hsa-miR-3664-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3665",10.97,16,12.64,8.63,14.78,10.27,11.27,15.46,8.05
"hsa-miR-3666",1,6.15,1,1,2.28,1,1,1,1
"hsa-miR-3667-5p",1,6.16,4.17,1,1,1,1,1,1
"hsa-miR-3667-3p",1,8.34,3.1,1,2.79,1,1,4.2,1
"hsa-miR-3668",1,1,9.67,1,1,1,1,1,1
"hsa-miR-3670",1,1,9.54,1,1,1,1,1,1
"hsa-miR-3671",1,1,1,1,1,1,1,1,1
"hsa-miR-3672",1,1,3.21,1,1,1,1,1,1
"hsa-miR-3674",1,1,1,1,1,1,1,1,1
"hsa-miR-3675-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3675-3p",6.36,10.55,5.46,4.51,7.81,4.01,7.45,8.45,1
"hsa-miR-3677-3p",1,3.9,1,1,1,1,1,4.11,1
"hsa-miR-3678-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3678-3p",5.53,11.19,5.01,4.28,8.49,3.88,7.89,3.82,1
"hsa-miR-3679-5p",5.86,12.24,11.87,3.48,9.54,9.32,5.57,8.68,2.27
"hsa-miR-3679-3p",7.57,11.34,6.91,5.98,9.18,4.97,8.74,9.64,2.58
"hsa-miR-3680-5p",1,3.32,2.04,1,1,1,1,1,1
"hsa-miR-3680-3p",1,3.28,5.01,1,3.66,1,1,1,1
"hsa-miR-3681-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3681-3p",1,5.3,1,1,1,1,1,1,1
"hsa-miR-3682-3p",3.48,10.14,9.9,1,6.62,3.88,6.31,5.32,1
"hsa-miR-3683",1,1,9.65,1,1,1,1,1,1
"hsa-miR-3684",1,1,0,1,1,1,1,1,1
"hsa-miR-3685",1,7.35,9.73,1,1,1,1,1,1
"hsa-miR-3686",1,1,1,1,1,1,1,1,1
"hsa-miR-3687",9.53,12.75,4.09,6.21,9.65,3.02,6.93,4.71,1
"hsa-miR-3688-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-3689a-5p, hsa-miR-3689b-5p, hsa-miR-3689e",1,1,1,1,1,1,1,1,1
"hsa-miR-3689a-3p",2.53,5.68,1,1,1,1,1,3.26,1
"hsa-miR-3690",1,6.41,2.19,1,2.81,1,2.55,1,1
"hsa-miR-3691-5p",1,4.19,1,1,1,1,1,1,1
"hsa-miR-3692-5p",1,8.09,2.79,1,6.36,1,2.92,4.38,1
"hsa-miR-3692-3p",1,1,0,1,1,1,1,1,1
"hsa-miR-3713",4.12,6.29,5.69,1,4.41,1,4.16,4.83,1
"hsa-miR-3714",5.69,9.46,7.29,4.72,6.2,5.82,6.51,4.88,2.52
"hsa-miR-3180",7.03,12.95,8.14,5.11,9.63,6.37,7.57,10.87,3.7
"hsa-miR-3907",9.03,8.94,9.88,4.85,8.04,3.1,9.55,1,2.31
"hsa-miR-3689b-3p, hsa-miR-3689c",1,5.05,0,1,1,1,1,1,1
"hsa-miR-3908",1,1,9.8,1,1,1,1,1,1
"hsa-miR-3909",1,1,0,1,1,1,1,1,1
"hsa-miR-3910",1,1,1,1,1,1,1,1,1
"hsa-miR-3911",4.12,8.68,4.79,1,4.89,1,4.83,6.54,1
"hsa-miR-3912-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-3913-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3914",1,1,1,1,1,1,1,1,1
"hsa-miR-3915",1,1,1,2.63,3.21,1,1,1,1
"hsa-miR-3916",1,1,1,1,1,1,3.62,1,1
"hsa-miR-3917",4.63,8.9,5.8,3.21,5.86,4.04,5.59,6.26,3.56
"hsa-miR-3918",4.51,9.49,8.39,3.68,7.96,6.1,5.05,5.47,1
"hsa-miR-3919",1,5,4.62,1,3.93,1,1,1,1
"hsa-miR-3150b-3p",1,5.85,2.86,1,3.05,1,1,3.07,1
"hsa-miR-3920",1,1,1,1,1,1,1,1,1
"hsa-miR-3921",1,1,1,1,1,1,1,1,1
"hsa-miR-3922-3p",1,5.91,1,1,1,1,1,3.19,1
"hsa-miR-3923",1,1,1,1,1,1,1,1,1
"hsa-miR-3924",1,1,1,1,1,1,1,1,1
"hsa-miR-3925-5p",5.51,8.73,4.58,3.98,6.48,2.95,6.84,6.38,2.39
"hsa-miR-3926",1,5.84,1,1,3.68,1,3.24,1,1
"hsa-miR-3927-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-676-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-676-3p",1,1,1,1,1,1,2.45,1,1
"hsa-miR-3928-3p",5.38,10.82,6.32,1,8.38,4.82,5.73,7.65,2.75
"hsa-miR-3929",4.68,1,2.93,1,1,1,3.25,1,1
"hsa-miR-3934-5p",3.97,8.95,4.3,1,4.4,3.28,5.09,4.51,1
"hsa-miR-3935",5.24,6.39,4.43,2.71,3.44,1,5.13,3.73,1
"hsa-miR-3936",1,6.79,3.76,1,3.54,2.79,1,3.86,2.69
"hsa-miR-3937",6.08,13.11,8.45,3.81,10.09,5.22,6.54,10.42,3.67
"hsa-miR-3938",1,1,1,1,1,1,1,1,1
"hsa-miR-548y",1,1,1,1,1,1,1,1,1
"hsa-miR-3939",1,1,1,1,1,1,2.71,1,1
"hsa-miR-3940-3p",5.4,9.04,5.62,1,5.47,3.35,6.41,5.24,1
"hsa-miR-3941",1,1,1,1,1,1,1,1,1
"hsa-miR-3942-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3943",5.49,8.67,3.57,3.24,5.57,2.14,6.13,6.29,1
"hsa-miR-3944-3p",4.54,8.52,4.4,1,5.79,1,5.35,5.25,1
"hsa-miR-3945",1,10.48,5.2,2.9,7.64,4.97,5.21,7.3,1
"hsa-miR-374c-5p",7.78,5.55,1,4.73,1,1,6.11,1,1
"hsa-miR-642b-3p",8.13,13.41,10.98,6.67,10.53,8.21,9.05,9.61,5.4
"hsa-miR-550b-3p",4.41,6.96,3.32,4.43,1,1,2.9,3.37,1
"hsa-miR-548z, hsa-miR-548h-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-548aa, hsa-miR-548t-3p",2.61,1,1,1,1,1,1,1,1
"hsa-miR-1268b",6.89,14.51,8.88,3.8,9.89,6.28,7.22,11.53,5.32
"hsa-miR-378d",6.3,7.74,1,3.49,3.02,1,1,1,1
"hsa-miR-378e",5.82,7.79,2.16,3.56,3.7,1,3.19,1,1
"hsa-miR-548ab",1,8.1,4.9,1,3.69,1,1,3.06,1
"hsa-miR-4417",10.03,13.83,7.5,6.37,10.18,6.01,7.16,10.48,3.38
"hsa-miR-4418",1,1,3.12,3.94,2.45,1,1,1,1
"hsa-miR-4419a",5.76,9.88,4.5,3.33,6.17,3.45,6.34,8.23,1
"hsa-miR-378f",6.22,8.25,3.46,4.01,4.14,1,3.36,1,1
"hsa-miR-4420",1,1,3.58,1,1,1,2.85,1,1
"hsa-miR-4421",1,1,3.83,1,1,1,2.6,1,1
"hsa-miR-4422",1,1,1,1,1,1,1,1,1
"hsa-miR-4423-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-378g",5.8,8.08,1,3.26,3.29,1,3.21,1,1
"hsa-miR-548ac",1,1,1,1,1,1,1,1,1
"hsa-miR-4424",1,1,5.68,1,1,1,1,1,1
"hsa-miR-4425",1,5.06,1,1,2.85,1,2.85,1,1
"hsa-miR-4426",1,1,1,1,1,1,1,1,1
"hsa-miR-4427",1,1,1,1,1,1,1,1,1
"hsa-miR-4428",5.03,10.74,9.53,1,6.61,5.23,5.32,5.29,1
"hsa-miR-4429",6.56,11.45,6.59,4.51,8.19,3.92,6.39,6.21,2.84
"hsa-miR-4430",4.94,9.24,5.36,1,6.22,4.06,4.54,6.14,1
"hsa-miR-548ad-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-4431",1,1,1,1,1,1,1,1,1
"hsa-miR-4432",1,1,1,1,1,1,1,1,1
"hsa-miR-4433a-3p",5.75,12.15,5.13,1,7.24,2.97,5.82,9.8,1
"hsa-miR-4434",1,1,4.44,1,1,1,1,1,1
"hsa-miR-4435",4.85,8.25,4.45,2.67,5.71,1,5.91,4.6,1
"hsa-miR-4436a",1,6.63,3.78,1,3.07,1,4.06,3.95,1
"hsa-miR-4437",1,4.62,3.51,1,1,1,2.75,1,1
"hsa-miR-548ae-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-4438",1,4.11,1,1,1,1,1,1,1
"hsa-miR-4439",1,5.83,2.89,1,2.57,1,2.4,1,1
"hsa-miR-4440",5.01,8.04,3.51,1,5.44,1,5.17,5.03,1
"hsa-miR-4441",1,5.67,1,1,1,1,1,1,1
"hsa-miR-4442",6.2,13.5,8.81,3.6,10.11,6.63,7.85,11.42,4.22
"hsa-miR-4443",9.62,10.77,6.1,5.72,6.77,2.52,10.44,10.4,5.98
"hsa-miR-4444",1,5.6,1,1,3.37,1,1,1,2.14
"hsa-miR-4445-5p",1,1,2.75,1,1,2.32,1,1,1
"hsa-miR-4445-3p",1,4.93,2.7,1,2.58,1,1,1,1
"hsa-miR-4446-3p",4.92,9.77,5.15,1,7.76,3.89,4.94,8.18,1
"hsa-miR-4447",5.03,10.82,5.14,1,6.79,3.2,4.43,8,1
"hsa-miR-4448",6.26,10.41,5.98,3.78,5.73,3.39,5.35,4.93,2.53
"hsa-miR-4449",7.83,13.67,7.4,6.17,10.04,5.52,6.92,9.9,1
"hsa-miR-548ag",1,1,1,1,1,1,1,1,1
"hsa-miR-4450",2.34,6.19,5.17,1,4.55,4.35,6.76,1,1
"hsa-miR-548ah-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-4451",4.81,6.29,1,2.7,2.46,1,3.35,1,1
"hsa-miR-4452",1,1,1,1,1,1,1,1,1
"hsa-miR-4453",1,1,1,1,1,1,2.46,1,1
"hsa-miR-4454",16,16,16,16,15.6,11.46,16,9.91,10.63
"hsa-miR-4455",4.42,8.25,3.74,1,3.97,1,4.03,4.57,1
"hsa-miR-4456",1,6.81,3.22,4.04,4.68,3.9,5.25,4.09,3.17
"hsa-miR-4457",1,1,9.39,1,1,1,1,1,1
"hsa-miR-4458",1,3.95,1,1,1,1,1,1,1
"hsa-miR-4459",8.03,13.5,9.08,7.19,11.29,7.89,10.67,12.09,5.21
"hsa-miR-4460",1,1,1,1,1,1.89,1,1,1
"hsa-miR-4461",1,3.27,1,1,1,1,1,1,1
"hsa-miR-378h",1,1,1,2.54,1,1,1,1,1
"hsa-miR-3135b",5.61,12.47,7.08,4.01,8.64,4.82,6.58,10.02,3.41
"hsa-miR-4462",4.12,8.15,5.4,2.74,4.69,2.67,5.16,6.21,2.67
"hsa-miR-4463",9.08,14.71,9.06,6.23,11.06,7.6,10.17,12.47,5.77
"hsa-miR-4464",1,1,1,1,1,1,1,1,1
"hsa-miR-548ai, hsa-miR-570-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-548aj-3p",1,1,1,1,1,1,1,1,3.14
"hsa-miR-4465",5.3,10.19,4.56,4.86,9.01,3.72,4.28,6.67,1
"hsa-miR-4466",10.34,16,12.72,7.67,13.84,10.07,10.44,14.84,7.56
"hsa-miR-4467",8.5,16,11.59,5.68,13.09,9.11,7.69,12.29,4.9
"hsa-miR-4468",2.8,1,1,1,1,1,5.99,1,1
"hsa-miR-4469",1,1,1,1,1,1,1,1,1
"hsa-miR-4470",1,4.98,8.98,1,1,1,4.05,1,1
"hsa-miR-4471",1,1,1,1,1,1,1,1,1
"hsa-miR-4472",2.64,10.36,4.56,1,5.6,1,3.23,7.44,1
"hsa-miR-4473",1,1,1,1,1,1,1,1,1
"hsa-miR-4474-3p",1,5.39,1,1,2.36,1,3.51,3.45,1
"hsa-miR-4475",1,1,1,1,1,2.52,2.73,1,1
"hsa-miR-4476",5.26,11.93,9.36,2.92,9.39,7.12,6.67,10.17,2.34
"hsa-miR-4477a",2.5,1,1,1,1,1,1,1,1
"hsa-miR-4477b",1,1,1,1,1,1,1,1,1
"hsa-miR-4478",1,10.24,4.33,1,5.59,1,4.44,6.37,1
"hsa-miR-3689d",3.1,7.75,4.56,3.28,5.44,1,3.8,6.3,2.25
"hsa-miR-3689f",1,1,1,1,2.43,1,1,1,1
"hsa-miR-4479",1,8.65,1,1,5.95,1,1,6.79,1
"hsa-miR-3155b",4.28,8.1,3.56,1,4.02,1,4.25,4.01,1
"hsa-miR-548ak",1,1,1,1,1,1,1,1,1
"hsa-miR-4480",1,1,4.58,1,1,1,1,1,1
"hsa-miR-4481",4.47,10.04,5.63,3.02,7.99,4.82,4.81,6.1,1
"hsa-miR-4482-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-4483",3.42,8.84,7.43,1,5.34,4.11,4.24,6.8,2.27
"hsa-miR-4484",11.15,16,13.63,8.12,13.27,10,11.7,12.78,5.53
"hsa-miR-4485-3p",7.16,7.48,2.85,5.07,6.63,3.2,7.02,4.65,1
"hsa-miR-4486",6.54,13.27,8.2,4.6,9.85,0,7.22,8.7,2.67
"hsa-miR-4487",4.12,8.64,4.05,2.77,4.92,1,4.93,5.3,1
"hsa-miR-4488",11.16,16,11.88,8.33,14.7,9.55,11.4,14.99,7.75
"hsa-miR-4489",5.2,7.85,4.56,1,4.47,2.01,6.3,4.78,1
"hsa-miR-548al",3.7,1,1,1,1,1,1,1,1
"hsa-miR-4490",1,1,2.39,1,1,1,1,1,1
"hsa-miR-4491",4.57,4.63,1,4.29,1,1,2.5,1,1
"hsa-miR-4492",7.99,15.12,9.48,5.93,11.84,7.69,9.16,13.3,5.16
"hsa-miR-4493",1,1,2.26,1,1,1,1,1,1
"hsa-miR-4494",2.34,1,3.34,1,1,1,1,1,1
"hsa-miR-4495",1,1,1,1,1,1,1,1,1
"hsa-miR-4496",3.89,7.71,3.55,1,3.41,1.93,4.4,4.72,1
"hsa-miR-4497",12.92,16,13.29,10.15,13.85,10.39,13.09,13.37,6.73
"hsa-miR-4498",6.25,9.01,4.93,4.27,5.99,2.64,6.62,6.01,1
"hsa-miR-4419b",3.83,11.03,5.57,1,6.52,3.46,4.99,5.98,3.5
"hsa-miR-4499",1,6.57,2.76,1,2.86,1,3.16,1,1
"hsa-miR-4500",1,1,1,1,1,1,1,1,1
"hsa-miR-4501",1,1,1.95,1,1,1,1,1,1
"hsa-miR-4502",8.71,6.53,3.42,5.72,4.61,1,7.57,1,1
"hsa-miR-4503",1,1,1,2.72,1,1,1,1,1
"hsa-miR-4504",1,1,1,1,1,1,1,1,1
"hsa-miR-4505",7.8,15.18,9.24,4.98,11.2,6.56,7.36,11.11,3.35
"hsa-miR-4506",4.79,7.75,6.5,3.63,4.13,3.69,7.14,3.46,1
"hsa-miR-2392",8.05,12.06,5.81,5.72,8.42,5.75,5.33,8.14,1
"hsa-miR-4507",5.91,10.1,5.18,1,6.66,2.86,5.6,7.94,1
"hsa-miR-4508",9.93,16,12.06,7.46,14.42,9.68,10.78,15.32,7.47
"hsa-miR-4509",1,1,1,1,1,1,1,1,1
"hsa-miR-4510",1,1,1,1,1,1,2.99,1,1
"hsa-miR-4511",1,1,1,1,1,1,1,1,1
"hsa-miR-4512",2.79,1,1,1,1,1,2.28,1,1
"hsa-miR-4513",7.14,10.85,7,4.07,8.09,4.94,7.49,7.89,2.91
"hsa-miR-4514",1,6.41,4.06,1,3.34,2.17,1,1,1
"hsa-miR-4515",5.25,9.84,6.85,4.84,7.34,5.9,6.11,7.19,2.84
"hsa-miR-4516",11.01,16,12.85,8.81,14.94,10.86,11.72,14.96,7.35
"hsa-miR-4517",1,1,1,1,1,1,1,1,1
"hsa-miR-4518",1,5.75,1,1,2.82,1,1,1,1
"hsa-miR-4519",1,6.44,3.49,1,4.51,2.41,2.83,4.65,1
"hsa-miR-4520-3p",2.41,1,1,1,1,1,1,1,1
"hsa-miR-4521",6.21,5.8,1,1,3.84,1,4.18,1,1
"hsa-miR-1269b",3.08,4.26,3.21,1,2.98,1,4.19,1,1
"hsa-miR-4522",3.9,1,2.68,1,1,1,3.92,1,1
"hsa-miR-4523",4.31,8.1,3.92,1,5.13,1,4.28,5.93,1
"hsa-miR-4524a-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-4524a-3p",1,1,2.34,1,1,1,1,1,1
"hsa-miR-4525",7.12,11.25,7.43,4.78,7.55,6.16,5.89,8.87,4.89
"hsa-miR-4526",3.31,9.57,3.4,3.63,6.88,2.83,4.42,7.9,1
"hsa-miR-4527",1,1,1,1,1,1,1,1,1
"hsa-miR-4528",1,1,1,1,1,1,1,1,1
"hsa-miR-4529-3p",3.3,6.53,1,1,3.23,1,2.96,4.04,1
"hsa-miR-4530",9.85,15.33,11.94,8.42,13.09,10.92,10.52,11.36,5.41
"hsa-miR-4531",2.82,7.9,9.59,1,4.25,2.44,3.88,1,1
"hsa-miR-4532",11.32,16,10.89,9.04,13.29,8.22,13.01,14.28,5.95
"hsa-miR-4533",3.6,9.25,3.79,1,6.11,1,3.87,5.33,1
"hsa-miR-4534",5.44,11.63,6.12,2.85,7.78,4.44,5.89,9.43,2.88
"hsa-miR-378i",6.34,8.28,2.36,3.73,4.05,1,5.61,1,1
"hsa-miR-4535",6.02,8.99,5.6,3.67,5.98,4.5,6.76,6.05,1
"hsa-miR-548am-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-1587",5.36,9.49,4.7,3.15,6.04,2.6,5.15,6.8,1
"hsa-miR-4536-5p",1,1,3.05,1,1,1,1,1,1
"hsa-miR-548an",1,1,1,1,1,1,1,1,1
"hsa-miR-4537",1,4.3,4.12,1,1,1,1,1,1
"hsa-miR-4538",3.81,6.61,3.95,1,3.47,1,3.99,1,1
"hsa-miR-4539",5.12,9.63,4.5,1,6.75,2.5,5.01,5.86,1
"hsa-miR-4540",1,5.41,1,1,2.39,1,1,1,1
"hsa-miR-3117-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3120-5p",1,6.59,1,1,2.57,1,2.71,1,1
"hsa-miR-3121-5p",1,1,3.06,1,1,1,1,1,1
"hsa-miR-3124-3p",1,1,2.68,1,1,1,1,1,1
"hsa-miR-3127-3p",4.17,7.53,2.89,2.82,4.98,2.16,5.15,5.43,1
"hsa-miR-3129-3p",2.42,4.22,1,1,1,1,1,1,1
"hsa-miR-3136-3p",1,1,9.31,1,1,1,1,1,1
"hsa-miR-3140-5p",1,1,4.08,2.76,1,1,1,1,1
"hsa-miR-3145-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3150a-5p",1,6.12,0,1,1,1,1,1,1
"hsa-miR-3152-5p",1,4.45,1,1,1,1,3.58,1,1
"hsa-miR-3074-5p",1,5.12,2.57,1,1,1,1,1,1
"hsa-miR-3156-3p",3.17,9.56,4.22,2.87,4.52,2.83,1,5.46,1
"hsa-miR-3157-3p",1,1,3.33,1,1,1,1,1,1
"hsa-miR-3158-5p",5.21,11.81,7.32,3.69,8.83,4.53,7.05,6.85,1
"hsa-miR-3160-5p",1,6.46,3.53,2.78,3.16,1,4,3.26,2.15
"hsa-miR-3162-3p",5.39,9.56,4.76,4.14,6.08,2.31,6.12,6.49,1
"hsa-miR-3173-5p",3.22,8.05,3.76,1,4.06,2.01,3.63,4.72,1
"hsa-miR-3177-5p",3.54,8.31,4.56,1,5.14,1,3.17,3.52,1
"hsa-miR-3187-5p",4.09,8.87,5.05,1,5.58,1.97,4.26,5.01,1
"hsa-miR-3189-5p",3.62,7.53,2.88,1,3.7,1,4.75,4.37,1
"hsa-miR-3194-3p",4.39,1,3.94,4.08,4.53,3.54,3.14,3.51,4.05
"hsa-miR-3619-3p",5.07,10.4,6.76,3.86,7.91,4.61,6.3,9.67,5.36
"hsa-miR-3664-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-3677-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3682-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-3688-5p",1,1,9.31,1,1,1.95,1,1,1
"hsa-miR-3691-3p",1,7.16,2.15,1,1,1,1,4.08,1
"hsa-miR-3913-3p",1,1,1,2.5,1,1,1,1,1
"hsa-miR-3150b-5p",4.44,8.77,5.68,1,6.83,3.51,5.3,5.02,1
"hsa-miR-3922-5p",2.43,7.1,3.73,1,3.89,1,4.13,3.7,1
"hsa-miR-3925-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-3940-5p",9.14,16,9.89,6.72,13.06,7.56,9.84,14.85,6.63
"hsa-miR-3942-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-3944-5p",4.12,7.51,4.21,1,4.86,2.24,4.99,3.68,1
"hsa-miR-4423-5p",1,4.48,9.79,1,1,1,1,1,1
"hsa-miR-4446-5p",1,5.8,2.88,1,1,1,1,1,1
"hsa-miR-4474-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-4520-5p",1,5.42,4.28,1,1,1,2.64,1,1
"hsa-miR-4529-5p",1,4.47,9.48,1,1,1,1,1,1
"hsa-miR-3960",12.14,16,14.43,9.83,16,12.62,12.91,16,9.46
"hsa-miR-3972",4.47,6.64,4.14,2.88,3.9,1,5.51,4.27,1
"hsa-miR-3973",1,1,3.45,1,1,1,1,1,1
"hsa-miR-3974",1,1,1,1,1,1,1,1,1
"hsa-miR-3975",1,3.29,1,1,1,1,1,1,1
"hsa-miR-3976",1,8.47,3.05,1,4.48,2.64,1,1,1
"hsa-miR-3977",1,1,3.16,1,1,2.09,1,1,1
"hsa-miR-3978",1,6.45,1,1,3.14,1,1,1,1
"hsa-miR-4632-3p",2.41,8.82,4.37,1,4.9,2.07,2.41,6.21,1
"hsa-miR-4633-5p",7.25,6.21,4.81,4.12,4.69,1,7.57,1,1
"hsa-miR-4633-3p",1,1,3.44,1,1,1,1,1,1
"hsa-miR-4634",9.15,13.42,9.2,6.3,10.48,6.49,10.08,11.24,4.46
"hsa-miR-4635",2.62,7.69,3.91,2.79,4.84,1,2.63,1,1
"hsa-miR-4636",1,1,1,2.58,1,1,1,1,1
"hsa-miR-4637",1,1,1,1,1,1,1,1,1
"hsa-miR-4638-5p",5.17,11.64,9.02,2.71,9.61,5.76,6.23,6.57,1
"hsa-miR-4638-3p",3.88,8.34,9.57,1,5.91,4.26,7.27,4.61,1
"hsa-miR-4639-5p",7.46,6.4,5.93,5.79,4.86,1,6.71,1,1
"hsa-miR-4639-3p",1,7.44,9.52,1,3.18,1,3.39,1,1
"hsa-miR-4640-5p",5.8,11.68,6.44,3.44,8.57,5,7.25,9.93,2.42
"hsa-miR-4640-3p",6.23,10.11,5.47,4.5,6.87,3.63,7.22,7.66,3.35
"hsa-miR-4641",1,7.03,9.61,1,1,1,1,1,1
"hsa-miR-4642",4.59,6.98,4.61,1,4.14,1,4.72,4.6,1
"hsa-miR-4643",1,1,3.89,1,1,1,1,1,3.09
"hsa-miR-4644",1,6.93,4.85,1,1,1,1,1,1
"hsa-miR-4645-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-4645-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-4646-5p",4.09,8.29,2.68,1,5.33,1,5.1,4.56,1
"hsa-miR-4646-3p",3,10.02,4.67,1,5.35,2.33,3.78,5.98,1
"hsa-miR-4647",1,7.26,1,1,2.5,1,3.16,1,1
"hsa-miR-4648",3.9,12.88,5.23,1,6.06,2.3,3.48,7.73,1
"hsa-miR-4649-5p",5.95,12.37,6.85,2.96,8.17,4.56,6.84,10.61,4.56
"hsa-miR-4649-3p",5.15,8.94,4.45,3.69,5.03,1,5.92,5.59,1
"hsa-miR-4650-5p",1,1,1,1,1,1,1,1,1
"hsa-miR-4650-3p",1,1,1,1,1,1,1,1,1
"hsa-miR-4651",7.1,13.1,10.98,4.81,10.41,7.39,7.39,11,4.61
"hsa-miR-4652-5p",1,1,1,1,1,1,1,1,1
