"","GSM3467238","GSM3467239","GSM3467240","GSM3467241","GSM3467242","GSM3467243","GSM3467244","GSM3467245","GSM3467246","GSM3467247","GSM3467248","GSM3467249","GSM3467250","GSM3467251","GSM3467252","GSM3467253","GSM3467254","GSM3467255","GSM3467256","GSM3467257","GSM3467258","GSM3467259","GSM3467260","GSM3467261","GSM3467262","GSM3467263","GSM3467264","GSM3467265","GSM3467266","GSM3467267","GSM3467268","GSM3467269","GSM3467270","GSM3467271","GSM3467272","GSM3467273","GSM3467274","GSM3467275"
"hsa-miR-3615",8.959,9.188,8.927,9.611,9.061,9.443,9.252,9.011,8.193,9.899,10.079,9.681,8.857,9.872,9.721,9.093,9.521,9.038,9.132,9.15,9.495,9.911,8.667,8.553,9.449,8.447,9.23,7.839,9.257,9.303,8.571,7.892,7.551,9.377,9.057,8.389,7.809,9.219
"hsa-miR-3616-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3617-5p",0.678,1.536,0.926,0.678,2.828,5.489,2.07,-3.322,2.406,-3.322,-3.322,2.609,-3.322,-3.322,2.036,-3.322,2.104,-3.322,-3.322,2.926,-3.322,-3.322,2.868,-3.322,2.722,0.379,1.433,1.202,1.807,-3.322,-3.322,3.07,2.828,3,2.104,1.678,1.722,0.848
"hsa-miR-3617-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.406,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.036,-3.322,-3.322,-3.322,1.263,-3.322,-0.737,-1.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-1,-3.322,0.848,-3.322,1,-3.322
"hsa-miR-3619-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3619-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-23c",-3.322,0.585,1.485,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.678,-3.322,-1.322,-3.322,-3.322,-1,-3.322,0.926,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322,-3.322,-3.322,-1,-3.322,-0.737,0.678,-1.322,-2.322
"hsa-miR-3620-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.585,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3620-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.138,-3.322,-3.322,-1,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.485,-3.322,-0.515,-3.322,-0.322,-2.322,-3.322
"hsa-miR-3622a-5p",0.678,0.585,-3.322,0.263,-3.322,-3.322,0.848,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.848,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.152,-3.322,-0.515,-3.322,2.907,-3.322,-3.322,-3.322,-3.322,-3.322,-0.152,-0.737
"hsa-miR-3622a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3622b-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3622b-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3648",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,3.446,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322,-3.322,-3.322
"hsa-miR-3651",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3652",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,3.087,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3654",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3655",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.722,-3.322,-3.322,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-3657",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3659",-3.322,1.536,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.632,2.907,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.379
"hsa-miR-3661",-3.322,-3.322,-0.152,-1.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,1.585,-3.322,-3.322,1.202,-3.322,2.104,0.585,-3.322,-3.322,-3.322,-3.322,2.868,-3.322,-3.322,-1.322,1.848,-3.322,-3.322,-3.322,-3.322,-3.322,-1,2.104,-3.322,0.678,-2.322,-2.322
"hsa-miR-3663-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3663-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3664-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3664-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3667-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,3.087,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,0.138
"hsa-miR-3667-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3668",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3675-5p",1.722,0.585,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,2.104,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.138,-3.322,0.585,-3.322,-3.322,1.07,-3.322,-3.322,-3.322,1.138,-2.322,-3.322,-1.322,0.379
"hsa-miR-3675-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322
"hsa-miR-3677-5p",-3.322,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,2.07,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.926,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3677-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-2.322,-1.737
"hsa-miR-3678-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3678-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.678,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3679-5p",-3.322,2.138,-3.322,3.036,-3.322,4.492,1.263,-3.322,2.233,-3.322,1.263,3.186,0.678,-3.322,1.926,3.087,3.087,1,0.263,2.511,5.453,2.7,-3.322,-3.322,1.485,2.744,-0.737,0.678,3.573,4.505,0.585,1.485,0.926,-0.515,2.609,2.848,0.585,1.379
"hsa-miR-3679-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-3680-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-1.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322,-3.322,-3.322
"hsa-miR-3680-3p",-1,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.511,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3681-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322
"hsa-miR-3682-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322
"hsa-miR-3682-3p",-1,-3.322,-0.152,-0.322,-3.322,-3.322,-3.322,2.07,-3.322,-3.322,-0.322,-3.322,1.678,-3.322,-1.322,-3.322,-3.322,-3.322,2.036,-3.322,2.828,-0.322,-3.322,-3.322,-0.737,0.379,0.848,-1.322,-3.322,3.365,-3.322,-3.322,-3.322,-0.515,0.485,-0.322,-2.322,-3.322
"hsa-miR-3683",0.138,-3.322,-0.152,-1.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.036,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.485,-3.322,-3.322,-0.737,-3.322,-1.322,-3.322
"hsa-miR-3684",-3.322,1.536,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.807,-3.322,-3.322,1.485,-1.737,-0.515,0.485,-3.322,0.585,-3.322
"hsa-miR-3685",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-3686",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.379,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.848,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3688-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737
"hsa-miR-3688-3p",1.926,1.536,1.485,3.104,-3.322,-3.322,0.848,4.379,3.878,5.789,2.7,4.413,3.667,3.446,2.766,3.087,-3.322,2.459,3.233,-3.322,-3.322,3.868,1.263,2.036,2.322,2.848,-0.152,2.722,2.807,2.379,3.916,-3.322,2.036,1.536,0.485,2.485,0.766,0.926
"hsa-miR-3690",-3.322,-3.322,-0.152,1,1.263,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-3691-5p",0.678,-3.322,0.926,1.963,2.233,4.492,0.848,-3.322,2.406,5.789,-3.322,-3.322,-3.322,4.446,1.585,3.087,-3.322,1,1.807,1.926,-3.322,1.263,-3.322,-3.322,-0.737,-1.322,0.585,-0.322,2.07,2.848,2.17,1.485,-0.152,-3.322,1.807,-0.322,-1.322,1.07
"hsa-miR-3691-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,0.485,-0.322,-3.322,-3.322
"hsa-miR-3692-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3692-3p",-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.585,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3180",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.585,-3.322,3.446,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-1.737,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-1.737
"hsa-miR-3907",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.485,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-3909",-3.322,3.35,3.217,3.858,3.561,-3.322,3.248,4.053,3,-3.322,2.485,3.609,0.678,-3.322,0.138,-3.322,2.104,2.7,0.848,1.926,-3.322,-0.322,1.263,-3.322,1.963,0.848,1.585,2.459,0.485,1.632,3.766,1.485,1.536,2.35,2.233,3.858,2.7,1.888
"hsa-miR-3910",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-3911",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.585,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3913-5p",2.293,1.536,2.485,4.293,3.828,3.485,4.807,4.053,2,5.789,-0.322,4.186,-3.322,-3.322,3.053,-3.322,4.096,3.807,3.485,3.511,2.828,3.945,4.079,3.632,4.044,3.597,4.162,2.35,3.807,3.217,4.053,-3.322,2.828,2.35,4.17,1.678,1.807,3.053
"hsa-miR-3913-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3915",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3916",-3.322,1.536,-3.322,-3.322,-3.322,-3.322,1.585,-3.322,-3.322,-3.322,-3.322,-3.322,1.678,-3.322,-0.322,-3.322,-3.322,-1,1.536,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322,-2.322,-3.322
"hsa-miR-3917",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3918",-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,2.07,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-0.322
"hsa-miR-3150b-5p",-3.322,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,3.087,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3150b-3p",-3.322,2.138,-0.152,2.459,1.263,-3.322,2.945,-3.322,0.379,-3.322,2,2.609,1.678,5.031,1.202,3.087,3.087,-3.322,0.263,-3.322,2.828,3.018,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.807,2.632,-3.322,-3.322,-0.322,1.138,-2.322,-3.322,-3.322,-1
"hsa-miR-3920",2.722,-3.322,1.485,-0.322,2.233,-3.322,1.585,-3.322,-3.322,-3.322,-0.322,-3.322,0.678,-3.322,-0.322,-3.322,-3.322,2.322,0.848,-3.322,-3.322,-3.322,2.868,2.036,2.138,2.926,0.848,0.678,-3.322,3.217,-3.322,-3.322,1.536,1.138,0,-0.322,0.379,-1.737
"hsa-miR-3921",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3922-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3922-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.737,-3.322,-3.322,-3.322,-3.322,-3.322
