"","GSM3467238","GSM3467239","GSM3467240","GSM3467241","GSM3467242","GSM3467243","GSM3467244","GSM3467245","GSM3467246","GSM3467247","GSM3467248","GSM3467249","GSM3467250","GSM3467251","GSM3467252","GSM3467253","GSM3467254","GSM3467255","GSM3467256","GSM3467257","GSM3467258","GSM3467259","GSM3467260","GSM3467261","GSM3467262","GSM3467263","GSM3467264","GSM3467265","GSM3467266","GSM3467267","GSM3467268","GSM3467269","GSM3467270","GSM3467271","GSM3467272","GSM3467273","GSM3467274","GSM3467275"
"hsa-miR-103a-3p",13.529,13.2,14.334,12.667,14.352,13.871,13.958,13.127,15.106,13.081,14.882,13.916,14.145,14.181,15.635,15.674,14.233,13.632,15.183,14.396,13.408,13.601,13.421,13.95,13.62,13.193,13.38,12.713,13.81,13.683,13.197,13.591,13.47,13.402,13.41,13.017,13.733,14.12
"hsa-miR-105-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-106a-5p",6.703,7.275,7.21,6.702,7.099,8.737,6.867,7.011,9.755,7.698,8.971,7.834,8.085,7.693,8.436,8.552,7.139,6.24,7.378,7.193,6.768,6.09,6.767,6.366,6.152,6.027,6.051,7.811,7.892,6.735,6.571,7.527,7.273,7.163,5.282,6.385,7.143,6.484
"hsa-miR-106a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322,-0.322,1.585,1.678,-3.322,0.138,-3.322,2.104,-1,-3.322,-3.322,1.848,-3.322,1.263,2.036,-0.737,-3.322,-3.322,1.433,-3.322,-3.322,-3.322,1.485,-0.737,-3.322,-2.322,-3.322,-3.322,-3.322
"hsa-miR-107",7.1,7.501,7.553,6.977,7.884,8.847,7.699,7.812,9.842,9.148,8.806,9.005,7.422,9.089,9.576,9.708,8.398,7.166,8.213,8.681,8.199,9.11,7.541,7.878,7.725,7.609,6.582,7.908,9.089,8.823,8.194,8.449,8.372,7.972,7.42,7.44,8.671,7.548
"hsa-miR-16-2-3p",9.884,11.222,10.106,10.984,10.16,10.384,10.489,10.982,10.188,11.112,10.258,9.599,10.538,10.291,9.148,8.976,9.182,9.632,10.004,9.271,9.753,10.613,11.085,9.807,10.305,10.701,9.645,11.727,9.764,9.084,9.978,11.008,11.034,10.517,9.269,10.881,11.033,9.783
"hsa-miR-192-5p",9.645,10.5,9.775,11.782,9.986,10.829,10.677,11.274,9.887,11.121,10.74,10.579,10.691,10.031,9.179,9.585,13.514,9.505,10.194,9.488,9.784,10.346,10.893,9.607,9.695,9.743,9.511,12.657,10.243,9.764,10.041,9.372,10.111,9.514,8.939,9.607,9.771,9.474
"hsa-miR-192-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-196a-5p",0.138,0.585,0.926,2.744,1.263,5.075,3.776,-3.322,3.935,-3.322,-0.322,-3.322,3.472,-3.322,-1.322,-3.322,2.104,1.322,-0.737,-3.322,1.848,-3.322,2.868,-3.322,-0.737,0.848,0.263,1.807,-3.322,-3.322,0.585,1.485,0.138,-3.322,0.678,-3.322,0.766,1.888
"hsa-miR-197-5p",-1,-3.322,-3.322,1.632,-3.322,3.485,2.433,-3.322,1,4.792,1.263,-3.322,0.678,3.446,-0.322,-3.322,3.087,-3.322,-3.322,-3.322,4.492,-3.322,-3.322,-3.322,-0.737,-0.152,-3.322,-3.322,-3.322,3.053,-3.322,-3.322,-3.322,0.485,-0.737,-3.322,-3.322,0.379
"hsa-miR-197-3p",5.456,5.07,5.975,6.485,5.766,4.492,5.423,4.053,5.392,5.375,5.049,4.603,4.755,5.031,5.044,6.793,4.096,5.6,6.092,3.248,4.492,3.018,6.632,5.505,6.311,5.655,4.858,6.426,3.573,3.858,5.236,6.391,6.752,5.838,5.576,5.271,7.143,5.479
"hsa-miR-198",-3.322,-3.322,-0.152,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-199a-5p",12.322,11.798,12.498,11.578,11.632,12.176,11.648,9.715,10.832,11.112,12.257,11.614,12.017,12.207,12.662,12.895,11.544,12.802,12.063,12.588,11.791,11.795,12.554,12.756,13.084,12.972,12.486,12.108,12.472,12.829,11.62,11.844,12.91,12.672,13.186,12.648,12.812,12.818
"hsa-miR-199a-3p",11.56,11.177,12.298,10.948,11.859,11.592,11.304,9.909,12.193,10.661,11.702,11.153,11.859,11.921,12.938,13.18,11.679,12.426,12.126,12.205,11.504,11.281,11.675,11.883,12.447,11.361,11.301,11.472,11.961,11.855,10.966,11.183,12.04,11.757,12.527,10.741,12.135,11.86
"hsa-miR-208a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-129-5p",0.138,2.138,-3.322,1.433,1.263,-3.322,3.776,2.07,2,4.792,5.274,1.585,0.678,-3.322,1.202,4.096,3.678,1.585,1.263,-3.322,3.053,3.278,1.263,3.632,0.138,-3.322,1.722,-1.322,2.807,2.036,0.585,1.485,-1,-3.322,0,1.678,0.138,1.07
"hsa-miR-129-1-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,3.787,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-148a-5p",5.492,4.358,5.843,6.485,5.825,5.075,6.34,2.07,5.031,4.792,5.84,6.248,5.838,6.031,5.776,7,6.739,5.492,5.89,5.096,5.492,6.142,6.318,5.853,6.152,5.463,5.505,5.194,6.042,5.954,6.267,4.807,5.542,6.178,6.055,5.591,6.178,4.945
"hsa-miR-148a-3p",13.19,12.751,13.558,14.466,13.995,13.3,13.154,13.13,11.758,12.238,13.222,12.654,13.627,12.544,12.557,12.693,13.477,13.208,13.563,12.349,11.845,12.734,14.061,13.346,13.894,13.153,13.423,13.15,12.43,12.066,12.366,12.515,12.925,13.055,13.349,12.85,13.405,12.75
"hsa-miR-30c-5p",12.402,12.17,12.293,11.677,11.053,10.598,11.376,10.733,11.512,10.25,11.716,10.396,12.283,10.227,11.215,11.143,10.676,12.606,11.692,11.184,10.028,9.953,12.881,12.554,12.975,10.831,11.74,11.959,10.849,10.656,11.58,12.147,12.569,10.914,11.628,10.872,12.584,11.48
"hsa-miR-30c-2-3p",4.138,3.868,-0.152,3.17,4.7,-3.322,4.162,3.644,3.585,5.375,5.274,5.853,3.248,5.768,4.315,4.678,6.902,4.044,5.256,5.385,4.888,4.154,3.597,4.365,3.233,3.848,3.459,4.285,5.81,4.44,5.453,3.807,3.632,3.926,3.379,3.597,3.945,4.044
"hsa-miR-30d-5p",15.085,14.843,15.175,14.75,14.378,13.701,14.023,13.46,13.067,13.034,13.779,13.648,14.932,13.879,14.335,14.214,13.792,14.953,14.284,13.803,13.759,13.764,14.867,14.734,14.903,15.154,15.054,14.308,13.939,14.462,14.148,14.973,14.575,15.207,14.815,15.275,14.639,14.483
"hsa-miR-30d-3p",5.609,5.675,5.888,5.347,4.828,4.492,4.868,2.07,3.498,4.792,4.818,5.511,5.527,5.031,5.952,5.416,5.555,5.087,5.209,6.211,4.492,5.558,5.597,5.747,6.238,5.075,5.597,5.066,5.638,6.315,3.406,5.731,5.233,4.991,5.81,5.413,5.236,5.186
"hsa-miR-139-5p",9.182,8.241,8.743,7.931,8.757,9.598,8.535,8.596,9.879,9.649,8.673,9.676,9.676,9.872,9.536,8.585,9.193,8.679,9.077,9.314,9.661,9.635,8.504,9.48,8.61,8.379,8.583,10.402,9.517,9.423,10.557,9.75,9.813,9.128,8.377,8.375,9.99,8.308
"hsa-miR-139-3p",7.14,6.276,7.323,6.238,7.84,8.659,8.399,8.466,7.999,8.878,8.061,7.872,7.143,9.118,7.687,7.093,8.989,6.571,8.294,8.791,9.533,8.692,6.133,7.928,6.954,7.558,7.64,7.858,8.087,8.043,8.266,7.341,7.096,7.786,7.454,7.085,7.5,7.413
"hsa-miR-147a",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-7-5p",10.551,11.235,10.846,11.183,10.166,10.949,11.179,11.935,10.676,11.019,11.78,11.945,11.061,9.328,10.764,11.148,10.089,10.566,10.306,11.501,10.509,11.739,10.85,10.372,10.179,10.136,10.255,10.079,11.406,10.438,10.398,9.875,9.493,9.981,8.986,9.894,9.608,10.745
"hsa-miR-7-1-3p",2.722,1.536,1.888,2.233,2.233,-3.322,0.263,-3.322,3.498,-3.322,2.868,-3.322,0.678,-3.322,0.926,3.087,-3.322,0.585,2.036,-3.322,-3.322,-3.322,2.263,2.036,0.766,1.632,-0.152,1.202,2.485,-3.322,-3.322,1.485,3.17,-0.515,-3.322,-3.322,2.561,1.678
"hsa-miR-7-2-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-10a-5p",11.72,11.519,10.682,11.265,11.27,10.669,11.486,10.939,11.059,9.94,11.025,10.782,12.712,9.575,10.565,9.807,10.274,12.202,11.807,11.217,10.488,10.343,12.135,12.35,11.645,11.811,12.166,12.485,10.523,10.554,11.871,11.827,11.334,12.043,10.765,12.168,11.835,10.844
"hsa-miR-10a-3p",3.945,4.358,1.485,3.644,3.561,5.81,4.113,4.379,4.661,3.787,4.336,4.186,4.991,4.446,4.42,4.096,4.096,4.248,4.233,4.833,4.053,3.392,4.977,5.747,4.307,3.597,3.121,5.717,3.878,4.44,5.548,5.182,4.413,4.991,2.926,3.935,5.079,4.202
"hsa-miR-10b-5p",12.246,11.968,10.711,11.921,11.688,11.277,12.542,12.532,11.184,11.242,11.986,11.797,13.594,10.031,10.851,9.821,10.094,12.628,12.713,11.715,10.704,11.226,12.887,13.195,11.618,12.43,12.593,13.922,11.668,11.2,12.878,12.347,12.085,12.176,10.643,12.733,12.586,11.221
"hsa-miR-10b-3p",3.945,3.35,1.888,3.036,2.233,-3.322,3.573,-3.322,4.322,5.789,4.392,5.066,4.991,5.446,4.233,-3.322,3.087,3.858,4.365,4.511,5.104,4.087,4.597,4.632,3.053,2.293,2.655,5.256,4.807,3.217,6.842,3.07,3.379,3.121,2.233,1.678,3.926,2.722
"hsa-miR-34a-5p",0.138,2.536,-3.322,1.202,1.263,4.492,1.848,-3.322,3.498,-3.322,1.263,3.186,1.678,-3.322,0.926,-3.322,2.104,0.585,3.406,3.511,1.848,2.868,2.868,3.632,0.766,0.379,0.585,0.263,3.878,3.365,2.907,1.485,0.585,1.138,1.202,2,-0.515,1.138
"hsa-miR-34a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-181a-5p",11.114,10.705,10.699,10.646,11.272,12.335,11.106,10.958,12.142,11.75,12.162,12.994,10.357,12.855,13.455,12.164,12.329,11.005,11.586,12.692,12.713,12.325,11.492,11.714,12.038,10.959,10.688,11.83,12.69,12.526,12.307,12.457,11.977,11.908,11.869,10.909,12.098,12.063
"hsa-miR-181a-2-3p",6.601,7.191,6.642,6.612,7.148,6.489,7.153,6.45,6.368,7.375,6.289,7.463,6.368,6.446,6.966,5.9,6.794,6.84,7.509,6.759,7.078,6.544,7.275,7.045,7.453,7.932,7.565,7.645,7.11,6.855,6.703,7.549,7.237,7.269,7.372,7.909,6.982,7.353
"hsa-miR-181b-5p",8.219,7.823,7.91,7.936,9.029,9.489,8.99,8.757,9.719,10.076,9.461,10.241,7.786,9.921,10.459,8.951,9.902,8.273,9.638,9.923,10.182,9.279,8.968,9.302,9.143,8.027,8.403,9.307,10.087,9.425,9.519,9.297,9.042,8.629,9.227,7.696,8.883,9.437
"hsa-miR-181b-3p",-3.322,-3.322,2.7,1.433,1.263,-3.322,-0.737,-3.322,-3.322,5.375,-3.322,-3.322,-3.322,-3.322,0.926,-3.322,-3.322,1.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.036,0.766,-0.152,-0.152,-1.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-0.322,-3.322,0.379,0.485
"hsa-miR-181c-5p",1.138,2.868,3.7,3.293,4.413,4.492,3.954,-3.322,5.501,6.113,3.689,5.304,3.667,5.446,5.97,5.9,4.902,3.807,3.561,5.97,5.453,5.221,4.446,4.632,4.426,4.517,2.963,5.066,5.638,6.135,5.722,6.482,5.555,4.892,3.838,4.591,6.528,3
"hsa-miR-181c-3p",4.343,5.19,4.744,4.399,5.24,6.075,4.711,-3.322,4.062,4.792,5.446,5.853,4.472,7.03,6.524,3.087,5.902,5.19,5.787,6.174,5.916,5.221,5.361,5.629,6.129,6.282,5.689,5.406,5.511,6.238,5.236,7.007,6.18,6.009,6.591,5.952,6.743,5.83
"hsa-miR-182-5p",9.767,11.427,10.867,11.466,10.12,9.965,11.685,11.524,10.679,10.97,11.504,10.864,10.39,10.863,9.654,11.047,10.019,10.397,10.125,10.671,11.23,9.362,10.314,9.505,9.81,10.008,9.746,9.65,10.525,10.464,9.156,8.483,8.382,8.876,9.453,8.892,8.7,9.584
"hsa-miR-182-3p",-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,0.678,-3.322,-3.322,-0.737,-3.322,-3.322,0.926,-3.322,-3.322,-3.322,-3.322,-1.737,-3.322,-3.322,-3.322,0.379,-3.322
"hsa-miR-183-5p",7.928,9.725,9.002,9.911,8.676,8.347,10.108,9.877,8.691,9.572,9.703,8.638,8.827,8.655,7.384,8.047,7.849,8.254,8.5,8.369,9.486,7.955,8.814,7.746,7.777,8.349,8.05,9.163,8.588,7.985,6.053,7.341,6.343,7.777,7.505,7.947,6.963,7.481
"hsa-miR-183-3p",-3.322,2.138,1.485,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,0.138,-3.322,-3.322,-1,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.138,-0.152,-1.737,-0.322,-0.515,-3.322,-3.322,2.485,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-187-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322
"hsa-miR-187-3p",1.433,-3.322,-0.152,-1.322,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322,-3.322,1.202,-3.322,-3.322,0,-3.322,-3.322,-3.322,2.036,-3.322,-3.322,-3.322,-0.152,-3.322,-0.322,-3.322,0,3.766,-3.322,0.485,-0.515,-0.737,-3.322,0.379,-3.322
"hsa-miR-196a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-199b-5p",5.361,7.316,6.331,7.701,5.7,6.948,7.165,7.642,7.209,8.375,7.411,4.926,5.711,5.446,6.776,6.094,5.096,5.728,6.267,6.055,4.945,5.221,6.767,5.505,5.947,6.44,5.779,6.798,6.073,6.178,5.501,7.184,6.456,7.065,5.296,6.844,7.365,5.018
"hsa-miR-199b-3p",10.555,10.121,11.292,9.917,10.943,10.534,10.257,8.902,11.14,9.857,10.725,10.1,10.788,10.937,11.935,12.121,10.63,11.455,11.149,11.173,10.464,10.303,10.722,10.849,11.409,10.333,10.302,10.517,10.956,10.865,10.047,10.057,11.036,10.815,11.547,9.8,11.121,10.853
"hsa-miR-203a-3p",5.436,7.613,4.472,4.426,7.45,4.492,7.948,8.227,6.358,8.545,5.84,6.359,7.222,7.352,4.907,5.678,8.618,3.644,6.818,6.248,6.333,3.868,4.733,5.747,3.138,7.847,4.615,4.472,6.606,5.406,9.078,4.485,3.459,3.233,5.399,5.44,4.113,7.181
"hsa-miR-204-5p",3.307,3.548,2.485,1.433,3.561,-3.322,3.644,2.07,4.113,3.787,3.392,3.926,4.129,-3.322,2.982,-3.322,4.096,3.807,4.44,4.626,3.053,2.036,4.733,4.853,3.897,3.307,4.162,5.789,3.293,2.632,5.681,4.655,4.76,3.991,2.678,4.146,6.129,3.744
"hsa-miR-204-3p",1.138,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.07,-3.322,-3.322,-0.322,1.585,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,1.263,-3.322,-3.322,-0.737,0.379,0.263,0.678,2.485,2.848,4.597,1.485,-0.152,-0.515,0.848,1.678,0.379,-1
"hsa-miR-205-5p",-3.322,2.536,-3.322,-0.322,3.248,-3.322,5.031,5.057,2.233,6.113,1.263,2.609,2.678,3.446,1.202,4.096,2.104,-1,2.7,0.926,3.42,-0.322,1.263,-3.322,-3.322,3.848,-3.322,5.98,4.293,4.505,5.986,1.485,1.202,-3.322,2.17,2.263,1.379,3.689
"hsa-miR-205-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.233,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322
"hsa-miR-210-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.678,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,1.07,-3.322,-3.322,-1,-0.515,-3.322,-3.322,-1.322,-3.322
"hsa-miR-210-3p",6.446,6.698,5.933,6.34,6.634,9.639,7.217,7.516,8.505,9.148,7.947,8.843,5.755,8.4,8.76,7.678,7.38,6.013,7.595,9.202,8.435,8.241,6.561,7.8,6.607,6.15,5.763,6.645,8.301,8.823,8.208,6.975,7.214,6.416,7.291,5.728,7.627,7.152
"hsa-miR-211-5p",-3.322,0.585,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,0.138,-3.322,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-211-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-212-5p",0.138,0.585,-0.152,1.807,-3.322,-3.322,2.585,-3.322,2.233,-3.322,0.678,-3.322,2.982,-3.322,2.036,3.087,-3.322,2,2.036,0.926,1.263,2.7,-3.322,2.036,1.138,3.17,2.848,2.104,0.485,1.07,1.585,2.485,2.07,2.536,2.17,1.678,2.036,0.848
"hsa-miR-212-3p",-3.322,0.585,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.138,-3.322,2.104,-1,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.433,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-181a-3p",6.295,5.406,5.561,5.517,6.24,6.489,6.307,4.379,4.113,5.375,6.536,6.604,5.797,6.615,7.141,5.416,5.794,6.485,6.78,7.318,6.127,5.984,6.89,6.952,7.397,6.513,5.771,6.44,6.174,6.025,5.88,6.238,6.576,6.342,7.071,5.933,6.751,6.426
"hsa-miR-214-5p",-3.322,-3.322,-3.322,-3.322,2.233,-3.322,1.848,2.07,1,-3.322,-3.322,3.609,-3.322,-3.322,0.926,3.087,-3.322,-3.322,-3.322,-3.322,-3.322,2.036,-3.322,2.036,-3.322,-3.322,-3.322,1.963,1.807,1.632,2.907,1.485,0.678,-0.515,0.848,-3.322,-0.515,1.07
"hsa-miR-214-3p",2.138,3.138,-3.322,1.963,1.263,-3.322,3.154,3.644,3.807,3.787,3.858,3.186,3.248,3.446,2.678,-3.322,2.104,2,2.561,4.626,3.7,1.263,-3.322,3.053,1.138,-1.322,0.848,4.524,3.573,2.632,0.585,4.07,0.585,0.485,1.632,-3.322,1.379,2.104
"hsa-miR-215-5p",4.689,4.94,3.7,9.317,4.561,6.296,4.062,5.379,3.217,5.375,4.733,4.776,5.914,3.446,2.485,3.087,5.902,4.285,4.661,3.926,2.828,4.982,5.524,5.213,3.138,2.926,4.954,5.828,4.573,4.044,3.406,1.485,3.524,3.7,2.888,2.678,3.121,3.336
"hsa-miR-215-3p",-3.322,-3.322,-3.322,1.963,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-216a-5p",-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.678,1.263,2.036,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-216a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322,-3.322,-3.322
"hsa-miR-217-5p",1.433,-3.322,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-1,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,0.379,-3.322,1.433,-0.515,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-218-5p",-1,-3.322,-3.322,-0.322,1.263,4.492,2.828,-3.322,2.233,-3.322,-3.322,-3.322,3.248,-3.322,1.202,-3.322,-3.322,-3.322,-0.737,1.926,1.848,-0.322,2.263,3.053,1.722,1.632,-0.737,5.031,2.293,-3.322,3.597,-3.322,0.678,1.138,0.263,-0.322,1.888,0.485
"hsa-miR-218-2-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-219a-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,1.926,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-1.737,-3.322,-3.322,0,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.152,-1.737
"hsa-miR-219a-1-3p",-1,0.585,-3.322,-1.322,-3.322,-3.322,0.263,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322,3.446,-1.322,4.096,-3.322,-1,0.263,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-0.152,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1,-3.322,-0.322,-3.322,-1.322,-0.737
"hsa-miR-221-5p",7.242,6.888,7.676,6.696,5.489,6.075,6.329,4.379,5.755,5.375,6.334,6.733,7.111,6.254,7.029,6.552,6.094,7.552,6.684,6.784,5.703,6.342,7.297,7.537,7.752,6.819,7.44,6.09,6.464,7.125,7.003,6.391,6.208,6.918,6.706,6.372,7.063,6.622
"hsa-miR-221-3p",12.851,12.108,13.156,11.538,11.838,13.512,12.284,10.611,13.387,12.274,13.087,12.875,12.754,13.197,14.305,13.939,13.294,12.992,13.059,13.634,12.151,12.824,12.248,13.637,13.541,11.504,12.523,11.126,12.987,13.693,13.351,12.155,11.899,11.738,13.187,11.307,12.682,12.855
"hsa-miR-222-5p",1.433,-3.322,-0.152,1.433,2.828,-3.322,1.848,-3.322,1.722,-3.322,-0.322,1.585,0.678,-3.322,-3.322,-3.322,-3.322,1.585,2.7,-3.322,1.848,-3.322,1.263,-3.322,0.766,0.379,0.848,-0.322,-0.515,2.036,-3.322,-3.322,-0.152,1.848,0.263,-0.322,1.585,0.138
