"","GSM5259648","GSM5259649","GSM5259650","GSM5259651","GSM5259652","GSM5259653","GSM5259654","GSM5259655","GSM5259656","GSM5259657","GSM5259658","GSM5259659","GSM5259660","GSM5259661","GSM5259662","GSM5259663","GSM5259664","GSM5259665","GSM5259666","GSM5259667","GSM5259668","GSM5259669","GSM5259670","GSM5259671","GSM5259672","GSM5259673","GSM5259674","GSM5259675","GSM5259676","GSM5259677","GSM5259678","GSM5259679","GSM5259680","GSM5259681","GSM5259682","GSM5259683","GSM5259684","GSM5259685","GSM5259686","GSM5259687","GSM5259688","GSM5259689"
"hsa-miR-548am-5p",31.331,32.701,33.351,32.011,37.395,33.204,33.126,33.612,34.18,35.177,32.887,36.793,39.758,32.548,34.972,31.899,34.672,34.522,32.393,30.661,38.149,33.737,34.321,39.751,30.661,32.814,37.024,35.042,37.156,39.123,36.992,33.02,40,34.18,35.078,34.321,39.942,33.794,40,40,39.822,40
"hsa-miR-342-5p",30.065,31.278,40,40,35.329,22.383,38.092,40,28.982,32.28,35.79,35.078,39.758,35.752,40,39.884,34.522,31.438,28.419,39.756,32.502,27.973,40,39.751,40,40,33.409,36.937,33.794,39.123,37.734,32.319,40,35.329,33.204,36.376,29.451,40,33.794,27.973,31.934,40
"hsa-miR-502-5p",40,34.672,33.612,34.057,33.503,31.969,35.177,40,40,34.565,33.503,34.672,39.758,32.502,33.02,33.204,32.814,34.289,40,31.397,40,35.121,35.078,39.751,34.672,36.406,37.463,33.204,36.937,31.108,35.329,33.204,32.154,36.711,32.814,37.734,39.942,32.502,34.522,33.02,35.367,33.02
"hsa-miR-518b",40,33.612,33.126,19.367,33.557,39.762,31.811,31.186,40,34.672,32.36,40,39.758,34.774,32.778,33.351,36.406,32.111,33.7,39.756,37.87,29.03,40,30.953,32.36,34.057,38.437,40,40,39.123,21.836,34.949,34.565,32.887,34.124,40,32.111,32.319,32.887,40,37.265,40
"hsa-miR-142-5p",31.763,35.367,40,36.793,38.669,39.762,33.653,40,40,31.811,34.522,36.711,32.393,36.255,35.992,33.794,34.124,34.88,31.899,30.792,33.794,34.321,33.351,39.751,32.111,34.774,31.438,36.311,33.612,39.123,29.403,40,32.814,31.06,31.186,29.905,32.154,40,40,40,30.211,31.969
"hsa-miR-505-3p",31.06,40,40,34.18,31.331,39.762,31.708,40,40,40,31.763,30.661,39.758,30.882,32.887,39.884,31.06,40,30.935,39.756,32.814,40,40,39.751,30.521,30.987,31.655,32.463,32.393,39.123,32.241,31.026,30.581,31.186,30.581,32.814,39.942,30.882,31.026,40,30.661,40
"hsa-miR-181c-5p",40,31.763,32.887,35.177,33.7,32.36,34.124,32.778,33.02,35.005,34.321,33.02,39.758,36.342,37.463,39.884,33.737,34.435,32.428,32.36,34.949,34.949,33.944,39.751,36.376,37.196,32.28,34.972,38.386,31.278,32.28,34.057,33.204,32.548,35.79,36.711,32.701,35.121,33.409,40,33.16,35.121
"hsa-miR-494-3p",32.36,34.321,33.453,38.437,35.367,39.762,35.79,35.078,33.16,34.321,33.557,33.204,39.758,31.278,37.024,32.701,35.078,32.193,30.261,39.756,31.49,35.816,35.434,30.661,37.66,31.969,34.622,35.005,36.406,39.123,32.428,35.177,34.289,35.078,40,36.342,39.942,33.944,32.319,34.124,32.36,31.331
"hsa-miR-885-5p",40,35.177,31.278,31.811,33.204,30.366,33.503,34.057,31.149,40,33.204,33.579,39.758,33.503,33.204,30.581,31.969,32.241,40,30.953,30.366,40,31.026,39.751,31.763,33.204,33.453,40,32.814,29.733,36.599,40,32.111,33.737,40,35.992,31.969,40,40,32.428,33.579,40
"hsa-miR-133a-3p",40,35.042,33.204,31.763,33.126,39.762,32.241,33.02,24.968,32.463,32.502,40,26.365,40,37.427,31.811,32.778,40,40,39.756,33.503,32.154,40,39.751,32.066,32.701,35.367,40,31.438,39.123,35.223,32.701,30.756,32.319,32.319,33.16,31.934,33.126,31.969,40,37.734,33.351
"hsa-miR-202-3p",40,30.987,40,30.953,32.887,26.43,32.393,31.969,40,34.88,31.951,33.944,32.428,33.612,32.319,33.02,37.229,33.409,33.351,39.756,35.752,40,40,31.186,32.576,37.134,35.042,40,35.434,39.123,36.54,32.36,40,34.672,31.026,35.849,32.319,32.814,32.393,33.453,33.653,33.503
"hsa-miR-548b-5p",30.756,31.438,30.987,30.065,34.774,32.28,32.011,29.819,32.193,34.057,33.02,32.701,39.758,33.126,31.969,32.28,40,31.708,32.605,39.756,34.544,32.887,33.126,39.751,29.542,29.984,35.329,40,36.793,39.123,37.079,34.18,40,32.111,33.653,32.241,39.942,40,32.701,40,35.223,37.156
"hsa-miR-331-5p",40,32.011,35.005,33.612,37.156,39.762,37.229,32.154,32.066,35.752,38.02,36.342,31.899,32.111,34.622,31.236,40,32.319,40,32.814,33.737,27.918,34.949,31.026,33.02,38.386,33.7,34.057,34.057,39.123,34.88,30.015,30.619,38.364,30.987,37.229,31.186,29.593,35.121,32.154,36.342,40
"hsa-miR-362-3p",33.737,31.331,33.503,33.351,32.778,39.762,35.078,37.024,32.319,33.944,33.16,34.057,39.758,31.655,37.395,31.969,31.655,31.811,33.579,39.756,35.367,35.367,35.329,39.751,34.522,35.79,33.16,32.28,33.7,39.123,32.502,31.438,32.038,32.796,37.024,37.024,39.942,32.428,32.241,31.655,32.066,32.548
"hsa-miR-449a",40,34.774,35.329,37.66,32.36,32.193,34.18,32.814,40,36.342,33.453,33.7,31.763,36.311,33.557,30.756,37.196,32.887,34.622,39.756,29.769,32.502,40,32.28,32.428,32.28,34.321,32.502,32.36,39.123,34.18,31.606,33.653,33.653,33.737,33.7,33.453,33.409,34.88,34.522,31.708,32.778
"hsa-miR-548d-5p",30.792,32.3,32.502,30.709,36.255,32.319,32.463,30.792,32.241,33.557,32.319,31.763,33.02,31.606,32.701,29.69,36.342,33.737,32.36,39.756,33.653,40,40,31.278,29.631,30.366,35.223,35.849,35.005,30.756,35.752,40,40,34.124,33.409,31.899,39.942,33.557,34.949,40,34.949,40
"hsa-miR-301a-3p",40,34.522,32.393,36.54,35.79,30.756,34.949,35.816,32.548,31.899,33.944,34.18,39.758,31.763,32.154,32.463,33.557,32.701,34.289,32.241,35.849,35.752,31.848,31.934,33.503,33.557,36.128,32.605,37.968,39.123,33.579,31.969,30.311,33.204,32.193,36.992,39.942,40,32.36,31.278,32.393,32.605
"hsa-miR-449b-5p",40,33.16,40,35.816,32.319,33.126,35.992,33.579,32.463,33.737,33.766,33.557,31.848,35.79,33.612,33.579,33.7,33.126,32.701,39.756,28.811,32.319,33.557,39.751,33.557,32.011,33.944,32.887,33.351,39.123,34.057,34.774,32.502,34.774,34.622,34.289,32.887,34.522,31.934,33.7,31.397,32.111
"hsa-miR-143-3p",30.839,33.653,33.653,40,36.342,39.762,37.134,36.128,40,30.125,31.128,30.414,31.06,32.28,32.193,39.884,31.438,33.653,30.169,39.756,32.548,32.111,33.182,39.751,31.108,33.794,30.709,35.177,29.495,39.123,29.593,40,40,30.756,28.738,29.984,28.79,40,33.612,40,29.947,33.579
"hsa-miR-330-3p",32.548,31.49,31.606,33.579,32.393,39.762,34.565,33.453,31.655,32.193,32.605,32.319,32.701,33.453,33.126,29.947,32.193,32.502,40,30.311,37.395,40,32.502,39.751,38.653,32.605,32.548,33.02,35.223,39.123,33.7,40,31.186,33.453,31.257,33.351,39.942,32.605,32.111,32.814,33.794,33.557
"hsa-miR-190a-5p",40,33.737,32.428,31.06,34.88,31.278,33.596,40,30.882,31.397,35.833,40,29.125,32.778,32.548,31.186,32.605,31.763,40,31.811,34.672,40,31.811,39.751,34.124,38.791,33.612,31.934,34.88,28.702,37.836,30.987,30.953,33.02,36.311,35.329,31.811,30.414,32.548,31.186,38.092,30.792
"hsa-miR-183-5p",33.409,35.434,32.576,33.503,34.522,32.154,32.778,35.223,33.612,36.376,32.814,32.778,31.149,34.522,32.393,33.503,34.18,32.393,33.204,32.28,31.708,35.177,32.605,39.751,32.011,33.409,33.02,34.124,33.653,39.123,33.612,33.409,34.057,32.393,33.02,33.794,33.579,33.653,33.351,33.653,34.057,32.28
"hsa-miR-485-3p",40,40,33.02,32.701,36.937,32.548,33.7,32.28,31.763,31.934,33.7,36.376,29.631,33.944,36.255,30.839,36.54,32.36,33.409,30.918,36.255,40,32.463,28.62,35.121,33.7,32.778,33.453,34.622,28.474,36.255,30.619,30.261,35.121,34.972,35.042,29.542,31.763,35.177,32.393,34.672,33.737
"hsa-miR-323a-3p",31.236,40,32.814,35.992,39.101,30.414,36.711,33.794,30.918,32.548,38.628,32.28,29.03,33.409,36.311,30.065,35.177,32.548,30.935,30.261,36.865,34.672,32.887,30.065,34.88,35.849,34.949,33.944,36.06,29.081,37.998,32.154,31.708,35.042,33.7,35.177,31.278,30.935,32.193,32.548,35.849,32.701
"hsa-miR-18a-5p",20.922,32.393,31.49,31.708,32.241,39.762,31.108,40,31.708,31.848,33.126,32.463,39.758,31.811,31.149,39.884,31.49,31.934,31.026,39.756,30.169,40,31.899,39.751,37.836,38.653,30.39,30.918,32.953,39.123,31.848,31.108,30.125,32.502,28.531,32.36,39.942,31.026,35.078,40,32.319,30.015
"hsa-miR-22-3p",40,32.241,31.026,32.778,29.984,39.762,28.367,30.521,33.557,34.972,31.438,30.882,39.758,29.905,37.836,39.884,34.88,34.565,29.314,39.756,24.526,26.844,35.005,39.751,33.612,30.581,30.311,35.752,29.278,39.123,29.314,32.241,40,31.934,33.503,28.207,39.942,29.542,35.752,34.289,35.042,34.972
"hsa-miR-15a-5p",28.474,36.311,33.557,40,31.969,32.066,33.16,34.565,40,32.111,32.066,30.169,31.934,40,33.16,39.884,31.026,33.579,30.015,39.756,30.619,40,40,31.149,33.409,34.124,29.169,34.289,32.261,39.123,29.081,34.565,33.557,30.169,31.397,28.702,31.763,34.435,34.972,31.438,29.451,31.848
"hsa-miR-642a-5p",29.631,36.376,32.463,33.653,31.438,32.483,37.87,34.88,32.011,33.478,30.366,31.811,39.758,33.579,35.121,31.763,32.011,33.278,31.811,31.331,34.18,31.848,31.108,32.319,36.128,32.502,30.619,32.154,34.18,39.123,31.236,33.126,33.351,33.503,30.792,34.672,39.942,40,31.811,32.701,30.619,31.397
"hsa-miR-502-3p",32.241,34.057,35.177,32.28,31.848,30.619,33.351,35.434,30.756,32.154,34.88,33.737,32.463,31.708,32.011,33.7,31.186,32.011,31.49,32.428,34.057,35.79,32.319,39.751,32.193,35.042,32.502,32.36,33.204,39.123,33.409,31.934,32.28,33.579,34.435,35.078,33.737,32.011,31.899,33.204,32.502,33.794
"hsa-miR-140-3p",31.899,32.154,32.576,33.16,33.612,39.762,32.548,35.005,40,32.36,33.409,32.154,32.502,33.02,33.409,33.612,32.502,32.778,34.672,31.108,32.319,33.126,31.969,32.548,31.278,33.126,31.763,32.393,31.108,39.123,33.794,33.557,31.397,31.899,31.811,31.108,32.241,34.18,32.778,33.503,31.969,32.36
"hsa-miR-486-5p",34.124,32.193,40,37.156,32.463,39.762,35.816,30.839,33.794,33.16,30.987,27.973,39.758,33.16,32.605,30.414,30.918,30.169,32.193,39.756,30.065,32.28,28.883,28.883,29.36,29.631,35.79,31.236,26.041,39.123,31.969,32.428,40,29.733,29.403,31.606,31.606,40,31.397,40,31.438,31.026
"hsa-miR-422a",33.351,35.79,31.438,35.434,32.011,39.762,34.289,31.278,32.502,34.289,32.428,32.548,30.065,33.557,33.737,31.438,33.204,31.49,31.149,31.149,35.276,32.701,33.794,30.472,35.348,35.367,32.605,33.16,34.565,30.211,33.453,33.351,31.49,32.28,32.154,32.701,30.953,40,31.186,32.463,32.154,32.241
"hsa-miR-615-3p",40,40,30.472,29.733,33.579,30.472,31.026,27.771,33.453,30.792,30.311,40,30.756,29.542,31.934,39.884,31.934,28.831,40,28.831,30.839,40,40,29.314,30.261,31.708,33.126,30.953,29.03,39.123,32.463,40,40,30.521,32.605,30.882,30.366,29.69,29.631,30.311,32.887,33.409
"hsa-miR-296-5p",32.28,40,31.811,33.737,33.16,30.169,32.193,36.342,40,31.655,34.774,31.899,29.208,31.026,33.453,32.319,32.393,32.605,31.969,31.763,35.816,31.149,30.619,26.959,32.701,34.565,29.905,31.149,31.397,39.123,32.319,33.653,30.882,36.992,32.887,31.763,32.814,31.934,31.06,33.737,31.06,33.204
"hsa-miR-128-3p",30.918,40,33.737,40,31.934,31.331,33.409,33.737,32.778,31.49,32.778,31.606,31.186,32.319,35.078,32.36,32.241,30.839,31.278,32.463,32.605,32.193,32.154,39.751,32.576,32.548,30.918,31.606,33.503,30.366,31.655,31.49,40,31.763,32.111,31.331,31.06,33.16,30.521,31.108,31.108,32.011
"hsa-miR-636",32.428,31.108,31.06,29.905,34.124,31.848,32.066,29.947,40,32.701,31.278,32.428,27.621,31.108,32.111,30.311,33.409,31.236,31.186,32.011,33.579,33.409,35.177,30.581,30.065,30.839,34.057,33.579,33.126,39.123,36.711,32.111,40,34.289,31.438,32.605,30.792,30.987,32.28,31.708,36.376,35.849
"hsa-miR-361-5p",33.02,32.814,31.397,32.193,30.987,39.762,31.969,32.111,40,30.169,30.918,31.186,32.111,31.397,32.502,31.149,31.606,31.848,29.631,31.606,34.544,31.708,33.409,39.751,32.887,35.078,31.149,31.763,30.953,39.123,31.186,31.149,32.887,31.811,31.848,32.011,33.126,33.7,30.918,31.934,30.953,32.428
"hsa-miR-671-3p",30.619,32.548,29.769,31.026,32.28,30.792,30.882,30.414,40,32.796,32.111,31.49,30.661,31.934,31.811,31.934,32.428,30.953,31.655,39.756,31.655,33.204,31.331,39.751,30.709,33.453,32.111,32.011,32.193,39.123,32.548,31.278,31.934,32.701,34.057,32.154,32.28,31.848,33.557,31.331,32.701,31.655
"hsa-miR-199a-3p",31.149,31.848,31.708,33.126,32.428,39.762,32.701,33.409,40,30.472,31.128,31.655,30.366,32.36,31.708,30.125,31.397,30.414,30.521,31.969,31.606,33.653,32.36,31.63,30.015,30.414,31.236,40,29.542,39.123,30.261,40,31.331,30.619,29.593,29.36,29.208,34.774,32.605,40,30.366,29.984
"hsa-miR-597-5p",30.261,32.887,32.066,33.409,33.944,29.208,33.794,31.848,40,32.796,33.351,32.502,28.156,32.193,32.36,29.081,33.579,31.278,32.778,29.169,33.453,30.756,31.708,28.367,33.278,33.503,32.319,40,35.79,27.823,33.126,40,30.839,34.949,32.066,33.557,29.314,31.06,32.066,31.397,33.02,32.154
"hsa-miR-148b-3p",30.472,32.778,32.011,32.502,30.709,39.762,32.319,32.701,32.701,31.331,30.414,30.311,32.814,32.066,31.331,32.066,31.763,31.186,31.331,29.984,32.066,30.581,40,39.751,32.154,33.653,30.756,31.848,32.319,39.123,31.438,31.331,31.763,30.709,30.882,31.49,39.942,30.472,30.311,30.918,30.581,31.763
"hsa-miR-212-3p",32.502,32.428,32.701,29.984,36.599,31.149,33.02,31.606,40,32.502,32.548,34.124,30.581,35.005,33.579,31.848,33.944,33.02,30.472,30.619,31.397,33.794,32.011,29.081,31.438,30.918,31.06,33.503,32.502,31.49,32.814,33.737,34.672,32.154,30.839,32.319,30.918,31.49,32.154,33.794,32.605,30.709
"hsa-miR-491-5p",32.701,40,30.661,30.311,31.811,39.762,36.937,29.451,31.108,31.969,31.606,30.987,31.397,30.953,35.177,39.884,32.548,30.709,31.236,39.756,31.811,27.771,31.763,31.848,29.769,31.397,31.331,31.899,31.548,30.065,32.011,33.16,32.778,31.149,30.661,31.026,31.026,32.066,32.814,31.763,32.28,33.453
"hsa-miR-708-5p",30.521,32.3,32.36,32.428,32.154,29.905,32.605,32.393,30.661,29.905,31.951,31.331,39.758,32.887,31.438,31.108,30.792,30.882,31.397,39.756,34.124,29.905,32.241,39.751,31.186,34.321,31.899,30.521,32.605,39.123,31.811,30.918,31.811,31.236,32.778,31.149,31.236,31.108,30.366,31.848,31.49,32.066
"hsa-miR-874-3p",29.495,26.167,40,27.221,26.608,28.883,40,24.526,29.947,30.709,27.413,40,39.758,27.413,29.081,39.884,29.984,40,33.557,30.756,32.154,28.79,29.631,29.278,40,40,29.86,29.984,31.548,28.883,30.414,28.883,28.79,33.16,40,40,29.03,40,27.734,29.733,29.03,40
"hsa-miR-23a-3p",28.702,32.463,30.521,40,30.414,39.762,32.887,40,40,29.69,30.521,33.794,39.758,29.314,31.278,39.884,30.709,31.331,29.03,29.081,30.756,33.503,29.733,39.751,26.495,31.49,29.495,30.065,32.428,28.831,28.702,31.811,40,29.473,29.733,29.751,30.015,32.28,29.36,29.69,29.208,31.186
"hsa-miR-455-5p",40,31.186,31.934,29.36,31.149,31.899,32.111,28.982,31.186,31.708,31.49,30.619,30.882,32.241,31.108,30.472,32.28,32.154,29.86,39.756,32.463,32.241,31.236,39.751,30.211,29.905,33.557,30.839,31.655,39.123,32.154,30.882,30.211,32.463,31.899,33.737,30.211,31.708,30.581,31.49,32.111,32.502
"hsa-miR-23b-3p",32.778,28.419,31.655,30.472,29.733,32.241,29.495,35.367,26.557,31.278,30.125,28.62,31.969,30.065,31.848,32.154,32.066,33.612,30.311,31.49,34.289,34.18,34.565,31.899,33.653,31.236,32.011,32.193,35.816,39.123,31.397,33.794,32.241,31.331,31.548,34.622,33.409,31.236,32.463,32.502,31.811,31.606
"hsa-miR-339-5p",40,32.36,32.154,31.969,29.947,33.16,30.169,36.255,29.984,29.403,32.393,30.709,32.887,32.393,33.653,30.366,29.495,29.542,33.126,32.502,35.121,33.7,30.169,30.987,30.792,29.593,31.811,29.125,29.733,30.839,30.311,31.236,31.06,30.211,34.774,32.111,39.942,32.111,34.18,32.778,30.918,32.393
"hsa-miR-454-3p",32.887,29.542,30.792,30.125,31.278,30.953,30.792,32.066,31.934,31.108,31.655,32.393,39.758,30.792,30.211,32.548,30.953,33.557,35.078,39.756,33.612,32.36,30.311,32.111,32.814,30.661,32.887,32.241,31.278,31.186,32.111,31.655,30.661,31.397,30.169,31.811,30.987,30.581,31.236,32.066,33.126,30.211
"hsa-miR-29b-3p",24.267,30.661,31.149,32.814,31.606,31.397,31.934,32.428,31.236,31.763,31.026,30.472,32.241,31.236,32.241,32.887,30.619,31.655,31.108,31.06,32.428,33.16,31.606,39.751,37.265,32.241,31.186,31.49,36.342,39.123,30.709,30.756,30.414,30.953,30.125,31.06,32.36,30.792,30.709,30.882,31.026,30.918
"hsa-miR-455-3p",40,31.969,28.982,29.947,30.792,27.458,29.403,35.992,30.472,30.619,31.397,31.438,30.521,30.414,30.414,30.709,31.899,30.366,40,31.438,31.763,40,29.495,31.438,29.314,30.211,31.278,29.947,31.848,30.581,32.193,31.397,29.495,32.796,31.06,32.28,29.769,33.351,31.848,33.409,32.011,31.438
"hsa-miR-130b-3p",29.451,30.756,32.111,34.88,31.397,32.605,31.655,31.397,34.057,33.126,30.472,31.108,31.331,31.969,31.899,31.655,32.36,30.472,29.403,39.756,31.06,33.944,32.066,30.839,31.899,29.769,30.792,32.066,30.125,29.769,30.882,32.066,32.463,32.011,30.472,30.661,31.331,32.778,29.984,30.792,29.984,31.708
"hsa-miR-98-5p",29.36,30.521,29.593,32.241,31.655,39.762,28.668,28.254,31.49,29.169,32.463,29.947,32.28,28.982,28.254,39.884,29.947,33.453,27.684,39.756,29.69,34.565,30.366,39.751,33.278,32.193,31.969,27.568,30.839,39.123,27.621,32.778,33.126,32.36,29.169,32.393,29.631,29.403,29.733,30.065,29.36,29.769
"hsa-miR-185-5p",31.026,30.169,30.839,30.839,31.06,29.314,30.918,30.619,30.125,33.351,30.839,29.984,39.758,31.149,31.763,28.831,31.278,30.015,30.366,30.125,32.28,31.331,32.193,39.751,30.953,31.026,30.472,31.969,30.918,39.123,30.987,30.414,34.18,30.581,30.311,30.472,30.521,33.02,30.882,31.606,30.261,31.108
"hsa-miR-95-3p",32.011,30.065,30.918,29.593,31.49,31.606,30.839,32.241,33.204,30.987,30.619,34.565,32.066,31.848,30.619,39.884,31.108,31.899,32.154,30.015,31.149,32.814,30.065,30.918,29.947,30.015,32.193,29.208,30.987,30.709,32.066,32.011,29.593,30.366,31.149,30.709,39.942,30.169,30.169,33.126,31.149,30.065
"hsa-miR-187-3p",29.86,29.733,31.848,29.03,30.472,28.367,29.819,31.108,29.495,30.414,29.984,31.236,39.758,28.79,30.169,30.261,30.987,29.208,31.06,29.542,35.078,34.289,31.655,39.751,31.934,30.953,30.125,29.593,33.737,39.123,32.701,29.819,31.438,31.49,29.081,31.397,32.548,28.62,30.792,31.236,32.778,34.774
"hsa-miR-155-5p",30.581,34.289,32.319,36.406,32.701,31.236,31.397,30.918,29.733,31.438,31.848,33.16,29.733,31.331,31.49,29.36,30.311,31.397,31.708,31.848,31.899,32.778,34.435,31.49,32.319,30.882,31.848,31.278,29.905,29.208,30.619,32.193,31.149,28.79,27.865,28.62,30.619,30.935,32.011,32.193,31.899,30.6
"hsa-miR-483-5p",30.709,24.267,29.86,27.771,28.668,30.261,25.589,28.097,32.393,40,29.403,32.814,29.984,32.154,30.311,29.819,34.321,31.606,31.438,39.756,32.393,34.435,40,30.125,29.081,29.03,33.579,32.111,32.463,30.261,31.278,29.86,32.193,29.208,30.521,31.934,30.414,31.186,31.331,32.28,30.709,32.319
"hsa-miR-362-5p",31.108,29.314,30.125,28.982,30.211,28.62,30.581,30.709,30.953,29.984,31.331,32.011,39.758,29.631,29.947,31.026,29.542,29.278,32.502,30.414,31.331,36.128,30.472,31.63,30.756,29.733,32.066,29.86,32.111,39.123,32.778,29.542,28.883,31.278,33.126,32.193,31.108,31.397,30.472,31.06,32.241,31.06
"hsa-let-7f-5p",27.261,29.208,28.043,27.865,30.065,39.762,27.918,28.474,27.771,28.367,32.241,29.819,39.758,27.865,27.918,27.771,27.865,30.311,40,39.756,28.581,40,28.702,31.236,29.495,29.208,29.451,29.769,32.548,39.123,29.947,28.419,27.734,30.792,32.36,30.015,39.942,27.301,30.756,30.169,40,28.367
"hsa-miR-500a-5p",31.606,29.947,29.947,29.769,30.311,29.451,30.987,31.149,30.414,30.261,31.186,31.026,39.758,29.403,30.125,29.733,29.278,30.661,30.882,31.186,32.111,33.351,29.819,30.366,30.839,30.792,30.839,30.015,31.934,39.123,31.708,29.631,30.521,30.839,31.934,31.278,31.438,31.969,30.953,30.414,30.839,30.839
"hsa-miR-101-3p",29.769,30.261,31.186,33.557,29.495,39.762,32.36,32.193,30.581,31.186,29.86,31.149,29.905,31.438,30.918,32.011,31.236,30.581,29.905,32.778,32.778,31.969,31.438,31.397,31.848,32.463,30.987,31.438,31.186,29.86,30.169,30.211,30.169,30.661,30.414,30.953,28.62,29.081,29.451,30.619,29.819,30.987
"hsa-miR-452-5p",28.207,30.918,31.331,34.972,29.403,33.02,31.763,31.438,30.987,31.606,29.169,29.905,29.36,30.839,31.06,30.661,31.708,28.982,29.081,28.935,33.204,30.839,32.701,32.154,33.16,31.848,29.733,31.708,32.701,39.123,29.819,31.06,32.319,30.472,29.86,31.708,30.169,32.193,29.86,28.419,29.593,30.366
"hsa-miR-363-3p",31.49,31.149,30.261,30.918,31.236,29.631,30.065,31.655,29.03,29.542,32.28,30.065,28.668,30.211,30.661,28.982,29.69,31.969,32.066,30.521,30.211,28.156,33.02,29.984,32.502,30.709,30.882,31.811,30.581,39.123,31.606,30.261,30.987,31.848,33.794,34.435,31.655,29.208,31.108,30.756,30.987,31.149
"hsa-miR-518d-3p",29.403,36.406,29.733,30.261,32.502,28.668,32.502,30.756,29.36,32.241,31.811,31.397,29.542,30.366,31.026,29.03,33.126,29.984,29.495,29.03,31.848,30.125,31.278,28.309,30.987,29.947,32.241,33.126,33.409,27.684,38.364,31.763,30.366,32.193,31.655,31.848,28.935,30.521,29.69,30.581,31.278,28.531
"hsa-miR-196b-5p",29.905,29.36,31.899,30.661,30.169,32.111,29.984,30.065,30.839,31.236,29.819,29.495,31.49,31.186,30.882,29.984,30.065,30.619,30.619,29.905,30.521,30.661,30.882,39.751,33.794,31.149,30.987,30.882,31.899,30.472,30.792,30.366,31.026,29.905,30.619,30.311,29.905,30.619,29.947,30.661,30.311,29.542
"hsa-miR-152-3p",28.738,30.472,31.763,30.756,28.62,39.762,31.06,30.125,40,29.86,28.62,29.86,31.278,30.261,30.987,30.987,30.169,29.733,29.36,31.934,30.882,30.211,31.397,30.414,32.463,31.763,29.947,30.366,30.311,39.123,29.495,28.982,30.015,29.473,29.947,30.236,28.367,30.015,29.593,29.278,29.125,29.36
"hsa-miR-340-5p",29.314,31.899,31.108,31.899,31.186,31.06,31.186,33.653,30.619,31.043,30.709,30.366,29.947,30.581,30.953,30.953,30.125,30.211,28.79,30.366,31.186,30.987,31.186,31.969,31.49,31.108,30.39,30.792,31.026,39.123,29.169,29.905,29.947,30.311,29.473,29.542,30.065,30.661,30.015,29.905,28.79,30.953
"hsa-miR-130a-3p",30.987,30.709,30.414,32.111,30.366,30.125,31.278,31.811,32.428,30.015,29.769,30.125,31.606,30.015,30.839,32.111,30.661,26.729,30.756,31.026,33.351,31.236,30.839,30.792,31.708,30.756,30.987,30.619,29.947,30.64,29.69,29.451,29.819,31.026,31.331,31.186,31.397,30.311,30.261,29.769,29.769,30.169
"hsa-miR-125a-5p",30.661,29.819,30.366,29.451,31.108,30.015,30.015,30.661,30.261,29.631,31.236,32.066,30.839,30.311,30.065,30.882,28.883,30.987,33.453,29.314,30.581,29.86,29.86,31.331,29.03,29.86,30.261,30.987,30.261,31.149,30.472,30.839,30.472,29.36,30.366,30.619,32.605,33.612,31.438,30.987,35.005,29.947
"hsa-miR-145-5p",31.397,40,31.236,31.655,38.653,31.811,29.36,29.769,31.606,26.729,30.065,29.125,31.438,29.947,28.935,32.502,29.593,29.36,29.947,31.236,28.254,31.108,34.972,28.419,27.074,28.79,29.208,32.319,28.62,27.973,28.419,31.708,33.579,27.973,27.918,27.568,27.734,31.655,34.124,33.16,33.944,29.819
"hsa-miR-489-3p",30.366,29.03,30.619,28.668,28.474,30.839,30.709,30.169,29.905,29.451,30.581,32.36,30.169,30.918,30.472,30.521,28.702,31.043,31.763,30.472,32.36,30.882,31.149,30.015,30.6,31.655,31.108,31.06,30.661,29.314,30.953,28.531,29.733,31.606,32.701,33.02,29.593,30.839,31.149,30.472,31.186,31.934
"hsa-miR-652-3p",28.531,28.207,30.581,30.619,29.278,31.708,30.338,31.026,31.969,30.882,29.631,32.193,32.319,29.819,30.521,33.126,30.261,29.314,28.531,29.86,32.241,31.278,30.661,31.763,31.397,32.887,28.738,30.472,30.619,31.236,30.015,31.899,31.899,30.987,29.69,29.125,30.125,31.811,30.211,30.261,28.702,30.472
"hsa-miR-126-3p",30.211,30.839,30.882,31.108,32.193,29.495,31.331,32.548,30.709,30.211,30.756,28.309,39.758,31.49,30.581,32.241,30.366,31.043,30.581,31.655,28.367,33.612,30.521,29.451,26.109,27.359,31.606,30.709,25.72,30.792,31.06,32.887,31.236,28.309,25.955,28.097,31.899,32.701,31.278,31.026,33.737,26.167
"hsa-miR-744-5p",40,29.86,29.208,29.819,30.756,30.918,29.542,29.403,28.309,30.581,29.947,30.521,29.169,29.169,30.261,29.631,30.521,30.756,31.606,32.111,31.108,29.631,29.278,30.169,30.6,30.521,29.314,30.756,31.331,30.414,31.149,29.36,30.792,31.655,30.953,31.655,29.819,29.947,31.763,30.366,30.882,29.69
"hsa-let-7a-5p",40,30.414,28.309,27.511,28.935,31.763,28.982,29.542,31.026,27.146,29.905,30.015,30.918,27.016,26.729,27.458,27.413,34.057,40,32.701,29.495,40,29.593,32.428,28.702,29.314,28.474,28.581,39.128,31.438,30.839,27.734,28.367,30.261,27.973,30.839,32.193,27.684,27.823,29.631,31.331,30.311
