"","GSM5259648","GSM5259649","GSM5259650","GSM5259651","GSM5259652","GSM5259653","GSM5259654","GSM5259655","GSM5259656","GSM5259657","GSM5259658","GSM5259659","GSM5259660","GSM5259661","GSM5259662","GSM5259663","GSM5259664","GSM5259665","GSM5259666","GSM5259667","GSM5259668","GSM5259669","GSM5259670","GSM5259671","GSM5259672","GSM5259673","GSM5259674","GSM5259675","GSM5259676","GSM5259677","GSM5259678","GSM5259679","GSM5259680","GSM5259681","GSM5259682","GSM5259683","GSM5259684","GSM5259685","GSM5259686","GSM5259687","GSM5259688","GSM5259689"
"hsa-miR-31-5p",24.968,25.059,25.268,25.881,26.844,24.397,26.109,27.146,25.72,26.608,26.167,26.793,25.72,26.43,25.657,25.488,26.041,25.881,25.881,25.72,27.865,25.657,24.663,24.968,25.059,24.267,26.167,25.059,26.167,25.72,26.23,26.495,24.968,25.488,25.059,25.881,26.495,26.557,27.413,25.881,27.865,25.268
"hsa-miR-141-3p",24.397,25.589,25.793,27.074,25.955,26.557,25.657,26.959,26.23,26.167,27.865,24.968,25.589,25.881,26.23,25.793,25.793,24.526,24.158,25.144,26.23,25.268,26.23,25.589,26.914,25.657,24.868,25.793,26.495,26.23,24.663,26.43,26.23,25.268,26.23,24.526,26.655,25.793,26.844,26.109,26.914,24.764
"hsa-miR-16-5p",40,25.488,27.016,26.959,25.72,27.973,25.268,26.43,26.959,25.881,24.968,22.383,27.301,26.959,25.488,25.72,24.968,25.144,24.267,24.397,24.212,25.793,25.955,26.23,24.158,25.488,24.663,25.268,21.836,27.146,23.633,27.146,26.608,22.978,23.633,22.835,25.72,27.074,26.43,25.657,23.451,24.968
"hsa-miR-29a-3p",25.268,25.268,26.289,25.657,25.379,27.074,24.968,26.655,26.729,26.495,24.764,25.72,26.655,26.23,25.589,25.955,26.109,25.059,24.968,24.968,24.663,25.488,26.365,25.488,26.365,26.041,24.764,25.488,25.881,26.761,24.868,26.365,26.109,25.144,24.397,25.144,26.729,26.495,24.868,26.167,25.268,25.379
"hsa-miR-320a",24.526,25.379,25.488,26.608,25.589,26.23,25.881,25.589,26.167,25.657,25.657,25.488,25.488,26.167,26.495,25.144,25.881,24.663,24.526,25.059,26.793,25.72,25.881,25.268,25.881,25.144,25.657,26.109,25.144,26.289,25.881,26.109,25.589,25.793,25.144,25.488,25.379,27.016,26.365,25.268,25.144,25.589
"hsa-miR-20a-5p",40,25.144,25.379,25.488,25.144,25.488,25.379,26.289,25.488,25.059,24.868,24.868,25.268,25.268,25.379,25.379,25.144,25.589,25.059,25.589,24.868,26.914,26.167,26.109,25.488,25.268,25.268,25.72,24.663,25.488,25.268,24.663,25.144,24.663,23.84,24.868,25.059,25.488,25.059,25.589,24.397,25.059
"hsa-miR-191-5p",26.729,24.663,24.158,24.267,25.793,24.713,24.764,24.968,24.663,25.144,25.379,26.109,26.23,25.488,24.663,24.868,24.267,26.041,26.793,25.657,25.379,27.568,24.024,25.793,24.397,24.024,25.881,26.041,25.955,25.881,25.72,25.059,24.397,25.589,24.968,25.955,25.793,25.268,26.167,25.379,26.041,25.144
"hsa-miR-26a-5p",26.365,24.764,24.968,23.84,25.059,24.868,25.144,25.059,24.868,24.397,25.144,26.365,25.657,24.267,24.764,24.968,24.868,26.109,27.221,24.868,25.589,27.684,25.268,26.167,25.144,25.059,25.793,24.868,26.914,24.764,25.379,24.024,23.451,24.868,25.72,25.72,25.657,24.968,25.72,24.868,26.109,24.526
"hsa-miR-484",25.589,26.041,24.868,25.144,26.041,24.713,25.488,24.158,25.589,25.379,25.72,25.589,25.144,25.657,25.144,25.268,25.72,25.268,25.268,25.793,25.488,24.968,24.397,24.267,23.84,24.868,24.397,24.968,24.526,24.663,25.059,26.23,25.059,25.72,25.379,25.059,25.881,25.379,26.23,25.793,24.868,25.657
"hsa-miR-375",24.024,26.608,23.451,24.968,25.881,26.365,24.024,24.764,22.978,24.663,26.914,21.836,24.267,23.84,24.158,22.978,24.158,23.84,24.663,24.764,19.367,27.221,26.729,22.978,25.268,26.43,23.451,25.657,24.158,25.657,24.968,27.511,26.937,26.557,28.935,27.621,25.144,23.26,24.764,25.488,24.158,24.397
"hsa-miR-17-5p",40,24.158,24.461,23.451,24.267,23.451,24.267,24.024,23.451,24.267,24.663,24.663,24.764,24.526,24.024,23.633,24.397,24.968,24.764,24.526,23.633,26.109,24.968,24.764,24.663,24.397,24.968,25.144,24.267,23.633,25.144,24.267,24.158,24.526,24.158,24.968,24.663,24.024,24.526,25.144,23.84,24.663
"hsa-miR-106a-5p",24.868,24.526,24.764,24.024,24.764,23.84,24.158,24.397,23.633,24.868,24.526,24.764,24.968,24.158,23.84,23.451,24.663,25.488,25.144,24.663,23.84,26.495,25.144,24.663,24.526,24.663,25.059,25.589,24.397,24.024,27.146,24.526,24.267,24.968,24.267,25.268,24.764,24.868,24.397,24.968,24.663,24.868
"hsa-miR-222-3p",22.978,24.397,25.589,24.663,24.526,25.144,24.868,25.793,25.268,24.764,24.267,25.059,25.059,25.144,25.059,24.764,24.764,23.633,23.26,24.158,26.289,25.379,23.84,24.526,24.764,23.84,24.158,24.158,23.451,24.158,24.158,24.158,24.868,23.633,25.268,23.26,25.589,25.955,25.955,25.059,24.764,24.267
"hsa-miR-203a-3p",24.158,24.968,23.84,25.268,23.451,25.589,24.526,25.144,24.526,24.158,22.693,23.84,24.868,24.397,24.868,24.526,22.978,24.397,23.84,23.26,25.657,22.383,25.589,23.451,26.167,24.526,22.383,22.383,25.589,25.379,24.024,23.84,24.526,24.024,24.868,23.84,24.526,24.764,22.978,23.84,23.26,22.383
"hsa-miR-200a-3p",23.633,22.978,24.461,24.868,24.158,23.633,25.059,24.267,24.267,24.526,23.84,23.633,24.024,24.764,24.397,24.024,24.526,24.024,23.633,22.978,26.109,23.633,24.158,23.633,24.968,24.158,24.024,24.267,25.488,23.451,24.397,23.633,23.26,24.267,24.024,24.158,24.024,24.158,23.26,24.397,24.024,24.158
"hsa-let-7b-5p",23.84,22.693,23.633,23.633,22.978,25.268,22.693,23.84,24.158,23.451,23.451,24.267,24.663,24.663,24.267,24.267,23.84,24.158,22.978,24.267,22.383,25.144,25.72,25.059,24.868,24.968,24.267,24.526,24.024,25.589,24.267,23.26,24.663,23.84,24.663,24.267,23.451,24.397,24.024,23.633,23.633,23.633
"hsa-miR-19b-3p",40,23.84,24.267,22.978,21.836,25.72,23.84,23.26,23.84,24.024,23.26,23.451,24.158,23.26,23.26,24.158,23.26,22.978,23.451,24.024,22.693,24.526,24.764,23.84,23.26,23.633,23.633,24.663,22.383,25.144,23.451,22.978,23.633,23.451,23.451,23.633,22.978,23.633,23.451,24.158,22.693,24.024
"hsa-miR-21-5p",40,24.868,24.663,25.379,23.633,24.267,24.663,23.451,24.764,23.26,22.978,22.693,24.397,22.978,24.526,23.84,23.633,22.383,22.383,22.383,23.26,22.693,23.633,24.158,22.693,22.693,22.978,23.26,22.978,24.968,23.26,23.451,23.84,22.383,22.978,21.836,22.383,23.84,22.383,22.538,21.836,22.978
"hsa-miR-30b-5p",25.793,23.26,22.383,21.836,23.84,20.922,23.633,22.978,22.383,22.693,24.024,25.657,23.84,20.922,22.383,22.693,21.836,24.267,27.016,23.84,24.024,26.167,22.693,24.024,21.836,23.26,23.84,23.84,25.379,22.978,25.589,20.922,22.383,24.158,26.289,24.663,23.84,22.978,23.84,23.26,25.379,23.26
"hsa-miR-24-3p",23.451,23.633,24.024,24.158,23.26,24.024,23.451,24.663,24.024,23.633,23.633,24.158,24.526,24.024,23.451,23.26,24.024,22.693,22.693,23.633,24.212,23.26,24.526,22.383,22.978,21.836,21.836,23.451,23.84,24.397,22.693,25.144,24.024,23.26,22.693,22.383,23.633,25.059,23.633,24.526,22.978,22.693
"hsa-miR-204-5p",25.059,22.383,22.693,22.383,22.693,21.836,24.397,22.693,21.836,21.836,24.158,24.397,22.693,21.836,22.978,21.836,23.451,23.451,25.793,23.451,24.397,24.868,22.978,25.379,22.383,24.764,24.526,20.922,24.868,21.836,24.764,22.693,20.922,24.397,28.043,24.397,24.267,23.451,24.158,24.024,24.526,23.451
"hsa-miR-200b-3p",22.693,20.922,21.836,23.26,20.922,23.26,22.978,21.836,23.26,23.84,21.836,20.922,20.922,22.693,22.693,22.383,22.383,20.922,21.836,22.693,25.72,22.978,23.451,20.922,24.024,23.451,22.693,23.633,24.968,22.383,22.978,22.383,22.978,21.836,21.836,22.835,21.836,22.693,21.836,22.978,22.383,21.836
"hsa-miR-223-3p",21.836,23.451,25.144,24.397,26.43,27.146,21.836,23.633,22.693,19.367,20.922,23.26,23.26,23.451,19.367,24.663,22.693,24.764,19.367,19.367,20.922,21.836,21.836,24.397,19.367,20.922,19.367,22.978,23.26,20.922,19.367,25.488,21.836,19.367,19.367,19.367,19.367,24.267,25.379,28.474,19.367,25.488
"hsa-miR-30c-5p",24.663,21.836,19.367,20.922,22.383,19.367,22.383,22.383,19.367,20.922,22.383,24.024,21.836,19.367,20.922,19.367,20.922,21.836,25.72,21.836,22.978,24.158,20.922,22.693,20.922,19.367,23.26,21.836,23.633,19.367,23.84,19.367,19.367,22.693,25.657,24.024,22.693,21.836,22.693,22.538,24.267,20.922
"hsa-miR-200c-3p",22.383,19.367,20.922,22.693,19.367,22.978,20.922,20.922,20.922,22.383,19.367,19.367,22.383,22.383,21.836,20.922,19.367,19.367,20.922,20.922,21.836,20.922,23.26,19.367,23.633,22.383,20.922,22.693,22.693,23.26,22.383,21.836,22.693,20.922,20.922,20.922,20.922,22.383,19.367,23.451,20.922,19.367
