"","GSM4176156","GSM4176157","GSM4176158","GSM4176159","GSM4176160","GSM4176161","GSM4176162","GSM4176163","GSM4176164","GSM4176165","GSM4176166","GSM4176167","GSM4176168","GSM4176169","GSM4176170","GSM4176171","GSM4176172","GSM4176173","GSM4176174","GSM4176175","GSM4176176","GSM4176177","GSM4176178","GSM4176179","GSM4176180","GSM4176181"
"hsa-miR-10b-5p",12.1251,6.262133333,8.4882,4.049833333,18.10176667,20.6945,12.14766667,7.259966667,11.3209,9.0407,15.97973333,12.62873333,10.65606667,7.910966667,12.92523333,9.993833333,14.52843333,14.10056667,19.09663333,9.5789,6.530733333,15.51383333,9.7864,12.62326667,8.087733333,13.99733333
"hsa-miR-26a-5p",10.7263,10.92373333,10.5143,9.475933333,13.05856667,16.9562,11.03066667,7.382266667,3.8019,8.4694,13.70193333,11.22543333,7.800266667,7.989066667,12.89433333,9.619633333,12.74653333,13.32046667,15.04343333,10.2631,14.81583333,14.07243333,16.5229,12.51236667,12.45243333,13.10683333
"hsa-miR-378a-3p",11.1875,7.493333333,8.7111,9.478033333,14.42166667,16.4361,12.12066667,10.28346667,10.8834,9.5613,14.27723333,15.61233333,7.534666667,8.936666667,13.46413333,9.628433333,13.05423333,5.635266667,16.10453333,10.4463,12.52413333,6.371233333,15.8397,11.76586667,14.11993333,13.70523333
"hsa-miR-30e-5p",12.2159,13.10413333,9.1173,6.981233333,11.08166667,17.2354,12.49196667,6.809866667,8.0621,7.359,11.42603333,12.23413333,8.933366667,8.576266667,15.62733333,8.815033333,14.05623333,13.27616667,14.62633333,9.6395,11.46973333,13.91263333,12.7424,10.82586667,12.46513333,14.54883333
"hsa-let-7f-5p",12.6649,11.75093333,8.61,2.944333333,15.36896667,17.2773,11.71466667,9.643066667,9.7039,5.7328,12.71543333,11.42193333,9.208766667,7.617366667,12.72043333,10.02183333,11.33273333,11.84706667,15.45033333,8.4803,10.79083333,12.82663333,16.1872,9.764166667,12.05013333,11.12413333
"hsa-miR-26b-5p",12.2309,11.30963333,12.3,10.95303333,15.13176667,14.2252,10.79326667,9.510466667,8.272,7.3953,13.87753333,12.04193333,8.838466667,7.081566667,13.51413333,10.54913333,11.64463333,11.42136667,12.77463333,4.2328,10.78833333,5.923133333,11.5518,11.80506667,13.61063333,14.95863333
"hsa-miR-210",12.7961,6.886233333,8.9688,5.434333333,15.33276667,16.3232,11.02296667,10.18916667,10.772,6.121,13.46833333,11.47053333,9.634366667,7.195466667,12.99463333,10.43123333,11.63043333,12.30236667,16.43043333,8.6912,8.042733333,12.93713333,7.8175,11.05456667,12.79953333,11.61913333
"hsa-miR-29b-3p",11.7986,12.78783333,7.6524,7.080133333,14.20416667,15.626,11.33716667,8.971766667,7.618,6.8,14.44953333,13.67553333,5.908666667,7.536366667,12.51963333,3.489633333,14.31683333,13.25776667,16.39863333,5.1786,11.62843333,5.942933333,15.5101,11.93506667,13.72803333,11.02773333
"hsa-miR-221-3p",9.2727,11.46333333,9.7518,7.691733333,13.49266667,15.2101,11.40026667,8.015266667,7.3011,7.8546,11.03943333,11.22173333,6.394866667,6.887966667,10.02133333,6.711233333,11.94463333,12.39636667,14.97493333,9.804,11.24953333,11.65323333,12.4344,10.17596667,12.88063333,12.71403333
"hsa-miR-375",7.538,12.05733333,10.4497,1.695833333,21.72546667,18.171,12.24486667,9.236366667,10.7555,5.2149,14.07473333,12.38043333,9.199166667,2.402966667,13.62203333,10.41153333,6.556033333,10.85846667,7.190633333,11.4382,9.959133333,12.39143333,7.2031,12.80346667,10.47293333,10.63743333
"hsa-let-7a-5p",13.6158,9.724433333,9.6698,1.815833333,14.07086667,14.9512,12.25496667,3.583666667,4.2275,5.3337,11.82183333,11.54303333,8.973966667,7.195866667,11.26783333,10.18533333,12.83483333,13.21866667,16.20193333,8.8318,10.95933333,12.49453333,15.914,9.944466667,9.866833333,8.850133333
"hsa-miR-342-3p",14.2816,21.95003333,12.4466,-0.945266667,7.155166667,16.4061,12.24906667,12.94436667,12.0262,9.5939,1.955433333,10.71663333,11.39476667,8.062866667,13.13663333,9.198733333,15.47113333,14.46506667,8.334933333,11.9241,1.126233333,18.26343333,-0.672,15.28676667,8.379433333,3.220633333
"hsa-miR-195-5p",12.0849,10.25513333,7.2946,7.652733333,15.34186667,9.0194,10.64696667,8.129266667,9.8821,7.9794,12.13643333,4.562433333,8.941166667,5.794966667,11.57093333,7.535333333,10.78083333,3.979666667,23.31403333,7.5893,10.42483333,10.97233333,21.5574,7.510066667,11.59713333,8.978933333
"hsa-let-7e-5p",13.0528,14.44293333,10.6032,12.71533333,6.865666667,14.2429,12.24636667,12.46576667,12.8553,1.4353,11.79933333,13.19673333,13.01316667,8.660466667,17.37153333,12.32613333,3.195233333,14.65126667,4.003833333,5.3559,6.354133333,6.781633333,9.951,14.38236667,4.692033333,8.685233333
"hsa-let-7d-3p",4.8415,5.404033333,10.9455,8.614133333,14.48566667,14.8768,12.25406667,5.664266667,12.1464,2.5631,16.76993333,14.00203333,9.704966667,6.905766667,18.60383333,8.629733333,14.94953333,16.07796667,3.298733333,2.3935,11.23133333,20.78563333,-0.5833,0.348266667,15.61643333,13.64303333
"hsa-miR-193b-3p",1.8853,12.80643333,10.3779,9.832033333,13.36636667,12.9221,9.728866667,9.456166667,1.2613,7.5089,13.47953333,10.46443333,9.007566667,8.391566667,12.03523333,9.753033333,10.26293333,4.861866667,18.66233333,8.7768,10.14023333,6.105233333,13.9684,12.64176667,11.50243333,13.46373333
"hsa-miR-30c-5p",11.1519,10.82903333,7.6038,7.544933333,13.41766667,14.7323,9.884366667,7.831766667,4.2524,4.8951,11.62973333,11.20003333,8.723266667,6.908966667,13.72003333,8.997233333,10.46803333,11.82146667,11.60713333,8.2553,8.718633333,11.36123333,14.8974,10.30056667,10.39893333,10.73043333
"hsa-miR-29a-3p",11.5867,11.15333333,8.1145,7.597433333,11.00886667,11.6561,10.18936667,8.468866667,7.7989,7.8387,11.11013333,10.12603333,7.757666667,7.003866667,11.16553333,9.013433333,10.37883333,10.37806667,13.10043333,7.0184,10.00773333,6.571733333,13.9974,10.44426667,12.39853333,12.37663333
"hsa-miR-148b-3p",2.1129,13.04013333,-1.1922,7.590633333,9.282966667,21.2783,0.003666667,11.27546667,4.0335,6.9798,15.56533333,12.96573333,7.771366667,8.649366667,13.64463333,8.871433333,13.93013333,15.12166667,5.921033333,8.1495,3.230533333,19.58163333,15.1669,4.037466667,14.97113333,15.81343333
"hsa-miR-21-5p",14.278,16.40943333,10.2452,1.197233333,3.636466667,9.041,11.66846667,8.309866667,9.121,8.0886,10.95253333,5.265033333,9.232266667,6.737966667,12.48813333,8.684733333,13.31833333,12.09656667,9.336933333,9.5536,1.394933333,6.497933333,15.8908,13.25116667,14.92363333,13.44303333
"hsa-miR-23a-3p",4.5817,9.993833333,8.5104,6.908433333,14.12546667,16.0003,11.94226667,8.252166667,8.4468,8.6856,10.78953333,10.05443333,8.571066667,7.232166667,4.912433333,8.012233333,10.97103333,5.583066667,18.89543333,8.7492,11.23343333,12.26963333,16.9857,0.594166667,9.388633333,12.02643333
"hsa-miR-429",4.0243,11.75813333,9.7228,9.353733333,14.34786667,16.6036,9.467266667,7.848166667,1.1717,6.5802,11.22833333,10.51393333,8.771866667,6.782166667,12.65183333,10.94153333,6.910533333,14.32426667,11.09933333,4.7937,11.36383333,3.273733333,14.6702,10.41296667,10.61233333,10.40973333
"hsa-miR-181a-5p",6.7847,9.614833333,7.4321,6.572733333,14.06146667,13.4438,9.063366667,6.723866667,7.6144,4.0935,11.08763333,11.07063333,8.958466667,6.192866667,11.34983333,8.952133333,9.269033333,11.48036667,13.65653333,7.9881,9.940633333,10.08343333,14.299,8.954266667,10.23873333,10.41783333
"hsa-miR-148a-3p",9.0478,10.63033333,9.3879,2.868433333,14.13516667,14.2828,10.58696667,7.820166667,7.3971,5.7361,10.51633333,10.30263333,5.088566667,6.006066667,10.41743333,8.917033333,10.73113333,10.97616667,14.39213333,9.0069,10.15203333,11.21613333,12.4813,8.811766667,8.948133333,9.382633333
"hsa-miR-133a",10.8141,8.167533333,8.2046,6.471233333,12.36236667,14.5165,9.227666667,7.816366667,7.5117,7.5476,10.88423333,9.560633333,7.275766667,5.951266667,11.07053333,6.362533333,9.471733333,9.933966667,12.90773333,7.8689,10.43533333,11.52113333,14.3999,8.033766667,10.77253333,9.036333333
"hsa-miR-106a-5p",3.5013,5.895933333,6.7188,5.748133333,15.08116667,15.4045,9.069666667,8.495966667,7.1177,6.9715,10.46753333,11.20603333,7.732366667,6.763466667,11.12683333,6.105233333,9.561733333,10.56326667,18.55083333,7.1784,9.880633333,12.13143333,14.1787,8.033466667,9.515233333,10.46363333
"hsa-miR-30e-3p",4.8618,5.049033333,7.5923,7.723633333,13.23406667,13.5066,9.395766667,4.280566667,4.773,1.6605,11.29823333,11.70783333,7.819566667,7.127566667,13.16913333,10.16083333,10.62393333,13.84296667,11.82973333,8.9807,12.31303333,12.42523333,14.9448,11.46206667,4.973433333,8.940533333
"hsa-miR-31-3p",10.0097,6.790433333,6.7694,4.603133333,13.10776667,13.2978,9.204566667,7.526166667,8.5483,5.467,11.76283333,10.88423333,8.783866667,4.938466667,11.23623333,8.610833333,9.924033333,9.451266667,16.32323333,5.2434,8.878433333,11.43533333,12.4619,8.032866667,10.48023333,9.722433333
"hsa-miR-93-5p",9.6497,11.42673333,7.6044,4.226933333,11.18526667,13.4938,6.810666667,6.094966667,5.3265,6.0214,10.48933333,10.35043333,6.038566667,5.848366667,10.36453333,6.947233333,11.06293333,11.34056667,15.13733333,5.1012,9.486933333,11.41933333,12.6107,8.689566667,11.76993333,12.59033333
"hsa-miR-22-5p",11.5833,11.56433333,7.4438,3.542133333,13.23526667,11.717,7.467166667,6.647066667,8.3968,6.6148,12.93203333,10.10753333,7.939866667,5.374266667,9.910333333,8.078033333,9.617633333,9.627066667,15.68923333,4.3081,6.918233333,11.90183333,13.6383,7.152166667,8.688433333,10.63723333
"hsa-miR-103a-3p",10.9651,12.14723333,6.8459,1.864133333,14.21746667,13.4202,9.096466667,7.231666667,8.3686,5.3586,10.72163333,10.92733333,8.703666667,5.659666667,11.15603333,7.967533333,8.572933333,10.23956667,11.92713333,7.8045,8.372033333,11.16853333,10.8459,8.857666667,8.052733333,10.12493333
"hsa-miR-99a-5p",11.0377,11.73653333,7.9592,2.326933333,11.45296667,12.511,8.544666667,2.125666667,5.7897,6.2273,11.03353333,11.46283333,7.295466667,5.642966667,10.80283333,7.163733333,11.16183333,11.46646667,13.33993333,5.8517,9.816033333,11.82263333,11.8845,7.992866667,9.877433333,11.45233333
"hsa-miR-200c-3p",10.3059,7.053233333,7.9143,2.941433333,14.01526667,15.3587,9.164466667,7.711966667,8.4063,5.0217,11.40853333,11.43713333,9.007566667,5.858566667,10.53143333,6.081833333,10.36363333,9.177766667,14.51873333,7.2589,5.026833333,10.57913333,6.6176,8.676166667,8.776033333,11.01323333
"hsa-miR-128",8.8549,11.24653333,8.8078,2.539433333,13.02476667,14.2824,5.840566667,5.608866667,3.2108,5.5816,10.49423333,10.78403333,4.994966667,6.092766667,11.18723333,8.383833333,11.15883333,12.23376667,3.067033333,1.4091,7.652633333,11.24163333,15.2529,9.931166667,12.60133333,12.34453333
"hsa-miR-423-5p",9.2075,12.81243333,8.1915,2.791533333,11.09606667,10.7796,8.514366667,6.098066667,6.5206,4.0199,10.55993333,9.557133333,7.020966667,5.488766667,8.959133333,7.426033333,10.75753333,10.55746667,10.97473333,4.5006,7.988433333,11.27423333,11.8673,7.473866667,9.609133333,11.15853333
"hsa-miR-17-5p",9.8697,8.072233333,8.1615,7.824133333,11.16776667,12.1363,9.511966667,8.094166667,8.3926,8.1001,10.42533333,9.688733333,7.338766667,1.277966667,9.283833333,5.904433333,9.340633333,9.990066667,5.774633333,5.1744,8.960233333,3.246933333,14.6919,10.10836667,11.23183333,9.727833333
"hsa-miR-151a-5p",3.8328,9.930233333,6.0881,4.352933333,6.931966667,13.2205,4.974966667,7.318266667,3.56,7.3545,11.73933333,10.84613333,8.276266667,6.222566667,9.133133333,5.770133333,9.601133333,9.579066667,9.821633333,5.9519,10.24053333,11.64863333,14.1188,6.884566667,8.256733333,10.87923333
"hsa-miR-30b-5p",3.075,9.300333333,7.2073,6.943733333,12.65326667,14.981,9.241966667,7.932666667,4.2206,5.7876,9.752033333,10.28883333,8.514666667,5.580066667,9.977033333,6.737733333,7.566433333,10.51916667,11.82933333,4.8521,5.364633333,7.157533333,12.7535,4.288566667,8.783733333,9.682133333
"hsa-miR-34a-5p",12.5512,14.26093333,5.8761,4.695133333,12.00626667,8.4663,8.398366667,9.562066667,2.7398,5.2959,10.47603333,3.226233333,8.929166667,6.973966667,9.685333333,7.384433333,9.850833333,5.828866667,15.76103333,7.6117,0.836433333,7.642533333,6.9026,7.842266667,7.868833333,8.970533333
"hsa-miR-500a-5p",5.3496,11.27063333,10.4909,-0.894266667,14.35486667,14.1109,3.012766667,7.101966667,3.2022,4.3951,5.611633333,11.08833333,5.767966667,6.966766667,9.147133333,7.232333333,6.656833333,9.390666667,7.351433333,6.7702,9.808033333,10.08253333,7.3665,4.902166667,7.529333333,11.84543333
"hsa-miR-425-5p",9.1521,8.838733333,6.3001,3.541733333,11.54516667,12.1166,5.986466667,1.272366667,3.0478,3.8276,11.44043333,11.04903333,0.297766667,3.409566667,8.917333333,4.481833333,11.53533333,11.28646667,2.784033333,1.3006,9.872233333,11.85113333,12.5564,7.801566667,10.39153333,12.80953333
"hsa-miR-30a-5p",14.5059,6.224633333,3.0917,2.610133333,8.406666667,12.949,7.153766667,4.846166667,5.2294,4.7011,9.853533333,10.02973333,5.558466667,3.918066667,8.456733333,5.585833333,9.780933333,6.098466667,10.27693333,-0.1565,8.839833333,10.99543333,11.0165,6.753966667,9.251533333,10.15103333
"hsa-miR-10a-5p",-0.026,4.677033333,2.923,3.506733333,10.55016667,10.9143,2.671066667,7.056366667,4.7377,7.1953,3.433933333,7.049433333,11.31596667,7.637866667,17.35473333,11.34523333,10.81203333,15.31956667,8.317833333,5.0725,12.84323333,2.957133333,9.3903,9.267766667,3.471133333,6.314033333
"hsa-miR-135b-5p",3.5912,3.644933333,7.9929,1.051533333,12.94426667,15.4486,20.48676667,1.289566667,3.9625,-0.3346,8.415033333,4.859433333,7.048666667,5.096066667,7.425033333,3.649933333,9.794633333,5.269966667,17.45993333,8.5401,3.134333333,6.474533333,16.7103,8.833566667,8.628233333,3.912433333
"hsa-miR-25-3p",10.3984,6.617933333,6.2422,1.210933333,10.82016667,11.4189,7.472466667,6.045566667,6.6668,5.407,10.16473333,8.434033333,6.952366667,2.316066667,8.449533333,6.866833333,6.450933333,8.880366667,13.57113333,4.2664,6.331033333,9.832933333,10.6836,5.842866667,6.164733333,5.545333333
"hsa-miR-29c-3p",10.2373,8.042133333,-0.4053,7.566933333,10.92266667,11.4817,9.439566667,4.262266667,5.8734,0.9838,10.61763333,8.259033333,6.651666667,5.797566667,10.14913333,1.758133333,8.572433333,-0.154633333,3.082933333,6.4089,8.913733333,7.428833333,3.2334,6.832966667,10.69583333,9.321033333
"hsa-miR-191-5p",16.8133,20.21843333,7.4321,3.698233333,11.50206667,21.4891,14.24616667,8.941966667,1.218,1.6775,22.65763333,11.61193333,12.93946667,1.530666667,8.697133333,9.849633333,14.40523333,-0.669433333,8.953733333,10.7178,12.12533333,11.28653333,15.3885,11.97966667,15.94263333,14.44733333
"hsa-miR-301a-3p",16.9373,14.65483333,11.4387,12.00523333,0.501166667,8.1096,13.62596667,9.173066667,12.9922,5.5423,16.41653333,14.69453333,0.936466667,-0.424533333,14.63873333,2.627733333,13.63133333,1.707566667,0.173833333,1.3203,12.50773333,10.62153333,21.5574,14.41616667,14.83553333,14.62783333
"hsa-miR-660-5p",0.7635,6.081533333,8.9039,4.185533333,12.06656667,15.0756068493151,7.333766667,5.957766667,3.2183,7.045,15.72723333,14.78603333,6.391166667,7.264866667,12.64263333,8.432333333,14.08943333,13.29376667,3.075033333,1.0555,12.36253333,12.74373333,16.6142,1.263366667,14.58963333,14.99543333
"hsa-miR-92a-3p",0.428,4.465433333,18.0182,12.54283333,10.84716667,17.3899,14.39756667,2.691266667,2.8408,7.2192,17.74443333,21.18723333,13.41366667,10.98376667,17.39853333,16.47003333,18.50653333,10.56326667,3.114633333,11.3931,11.36733333,6.745333333,20.9035,15.58136667,17.50193333,15.25563333
"hsa-miR-15b-5p",17.1988,15.19713333,10.9895,10.40503333,22.69256667,15.0756068493151,13.43056667,7.186666667,12.7535,5.3488,10.47603333,22.91223333,12.33036667,11.54266667,15.80583333,11.54903333,16.34023333,14.46506667,17.97323333,2.854,13.65533333,11.8451453789157,21.8996,14.67836667,13.55413333,15.08093333
"hsa-miR-15a-5p",11.3807,1.506333333,10.1638,2.052833333,14.09816667,14.1042,7.971466667,2.124266667,10.9067,4.8796,12.94693333,-0.840666667,9.072466667,1.362866667,12.32263333,10.75353333,7.209233333,10.75896667,20.60143333,5.2826,4.534633333,12.10843333,14.6152,10.03306667,-0.567266667,5.090633333
"hsa-miR-24-3p",12.7505,12.61063333,9.6258,7.375433333,15.33786667,15.0756068493151,12.32876667,11.10876667,9.3436,8.2633,13.27973333,13.47933333,9.582966667,7.834966667,14.25723333,11.82763333,12.35753333,12.94686667,2.784033333,9.9559,11.86423333,13.81133333,14.5448,11.09546667,11.69353333,11.49723333
"hsa-miR-197-3p",2.9693,3.756333333,10.2537,1.142233333,15.33646667,15.4454,11.49996667,9.321966667,8.5511,5.6488,2.444333333,11.72713333,6.440866667,6.806566667,2.666333333,9.722933333,10.79113333,4.619966667,19.00933333,10.5119,11.31933333,12.35213333,14.5642,9.895466667,9.229033333,9.165133333
"hsa-miR-365a-3p",4.5933,6.640233333,14.0871,11.44193333,14.55686667,15.0756068493151,15.57496667,8.323166667,12.913,5.6305,17.44083333,7.608033333,12.69856667,10.91046667,13.46603333,12.43483333,16.30523333,11.03926667,18.66233333,13.3796,16.81673333,7.143233333,14.6152,17.01786667,0.703433333,12.2385682144535
"hsa-miR-31-5p",0.1656,8.866233333,11.345,1.235633333,18.56736667,15.0756068493151,13.42416667,8.946066667,9.144,5.706,8.134233333,12.92733333,11.84846667,7.627466667,13.25823333,10.91773333,12.86793333,13.14596667,17.78403333,10.4445,12.28463333,14.10493333,16.1813,10.09556667,13.49863333,5.264833333
"hsa-miR-141-3p",12.6705,12.38323333,11.0647,9.741333333,17.24636667,15.0756068493151,21.29296667,11.91716667,9.7242,8.7578,13.46653333,12.73923333,9.792366667,7.915366667,12.07373333,11.04673333,15.44713333,16.46916667,16.95633333,12.8195,16.79033333,13.01653333,19.2316,13.36416667,14.06953333,13.61613333
"hsa-miR-187-3p",12.3096,12.61623333,9.4873,8.299633333,14.63636667,15.7544,9.664866667,11.62306667,10.5867,7.6344,11.00653333,12.25363333,6.746966667,7.484666667,10.74373333,10.66073333,11.31253333,19.90456667,14.28673333,9.0009,13.05673333,12.89143333,14.4748,9.650566667,12.75073333,11.84353333
"hsa-miR-23b-3p",3.6159,16.99993333,11.9776,7.272833333,14.04146667,15.0756068493151,12.89736667,12.74996667,11.489,6.6305,14.37803333,15.71883333,11.27796667,11.96766667,14.78133333,12.21413333,12.2571426330233,14.48666667,17.45323333,14.4435,14.74073333,16.03163333,18.8739,13.44296667,9.443833333,16.83713333
"hsa-miR-27b-3p",19.3596,19.25533333,10.871,8.392333333,11.93126667,18.4333,13.27576667,13.26026667,11.4487,5.2856,17.93253333,16.20263333,11.91336667,10.45286667,16.84853333,10.73723333,16.30953333,14.55126667,2.784033333,11.7046,16.14083333,11.8451453789157,18.4419,14.40866667,15.94973333,16.44583333
"hsa-let-7i-5p",6.6763,10.72743333,10.5115,9.595333333,11.25916667,15.0756068493151,4.133166667,9.241966667,11.231,7.1453,14.93253333,14.40123333,9.439166667,9.737766667,13.25993333,10.37053333,14.14253333,14.67546667,19.22503333,10.7081,13.42893333,14.91343333,15.3886,12.97546667,16.19933333,14.29393333
"hsa-miR-99b-5p",16.3675,14.67353333,12.6428,12.22763333,19.53436667,15.0756068493151,14.33446667,13.65196667,12.621,11.336,14.27723333,22.05983333,12.68326667,11.75736667,15.17793333,12.80743333,16.62833333,21.61666667,21.74943333,13.2911,19.77783333,16.41913333,23.3063,15.17776667,14.53153333,15.39723333
"hsa-miR-145-5p",19.5519,19.83403333,14.5036,14.78993333,22.72916667,21.1056,17.38236667,18.17166667,15.9406,13.9879,8.415033333,20.86383333,16.42676667,17.60736667,19.54463333,17.72553333,18.69443333,5.635266667,13.65653333,17.517,20.52703333,11.8451453789157,12.4619,18.40886667,18.87213333,21.15553333
"hsa-miR-16-5p",16.3047,14.28713333,11.8828,10.70943333,16.07026667,21.879,14.60526667,14.00676667,12.8607,11.4002,21.64973333,20.26233333,13.93996667,12.07026667,19.62533333,12.30653333,15.50993333,17.35576667,18.69283333,11.6907,15.89343333,11.8451453789157,16.1813,13.62716667,16.13833333,16.34953333
"hsa-miR-107",2.8798,11.14743333,10.1212,7.319333333,18.97696667,14.1612,12.85166667,10.25426667,9.8333,7.9924,14.02663333,12.28743333,8.811766667,5.644466667,12.31723333,6.153733333,13.30723333,12.99376667,14.62633333,10.7474,12.72853333,11.83873333,17.2239,11.52616667,13.95863333,9.104433333
"hsa-let-7g-5p",15.2548,14.40733333,11.2807,10.13733333,15.20346667,15.0756068493151,13.16296667,12.50036667,5.2954,11.029,14.91393333,15.06463333,11.97556667,8.984166667,15.17743333,10.68883333,17.11423333,13.61466667,20.04813333,4.7629,14.06953333,13.59573333,19.0641,13.81366667,11.57253333,18.51503333
"hsa-miR-582-5p",17.4141,19.83893333,12.1315,13.01473333,21.46146667,21.6152,17.47636667,13.04586667,6.9793,9.5242,17.71653333,18.89373333,13.60626667,10.25096667,19.70663333,14.84933333,18.34803333,11.98816667,16.10453333,13.109,12.78033333,7.413233333,22.3307,14.76116667,17.71283333,19.44853333
"hsa-miR-106b-5p",14.5608,18.41653333,11.2557,9.976433333,17.08506667,14.814,14.04626667,11.81406667,10.6575,5.2619,20.71043333,20.13903333,12.71616667,12.88006667,20.92073333,12.01683333,14.67393333,15.31086667,17.32093333,12.1995,14.72663333,6.815233333,16.6142,13.75446667,16.82253333,18.52103333
"hsa-let-7d-5p",15.2376,14.25023333,11.1332,10.35063333,12.61886667,14.9641,11.05826667,10.36186667,6.4986,9.3591,13.46183333,10.73933333,6.683566667,8.229266667,13.35853333,9.715433333,13.05483333,17.55286667,15.74483333,11.4733,1.726533333,11.73603333,13.1074,14.67406667,12.30163333,15.08893333
"hsa-miR-125b-5p",7.8989,16.66713333,12.9693,11.63183333,14.09816667,17.2134,14.78706667,13.89246667,3.1365,9.2539,11.03353333,7.355433333,10.51196667,10.14976667,16.10463333,12.67333333,17.19593333,17.71466667,18.29253333,12.4484,13.59063333,19.66733333,15.8939,14.46316667,9.250333333,10.22193333
"hsa-miR-598",6.0044,14.96193333,10.1931,8.797533333,12.63646667,15.0756068493151,10.51166667,12.32346667,10.9033,0.1902,10.49313333,2.965933333,9.094366667,7.485266667,13.04143333,9.446333333,11.21533333,12.59216667,16.43663333,10.3782,10.93493333,10.69473333,14.0876,9.695666667,11.58603333,3.892433333
"hsa-let-7b-5p",10.4101465116279,11.7966619023929,12.439,10.99403333,16.20176667,15.0756068493151,12.06336667,12.03636667,10.986,12.3278,13.51963333,16.01763333,11.66486667,8.754266667,14.81813333,10.33733333,12.13613333,12.53186667,15.72223333,14.3291,16.87493333,16.24613333,21.3492,14.73656667,21.79293333,15.31963333
"hsa-miR-423-3p",7.0527,14.39633333,13.2133,12.30643333,21.10286667,12.0275,12.47856667,12.63146667,17.3979,16.6218,13.44553333,12.96573333,12.82086667,11.46846667,15.45093333,14.10503333,14.62773333,13.85676667,12.08533333,13.0749,17.69763333,13.12183333,14.3999,14.66686667,20.84523333,6.827933333
