"","GSM3147673","GSM3147674","GSM3147675","GSM3147676","GSM3147677","GSM3147678","GSM3147679","GSM3147680","GSM3147681","GSM3147682","GSM3147683","GSM3147684","GSM3147685","GSM3147686","GSM3147687","GSM3147688","GSM3147689","GSM3147690","GSM3147691","GSM3147692","GSM3147693","GSM3147694","GSM3147695","GSM3147696","GSM3147697","GSM3147698","GSM3147699","GSM3147700","GSM3147701","GSM3147702","GSM3147703","GSM3147704","GSM3147705","GSM3147706","GSM3147707","GSM3147708","GSM3147709","GSM3147710","GSM3147711","GSM3147712","GSM3147713","GSM3147714","GSM3147715","GSM3147716","GSM3147717","GSM3147718","GSM3147719","GSM3147720"
"hsa-miR-25",1.027,2.774,2.599666667,-0.349,1.874666667,0.833333333,2.347333333,0.569333333,1.870333333,1.713666667,2.107333333,1.562,2.425666667,2.103,2.288666667,1.632333333,2.515,2.647,2.165333333,2.391666667,1.833333333,-0.593,1.320333333,2.522666667,3.408,-0.143333333,0.801333333,0.052333333,2.132333333,2.186333333,1.618333333,0.185666667,2.062,1.903,1.772,1.744666667,1.965666667,0.077333333,2.362,2.221,1.962,1.124666667,2.694666667,1.255333333,1.905666667,2.619,2.800666667,0.376847313
"hsa-miR-130a",0.089482128,2.78,2.348666667,-0.268517872,3.267666667,2.304333333,2.632333333,-0.601184539,1.920333333,2.021666667,1.534333333,2.495,2.268666667,1.649,3.481666667,3.700333333,1.987,1.168,2.220333333,1.258666667,1.300333333,-1.218066241,0.967333333,1.689666667,2.815,2.481666667,2.003333333,-0.700732908,1.952333333,2.115333333,0.890333333,-0.783399575,1.486,1.098,0.774,1.595666667,2.256666667,-0.639214145,2.019,2.276,2.375,0.611666667,1.434666667,-1.156214145,1.751666667,2.617,1.680666667,2.923333333
"hsa-miR-103",-0.204410664,1.676,2.363666667,2.457,2.799666667,3.169333333,1.858333333,-0.895077331,1.688333333,1.734666667,1.498333333,1.358,1.426666667,1.522,3.031666667,2.072333333,1.788,1.094,1.033333333,1.374666667,1.356333333,-1.256821794,1.205333333,1.702666667,3.199,2.602666667,1.921333333,-0.73948846,2.304333333,1.625333333,1.946333333,-0.822155127,1.476,0.95,1.236,2.232666667,0.813666667,-0.724988366,1.895,2.154,1.712,1.333666667,2.271666667,-1.241988366,1.508666667,2.065,1.798666667,3.025333333
"hsa-miR-192",-0.402470654,2.214,2.141666667,1.149,2.055666667,2.165333333,2.170333333,1.869333333,0.601333333,1.432666667,2.509333333,1.456,2.254666667,1.959,2.291666667,1.894333333,2.813,2.494,-0.733666667,1.190666667,2.191333333,0.864,2.034333333,2.894666667,2.233,1.010666667,0.786333333,-0.967240844,2.392333333,0.311333333,1.569333333,-1.04990751,1.808,2.952,0.831,1.926666667,-0.125333333,0.370333333,1.604,1.616,1.17,1.596666667,1.086666667,-1.50740131,2.057666667,1.712,1.790666667,2.689333333
"hsa-miR-30d",-1.4,4.243,2.831666667,-3.445,-0.472333333,-0.475666667,1.505333333,-2.737666667,1.186333333,2.284666667,0.646333333,3.407,4.504666667,2.53,2.017666667,-1.588666667,2.833,2.506,3.452333333,1.827666667,0.979333333,-4.753,1.176333333,4.793666667,3.275,-4.528333333,3.668333333,0.188333333,0.797333333,0.791502886,4.449502886,-4.870333333,4.48,1.701,1.362,1.018666667,-0.424197164,-0.353666667,3.194136169,2.056,1.93,0.700666667,1.854666667,-1.335666667,1.551666667,2.017,1.497802836,-0.829666667
"hsa-miR-766",0.25,4.352,4.291666667,-3.624,1.156666667,1.062333333,0.303333333,-4.106666667,0.921333333,0.942666667,0.782333333,4.032,6.014666667,1.951,1.257666667,-2.857666667,0.307,0.102,2.510333333,1.780666667,0.387333333,-5.467,1.104333333,5.510666667,4.574,-2.752333333,5.944333333,1.994333333,-0.731666667,1.047512027,1.656333333,-4.139333333,5.066,0.556,0.948,0.496666667,-0.812557296,1.589333333,-0.298,-0.153,0.046,-0.050333333,-0.763333333,-0.411666667,-0.967333333,-0.419,1.109442704,1.092333333
"hsa-miR-19a",0.478,0.994,1.373666667,0.495,1.122666667,0.191333333,0.620333333,-0.022666667,0.947333333,1.064666667,1.295333333,1.622,0.972666667,0.879,0.762666667,0.766333333,0.829,0.835,1.020333333,0.932666667,1.026333333,0.531,1.051333333,0.651666667,0.19,0.018666667,0.285333333,0.563333333,-0.113666667,1.138333333,0.529333333,0.452666667,1.287,1.92,1.044,0.297666667,2.446666667,0.206333333,0.719,0.17,0.226,0.973666667,0.692666667,1.044333333,0.175666667,0.582,1.070666667,0.067333333
"hsa-miR-199a-3p",1.036,1.003,1.478666667,1.191,1.549666667,1.058333333,0.883333333,0.477333333,0.861333333,0.607666667,0.725333333,0.371,0.718666667,1.102,1.704666667,1.274333333,1.226,1.012,-0.328666667,0.566666667,0.092333333,0.528,0.392333333,0.291666667,1.292,-0.261333333,1.028333333,0.824333333,0.471333333,-0.047666667,0.686333333,0.255666667,0.558,0.08,0.643,3.930158003,-1.467333333,1.063333333,0.961,0.444,0.831,-0.178333333,0.408666667,0.625333333,0.708666667,0.902,-0.427333333,0.894333333
"hsa-miR-28-3p",2.222,-0.121,1.548666667,0.822,1.551666667,-0.550245674,0.479333333,1.052333333,0.169333333,0.637666667,0.603333333,-0.33,0.903666667,1.244,-0.460912341,0.244754326,1.211,1.882936705,-1.525666667,1.530666667,0.649333333,-0.207,1.012333333,0.449666667,1.705,0.567666667,0.313333333,-1.222729961,0.579333333,1.019270039,1.277333333,0.318666667,0.378,0.534,0.439,0.322666667,-2.326333333,1.228333333,0.578,0.345,0.409,-0.198333333,0.564666667,1.300333333,-0.206333333,0.516,-0.839333333,-0.722190315
"hsa-miR-106b",0.126,0.884,0.603666667,-0.358,0.461666667,0.257333333,0.647333333,-0.269666667,0.769333333,0.712666667,0.599333333,0.695,0.445666667,0.455,0.554666667,-0.193666667,1.168,1.120729525,0.109333333,0.188666667,-0.054666667,-0.579,0.099333333,0.795666667,0.359,-0.677333333,0.240333333,-0.175666667,0.693333333,0.680333333,0.038333333,-0.447333333,0.528,0.636,0.183,0.527666667,-0.510333333,-0.703666667,0.792,0.899,0.881,0.141666667,0.874666667,-0.369666667,0.948666667,1.243,0.651666667,-0.438666667
"hsa-miR-15b",0.976,0.076,4.285215647,-0.653,0.245666667,0.222333333,0.356333333,0.053333333,0.233333333,0.561666667,0.318333333,-0.226,0.055666667,0.275,-0.280333333,-0.974666667,0.609,0.084,-1.423666667,0.023666667,4.651618583,-0.18,0.514333333,-0.148333333,2.46228525,-1.034333333,-0.324666667,0.872333333,0.491333333,0.333333333,0.240333333,-0.566333333,-0.195,-0.129,-0.09,0.377666667,-2.117333333,0.062333333,0.869,0.251,0.265,-0.315333333,0.320666667,-0.448666667,0.337666667,0.556,0.382666667,-0.296666667
"hsa-miR-376a",-0.105,-0.526,2.526666667,-0.301,0.729666667,0.656333333,-0.439666667,0.741333333,-0.350666667,-0.373333333,1.973333333,0.355,1.310666667,0.703,0.544666667,-0.006666667,-0.161,0.274,-1.625666667,0.299666667,0.566333333,0.139,0.258333333,0.532666667,0.005,0.700666667,0.277333333,-2.472840074,-1.253666667,-1.186666667,-1.999666667,-1.461333333,0.006,1.06,-0.254,3.5038941,-2.403333333,0.997333333,-0.271,0.163,2.316227433,1.221666667,-0.444333333,-0.786666667,1.8688941,-0.433,-0.645333333,-1.158666667
"hsa-miR-26b",-0.203,0.308,-0.326333333,-0.61,-0.718333333,0.040333333,0.427333333,-0.025666667,0.148333333,0.030666667,0.251333333,-0.313,0.426666667,0.357,-0.737333333,-0.383666667,0.49,0.264,0.479333333,0.161666667,0.108333333,-0.648,-0.157666667,0.462666667,0.05,-0.475333333,0.371333333,-0.654666667,0.723333333,-0.033666667,0.492333333,-0.023333333,0.182,-0.217,0.074,0.333666667,-0.431333333,-1.000666667,0.595,0.627,0.539,0.087666667,0.514666667,-0.934666667,0.739666667,0.407,0.133666667,0.077333333
"hsa-miR-21",0.346,0.139,0.628666667,0.194,-0.343333333,0.462333333,1.159333333,-0.414666667,-0.039666667,-0.359333333,0.263333333,-0.215,0.159666667,-0.249,0.713666667,0.301333333,0.822,0.926148091,0.257333333,-0.291333333,-0.657666667,-0.428,-0.491666667,-0.019333333,0.603,-0.465333333,0.292333333,-2.179518576,-0.215666667,-1.142666667,-0.255666667,-0.007333333,-0.268,-0.356,-0.105,0.187666667,-0.261333333,-0.574666667,2.440261626,0.404,0.322,-1.224333333,0.295666667,-0.997666667,0.528666667,0.468,-0.388333333,-0.277666667
"hsa-miR-1274b",-2.474,2.412,3.440666667,-3.643,-1.755333333,-1.190666667,0.894333333,-3.543666667,-0.411666667,0.568666667,-0.145666667,2.421,2.815666667,-0.647,-1.003333333,-3.688666667,-0.582,0.635619289,2.209333333,-1.712333333,0.404333333,-2.987380711,0.786333333,2.300666667,1.278,-2.250333333,3.308333333,-1.083666667,-2.244666667,1.248333333,3.429952622,-3.739333333,2.517,2.388865285,0.729,0.455666667,-1.829468048,-1.984666667,1.788865285,-0.943,-1.245,-0.042333333,-0.974333333,-2.488666667,1.000531952,-1.522,2.607666667,-1.909666667
"hsa-miR-146b",-1.290066337,-1.083,0.579666667,1.561,1.428666667,1.256333333,-0.873666667,-1.980733004,-0.780666667,0.398666667,-0.582666667,-0.903,0.152666667,0.502,2.138666667,2.026333333,-0.128,-0.046,-3.318666667,0.774666667,0.482333333,-2.112574917,0.420333333,0.256666667,0.969,0.630666667,-0.799666667,2.150333333,-0.810666667,-0.803666667,0.432333333,1.096666667,0.045,0.011,-0.09,-0.671333333,-3.502333333,-2.198831622,2.328835045,-0.319,-0.457,-0.797333333,-0.210333333,-2.715831622,-0.294333333,-0.474,-1.614333333,1.977333333
"hsa-miR-139-5p",0.841,0.339,0.229666667,-0.945,0.598666667,0.067333333,-0.669666667,0.263333333,1.330333333,0.693666667,-1.313666667,-2.055,0.219666667,0.348,0.111666667,0.121333333,-0.418,-0.89,-1.850666667,0.841666667,-0.214666667,-1.15,0.264333333,0.346666667,-0.103,-0.384333333,0.761333333,0.415333333,-1.073666667,-0.432666667,1.348333333,-0.625333333,-0.309,-0.294,-0.193,0.114666667,-4.061333333,0.357333333,2.065422602,-0.602,-1.537,-0.610333333,-0.223333333,0.314333333,-0.896333333,-0.578,-0.864333333,0.151333333
"hsa-miR-221",0.876,-0.222,-0.404333333,0.839,0.074666667,0.477333333,-0.572666667,0.573333333,-0.922666667,-0.762333333,-0.978666667,-1.358,-0.483333333,-0.65,1.254666667,-0.006666667,-0.615,-0.86,-2.144666667,-1.125333333,-1.111666667,0.12,-1.464666667,-0.810333333,0.171,0.801666667,-0.410666667,0.620333333,-0.933666667,-1.140666667,-0.995666667,0.474666667,-0.61,-1.929,-1.337,3.534591206,-2.688333333,1.958333333,-0.57,-0.244,-0.986,-1.782333333,-0.727333333,0.275333333,-1.104333333,-0.735,-1.572333333,0.887333333
"hsa-miR-328",2.547,-0.608,0.667666667,0.35,2.309666667,0.919333333,-1.240666667,-0.291666667,-0.406666667,-1.176333333,-0.395666667,-1.27,0.044666667,-0.052,2.059666667,2.037333333,-1.775,-2.145,-1.028666667,-0.495333333,-1.165666667,-0.525,-1.646666667,-0.841333333,0.842,1.283666667,0.119333333,1.696333333,-2.433666667,-1.031666667,-0.635666667,-0.452333333,-1.102,-1.694,-0.883,-1.099333333,-2.483333333,1.439333333,-2.474,-1.868,-2.182,-2.020333333,-2.491333333,1.508333333,-2.702333333,-1.98,-1.786333333,1.032333333
"hsa-miR-186",-1.877,-0.815,-0.971333333,-1.684,-2.531333333,-2.012666667,-0.731666667,-0.973666667,-0.442666667,-0.275333333,-0.445666667,-1.448,0.468666667,0.796,-0.975333333,-1.779666667,0.055,-0.141971789,-2.637666667,1.081666667,-0.137666667,-3.764971789,1.301333333,0.154666667,-1.113,-2.307333333,-1.016666667,-1.503666667,-0.419666667,-0.728666667,0.510333333,-1.972333333,-0.403,-0.078,0.322,2.261617968,-3.336333333,-1.584666667,-0.273,-0.367,-0.455,-0.070333333,-0.008333333,-1.704666667,-0.670333333,0.41,-0.967333333,-1.603666667
"hsa-miR-26a",-0.275,-1.302,-1.047333333,0.115,-0.404333333,-0.231666667,-1.047666667,0.048333333,-1.095666667,-1.095333333,-1.546666667,-1.309,-1.399333333,-1.236,-0.025333333,-0.382666667,-1.319,-1.099,-1.499666667,-1.094333333,-1.134666667,0.117,-0.893666667,-1.114333333,-0.24,0.456666667,-0.656666667,0.091333333,-0.609666667,-1.104666667,-1.021666667,-0.429333333,-1.469,-1.703,-1.118,-0.631333333,-2.015333333,0.794333333,-1.314,-0.797,-0.765,-1.061333333,-1.207333333,-0.109666667,-0.915333333,-0.989,-1.204333333,-0.144666667
"hsa-miR-331",-0.675,-0.549,-0.340333333,-2.548,-0.026333333,-1.726666667,-1.347666667,-1.924666667,-0.776666667,0.013666667,-0.442666667,-1.664,-0.157333333,-0.107,-1.111333333,-1.108666667,-0.616,-0.997,-1.146666667,-0.232333333,-1.072666667,-3.453,-0.507666667,-0.463333333,0.348,-1.612333333,-0.403666667,-1.005666667,-0.850666667,0.348333333,-0.044666667,-2.826333333,-1.341,-0.825,-0.668,-0.854333333,-2.700333333,-1.186666667,-0.741,-0.555,-0.688,-0.869333333,-0.976333333,-0.546666667,-0.841333333,-0.408,-0.509333333,-0.767666667
"hsa-miR-409-3p",-1.584,1.779,4.312666667,-6.035,-0.609333333,-1.278666667,-1.552666667,-4.539666667,-1.936666667,-1.366333333,0.718333333,1.7,4.176666667,-0.502,-0.373333333,-4.935666667,-2.45,-1.798,-0.215666667,-0.535333333,-1.074666667,-6.058,-1.241666667,3.432666667,2.603,-2.961333333,2.839333333,-2.213666667,-3.256666667,2.266333333,0.226333333,-7.822333333,1.807,-0.912,-1.243,-1.821333333,1.542666667,0.206333333,1.629682274,-1.805,-1.188,0.308666667,-2.457333333,-3.054666667,-3.183333333,-2.571,2.010666667,-2.749666667
"hsa-miR-30b",0.683,-1.827,4.398478348,-1.631,-0.475333333,-0.989854985,-1.828666667,-0.110666667,-1.794666667,-1.272333333,-1.837666667,-2.75,5.247478348,-1.961,-0.900521652,-1.412666667,-1.697,-1.923,0.093391864,-2.230333333,4.569391864,-2.275941469,-1.482666667,-1.537333333,1.017,-0.613333333,-2.079666667,0.995333333,-1.462666667,0.483391864,-1.390666667,-0.872333333,-2.024,-2.585,-2.064,-1.065333333,-3.542333333,-2.740806711,-1.368,-0.876,-0.873,-1.787333333,-1.687333333,0.739333333,-2.216333333,-2.047,-1.364333333,0.530333333
"hsa-miR-30a-5p",-1.813,1.564,0.656666667,-5.66,-2.568333333,-2.850666667,-0.263666667,-5.006666667,-1.533666667,0.082666667,-1.679666667,0.798,2.109666667,0.287,-0.985333333,-3.634666667,0.594,-0.289748706,1.365333333,-0.360333333,-1.309666667,-6.998,1.613584627,2.282666667,0.962,-6.388333333,1.248333333,-1.940666667,-1.278666667,1.455333333,-1.168666667,-7.115333333,2.168,-0.52,-1.084,2.517055653,-1.947944347,-2.916666667,1.670388987,0.114,-0.075,-1.784333333,-0.299333333,-3.132666667,-0.822333333,-0.007,2.120666667,-2.643666667
"hsa-miR-30c",0.331,-2.244,-1.073333333,-2.539,-0.731333333,-0.758666667,-2.392666667,-0.128666667,-2.057666667,-1.110333333,-1.694666667,-2.485,-2.675333333,-2.142,-0.992333333,-2.247666667,-2.511,-2.503,-2.608666667,-2.269333333,3.716620853,-1.608,-1.456666667,-1.553333333,-0.08,-0.749333333,-1.909666667,0.007333333,-2.230666667,-1.861666667,-1.809666667,-1.590333333,-2.418,-2.911,-2.236,-1.647333333,-3.241333333,0.720333333,-1.625,-0.921,-1.602,-2.024333333,-2.267333333,0.165333333,-3.214333333,-2.42,-1.120333333,0.159333333
"hsa-miR-222",-3.322,-1.2,-2.427333333,-2.194,-3.166333333,-3.268666667,-1.288666667,-2.660666667,-1.924666667,-0.779333333,-1.670666667,-2.473,-0.788333333,-0.662,-2.808333333,-2.446666667,0.54885972,-0.155,-4.236666667,-0.078333333,-1.179666667,-2.46,-0.439666667,-0.860333333,-1.931,-2.508333333,-1.225666667,-2.419666667,-0.993666667,-1.219666667,-0.040666667,-2.775333333,-0.998,-0.447,-0.885,1.54461452,-5.701333333,-1.934666667,0.697947853,-1.586,-1.053,-1.110333333,-0.002333333,-2.676666667,-0.986333333,-0.658,-2.386333333,-3.264666667
"hsa-miR-20a",-1.658,-1.686,-1.809333333,-1.667,-1.539333333,-1.712666667,-1.747666667,-1.392666667,-2.648666667,-2.516333333,-2.426666667,-2.495,-2.050333333,-2.088,-0.803333333,-1.475666667,-0.959,-1.443,-1.233666667,-2.995333333,-2.685666667,-1.906,-3.308666667,-2.318333333,-1.501,-1.799333333,-2.787666667,-1.505666667,-1.975666667,-2.803666667,-3.011666667,-0.749333333,-2.353,-2.824,-2.936,-1.842333333,-1.108333333,-2.073666667,-1.319,-1.813,-1.857,-3.471333333,-1.528333333,-1.489666667,-1.776333333,-1.506,-2.459333333,-1.526666667
"hsa-miR-17",0.919,-2.583,-2.080333333,-1.03,-0.627333333,-1.296666667,-3.041666667,-1.052666667,-2.896666667,-3.036333333,-2.795666667,-3.299,-2.495333333,2.227680972,-0.599333333,-0.854666667,-2.701,-3.002,-2.897666667,-3.060333333,-2.829666667,-3.723968997,-3.191666667,-3.208333333,0.932031003,-1.536333333,3.068364336,-3.206635664,-3.510666667,-3.684666667,-2.929666667,-0.967333333,-3.067,-3.01,-2.913,-2.799333333,-3.034333333,-1.950666667,-2.741,-3.621,-3.123,-3.696333333,-3.054333333,-1.033666667,-3.553333333,-3.475,-3.887333333,-0.939666667
"hsa-miR-16",-0.741,-2.751,-2.441333333,-1.481,-1.119333333,-0.806666667,-3.659666667,-0.998666667,-2.880666667,-2.860333333,-2.780666667,-3.453,-2.611333333,-1.956,-0.311333333,-0.379666667,-2.807,-2.458,-3.030666667,-2.799333333,-2.141666667,-1.445,-2.985666667,-2.669333333,-2.121,-1.971333333,-4.370666667,-1.363666667,-3.282666667,-3.715666667,-3.137666667,-1.222333333,-2.688,-2.225,-3.309,1.862849456,-3.100333333,-2.144666667,-2.916,-3.445,-2.993,-2.990333333,-2.636333333,-1.262666667,-2.624333333,-2.773,-3.128333333,-0.976666667
"hsa-miR-106a",-0.719,-2.688,-2.030333333,-1.709,-0.934333333,-1.850666667,-3.435666667,-2.078666667,-2.865666667,-3.041333333,-2.761666667,-3.4,-2.702333333,-2.667,-0.883333333,-0.839666667,-3.073,-3.257,-3.051666667,-3.083333333,-2.906666667,-1.495,-3.322666667,-3.416333333,-1.795,-1.485333333,2.819824643,-2.131666667,-3.728666667,-4.025666667,-3.079666667,-1.207333333,-3.071,-3.222,-3.213,1.696913439,-3.139333333,-1.886666667,-3.146,-3.462,-3.372,-3.759333333,-3.288333333,-1.471666667,0.061913439,-3.705,-4.091333333,-0.948666667
"hsa-miR-92a",-2.803,-2.992,-2.008333333,-4.949,-2.781333333,-3.765666667,-3.491666667,-4.487666667,-3.289666667,-3.368333333,-2.694666667,-3.694,-1.912333333,-2.173,-2.463333333,-3.028666667,-3.468,-3.915,-4.065666667,-2.982333333,-3.228666667,-5.886,-4.022666667,-2.683333333,-1.944,-4.114333333,-3.215666667,-4.195666667,-4.251666667,-3.477666667,-3.251666667,-4.571333333,-2.843,-3.331,-3.112,-3.676333333,-4.622333333,-3.951666667,-3.982,-3.484,-3.733,-4.054333333,-3.714333333,-3.786666667,-4.183333333,-3.558,-3.879333333,-2.883666667
"hsa-miR-150",-4.212,-5.617,0.91058251,-6.409,-5.487333333,-4.477750823,-5.627666667,-3.912666667,-4.742666667,-0.05041749,-2.830666667,-5.354,-3.197333333,-2.089,-2.172333333,-2.044666667,-2.153,-2.146930223,-6.390666667,-2.067333333,1.07540311,-6.957,-4.105666667,-1.204333333,-3.044,-6.474333333,-6.381666667,-4.942666667,-3.090666667,-3.01059689,-3.569666667,-5.148333333,0.434242883,-0.011757117,-3.362,-6.280333333,-4.079333333,-5.139423784,-3.02,-2.667,-5.466,-5.611333333,-4.941333333,-4.590666667,-1.421333333,-3.287,-2.326333333,-4.066666667
"hsa-miR-19b",-3.331,-4.022,-3.624333333,-3.712,-3.437333333,-3.394666667,-4.758666667,-3.859666667,-4.560666667,-4.157333333,-4.093666667,-4.34,-3.928333333,-4.344,-2.858333333,-3.584666667,-4.149,-2.56523547,-4.985666667,-4.517333333,-4.560666667,-3.485,-4.087666667,-4.485333333,-4.231,-4.305333333,-5.047666667,-3.553666667,-4.870666667,-4.622666667,-4.862666667,-3.346333333,-4.056,-3.469,-4.55,-5.005333333,-3.769333333,-3.970666667,-4.42,-4.733,-4.662,-4.532333333,-4.720333333,-3.159666667,-4.580333333,-4.372,-4.117333333,-3.640666667
"hsa-miR-484",-1.372,-5.017,-3.437333333,-3.131,-2.537333333,-3.517666667,-4.949666667,-3.291666667,-3.991666667,-4.481333333,-3.723666667,-5.293,-3.245333333,-3.76,-2.686333333,-1.959666667,-5.672,-5.697,-6.640666667,-3.967333333,-4.637666667,-4.187,-4.893666667,-4.635333333,-3.385,-2.711333333,-4.135666667,-2.731666667,-6.529666667,-5.667666667,-3.646666667,-3.373333333,-4.547,-4.881,-3.863,-4.415333333,-8.354333333,-2.944666667,-5.421,-6.151,-5.695,-5.212333333,-5.949333333,-3.431666667,-6.215333333,-6.362,-7.051333333,-2.479666667
