"","GSM4979955","GSM4979956","GSM4979957"
"hsa-miR-1288-5p",1e-06,1e-06,1e-06
"hsa-miR-1289",1e-06,1e-06,1e-06
"hsa-miR-129-1-3p",1e-06,1e-06,1e-06
"hsa-miR-129-2-3p",1e-06,1e-06,1e-06
"hsa-miR-129-5p",1e-06,1e-06,1e-06
"hsa-miR-1290",7.851881016,4.297411532,4.964039644
"hsa-miR-1291",1e-06,1e-06,1e-06
"hsa-miR-1292-3p",1e-06,1e-06,1e-06
"hsa-miR-1292-5p",1e-06,1e-06,1e-06
"hsa-miR-1293",1e-06,1e-06,1e-06
"hsa-miR-1294",1e-06,1e-06,1e-06
"hsa-miR-1295a",3.354645804,3.896179227,3.120409497
"hsa-miR-1295b-3p",1e-06,1e-06,1e-06
"hsa-miR-1295b-5p",1e-06,1e-06,1e-06
"hsa-miR-1296-3p",1e-06,1e-06,1e-06
"hsa-miR-1296-5p",1e-06,1e-06,1e-06
"hsa-miR-1297",1e-06,1e-06,1e-06
"hsa-miR-1298-3p",1e-06,1e-06,1e-06
"hsa-miR-1298-5p",1e-06,1e-06,1e-06
"hsa-miR-1299",1e-06,1e-06,1e-06
"hsa-miR-1301-3p",1e-06,1e-06,1e-06
"hsa-miR-1301-5p",1e-06,1e-06,1e-06
"hsa-miR-1302",1e-06,1e-06,1e-06
"hsa-miR-1303",1e-06,1e-06,1e-06
"hsa-miR-1304-3p",1e-06,0.415764981,1e-06
"hsa-miR-1304-5p",1e-06,1e-06,1e-06
"hsa-miR-1305",1.762165775,1.826513288,1.948226854
"hsa-miR-1306-3p",4.340841631,3.51359338,4.040075074
"hsa-miR-1306-5p",1e-06,1e-06,1e-06
"hsa-miR-1307-3p",1e-06,1e-06,1e-06
"hsa-miR-1307-5p",1e-06,1e-06,1e-06
"hsa-miR-130a-3p",5.684718165,5.965431015,5.723873829
"hsa-miR-130a-5p",1e-06,1e-06,1e-06
"hsa-miR-130b-3p",3.841287315,4.022798975,3.731721048
"hsa-miR-130b-5p",1e-06,1e-06,1e-06
"hsa-miR-132-3p",1.415941378,1.083499043,1.532635976
"hsa-miR-132-5p",1e-06,1e-06,1e-06
"hsa-miR-1321",1e-06,1e-06,1e-06
"hsa-miR-1322",1e-06,1e-06,1e-06
"hsa-miR-1323",1e-06,1e-06,1e-06
"hsa-miR-1324",1e-06,1e-06,1e-06
"hsa-miR-133a-3p",1e-06,0.319942204,1e-06
"hsa-miR-133a-5p",1e-06,1e-06,1e-06
"hsa-miR-133b",1e-06,1e-06,1e-06
"hsa-miR-134-3p",1e-06,1e-06,1e-06
"hsa-miR-134-5p",3.050991889,3.174656715,3.169318608
"hsa-miR-1343-3p",1e-06,1e-06,1e-06
"hsa-miR-1343-5p",1e-06,1e-06,1e-06
"hsa-miR-135a-3p",1.716952705,2.480788826,2.498867418
"hsa-miR-135a-5p",1e-06,1e-06,1e-06
"hsa-miR-135b-3p",1e-06,1e-06,1e-06
"hsa-miR-135b-5p",1e-06,1e-06,1e-06
"hsa-miR-136-3p",1e-06,1e-06,1e-06
"hsa-miR-136-5p",1e-06,0.219826357,1.629524862
"hsa-miR-137",1e-06,1e-06,1e-06
"hsa-miR-138-1-3p",1e-06,1e-06,1e-06
"hsa-miR-138-2-3p",1e-06,1e-06,1e-06
"hsa-miR-138-5p",1e-06,1e-06,1e-06
"hsa-miR-139-3p",1e-06,1e-06,1e-06
"hsa-miR-139-5p",1e-06,1e-06,1e-06
"hsa-miR-140-3p",0.831094795,0.798001407,1.839214751
"hsa-miR-140-5p",0.798001407,0.732236341,2.429006984
"hsa-miR-141-3p",1e-06,1e-06,1e-06
"hsa-miR-141-5p",1e-06,1e-06,1e-06
"hsa-miR-142-3p",1e-06,1e-06,1e-06
"hsa-miR-142-5p",1e-06,1e-06,1e-06
"hsa-miR-143-3p",1e-06,1.268099128,0.929841389
"hsa-miR-143-5p",1e-06,1e-06,1e-06
"hsa-miR-144-3p",1e-06,1e-06,1e-06
"hsa-miR-144-5p",1e-06,1e-06,1e-06
"hsa-miR-145-3p",1e-06,1e-06,1e-06
"hsa-miR-145-5p",1.988318845,3.628873701,3.244850306
"hsa-miR-1468-3p",1e-06,1e-06,1e-06
"hsa-miR-1468-5p",1e-06,1e-06,1e-06
"hsa-miR-1469",1e-06,1e-06,1e-06
"hsa-miR-146a-3p",1e-06,1e-06,1e-06
"hsa-miR-146a-5p",1e-06,1e-06,1.409812459
"hsa-miR-146b-3p",1e-06,1e-06,1e-06
"hsa-miR-146b-5p",1e-06,1e-06,1e-06
"hsa-miR-1470",0.392938597,1e-06,1e-06
"hsa-miR-1471",1e-06,1e-06,1e-06
"hsa-miR-147a",1e-06,1e-06,1e-06
"hsa-miR-147b",1e-06,1e-06,1e-06
"hsa-miR-148a-3p",0.373653512,0.55445761,2.185084931
"hsa-miR-148a-5p",1e-06,1e-06,1e-06
"hsa-miR-148b-3p",1e-06,1e-06,1e-06
"hsa-miR-148b-5p",1e-06,1e-06,1e-06
"hsa-miR-149-3p",1e-06,1e-06,1e-06
"hsa-miR-149-5p",1e-06,1e-06,1e-06
"hsa-miR-150-3p",1.167597583,1.158286357,1.826513288
"hsa-miR-150-5p",1e-06,1e-06,1e-06
"hsa-miR-151a-3p",0.760163577,1.167597583,1.694839291
"hsa-miR-151a-5p",1.880281474,1.966903945,2.938310411
"hsa-miR-151b",2.45674178,2.694630352,2.995771623
"hsa-miR-152-3p",1.555968237,2.26334871,2.213619002
"hsa-miR-152-5p",1e-06,1e-06,1e-06
"hsa-miR-153-3p",1e-06,1e-06,1e-06
"hsa-miR-153-5p",1e-06,1e-06,1e-06
"hsa-miR-1537-3p",1e-06,1e-06,1e-06
"hsa-miR-1537-5p",1e-06,1e-06,1e-06
"hsa-miR-1538",1e-06,1e-06,1e-06
"hsa-miR-1539",1e-06,1e-06,1e-06
"hsa-miR-154-3p",1e-06,1e-06,2.405394085
"hsa-miR-154-5p",1e-06,0.929841389,0.977405337
"hsa-miR-155-3p",1e-06,1e-06,1e-06
"hsa-miR-155-5p",0.409855901,1e-06,1.117795871
"hsa-miR-1587",4.137230736,3.375094399,3.489322182
"hsa-miR-15a-3p",1e-06,1e-06,1e-06
"hsa-miR-15a-5p",2.995771623,2.648698905,3.592258549
"hsa-miR-15b-3p",1e-06,1e-06,1e-06
"hsa-miR-15b-5p",5.271391026,5.027241321,5.711934887
"hsa-miR-16-1-3p",1e-06,1e-06,1e-06
"hsa-miR-16-2-3p",1e-06,1e-06,1e-06
"hsa-miR-16-5p",6.261899633,6.44616994,6.65227721
"hsa-miR-17-3p",1e-06,1e-06,1e-06
"hsa-miR-17-5p",2.910594841,3.188872937,3.400091811
"hsa-miR-181a-2-3p",1e-06,1e-06,1e-06
"hsa-miR-181a-3p",1e-06,1e-06,1e-06
"hsa-miR-181a-5p",1.826513288,2.042592095,2.954424696
"hsa-miR-181b-2-3p",1e-06,1e-06,1e-06
"hsa-miR-181b-3p",1e-06,1e-06,1e-06
"hsa-miR-181b-5p",2.694630352,2.919891699,2.527053293
"hsa-miR-181c-3p",1e-06,1e-06,1e-06
"hsa-miR-181c-5p",1e-06,1e-06,1e-06
"hsa-miR-181d-3p",1e-06,1e-06,1e-06
"hsa-miR-181d-5p",2.177723248,2.633432354,2.111926494
"hsa-miR-182-3p",1e-06,1e-06,1e-06
"hsa-miR-182-5p",1e-06,1e-06,1e-06
"hsa-miR-1825",3.072918049,2.615568481,2.299151603
"hsa-miR-1827",1e-06,1e-06,1e-06
"hsa-miR-183-3p",1e-06,1e-06,1e-06
"hsa-miR-183-5p",1e-06,1e-06,1e-06
"hsa-miR-184",1e-06,1e-06,1e-06
"hsa-miR-185-3p",1e-06,1e-06,1e-06
"hsa-miR-185-5p",0.715946209,1.294862208,1.565603379
"hsa-miR-186-3p",1e-06,1e-06,1e-06
"hsa-miR-186-5p",1e-06,1e-06,1e-06
"hsa-miR-187-3p",1e-06,1e-06,1e-06
"hsa-miR-187-5p",1e-06,1e-06,1e-06
"hsa-miR-188-3p",1e-06,1e-06,1e-06
"hsa-miR-188-5p",6.946045426,7.100301077,6.792696471
"hsa-miR-18a-3p",1e-06,1e-06,1e-06
"hsa-miR-18a-5p",1e-06,1e-06,1e-06
"hsa-miR-18b-3p",1e-06,0.652943728,1e-06
"hsa-miR-18b-5p",1e-06,1e-06,1e-06
"hsa-miR-1908-3p",2.976382969,2.317772888,2.625656888
"hsa-miR-1908-5p",1e-06,1e-06,1e-06
"hsa-miR-1909-3p",1e-06,1e-06,1e-06
"hsa-miR-1909-5p",2.65611977,2.019568496,2.364544024
"hsa-miR-190a-3p",1e-06,1e-06,1e-06
"hsa-miR-190a-5p",1e-06,1e-06,1e-06
"hsa-miR-190b",1e-06,1e-06,1e-06
"hsa-miR-191-3p",1.252149755,1.746726755,1.903514183
"hsa-miR-191-5p",1e-06,1e-06,1e-06
"hsa-miR-1910-3p",1e-06,1e-06,1e-06
"hsa-miR-1910-5p",0.425192967,1e-06,1e-06
"hsa-miR-1911-3p",1e-06,1e-06,1e-06
"hsa-miR-1911-5p",1e-06,1e-06,1e-06
"hsa-miR-1912",1e-06,1e-06,1e-06
"hsa-miR-1913",1e-06,1e-06,1e-06
"hsa-miR-1914-3p",1e-06,0.341632352,1e-06
"hsa-miR-1914-5p",1e-06,1e-06,1e-06
"hsa-miR-1915-3p",5.259686743,5.451908033,5.271391026
"hsa-miR-1915-5p",1e-06,1e-06,1e-06
"hsa-miR-192-3p",1e-06,1e-06,1e-06
"hsa-miR-192-5p",1e-06,1e-06,1e-06
"hsa-miR-193a-3p",4.48287301,4.564362423,4.688649939
"hsa-miR-193a-5p",1e-06,1e-06,1e-06
"hsa-miR-193b-3p",3.267387005,3.1587293,3.983995773
"hsa-miR-193b-5p",1e-06,1e-06,1e-06
"hsa-miR-194-3p",1e-06,1e-06,1e-06
"hsa-miR-194-5p",1e-06,1e-06,1e-06
"hsa-miR-195-3p",3.047368448,2.185084931,2.135166618
"hsa-miR-195-5p",1.210434018,1.532635976,2.740372757
"hsa-miR-196a-3p",1e-06,1e-06,1e-06
"hsa-miR-196a-5p",1e-06,1e-06,1e-06
"hsa-miR-196b-3p",1e-06,1e-06,1e-06
"hsa-miR-196b-5p",1e-06,1e-06,1e-06
"hsa-miR-197-3p",2.714417603,2.405394085,1.5088647
"hsa-miR-197-5p",4.540710468,4.540710468,3.996130793
"hsa-miR-1972",1e-06,1e-06,1e-06
"hsa-miR-1973",4.019884765,4.758161813,4.281404646
"hsa-miR-1976",1e-06,1e-06,1e-06
"hsa-miR-198",1e-06,1e-06,1e-06
"hsa-miR-199a-3p",6.584286326,6.553063452,7.540827155
"hsa-miR-199a-5p",3.51359338,3.562474278,4.705121641
"hsa-miR-199b-5p",2.439972291,1.361441212,3.473921309
"hsa-miR-19a-3p",2.282757444,1.781866049,3.00428595
"hsa-miR-19a-5p",1e-06,1e-06,1e-06
"hsa-miR-19b-1-5p",1e-06,1e-06,1e-06
"hsa-miR-19b-2-5p",1e-06,1e-06,1e-06
"hsa-miR-19b-3p",4.44688204,4.577165041,4.900572057
"hsa-miR-200a-3p",1e-06,1e-06,1e-06
"hsa-miR-200a-5p",1e-06,1e-06,1e-06
"hsa-miR-200b-3p",1e-06,1e-06,1e-06
"hsa-miR-200b-5p",1e-06,1e-06,1e-06
"hsa-miR-200c-3p",1e-06,1e-06,1e-06
"hsa-miR-200c-5p",1e-06,1e-06,1e-06
"hsa-miR-202-3p",1e-06,1e-06,1e-06
"hsa-miR-202-5p",1e-06,1e-06,1e-06
"hsa-miR-203a-3p",1e-06,1e-06,1e-06
"hsa-miR-203a-5p",1e-06,1e-06,1e-06
"hsa-miR-203b-3p",1e-06,1e-06,1e-06
"hsa-miR-203b-5p",1e-06,1e-06,1e-06
"hsa-miR-204-3p",1e-06,1e-06,1e-06
"hsa-miR-204-5p",1e-06,1e-06,1e-06
"hsa-miR-205-3p",2.882407736,3.056690398,0.732236341
"hsa-miR-205-5p",1e-06,1e-06,1e-06
"hsa-miR-2052",1e-06,1e-06,1e-06
"hsa-miR-2053",1e-06,1e-06,1e-06
"hsa-miR-206",3.521901967,3.231525909,3.38369951
"hsa-miR-208a-3p",1e-06,1e-06,1e-06
"hsa-miR-208a-5p",0.734807813,1.948226854,2.223544649
"hsa-miR-208b-3p",1e-06,1e-06,1e-06
"hsa-miR-208b-5p",1e-06,1e-06,1e-06
"hsa-miR-20a-3p",1e-06,1e-06,1e-06
"hsa-miR-20a-5p",4.509422871,4.518756092,4.912795333
"hsa-miR-20b-3p",1e-06,1e-06,1e-06
"hsa-miR-20b-5p",1.306378215,1.021929316,1.887066908
"hsa-miR-21-3p",0.430340685,1e-06,2.349134551
"hsa-miR-21-5p",8.434665412,8.924109367,9.268644678
"hsa-miR-210-3p",1e-06,1e-06,1e-06
"hsa-miR-210-5p",1e-06,1e-06,1e-06
"hsa-miR-211-3p",3.304629536,3.929517737,3.668576665
"hsa-miR-211-5p",1e-06,1e-06,1e-06
"hsa-miR-2110",1e-06,1e-06,1e-06
"hsa-miR-2113",1e-06,1e-06,1e-06
"hsa-miR-2114-3p",1e-06,1e-06,1e-06
"hsa-miR-2114-5p",1e-06,1e-06,1e-06
"hsa-miR-2115-3p",1e-06,1e-06,1e-06
"hsa-miR-2115-5p",1e-06,1e-06,1e-06
"hsa-miR-2116-3p",1e-06,1e-06,1e-06
"hsa-miR-2116-5p",1e-06,1e-06,1e-06
"hsa-miR-2117",1e-06,1e-06,1e-06
"hsa-miR-212-3p",1e-06,1e-06,1e-06
"hsa-miR-212-5p",1e-06,1e-06,1e-06
"hsa-miR-214-3p",3.920377571,3.837440956,4.564362423
"hsa-miR-214-5p",1e-06,1e-06,1e-06
"hsa-miR-215-3p",1e-06,1e-06,1e-06
"hsa-miR-215-5p",1e-06,1e-06,1e-06
"hsa-miR-216a-3p",1e-06,1e-06,1e-06
"hsa-miR-216a-5p",1e-06,1e-06,1e-06
"hsa-miR-216b-3p",1e-06,1e-06,1e-06
"hsa-miR-216b-5p",1e-06,1e-06,1e-06
"hsa-miR-217",1e-06,1e-06,1e-06
"hsa-miR-218-1-3p",1e-06,1e-06,1e-06
"hsa-miR-218-2-3p",1e-06,1e-06,1e-06
"hsa-miR-218-5p",1e-06,1e-06,1e-06
"hsa-miR-219a-1-3p",1e-06,1e-06,1e-06
"hsa-miR-219a-2-3p",1e-06,1e-06,1e-06
"hsa-miR-219a-5p",1e-06,1e-06,1e-06
"hsa-miR-219b-3p",1e-06,1e-06,1e-06
"hsa-miR-219b-5p",1e-06,1e-06,1e-06
"hsa-miR-22-3p",5.723873829,5.790984555,6.401802631
"hsa-miR-22-5p",1e-06,1e-06,1e-06
"hsa-miR-221-3p",5.069024484,5.232087015,5.199870797
"hsa-miR-221-5p",0.434082573,0.810345229,1.722354806
"hsa-miR-222-3p",2.633432354,2.546628895,2.869756054
"hsa-miR-222-5p",1e-06,1e-06,1e-06
"hsa-miR-223-3p",1e-06,1e-06,1e-06
"hsa-miR-223-5p",1e-06,1e-06,1e-06
"hsa-miR-224-3p",1e-06,1e-06,1e-06
"hsa-miR-224-5p",1e-06,1.503701372,1.415941378
"hsa-miR-2276-3p",1.958944879,2.517492344,2.306051533
"hsa-miR-2276-5p",1e-06,1e-06,1e-06
"hsa-miR-2277-3p",1e-06,0.305003087,1e-06
"hsa-miR-2277-5p",1e-06,1e-06,1e-06
"hsa-miR-2278",4.068187762,4.068187762,4.176561695
"hsa-miR-2355-3p",1e-06,1e-06,1e-06
"hsa-miR-2355-5p",1e-06,1e-06,1e-06
"hsa-miR-2392",2.135166618,1.661313854,1.681922269
"hsa-miR-23a-3p",6.323930733,7.043230011,6.707269138
"hsa-miR-23a-5p",1e-06,1e-06,1e-06
"hsa-miR-23b-3p",3.916662642,3.942247724,4.843892258
"hsa-miR-23b-5p",1e-06,1e-06,1e-06
"hsa-miR-23c",1e-06,1e-06,1e-06
"hsa-miR-24-1-5p",1e-06,1e-06,1e-06
"hsa-miR-24-2-5p",1e-06,1e-06,1e-06
"hsa-miR-24-3p",6.190610961,6.87986009,6.768067015
"hsa-miR-2467-3p",1e-06,1e-06,1e-06
"hsa-miR-2467-5p",1e-06,1e-06,1e-06
"hsa-miR-25-3p",3.297781338,3.605288886,3.622559099
"hsa-miR-25-5p",1e-06,1e-06,1e-06
"hsa-miR-2681-3p",1e-06,1e-06,1e-06
"hsa-miR-2681-5p",1e-06,1e-06,1e-06
"hsa-miR-2682-3p",1e-06,1e-06,1e-06
"hsa-miR-2682-5p",1e-06,1e-06,1e-06
"hsa-miR-26a-1-3p",1e-06,1e-06,1e-06
"hsa-miR-26a-2-3p",1e-06,1e-06,1e-06
"hsa-miR-26a-5p",2.991527739,2.976382969,3.934402434
"hsa-miR-26b-3p",1e-06,1e-06,1e-06
"hsa-miR-26b-5p",2.415988728,2.685903137,3.078936839
"hsa-miR-27a-3p",6.006398327,6.509156833,6.367614109
"hsa-miR-27a-5p",1e-06,1e-06,1e-06
"hsa-miR-27b-3p",4.862380643,5.497248071,5.326629396
"hsa-miR-27b-5p",1e-06,1e-06,1e-06
"hsa-miR-28-3p",1e-06,1e-06,1e-06
"hsa-miR-28-5p",1e-06,1e-06,1e-06
"hsa-miR-2861",4.705121641,4.869906132,4.48287301
"hsa-miR-2909",1e-06,1e-06,1e-06
"hsa-miR-296-3p",1e-06,1e-06,1e-06
"hsa-miR-296-5p",2.795025009,3.36130321,2.837391857
"hsa-miR-297",2.306051533,2.201607535,2.605026158
"hsa-miR-298",1e-06,1e-06,1e-06
"hsa-miR-299-3p",1e-06,0.387701465,0.831094795
"hsa-miR-299-5p",0.740410654,0.441160091,1.781866049
"hsa-miR-29a-3p",7.421256901,7.540827155,7.851881016
"hsa-miR-29a-5p",1e-06,1e-06,1e-06
"hsa-miR-29b-1-5p",1e-06,1e-06,0
"hsa-miR-29b-2-5p",1e-06,1e-06,1e-06
"hsa-miR-29b-3p",5.130778825,4.340841631,5.497248071
"hsa-miR-29c-3p",3.731721048,3.759098493,4.577165041
"hsa-miR-29c-5p",1e-06,1e-06,1e-06
"hsa-miR-300",1e-06,1e-06,1e-06
"hsa-miR-301a-3p",1e-06,1e-06,1e-06
"hsa-miR-301a-5p",1e-06,1e-06,1e-06
