"","GSM2123259","GSM2123260","GSM2123261","GSM2123262","GSM2123263","GSM2123264","GSM2123265","GSM2123266","GSM2123267","GSM2123268","GSM2123269","GSM2123270","GSM2123271","GSM2123272","GSM2123273","GSM2123274","GSM2123275","GSM2123276","GSM2123277","GSM2123278","GSM2123279","GSM2123280","GSM2123281","GSM2123282","GSM2123283","GSM2123284","GSM2123285","GSM2123286","GSM2123287","GSM2123288","GSM2123289","GSM2123290","GSM2123291","GSM2123292","GSM2123293","GSM2123294","GSM2123295"
"hsa-miR-138-1-3p",1,0,1,2,4.24792751344359,3.58496250072116,10.0552824355012,5.32192809488736,4.52356195605701,12.0261775968892,10.1267044728432,9.3037807481771,1,0,3.16992500144231,0,0,0,1.58496250072116,3.4594316186373,1,0,2.32192809488736,1.58496250072116,3.58496250072116,4,3.4594316186373,2.32192809488736,2,0,10.8193807908646,9.96578428466209,10.8399910705399,9.27379559921426,1.58496250072116,1.58496250072116,3.32192809488736
"hsa-miR-138-2-3p",1.58496250072116,0,1.58496250072116,3.16992500144231,4.95419631038687,3,10.3060616894283,5.4594316186373,4.85798099512757,9.51963625284321,6.6724253419715,6.32192809488736,1,0,2.58496250072116,0,0,0,0,3.4594316186373,1,1.58496250072116,3,4.39231742277876,4.75488750216347,5.04439411935845,3.90689059560852,1,3.8073549220576,0,8.78790255939143,7.77478705960117,9.28771237954945,7.54689445988764,2.58496250072116,0,1.58496250072116
"hsa-miR-138-5p",2,1,1,2,4.4594316186373,2.32192809488736,9.4241662888181,5.35755200461808,4.24792751344359,9.69696752623429,6.78135971352466,6.4757334309664,1.58496250072116,0,3.32192809488736,0,0,0,1,3,1,0,2.32192809488736,2,2.32192809488736,3.16992500144231,3.4594316186373,1.58496250072116,3.16992500144231,0,7.44294349584873,6.78135971352466,8.04439411935845,7.20945336562895,1,0,2.58496250072116
"hsa-miR-139-3p",2.32192809488736,1.58496250072116,1,2.8073549220576,6.3037807481771,4,10.12153351734,6.22881869049588,5.32192809488736,10.1045987535644,7.56985560833095,6.59991284218713,1,3.8073549220576,3.8073549220576,0,0,0,1,5.24792751344359,1.58496250072116,1.58496250072116,2.8073549220576,4.64385618977472,5.61470984411521,5.49185309632967,4.85798099512757,2.58496250072116,3.16992500144231,1,9.51175265376738,8.79116288855502,9.90689059560852,8.60362634498619,1.58496250072116,1,2.32192809488736
"hsa-miR-139-5p",3.70043971814109,2.8073549220576,3,8.07681559705083,8.56224242422107,7.75488750216347,10.3342732853072,8.34872815423108,7.40087943628218,11.1503819688178,8.85798099512757,7.25738784269265,2.8073549220576,3.4594316186373,4.75488750216347,1,2.8073549220576,2,1,2.8073549220576,1,4.08746284125034,6,6.68650052718322,7.20945336562895,5.61470984411521,4.58496250072116,4.58496250072116,4.32192809488736,3.16992500144231,8.29920801838728,7.60733031374961,9.48381577726426,7.71424551766612,2.32192809488736,1,3
"hsa-miR-140-3p",2,1.58496250072116,0,3.58496250072116,4.64385618977472,2.58496250072116,10.3619437737352,5.35755200461808,4.90689059560852,10.6812384117778,7.69348695749933,6.76818432477693,1,2.58496250072116,4,0,0,1,1,2.32192809488736,0,0,3,3,4.8073549220576,4.85798099512757,5,2.8073549220576,3.16992500144231,0,10.5745935273376,9.74483383749955,11.2039597032395,9.5980525001616,2,2,2
"hsa-miR-140-5p",0,0,0,2.32192809488736,2.32192809488736,1.58496250072116,10.0375469539622,5.08746284125034,4.16992500144231,7.78135971352466,4.8073549220576,4.08746284125034,0,0,1.58496250072116,0,0,0,0,2,0,0,1,1,2.32192809488736,4,3.4594316186373,1,2,0,7.08746284125034,6.2667865406949,7.54689445988764,6.12928301694497,1.58496250072116,0,1
"hsa-miR-141-3p",1.58496250072116,0,1,2.32192809488736,5.78135971352466,2.58496250072116,10.120237877342,6.3037807481771,5.83289001416474,7.61470984411521,4.70043971814109,4.16992500144231,0,3.90689059560852,3.58496250072116,1,0,0,0,2,0,0,2.8073549220576,3.32192809488736,6.37503943134692,7.19967234483636,6.79441586635011,2.58496250072116,3.8073549220576,1,8.86727873970966,8.1548181090521,9.01402047031493,7.53915881110803,3,1,4.08746284125034
"hsa-miR-141-5p",1,0,0,3.32192809488736,6.90689059560852,2,9.83920378809694,6.32192809488736,5.55458885167764,9.73640193131829,7.32192809488736,5.61470984411521,0,3.4594316186373,3.16992500144231,0,0,0,1.58496250072116,1,0,1,2.58496250072116,3.16992500144231,4.08746284125034,5.16992500144231,3.90689059560852,2.58496250072116,1,1,8.47167521439204,7.88874324889826,10.0223678130285,8.35755200461808,1.58496250072116,1,2.8073549220576
"hsa-miR-142-3p",1,1,1.58496250072116,3,4.32192809488736,4.08746284125034,8.85486838326024,6.68650052718322,6.44294349584873,8.67948009950545,6.08746284125034,4.52356195605701,0,1,1.58496250072116,0,0,1,0,1,1,0,0,3.16992500144231,4.08746284125034,5.08746284125034,3.32192809488736,2.32192809488736,3.16992500144231,0,6.74146698640115,5.97727992349992,7.57742882803575,6.18982455888002,1.58496250072116,1,2
"hsa-miR-142-5p",1,0,0,2.8073549220576,3.32192809488736,3,8.25738784269265,4.70043971814109,4.32192809488736,6.04439411935845,3.8073549220576,3.4594316186373,0,2.32192809488736,2.58496250072116,0,0,0,1,0,0,0,0,0,4.39231742277876,5.52356195605701,3,1.58496250072116,1,0,6.06608919045777,4.95419631038687,6.12928301694497,4.95419631038687,1,1,1
"hsa-miR-143-3p",2,0,2.32192809488736,3.16992500144231,4.75488750216347,2.58496250072116,10.1045987535644,5.85798099512757,5,10.9971794809376,8.40087943628218,6.44294349584873,1,2,2.58496250072116,0,2,2.32192809488736,1.58496250072116,1.58496250072116,2.32192809488736,3,4.4594316186373,5.4594316186373,6.68650052718322,6.88264304936184,6.06608919045777,4,5.16992500144231,1.58496250072116,7.29462074889163,6.85798099512757,8.57364718749332,7.05528243550119,1.58496250072116,1,3.90689059560852
"hsa-miR-143-5p",1,0,0,2.32192809488736,4.85798099512757,2.8073549220576,9.2807707701306,4.75488750216347,4.39231742277876,8.07146236255662,4.85798099512757,4.24792751344359,0,0,1.58496250072116,0,0,0,0,3.32192809488736,0,0,0,2,3,3.16992500144231,0,1,2,1,6.20945336562895,5.7279204545632,6.4093909361377,5.12928301694497,0,0,1.58496250072116
"hsa-miR-144-3p",1,0,0,2,3.16992500144231,1,8.70735913208088,5.4262647547021,5.55458885167764,9.25974326369078,6.75488750216347,4.75488750216347,1.58496250072116,0,3.16992500144231,0,0,0,1.58496250072116,1,1,0,2,4.32192809488736,4.52356195605701,5.28540221886225,5,4.75488750216347,4.16992500144231,4.4594316186373,8.82017896241519,7.94836723158468,9.55266909751427,8.00562454919388,0,0,1
"hsa-miR-144-5p",2,0,0,2,3.16992500144231,0,8.26209484537018,4.90689059560852,4.39231742277876,9.35535109642481,6.82017896241519,4.75488750216347,0,0,1.58496250072116,0,1,0,1,1,1,0,2.58496250072116,4,3.32192809488736,4.4594316186373,4.52356195605701,3.8073549220576,4,0,8.68999797141945,8.15987133677839,9.37068740680722,7.74146698640115,2,0,3.4594316186373
"hsa-miR-145-3p",0,1,0,4.16992500144231,6.85798099512757,5,8.29920801838728,7.10852445677817,6.02236781302845,10.3944626946103,8.32192809488736,7.39231742277876,0,0,3.32192809488736,0,0,1.58496250072116,0,1,0,0,1,0,2.32192809488736,2.58496250072116,2.32192809488736,1,1,0,8.81057163474115,8.06608919045777,9.6582114827518,7.76155123244448,1.58496250072116,0,1
"hsa-miR-145-5p",1.58496250072116,2,0,4.24792751344359,6.93073733756289,5.24792751344359,8.83605035505807,7.40087943628218,6.20945336562895,10.4635243732712,8.36194377373524,7.52356195605701,0,3.32192809488736,3.70043971814109,0,0,1,0,1.58496250072116,0,1,2.58496250072116,2.58496250072116,2.58496250072116,3,3,2,2.8073549220576,0,8.9915218460757,8.20945336562895,9.75655632252409,7.88264304936184,0,0,1
"hsa-miR-1468",0,0,0,4.08746284125034,4.8073549220576,3,9.03066713624694,5.95419631038687,5.61470984411521,9.06339508128851,6.2667865406949,5.58496250072116,0,3.4594316186373,3.16992500144231,0,0,0,0,2.8073549220576,0,0,2,2.32192809488736,3.32192809488736,3,3.58496250072116,2,4.39231742277876,1,8.49185309632967,7.63662462054365,9.11634396123747,7.2667865406949,0,0,1.58496250072116
"hsa-miR-1469",2,2.32192809488736,2.58496250072116,4.8073549220576,6.82017896241519,4.70043971814109,10.5304063370991,6.68650052718322,6.18982455888002,11.3917806060132,9,8.40514146313634,0,4.64385618977472,4.4594316186373,0,0,0,1.58496250072116,4.52356195605701,1.58496250072116,1,1.58496250072116,2,4,4.75488750216347,5,1,2.58496250072116,1,5.32192809488736,4.32192809488736,6.14974711950468,4.8073549220576,2.32192809488736,0,2.8073549220576
"hsa-miR-146a-3p",1,0,0,1.58496250072116,4.24792751344359,3.4594316186373,8.70735913208088,4.70043971814109,4.8073549220576,7.36632221424582,5.08746284125034,4.39231742277876,0,4.08746284125034,3.16992500144231,0,0,0,0,2.32192809488736,0,0,2.32192809488736,1.58496250072116,3.8073549220576,3.32192809488736,3.32192809488736,2,3,1,8.10328780841202,7.02236781302845,8.98299357469431,7.18982455888002,0,0,0
"hsa-miR-146a-5p",1.58496250072116,1,0,3.32192809488736,6.88264304936184,4.70043971814109,9.14720492494223,7.02236781302845,5.49185309632967,7.86418614465428,6.08746284125034,5.97727992349992,1,5.52356195605701,5.04439411935845,1.58496250072116,0,0,1,2.58496250072116,1,1,1.58496250072116,3.8073549220576,4.16992500144231,5.12928301694497,4.4594316186373,4.52356195605701,5.64385618977472,2,8.81698362325538,8.02790599656988,9.12670447284319,7.83920378809694,2,0,3
"hsa-miR-146b-3p",2,0,0,2.58496250072116,5.12928301694497,3.16992500144231,9.14465824283188,5.52356195605701,5.12928301694497,9.61838550225861,6.88264304936184,6.20945336562895,0,6.35755200461808,5.93073733756289,0,1.58496250072116,0,0,2,0,0,0,2.8073549220576,3,3.32192809488736,2.58496250072116,1.58496250072116,3,0,5.97727992349992,5.4262647547021,6.65821148275179,5.49185309632967,1,0,0
"hsa-miR-146b-5p",0,1,0,3.32192809488736,6.89481776330794,4.64385618977472,8.99435343685886,7.18982455888002,5.83289001416474,7.27612440527424,5.70043971814109,5.75488750216347,1,5.52356195605701,4.95419631038687,1.58496250072116,0,0,0,2.32192809488736,1.58496250072116,1,2,4,4.16992500144231,5,4.4594316186373,4.39231742277876,5.52356195605701,2,7.94836723158468,7.04439411935845,8.5077946401987,7.20945336562895,2.32192809488736,0,3.58496250072116
"hsa-miR-1470",3,2,3.4594316186373,3.8073549220576,6.55458885167764,4,10.3520434257954,5.6724253419715,4.75488750216347,9.62021982550749,6.61470984411521,5.55458885167764,1,2.32192809488736,6.08746284125034,0,0,0,2,5.20945336562895,2.58496250072116,1.58496250072116,1,2.58496250072116,5.35755200461808,5.83289001416474,5.88264304936184,2.58496250072116,2.8073549220576,0,5.83289001416474,5.16992500144231,6.53915881110803,5.4594316186373,2,1,2.32192809488736
"hsa-miR-1471",4.64385618977472,4.32192809488736,5.04439411935845,4.4594316186373,6.4262647547021,5.04439411935845,10.1137421660492,5.78135971352466,5.04439411935845,9.44501484586842,6.56985560833095,5.52356195605701,1,8.75822321472672,7.70735913208088,0,0,0,3.16992500144231,4,4,2.8073549220576,3.70043971814109,4.24792751344359,4.75488750216347,4.58496250072116,4.64385618977472,1,3.32192809488736,0,7.03342300153745,6.4093909361377,7.38370429247405,6.06608919045777,2.58496250072116,0,3
"hsa-miR-147a",1.58496250072116,0,0,3.4594316186373,5.04439411935845,3.32192809488736,8.53915881110803,5.12928301694497,4.4594316186373,7.44294349584873,4.64385618977472,3.32192809488736,0,1,1.58496250072116,0,0,0,0,1,0,1.58496250072116,1,2.32192809488736,2.32192809488736,3,1.58496250072116,1,0,0,6.75488750216347,5.58496250072116,8.31288295528435,6.49185309632967,1,0,0
"hsa-miR-147b",1,0,0,3.32192809488736,4.95419631038687,3.32192809488736,9.04439411935845,5.78135971352466,5.39231742277876,9.0389189892923,6.94251450533924,5.78135971352466,0,3.32192809488736,3.16992500144231,0,0,0,0,1,0,2,1.58496250072116,1.58496250072116,3.58496250072116,3.16992500144231,2.58496250072116,1,1,0,8.61102479730735,7.58496250072116,9.6582114827518,7.64385618977472,1,0,0
"hsa-miR-148a-3p",0,0,2.32192809488736,3.32192809488736,4.64385618977472,3,8.2336196767597,4.95419631038687,4.39231742277876,11.0613711926598,8.48784003382305,6.4262647547021,0,4.95419631038687,4.52356195605701,0,1,1,1,3.32192809488736,2,9.26209484537018,10.3049216695817,10.2562086885274,10.0098286173681,7.75488750216347,5.88264304936184,3.16992500144231,4,1,6.39231742277876,5.16992500144231,6.83289001416474,5.58496250072116,2.58496250072116,1,3
"hsa-miR-148a-5p",2,1,3,8.91587937883577,9.80896417491926,8.42206476617281,11.2755425560867,10.9722618487333,9.46147944728616,9.66888498426625,10.0195907283579,8.90086680798075,3.16992500144231,5.6724253419715,5.97727992349992,1.58496250072116,6.58496250072116,6.8073549220576,2.32192809488736,3.90689059560852,1.58496250072116,3,5.90689059560852,7.07681559705083,7.49984588708321,6.91886323727459,6.14974711950468,5.49185309632967,5.24792751344359,3.58496250072116,6.88264304936184,6.96578428466209,7.74819284958946,6.61470984411521,5.08746284125034,2.8073549220576,4.64385618977472
"hsa-miR-148b-3p",1,0,2.32192809488736,3,4.64385618977472,2.8073549220576,8.88569637333939,5.7279204545632,5.32192809488736,9.29920801838728,7.10852445677817,5.85798099512757,0,4.95419631038687,4.4594316186373,0,1,0,0,3.58496250072116,1,9.26209484537018,10.3060616894283,10.2526654324502,10.0223678130285,7.74819284958946,6.16992500144231,4.75488750216347,4.4594316186373,4.39231742277876,7.33985000288462,6.35755200461808,7.876516946565,6.16992500144231,2.32192809488736,1,2.8073549220576
"hsa-miR-148b-5p",0,0,0,2.32192809488736,4.39231742277876,2.58496250072116,7.91886323727459,5.4262647547021,5.35755200461808,8.81057163474115,6.22881869049588,4.64385618977472,0,1.58496250072116,2.32192809488736,0,1,0,1,1.58496250072116,0,0,0,1.58496250072116,3,3.16992500144231,2.58496250072116,1,2,0,6.74146698640115,5.97727992349992,7.13955135239879,5.52356195605701,0,0,1.58496250072116
"hsa-miR-149-3p",3.8073549220576,2.58496250072116,3.8073549220576,5.55458885167764,7.18982455888002,5.7279204545632,10.6838718686226,6.70043971814109,5.24792751344359,11.3454052467178,8.56224242422107,6.96578428466209,1,6.4594316186373,6.53915881110803,1,0,0,0,5.28540221886225,2.8073549220576,2,3.8073549220576,4.70043971814109,5.04439411935845,5.93073733756289,4.85798099512757,3.16992500144231,3.90689059560852,2.58496250072116,12.0784844174114,11.0940776856719,13.3565895203998,11.4408691676109,1.58496250072116,2.32192809488736,4.70043971814109
"hsa-miR-149-5p",1,0,1.58496250072116,3.4594316186373,5.12928301694497,3.8073549220576,10.243173983473,5.75488750216347,4.8073549220576,8.59991284218713,6.04439411935845,4.52356195605701,0,1.58496250072116,2.32192809488736,0,0,1,0,2.32192809488736,0,0,0,1,2.58496250072116,3.32192809488736,3.32192809488736,0,3.32192809488736,0,6.6724253419715,5.97727992349992,7.53138146051631,6.22881869049588,2,0,2.8073549220576
"hsa-miR-150-3p",1.58496250072116,0,1.58496250072116,3.90689059560852,5.8073549220576,4.64385618977472,9.07414146275251,5.64385618977472,4.08746284125034,11.1279943209764,8.76818432477693,8.27612440527424,0,0,2,0,0,0,1.58496250072116,2.58496250072116,1,0,2,3.32192809488736,2.32192809488736,1.58496250072116,3.16992500144231,2.32192809488736,2.32192809488736,0,10.6429542234803,10.1459321458205,10.1267044728432,8.4757334309664,1,0,3
"hsa-miR-150-5p",0,1,0,2.32192809488736,4.64385618977472,3.4594316186373,11.2173519052703,5.7279204545632,4.8073549220576,10.9046346216682,7.43462822763672,5.93073733756289,0,3.58496250072116,4,1,1,0,1.58496250072116,1.58496250072116,0,0,1.58496250072116,2.8073549220576,3.4594316186373,4.08746284125034,3.58496250072116,1,2.8073549220576,0,7.29462074889163,6.39231742277876,7.78135971352466,6.20945336562895,0,1,1
"hsa-miR-151a-3p",1.58496250072116,0,1.58496250072116,3.4594316186373,4.4594316186373,4,8.83920378809694,5.49185309632967,4.32192809488736,9.2336196767597,7.55458885167764,5.61470984411521,1,4.24792751344359,4.70043971814109,0,0,0,1.58496250072116,1.58496250072116,1,2,3.58496250072116,4.08746284125034,5.24792751344359,5.78135971352466,5.12928301694497,3,3.58496250072116,0,6.68650052718322,5.75488750216347,7.13955135239879,5.52356195605701,2.32192809488736,0,2.32192809488736
"hsa-miR-151a-5p",0,0,1.58496250072116,3.58496250072116,5.52356195605701,3.8073549220576,9.19229281447077,6.02236781302845,5.04439411935845,8.31741261376487,6.02236781302845,4.90689059560852,0,0,3.4594316186373,0,0,1.58496250072116,0,3,0,1,2,2.58496250072116,4.32192809488736,4.4594316186373,3.16992500144231,1.58496250072116,2.58496250072116,0,7.4093909361377,6.76818432477693,7.76155123244448,6.4757334309664,0,2,2.32192809488736
"hsa-miR-151b",0,0,1,3.32192809488736,5.32192809488736,3.4594316186373,9.13955135239879,5.95419631038687,4.85798099512757,8.25266543245025,5.85798099512757,4.90689059560852,0,0,2.58496250072116,0,0,1.58496250072116,0,2.8073549220576,0,1,2,2.58496250072116,3.8073549220576,4,3,1,2.58496250072116,0,7.28540221886225,6.52356195605701,7.43462822763672,6.18982455888002,0,2,1.58496250072116
"hsa-miR-152",0,0,1,5.95419631038687,6.79441586635011,5.64385618977472,8.4093909361377,5.32192809488736,4.08746284125034,7.43462822763672,5,3,0,3,3.32192809488736,0,0,0,0,2,1,0,1.58496250072116,3,4.70043971814109,5.55458885167764,4.4594316186373,2,3,1,7.16992500144231,6.24792751344359,7.22881869049588,5.85798099512757,1,0,1.58496250072116
"hsa-miR-153",0,0,0,2.58496250072116,3.4594316186373,2,9.39446269461032,4.39231742277876,3.4594316186373,7.52356195605701,4.64385618977472,3.16992500144231,0,0,2.32192809488736,0,0,0,1,1.58496250072116,0,0,2.58496250072116,2,2.32192809488736,2.8073549220576,3.32192809488736,1,2,0,7.467605550083,6.59991284218713,8.2807707701306,6.64385618977472,0,0,1.58496250072116
"hsa-miR-1537",0,0,0,3.32192809488736,5.20945336562895,3.58496250072116,9.2667865406949,5.7279204545632,4.85798099512757,10.2514824106202,7.72109918870718,6.4757334309664,0,3,3.70043971814109,0,1,0,0,4.24792751344359,0,0,2.32192809488736,3,3,4,4.08746284125034,2,3.4594316186373,0,9.60733031374961,8.4262647547021,11.0443941193585,9.38370429247405,0,0,2
"hsa-miR-1538",0,2.32192809488736,1.58496250072116,7.24792751344359,8.70735913208088,7.71424551766612,10.0237543532994,8.61838550225861,7.58496250072116,11.2957689344205,9.21916852046216,8.57364718749332,0,4,3.16992500144231,0,0,0,0,4.16992500144231,0,1.58496250072116,2.32192809488736,3.16992500144231,3.8073549220576,4.24792751344359,3.32192809488736,1.58496250072116,3.16992500144231,1,8.17492568250068,7.71424551766612,7.95419631038687,6.2667865406949,0,0,1.58496250072116
"hsa-miR-1539",1,2.58496250072116,2.58496250072116,8.35314682549808,8.3037807481771,7.56224242422107,10.1124395067816,7.34872815423108,5.78135971352466,9.55266909751427,6.83289001416474,5.61470984411521,0,5.58496250072116,4.8073549220576,0,0,0,0,3.16992500144231,1.58496250072116,1,3,3.58496250072116,5.85798099512757,6.35755200461808,6.02236781302845,1.58496250072116,2.8073549220576,0,7.33985000288462,7.07681559705083,7.81378119121704,6.76818432477693,2.32192809488736,1.58496250072116,3.8073549220576
"hsa-miR-154-3p",0,0,2.32192809488736,3.32192809488736,6.24792751344359,3.4594316186373,8.84549005094438,5.04439411935845,4.52356195605701,10.8895039634115,7.37503943134692,6.12928301694497,0,4.08746284125034,4.90689059560852,0,0,0,0,2.32192809488736,0,0,1,1,3.58496250072116,4.58496250072116,3.8073549220576,1.58496250072116,3.16992500144231,0,7.79441586635011,6.65821148275179,8.4262647547021,6.98868468677217,1,0,3
"hsa-miR-154-5p",0,1,0,4.08746284125034,5,3.4594316186373,8.77807712953536,6.10852445677817,5.20945336562895,8.74819284958946,6.3037807481771,5.12928301694497,0,3.58496250072116,3.4594316186373,0,0,1,1.58496250072116,3,1,0,1,3.58496250072116,2.32192809488736,3,3.58496250072116,2.32192809488736,4.95419631038687,1,7.05528243550119,6.65821148275179,7.876516946565,6.24792751344359,0,1,2
"hsa-miR-155-3p",0,0,0,1,3,2.8073549220576,7.4178525148859,5.78135971352466,6.3037807481771,8.65105169117893,6.12928301694497,4.58496250072116,0,0,1,0,0,0,1,1,0,1.58496250072116,0,2,5.12928301694497,5.93073733756289,4.32192809488736,3.16992500144231,4.8073549220576,1.58496250072116,7.64385618977472,6.82017896241519,8.41362792902417,6.74146698640115,0,0,1.58496250072116
"hsa-miR-155-5p",0,0,2.32192809488736,2.32192809488736,3.58496250072116,2.32192809488736,9.4241662888181,4.4594316186373,4,9.03342300153745,6.52356195605701,5.83289001416474,0,8.24317398347295,7.83920378809694,0,0,0,0,3,0,0,2,2.58496250072116,3.16992500144231,3.70043971814109,3.16992500144231,1.58496250072116,2,1.58496250072116,8.66888498426625,8.00562454919388,9.29920801838728,8.04439411935845,1,0,0
"hsa-miR-1587",0,2,0,3,3.70043971814109,2.58496250072116,10.2819300269554,5.08746284125034,4.08746284125034,10.9701058906122,7.67948009950545,6.49185309632967,0,3.90689059560852,3.16992500144231,0,0,0,0,4.08746284125034,0,2.58496250072116,1,2.8073549220576,3.90689059560852,3.70043971814109,4.24792751344359,1,2.32192809488736,0,9.87344411251538,8.81057163474115,10.1686721181322,9.25502856981873,1,0,2.58496250072116
"hsa-miR-15a-3p",1,1,0,1.58496250072116,4.4594316186373,2,8.7176764230664,5.7279204545632,5.20945336562895,7.74146698640115,4.58496250072116,4.32192809488736,0,1,3.4594316186373,0,0,0,1.58496250072116,1.58496250072116,1,1,2,2.58496250072116,3.16992500144231,3.32192809488736,4.08746284125034,0,2.32192809488736,1,7.6724253419715,6.85798099512757,8.18982455888002,7.05528243550119,1,0,2.32192809488736
"hsa-miR-15a-5p",1.58496250072116,0,0,2.32192809488736,3.70043971814109,2.32192809488736,8.37937836707126,4.32192809488736,2.58496250072116,8.10852445677817,4.70043971814109,3.4594316186373,0,1.58496250072116,1,0,0,0,0,1,0,0,0,2.32192809488736,5.08746284125034,6.3037807481771,4.24792751344359,2,2.8073549220576,1,8.97441458980553,8.14465824283188,9.76155123244448,8.2240016741981,0,1,1
"hsa-miR-15b-3p",1,0,0,1,3,1.58496250072116,7.93073733756289,4.64385618977472,4.16992500144231,7.70043971814109,5.12928301694497,3.58496250072116,0,1,1,0,1,0,0,1,0,0,1.58496250072116,3.16992500144231,2.32192809488736,2.32192809488736,3.32192809488736,1,1.58496250072116,1.58496250072116,7.69348695749933,6.91886323727459,8.82654848729091,7.21916852046216,1.58496250072116,0,1.58496250072116
"hsa-miR-15b-5p",0,0,0,2,3.16992500144231,1,8.81698362325538,4.64385618977472,3.58496250072116,7.4262647547021,4.64385618977472,3,0,1,4.64385618977472,0,0,0,0,1,0,2,1,2.8073549220576,3.58496250072116,4.32192809488736,3.70043971814109,0,3.16992500144231,0,8.45532722030456,7.876516946565,8.57742882803575,7.52356195605701,0,1,2
"hsa-miR-16-1-3p",1,0,0,2,4.39231742277876,1.58496250072116,8.66888498426625,5.24792751344359,5.12928301694497,8.8073549220576,6.10852445677817,5.75488750216347,0,1.58496250072116,2.8073549220576,0,0,0,0,1,0,1,0,2.58496250072116,2,3.16992500144231,2.58496250072116,0,2.32192809488736,0,7.62935662007961,6.95419631038687,8.35314682549808,7.05528243550119,0,1,1.58496250072116
"hsa-miR-16-2-3p",0,0,0,2,3.8073549220576,1.58496250072116,8.05528243550119,4.08746284125034,4.16992500144231,7.14974711950468,4.4594316186373,4,0,1,2,0,1,0,1,2,0,1,2.32192809488736,2.8073549220576,1,2.8073549220576,2.32192809488736,1.58496250072116,3.4594316186373,0,8.13442632022093,7.4262647547021,8.26209484537018,6.83289001416474,1,0,1.58496250072116
"hsa-miR-16-5p",0,1.58496250072116,1,5.8073549220576,6.4757334309664,5.90689059560852,8.31288295528435,6.16992500144231,5.64385618977472,7.49185309632967,5.24792751344359,4.95419631038687,1.58496250072116,4.90689059560852,4,0,0,0,0,2.58496250072116,1.58496250072116,2.32192809488736,3.70043971814109,5,5.83289001416474,7.2667865406949,4.95419631038687,3,4,1,9.13955135239879,8.4093909361377,9.39446269461032,8.16490692667569,2,2.32192809488736,2.8073549220576
"hsa-miR-17-3p",0,0,1,2.32192809488736,4.70043971814109,3.58496250072116,9.60362634498619,5.28540221886225,4.08746284125034,8.00562454919388,5.35755200461808,4.16992500144231,0,3.8073549220576,4.52356195605701,0,0,1,0,2.32192809488736,1,2,2,2.32192809488736,3.70043971814109,3.70043971814109,3.58496250072116,0,2.8073549220576,0,6.18982455888002,5.24792751344359,7.39231742277876,5.7279204545632,0,0,0
"hsa-miR-17-5p",0,0,1,3.32192809488736,4.24792751344359,1,9.60362634498619,5.61470984411521,4.70043971814109,9.58496250072116,6.8703647195834,4.95419631038687,0,3,3.16992500144231,0,0,1,0,1.58496250072116,1,0,1,2,2.32192809488736,4,3.58496250072116,1,1.58496250072116,0,5.7279204545632,4.8073549220576,6.49185309632967,4.52356195605701,0,0,0
"hsa-miR-181a-2-3p",2.32192809488736,1.58496250072116,1,5.08746284125034,6.33985000288462,4.32192809488736,9.467605550083,6.58496250072116,5.4594316186373,9.83447104998422,7.56224242422107,5.97727992349992,1,3.70043971814109,4.8073549220576,0,2,2,2,2,0,2,3.70043971814109,4.58496250072116,4.8073549220576,5.78135971352466,5,1.58496250072116,2,0,6.68650052718322,5.64385618977472,7.36632221424582,6.18982455888002,1.58496250072116,0,3.32192809488736
"hsa-miR-181a-3p",1.58496250072116,0,2.58496250072116,4.08746284125034,5.35755200461808,4,9.76818432477693,6.16992500144231,5.61470984411521,8.76487159073609,6.28540221886225,4.85798099512757,1,4,4.58496250072116,1,2.58496250072116,1,1,3.16992500144231,1.58496250072116,2,4,4.58496250072116,4.52356195605701,4.4594316186373,4.70043971814109,2.32192809488736,2.58496250072116,0,10.2143191208008,9.24079133216196,11.6293566200796,10.0861362250273,3.16992500144231,1,2.58496250072116
"hsa-miR-181a-5p",3.32192809488736,3.32192809488736,3.4594316186373,4.39231742277876,6.06608919045777,4.52356195605701,11.2002856052243,6.91886323727459,6.04439411935845,8.94544383637791,6.93073733756289,5.55458885167764,1,6.7279204545632,6.84549005094437,1.58496250072116,0,1,3.4594316186373,4.70043971814109,3,4.39231742277876,6.08746284125034,7.53138146051631,7.467605550083,7.70043971814109,7.10852445677817,4.85798099512757,7.14974711950468,3.70043971814109,11.4470832262097,10.6759570329417,11.4848228942621,9.83920378809694,2.32192809488736,1,6.02236781302845
"hsa-miR-181b-3p",1,0,0,2.8073549220576,3.90689059560852,3,8.13442632022093,5,5.08746284125034,7.78790255939143,4.90689059560852,3.58496250072116,0,2.58496250072116,1.58496250072116,0,0,1,1,0,0,0,2.32192809488736,3.4594316186373,2.8073549220576,3.32192809488736,3,0,1.58496250072116,0,6.97727992349992,6.14974711950468,7.49984588708321,5.97727992349992,1,0,1.58496250072116
"hsa-miR-181b-5p",1.58496250072116,1,0,4.16992500144231,5.93073733756289,3.70043971814109,9.98156728190301,6.61470984411521,5.8073549220576,9.91288933622996,7.40087943628218,5.8073549220576,0,1,2.32192809488736,0,0,1,1,3.70043971814109,0,2,3.32192809488736,4.64385618977472,4,4,3.8073549220576,2.58496250072116,4.16992500144231,1.58496250072116,9.6724253419715,9.03066713624694,9.78135971352466,8.47167521439204,1.58496250072116,1,2.8073549220576
