"","GSM2123259","GSM2123260","GSM2123261","GSM2123262","GSM2123263","GSM2123264","GSM2123265","GSM2123266","GSM2123267","GSM2123268","GSM2123269","GSM2123270","GSM2123271","GSM2123272","GSM2123273","GSM2123274","GSM2123275","GSM2123276","GSM2123277","GSM2123278","GSM2123279","GSM2123280","GSM2123281","GSM2123282","GSM2123283","GSM2123284","GSM2123285","GSM2123286","GSM2123287","GSM2123288","GSM2123289","GSM2123290","GSM2123291","GSM2123292","GSM2123293","GSM2123294","GSM2123295"
"hsa-miR-6087",1,0,0,2,5.97727992349992,3.4594316186373,10.047123912114,5.78135971352466,5.75488750216347,9.55074678538324,6.90689059560852,6.2667865406949,0,2.8073549220576,3.58496250072116,0,0,0,0,2,0,1,0,1,3.58496250072116,3.8073549220576,4.52356195605701,1,2.32192809488736,0,7.95419631038687,7.18982455888002,8.18982455888002,6.6724253419715,0,1,2
"hsa-miR-6088",2.32192809488736,1.58496250072116,1.58496250072116,2,5.64385618977472,3.4594316186373,9.65463602852797,4.64385618977472,4.64385618977472,11.5641494899857,8.97154355395077,7.51569983828404,0,6.83289001416474,5.85798099512757,0,0,0,1,3.16992500144231,1.58496250072116,1.58496250072116,2.32192809488736,2.8073549220576,4.08746284125034,3.32192809488736,4.85798099512757,0,3.8073549220576,0,9.7714894695006,9.17492568250068,10.3793783670713,8.65463602852797,1.58496250072116,1,2.8073549220576
"hsa-miR-6089",2.32192809488736,2,3,4.32192809488736,7.11894107272351,4.58496250072116,10.753216749179,6.16992500144231,4.95419631038687,11.2252074369435,8.60733031374961,7.15987133677839,0,7.05528243550119,6.35755200461808,0,0,0,0,3.4594316186373,1.58496250072116,2,2.32192809488736,1.58496250072116,4.52356195605701,4.85798099512757,4.8073549220576,1,3,0,8.09803208296053,7.72109918870718,8.16490692667569,7.11894107272351,1.58496250072116,0,3.4594316186373
"hsa-miR-609",0,0,1,2.8073549220576,3.58496250072116,3.90689059560852,9.90839262077375,5.24792751344359,4.52356195605701,8.65463602852797,5.88264304936184,5.8073549220576,0,0,1,0,0,0,0,1.58496250072116,0,0,1.58496250072116,1.58496250072116,4.16992500144231,3.70043971814109,3.32192809488736,3.58496250072116,3.70043971814109,1,7.78135971352466,6.95419631038687,9.19967234483636,7.62205181945638,0,0,1.58496250072116
"hsa-miR-6090",6.6724253419715,6.84549005094437,7.12928301694497,8.83920378809694,9.14720492494223,8.22881869049588,11.2609195336629,7.92481250360578,6.4093909361377,9.74986942739684,6.74146698640115,6.08746284125034,3,8.08214904135387,7.66533591718518,0,0,0,5.04439411935845,6.32192809488736,5.12928301694497,4.24792751344359,4.39231742277876,5.75488750216347,5.64385618977472,5.12928301694497,5,2.58496250072116,3.90689059560852,0,7.08746284125034,6.58496250072116,7.06608919045777,5.70043971814109,3,0,3.8073549220576
"hsa-miR-610",0,0,1,0,1.58496250072116,1.58496250072116,9.22881869049588,4.24792751344359,3.8073549220576,8.07146236255662,5.7279204545632,5.12928301694497,0,1,2,0,0,0,1,2,0,0,0,2.58496250072116,2.8073549220576,3,3.70043971814109,2.32192809488736,2.8073549220576,0,7.14974711950468,6.24792751344359,7.51569983828404,6.08746284125034,1.58496250072116,2,3
"hsa-miR-611",2.58496250072116,2,2.32192809488736,4.39231742277876,6.4757334309664,4.16992500144231,10.5459297690855,6.22881869049588,5.24792751344359,9.71938882094208,6.95419631038687,5.93073733756289,2,4.08746284125034,4.75488750216347,1,0,0,2.32192809488736,3.58496250072116,0,2.58496250072116,2.32192809488736,2.8073549220576,4.95419631038687,5.85798099512757,4.85798099512757,2.32192809488736,3.4594316186373,1,8.73470962022584,7.73470962022584,9.4797802640291,8.35314682549808,0,0,2
"hsa-miR-612",0,0,0,3.4594316186373,5.20945336562895,3.4594316186373,9.98156728190301,5.61470984411521,5.08746284125034,10.1972166931101,8.2045711442492,6.93073733756289,0,2.8073549220576,3.58496250072116,0,0,0,1,2.58496250072116,0,0,1.58496250072116,3.16992500144231,3.58496250072116,2.32192809488736,3.32192809488736,0,1,0,6.12928301694497,5.49185309632967,6.83289001416474,5.08746284125034,0,0,2
"hsa-miR-6124",9.04712391211403,9.53332973230583,9.52160043972373,6,7,6.35755200461808,12.0691140617739,7.15987133677839,6.02236781302845,9.98726401207254,7.94836723158468,6.32192809488736,5.90689059560852,9.83920378809694,8.35314682549808,0,0,0,1.58496250072116,3.32192809488736,8.11374216604919,3.90689059560852,5.35755200461808,5.16992500144231,5.20945336562895,4.08746284125034,3.90689059560852,0,2.58496250072116,1.58496250072116,6.28540221886225,5.64385618977472,6.62935662007961,5.4262647547021,3.90689059560852,0,2
"hsa-miR-6125",3.16992500144231,2.58496250072116,2.58496250072116,8.52356195605701,8.74146698640115,7.82654848729092,10.7372473430277,7.90689059560852,6.5077946401987,9.24079133216196,6.7279204545632,6.08746284125034,1.58496250072116,6.59991284218713,6.08746284125034,1,2,1.58496250072116,1.58496250072116,4,3,2.58496250072116,3,3.58496250072116,4.52356195605701,5.24792751344359,5.55458885167764,1.58496250072116,3.8073549220576,2,5.61470984411521,5.04439411935845,6.56985560833095,4.90689059560852,2.32192809488736,2.58496250072116,1.58496250072116
"hsa-miR-6126",1,1.58496250072116,1,3.70043971814109,6.44294349584873,4.32192809488736,10.2360141919001,6.04439411935845,5.28540221886225,9.64385618977473,7.10852445677817,6.06608919045777,0,2,4.32192809488736,0,0,0,0,4.08746284125034,1.58496250072116,2.32192809488736,0,2.32192809488736,4.08746284125034,4,4.24792751344359,3.4594316186373,3.70043971814109,1,8.69696752623429,7.85174904141606,9.16992500144231,7.75488750216347,1.58496250072116,1,1
"hsa-miR-6127",1,0,1.58496250072116,3.70043971814109,5.58496250072116,3.8073549220576,10.1636496760158,6.10852445677817,5.12928301694497,10.7665289085989,7.91288933622996,6.5077946401987,0,6,5.24792751344359,0,0,0,1,2.32192809488736,0,1,2,3,3.4594316186373,5.7279204545632,3.32192809488736,0,0,0,5.12928301694497,4.8073549220576,6.20945336562895,4.4594316186373,2,0,1
"hsa-miR-6128",1.58496250072116,0,0,3,6.71424551766612,4.4594316186373,8.02236781302845,6.94251450533924,5.58496250072116,8.43462822763673,6.56985560833095,6.14974711950468,0,0,2.32192809488736,2,2.32192809488736,1,0,3.16992500144231,0,1,1,1.58496250072116,3.32192809488736,3.32192809488736,3.58496250072116,0,1.58496250072116,0,7.2667865406949,6.62935662007961,8.27612440527424,6.4594316186373,2.32192809488736,0,1
"hsa-miR-6129",0,1,1,2,4.75488750216347,3.16992500144231,9.56224242422107,5.32192809488736,3.90689059560852,8.59245703726808,5.64385618977472,5.08746284125034,0,5.95419631038687,5.55458885167764,0,0,0,0,0,0,1,1,1,3.16992500144231,3.8073549220576,2.58496250072116,1,2,0,6.5077946401987,5.83289001416474,7.35755200461808,5.95419631038687,2.32192809488736,1.58496250072116,1.58496250072116
"hsa-miR-613",1,0,0,7.92481250360578,9.19967234483636,8.25738784269265,9.79766152585376,9.11634396123747,7.93073733756289,9.5077946401987,8.31288295528435,7.52356195605701,0,8.86108690599539,8.00562454919388,0,0,0,0,2.58496250072116,0,3.70043971814109,4.16992500144231,3.32192809488736,3.90689059560852,2.8073549220576,3.4594316186373,0,2.58496250072116,0,6.61470984411521,5.83289001416474,8.04984854945056,6.64385618977472,3.32192809488736,0,1.58496250072116
"hsa-miR-6130",2.58496250072116,1,1.58496250072116,4.16992500144231,5.90689059560852,4.08746284125034,9.38801728534514,6.32192809488736,5.08746284125034,7.7279204545632,6.10852445677817,5.35755200461808,0,1.58496250072116,3.70043971814109,0,1.58496250072116,0,2,2.58496250072116,1.58496250072116,1,1.58496250072116,2.32192809488736,3.16992500144231,3.90689059560852,2,0,1,0,6.4262647547021,5.95419631038687,7.37503943134692,5.85798099512757,1.58496250072116,0,1
"hsa-miR-6131",2,1,0,2,3.8073549220576,3,10.2502984179063,5.32192809488736,4.58496250072116,8.98868468677217,6.22881869049588,5.20945336562895,0,1.58496250072116,4.85798099512757,0,1,1,1,3,0,1,1,2,5.35755200461808,4.95419631038687,5.04439411935845,0,1.58496250072116,0,9.62021982550749,8.84235034341381,9.60917873814198,7.99435343685886,1.58496250072116,1.58496250072116,2
"hsa-miR-6132",0,0,1,1,4.70043971814109,2.58496250072116,9.74651432113846,5.24792751344359,4.08746284125034,9.70735913208088,7.02236781302845,6.4594316186373,0,0,4.32192809488736,0,0,0,0,2,1,2,3,4,3.90689059560852,4.64385618977472,4.16992500144231,1,2.32192809488736,0,7.98299357469431,7.36632221424582,8.34429590791582,6.71424551766612,0,0,2.32192809488736
"hsa-miR-6133",1.58496250072116,1,0,3.32192809488736,4.8073549220576,3.58496250072116,10.8447057644119,6.08746284125034,5,10.8525295094042,7.24792751344359,5.83289001416474,0,5.64385618977472,4.95419631038687,0,0,0,1,3.32192809488736,0,0,2,3.58496250072116,4.52356195605701,6.06608919045777,4,2,4.16992500144231,0,4.90689059560852,4.39231742277876,5.32192809488736,4.24792751344359,0,0,1.58496250072116
"hsa-miR-6134",0,1,0,2.58496250072116,5.24792751344359,2.8073549220576,11.2638560195961,5.64385618977472,5.16992500144231,9.01680828768655,6.4757334309664,5.4262647547021,0,2,4.4594316186373,1,1,0,0,2.58496250072116,0,1,1.58496250072116,2,4,4.16992500144231,3,0,2.32192809488736,0,7.08746284125034,6.18982455888002,7.94251450533924,6.35755200461808,1.58496250072116,0,1.58496250072116
"hsa-miR-614",1.58496250072116,1.58496250072116,1,4.90689059560852,5.95419631038687,4.58496250072116,9.39446269461032,5.8073549220576,4.70043971814109,9.80251636512122,7.29462074889163,6.3037807481771,0,3.32192809488736,2.32192809488736,0,0,1,0,2.8073549220576,0,1,1.58496250072116,3.16992500144231,3.90689059560852,4.4594316186373,4.16992500144231,1.58496250072116,3.70043971814109,1,9.30149619498255,8.40514146313634,9.87190523765919,8.15987133677839,1.58496250072116,1,2.8073549220576
"hsa-miR-615-3p",1,0,0,3.32192809488736,5.39231742277876,3.90689059560852,10.7064960180612,6.79441586635011,5.64385618977472,8.88569637333939,6.7279204545632,5.83289001416474,1,3,1.58496250072116,0,0,0,0,2.8073549220576,0,1,1.58496250072116,1,2.32192809488736,2.58496250072116,3.32192809488736,2,5.20945336562895,1,7.97727992349992,7.62935662007961,9.02236781302845,7.81378119121704,0,1,0
"hsa-miR-615-5p",1.58496250072116,1.58496250072116,1.58496250072116,4.64385618977472,6.79441586635011,4.58496250072116,10.0306671362469,6.85798099512757,5.64385618977472,11.4003457965347,9.04984854945056,7.67948009950545,1,7.14974711950468,6.33985000288462,1,0,1,1,3.4594316186373,1,1.58496250072116,2.58496250072116,3,3.90689059560852,4.4594316186373,4.8073549220576,1,2.8073549220576,2.58496250072116,12.0848083878044,11.0993478104032,13.3449893446227,11.4231159101471,0,2.58496250072116,4.39231742277876
"hsa-miR-616-3p",1,0,2,2.58496250072116,3.90689059560852,3.4594316186373,10.2514824106202,5.24792751344359,3.70043971814109,8.467605550083,5.70043971814109,4.16992500144231,0,1.58496250072116,3,0,2.8073549220576,3.8073549220576,0,2,0,0,1,2.8073549220576,4.70043971814109,4.75488750216347,4.64385618977472,0,1.58496250072116,0,7.03342300153745,6.52356195605701,7.89481776330794,6.39231742277876,1,0,2
"hsa-miR-6165",1,0,0,2.8073549220576,5.24792751344359,3,11.3253054550897,5.64385618977472,4.58496250072116,9.01402047031493,6.18982455888002,5.39231742277876,0,2.58496250072116,6.62935662007961,0,0,0,0,2,1,1,2,2.32192809488736,4.58496250072116,5.24792751344359,4.8073549220576,1.58496250072116,2,0,9.3264294871223,8.49984588708321,9.67419226814568,7.94836723158468,0,0,2.8073549220576
"hsa-miR-616-5p",0,0,0,1,4.4594316186373,2.58496250072116,10.8368393597487,5.28540221886225,4,8.3264294871223,5.78135971352466,4,0,3,2,0,0,0,1,0,0,0,1,1,4.90689059560852,5.12928301694497,5.20945336562895,1.58496250072116,1.58496250072116,1.58496250072116,7.4594316186373,6.74146698640115,7.83289001416474,6.65821148275179,0,0,2
"hsa-miR-617",2.32192809488736,0,0,7.20945336562895,7.88264304936184,6.98868468677217,11.5844927969759,6.97727992349992,5.85798099512757,7.94836723158468,5.6724253419715,5.12928301694497,1,2.32192809488736,3,0,0,0,1.58496250072116,3.58496250072116,0,0,1,1.58496250072116,4.64385618977472,4.90689059560852,4.16992500144231,1.58496250072116,3,1,9.46964181723952,8.57364718749332,9.319672120947,7.77478705960117,0,1,2.32192809488736
"hsa-miR-618",0,0,0,2.32192809488736,3.8073549220576,2.32192809488736,9.16239132875691,5.20945336562895,4.58496250072116,9.75988818322183,7.97154355395077,6.4262647547021,0,1,4.75488750216347,0,0,0,1.58496250072116,1.58496250072116,1,1,2,3.32192809488736,3.4594316186373,4.08746284125034,4,0,2,0,7.59245703726808,6.78135971352466,7.94836723158468,6.33985000288462,0,1,2
"hsa-miR-619",1,1,0,3.16992500144231,5.12928301694497,3.32192809488736,8.51569983828404,6.14974711950468,5.4262647547021,10.2749604721406,8.19967234483636,7.81378119121704,0,1.58496250072116,3.16992500144231,0,1,1,1.58496250072116,3.32192809488736,1,2,2.32192809488736,3,3.8073549220576,3.4594316186373,3.4594316186373,1.58496250072116,1.58496250072116,1,10.3772105303886,9.88569637333939,10.1176431013891,8.31741261376487,0,1,2.58496250072116
"hsa-miR-620",0,0,0,2,2.32192809488736,2.32192809488736,8.54689445988764,3.58496250072116,3.4594316186373,6.02236781302845,3.90689059560852,2.8073549220576,0,2.58496250072116,1.58496250072116,0,0,0,0,1,0,0,0,1.58496250072116,1.58496250072116,3.90689059560852,2,1,2,0,6.75488750216347,5.95419631038687,7.38370429247405,6.02236781302845,1.58496250072116,0,0
"hsa-miR-621",2.32192809488736,0,1,2,4.4594316186373,2.58496250072116,9.24792751344359,4.85798099512757,4.32192809488736,7.75488750216347,5.49185309632967,5.08746284125034,0,3.4594316186373,3.58496250072116,0,0,0,0,1.58496250072116,0,0,0,2,3,3.8073549220576,2.58496250072116,1,2,0,6.75488750216347,6.4093909361377,6.76818432477693,5.28540221886225,1.58496250072116,0,2
"hsa-miR-622",0,1.58496250072116,0,4.70043971814109,5.93073733756289,4.64385618977472,9.86418614465428,6.61470984411521,5.58496250072116,11.0354864512922,7.98299357469431,6.61470984411521,0,1.58496250072116,1.58496250072116,0,0,0,1,3,0,0,0,1,3.16992500144231,3.70043971814109,3.58496250072116,1.58496250072116,3.16992500144231,0,9.63117705570398,8.58496250072116,9.92035285541508,8.94544383637791,1,1.58496250072116,2.32192809488736
"hsa-miR-623",1.58496250072116,0,1.58496250072116,1.58496250072116,5.4262647547021,2.8073549220576,10.5245417150358,5.6724253419715,4.52356195605701,9.48784003382305,6.83289001416474,5.97727992349992,0,3.16992500144231,4.39231742277876,0,0,0,1,3.16992500144231,0,0,1.58496250072116,2.8073549220576,4.90689059560852,5.08746284125034,4.32192809488736,1,2,0,6.95419631038687,6.56985560833095,7.79441586635011,6.44294349584873,0,0,2.58496250072116
"hsa-miR-624-3p",1.58496250072116,0,1.58496250072116,0,3,2,7.44294349584873,4.16992500144231,4.16992500144231,8.13955135239879,5.04439411935845,4.52356195605701,1,3.4594316186373,2,0,0,0,0,3.70043971814109,0,0,0,2.32192809488736,2.32192809488736,3.32192809488736,3,1.58496250072116,1,0,9.41574176829009,8.11894107272351,10.4573808790725,8.68299458368168,0,1,1
"hsa-miR-624-5p",2.32192809488736,0,1.58496250072116,2,4,2.8073549220576,8.12928301694497,5.93073733756289,5.55458885167764,8.04984854945056,5,4,0,3.70043971814109,6.44294349584873,0,0,0,2,2.8073549220576,1,0,2.32192809488736,2,3.70043971814109,3.90689059560852,3.8073549220576,4.8073549220576,5.24792751344359,2.32192809488736,6.91886323727459,5.83289001416474,7.49185309632967,6.14974711950468,2,1,2
"hsa-miR-625-3p",4.58496250072116,4.52356195605701,4.52356195605701,8.39660478118186,9.27379559921426,8.70390357344466,10.6995724532873,8.66888498426625,7.59991284218713,10.0430272835945,7.63662462054365,6.8073549220576,3.32192809488736,9.62935662007961,8.8703647195834,0,2.58496250072116,4,2.32192809488736,3.16992500144231,3.58496250072116,9.31288295528435,10.3353903546939,10.2842457498297,10.0443941193585,7.44294349584873,5.61470984411521,2.58496250072116,3.16992500144231,0,7.78790255939143,7.18982455888002,8.82654848729091,7.02236781302845,3.32192809488736,2.32192809488736,3
"hsa-miR-625-5p",5.16992500144231,5.39231742277876,5.61470984411521,8.4178525148859,9.30833903013941,8.71424551766612,10.5924570372681,8.69696752623429,7.59991284218713,9.5980525001616,7.45121111183233,6.75488750216347,3.32192809488736,9.62935662007961,8.90989308377004,0,3.70043971814109,4.52356195605701,3,3.4594316186373,3.90689059560852,9.32418054661874,10.3353903546939,10.2992080183873,10.0552824355012,7.44294349584873,5.6724253419715,2.58496250072116,2.8073549220576,0,6.4093909361377,5.8073549220576,7.06608919045777,5.35755200461808,3.4594316186373,2,2.8073549220576
"hsa-miR-626",1,1,0,0,3.4594316186373,2.32192809488736,9.22158712126481,4.52356195605701,3.90689059560852,7.14974711950468,4.95419631038687,4.08746284125034,0,2,2.32192809488736,0,0,0,0,1,0,0,1,1.58496250072116,2.58496250072116,2.8073549220576,2.58496250072116,0,2,0,8.14974711950468,7.56224242422107,8.4757334309664,7.08746284125034,1,1.58496250072116,0
"hsa-miR-627",0,0,0,2.8073549220576,3.32192809488736,3.8073549220576,9.64925617751731,5.39231742277876,4.52356195605701,7.94836723158468,4.95419631038687,4.64385618977472,0,5.16992500144231,5.24792751344359,0,0,0,0,2,0,1,1.58496250072116,2.8073549220576,3.4594316186373,3.16992500144231,4.24792751344359,1,0,0,7.17990909001493,6.49185309632967,7.7279204545632,6.52356195605701,0,1,1
