"","GSM2716217","GSM2716218","GSM2716219","GSM2716220","GSM2716221","GSM2716222","GSM2716223","GSM2716224","GSM2716225","GSM2716226","GSM2716227","GSM2716228","GSM2716229","GSM2716230","GSM2716231","GSM2716232","GSM2716233","GSM2716234","GSM2716235","GSM2716236","GSM2716237","GSM2716238","GSM2716239","GSM2716240","GSM2716241","GSM2716242","GSM2716243","GSM2716244","GSM2716245","GSM2716246"
"hsa-miR-24-3p",2.27899512,2.066351975,1.051007327,2.690752254,1.437227837,1.751825622,2.394334684,1.913288923,1.660901188,1.766112027,-0.429588546,-0.028653119,-1.090679036,0.156229009,0.752978211,0.866171551,-1.095488137,-0.088304078,-1.001738565,-0.212469522,0.547582535,0.168382707,0.733250016,0.443126271,0.111909217,0.35032413,0.60787646,0.570142526,0.428039779,0.64488501
"hsa-miR-20a-5p",0.884375346,1.051587885,0.845298493,1.845583194,1.317971552,0.864204292,1.596400564,0.950651986,0.523277245,1.291401061,-2.089316026,0.033759441,-0.289633936,-0.648160791,-0.294092539,-0.513832719,-0.512317407,-0.644164798,-0.928785345,-1.399057332,1.404958925,1.493959297,0.475693506,0.944792721,1.694864797,0.55854631,1.20884012,0.648059866,1.350413379,1.16719745
"hsa-miR-144-3p",-0.113346247,-1.556543426,1.534678958,1.053629722,0.77615991,-1.241943024,-0.517254425,-1.967205565,0.338466093,-1.344826759,-2.185748086,0.420245831,2.059203154,0.334608699,-0.409114949,1.191991711,1.227266913,0.947389642,0.749638085,1.746177358,1.178060395,0.489004907,-0.410749664,0.952183121,1.515398877,0.59724905,0.44929933,0.651645316,1.005129849,0.91476136
"hsa-miR-106a-5p",0.413504501,0.640015222,-0.277845331,-0.40690301,0.767605238,0.684952107,-0.361668426,0.636513472,0.133485714,0.499246484,-1.295258796,-0.335777889,-0.567945506,-0.874449291,-0.410795029,-0.192646679,-2.111908987,-1.480750948,-2.357322415,-1.558303212,0.604497815,0.595648117,-0.292987164,0.100700461,0.882877657,-0.28286218,0.32955984,-0.403665724,0.692496439,0.49573115
"hsa-miR-93-5p",-0.821893284,0.012966006,-0.018315553,-0.324310591,0.421676774,0.228367077,-0.469586102,0.268698557,-0.257203686,0.35875657,0.260975244,-0.872864009,-1.308073586,-1.040483161,-0.808984519,-2.835654839,-0.845844187,-1.414680028,-1.366176385,-1.430082062,0.718075665,0.588047877,-0.762723314,-0.004058609,0.832337897,-0.74209264,-0.13790703,-0.412950544,0.490117599,0.23306696
"hsa-miR-320b",1.500693635,1.262765603,0.660220111,0.629058331,1.264162281,1.520418636,0.868425456,0.952881288,0.282568966,2.117539984,-0.281587096,-0.099633999,-0.024020536,1.764137529,-1.535964479,-1.366541139,-0.010549907,0.228504202,1.130148115,-0.470904292,-2.182557305,-1.973871993,-3.000232264,-1.839910109,-2.091958933,-2.25316916,-1.7253896,-1.511387474,-3.022578541,-2.72480283
"hsa-miR-101-3p",-0.134953164,-1.415395079,0.121444292,0.469484875,0.278095623,-0.933112376,1.256843024,-0.802236637,0.506632139,-0.657233701,-2.087329656,-1.458383349,-0.303450186,-0.287362851,-2.427194769,-0.173139529,-0.510922987,-1.563598898,-0.279506685,-0.306536542,-0.174514935,-0.537827283,-0.845003844,-0.687772479,-0.167722173,-0.7140973,-0.67934185,-0.452333864,-0.453839171,-0.56644606
"hsa-miR-107",-0.612585537,0.787289591,-0.087757798,-0.109045481,-0.433805864,-0.123608184,-1.954861316,0.17877682,-0.002544827,-0.987693117,0.010783044,-0.759568499,-0.811015976,-1.599376111,-0.032218729,0.243416311,-0.548281207,-0.674986128,-0.527467695,-0.110240282,-0.657863455,-0.930080513,-0.988650584,-1.204005989,-0.987102583,-0.74098797,-0.39692752,-0.765153174,-1.097859461,-1.17231099
"hsa-let-7b-5p",-0.441666139,0.31606317,-0.13271392,-1.857527423,-0.826238207,-0.372854976,-0.703261891,-0.298064899,-0.616289991,-0.104868723,0.868558244,-1.113514869,-0.570967526,-1.021925711,-0.388460649,-2.296016029,-0.565458507,-0.613314508,-0.568250025,-1.400090832,-0.050590135,-0.349503803,-1.410196004,-0.673204599,-0.411590583,-0.94950814,-0.48131571,-1.740914394,-0.627369361,-0.19897083
"hsa-miR-15b-5p",-0.204986186,-0.085592568,0.264642434,-1.018393215,-0.242637997,0.210816636,-0.478018499,0.056595891,-0.04712244,-0.896998564,-0.126413846,-1.535691879,-0.891045756,-1.497993511,-0.244003509,-1.345562329,-1.168857957,-1.805845488,-2.068416975,-1.007067602,-0.675752235,-0.572606063,-0.209369494,-1.438442879,-0.698354803,-0.8398323,-0.51443191,-0.810822324,-1.191820761,-0.87089779
"hsa-miR-150-5p",-0.025551375,0.032486079,-1.127584737,-0.192715654,-0.810793441,0.092022774,-0.108227257,0.238728809,-0.44233829,1.638813514,1.425844364,0.521607341,-2.168706106,-2.382536471,-0.546996489,-1.182289839,0.390629753,-1.958392448,-0.720753635,-0.690919982,-2.055826905,-2.409956093,-0.494447834,-1.265662379,-1.692968693,-1.33490265,-1.74066371,-1.829767924,-1.195850901,-1.64283054
"hsa-let-7g-5p",-0.401364662,-0.463327776,-0.678278378,0.871346909,-0.247506178,-0.501485086,0.237099708,-0.438758791,-0.653688197,-0.490668965,-1.192304916,-1.317236219,-1.235989916,-0.965301851,-0.420915409,-2.468006139,-0.805130627,-0.848378568,-1.834663345,-1.794232422,-1.087191175,-1.394501953,-0.992187094,-1.481755469,-1.020885643,-1.13348797,-0.85142381,-0.836938874,-0.621860381,-0.72140521
"hsa-miR-423-5p",-0.91846482,-0.86053293,-0.997313277,-1.208336508,-2.374451406,-1.130606853,-1.341327192,-2.116193878,-1.876088358,-0.419014107,0.186408474,-0.113026239,0.349185364,1.145335099,-1.039082309,-0.554286839,-1.051696187,0.272088362,0.619286015,0.306681628,-2.379408905,-1.556546653,-1.274195794,-1.075232399,-1.702878813,-1.37582916,-2.31622275,-1.373482534,-1.959385001,-2.24947222
"hsa-miR-23b-3p",-0.951026949,-0.955468764,-1.658706142,-0.873199165,-1.835485375,-1.083627068,-1.232659205,-0.605674436,-1.157285069,-1.057866394,-0.656702376,-0.812885269,-1.854564276,-2.035780601,-0.152379719,-0.612310459,-2.197977087,-1.534850568,-1.933186515,-1.568186972,-1.230909975,-1.321469673,-0.462814234,-0.997273169,-1.603876383,-0.44882423,-0.77166758,-1.011356364,-1.027441251,-1.04392726
"hsa-miR-424-5p",0.61216475,-1.849343436,-0.581415654,1.039037312,-0.6792626,-1.15827402,0.596271245,-0.559074352,-0.173104836,-1.617036105,-2.129780616,-1.985004889,-0.320101466,-0.862691731,-1.965633409,-1.204245369,-0.989173137,-0.797056368,-0.471573225,-0.637343602,-2.352412245,-2.454023383,-1.364228944,-2.162170389,-2.005432263,-1.28395626,-2.45413213,-2.455093304,-1.948339531,-1.7143705
"hsa-let-7i-5p",-2.983208367,-2.527246456,-2.870461034,-2.612437796,-2.902106028,-2.45397255,-3.141989581,-2.359943381,-2.637848714,-2.398725598,-2.287052626,-0.446057509,-0.349507196,0.324055269,-0.960474049,-0.121245529,-0.035202897,-0.224048218,0.579767475,-0.019857702,-1.141236265,-0.968446263,-2.071126714,-1.192156409,-1.192691533,-1.36905952,-1.36169046,-1.104384484,-1.087250851,-1.41514295
"hsa-miR-22-3p",-3.408201545,-3.56315509,-3.311422512,-3.933817594,-4.413598453,-3.326032985,-4.419879155,-3.622639685,-3.326300435,-3.853065142,-1.097987746,0.590145521,1.779111504,1.235349219,0.048040671,-0.232915839,0.330221113,0.880915832,0.998451325,0.092348938,-1.134459395,-0.708074073,-1.680330984,-0.885424649,-1.450430883,-1.14149418,-1.04728964,-0.592475604,-1.538876061,-1.17550968
"hsa-miR-425-5p",-1.205177052,-1.2730566,-2.311583273,-1.67445012,-1.646666135,-1.71265265,-1.304397192,-1.575579901,-1.906154947,-1.570791454,-1.934592116,-1.411130329,-2.099092406,-0.854857681,-2.163968599,-2.338910259,-2.362747847,-2.378561648,-1.431053405,-1.182643002,-1.247997025,-1.136578173,-1.431546924,-1.272000689,-1.073724693,-1.78535051,-1.95374825,-1.752601804,-1.007353231,-1.90517348
"hsa-miR-29c-3p",-2.833386403,-3.262842533,-2.261278137,-2.198041882,-1.362965226,-2.843016753,-1.071690053,-2.629150686,-2.154027861,-2.820488777,-1.911980576,-1.755525329,-1.359547676,-3.594687551,-1.558818599,-1.631627219,-1.392985027,-1.585856228,-1.177401715,-0.682433942,-1.693176015,-1.734365643,-1.267410494,-0.633800729,-1.839361673,-1.4883703,-1.54485771,-0.954715274,-1.108740851,-1.21118405
"hsa-miR-30c-5p",-0.301401524,-0.282923065,-1.918754212,-0.149872922,-0.619952984,-0.842587404,-0.602434751,-0.215459827,-1.309548244,-0.555691479,-1.939634286,-2.193466899,-2.165119716,-4.521014291,-1.555091389,-2.251497299,-1.526061647,-2.130513278,-3.212280125,-1.724862752,-3.016598355,-3.034862003,-2.253684284,-2.966377139,-2.807467003,-2.64838168,-2.45637683,-2.237061104,-2.620046321,-2.22193971
"hsa-miR-146a-5p",-3.571919855,-2.032634401,-3.418121943,-2.630398729,-3.198107708,-2.141139328,-3.760243894,-2.588581249,-2.612529507,-2.364705796,-2.384108796,-1.297787109,-2.384636736,-2.295665751,-0.884266669,-0.960927349,-1.847386297,-1.683175018,-2.243299095,-2.092272852,-2.029186415,-1.839419883,-1.359388524,-1.824848499,-2.656335733,-1.77058818,-1.49120586,-1.070318154,-2.066666611,-1.76137744
"hsa-miR-199a-3p",-2.16218344,-2.531038813,-3.263298814,-2.787723715,-2.588290716,-2.022661507,-2.572796999,-2.218411502,-2.912833041,-3.962645543,-2.208527816,-1.822451479,-2.660279426,-2.390229191,-1.571063429,-2.634993159,-2.914832867,-1.900053308,-4.031726755,-2.472453042,-2.222374545,-2.344961403,-1.664325824,-2.600092459,-2.364037943,-2.00015332,-1.61165395,-1.744983934,-2.691064871,-1.64439713
"hsa-miR-145-5p",-2.462836515,-2.427180623,-1.417304232,-2.210417959,-1.986017204,-2.241216542,-2.350448041,-2.389794711,-2.562702249,-3.11696531,-0.954835186,-4.203581959,-4.268197276,-2.434460781,-1.537904139,-2.436256719,-4.351909497,-3.726177218,-2.949969035,-3.974917042,-2.752242545,-2.887336673,-2.212991684,-2.449401909,-2.688989833,-2.34383667,-2.32685274,-3.984284874,-3.818675221,-2.9183304
"hsa-miR-29a-3p",-3.236086216,-3.150153971,-3.823487564,-3.314760348,-2.145750078,-4.225353551,-1.842147059,-2.826740837,-2.936427342,-2.71999453,-1.936617596,-3.791446349,-2.820758046,-3.868557781,-3.160857299,-2.074136929,-3.173754697,-3.651751028,-2.493465615,-3.810198792,-2.979623535,-2.793091163,-2.369283364,-2.101112639,-2.744317503,-2.2182348,-2.43710253,-3.246204064,-2.620899801,-1.80945638
"hsa-miR-122-5p",-1.265024905,-0.522029206,-2.48869608,-4.805269837,-1.905625724,-0.288627292,-0.738367112,-2.126626601,-0.578116353,-1.936333159,-0.127355996,0.590538651,-3.059983676,-2.494411901,-2.068090389,-1.174768079,-0.569898237,-3.824336058,-4.850190325,-1.275063182,-3.448617215,-0.930750843,-3.757146424,-0.284714689,-2.472398103,0.01686454,-1.03398917,-2.350618134,-0.987447401,-1.19949001
"hsa-miR-27b-3p",-1.059647712,-1.28995789,-1.004535682,-0.783150998,-0.976217279,-1.457449451,-1.335756122,-1.034968366,-0.979507687,3.908371423,-1.231816336,-1.209291669,-2.146220486,-1.894617051,-0.315804759,0.508631861,-0.995773157,-1.840830538,-2.095704685,-2.284462542,-0.824527115,-1.270485773,-0.402931844,-0.876536519,-1.115666243,-0.47673332,-0.43267555,-0.579444154,-1.301125261,-0.59096638
"hsa-miR-30b-5p",-2.536034122,-1.193478867,-0.512200471,-1.154941565,-0.931985924,-0.945888346,-1.971698157,-0.810377423,-1.194841167,-4.819418448,-1.689529136,-0.800711879,-2.886633076,-4.509834461,-0.607166119,-1.935085229,-1.809971867,-2.075481658,-2.016063165,-1.259300142,-2.273329155,-2.826906873,-1.748236694,-2.616014079,-2.608668203,-2.39224264,-1.77478147,-1.464196964,-2.300537711,-2.161898
"hsa-miR-320a",2.193537415,2.26350114,0.85552489,1.556073882,1.359177992,1.938421111,1.006509247,1.167529891,1.325181583,2.632403079,2.905137354,1.008319791,2.174317714,3.593326429,0.712923141,0.660111791,1.493838733,2.298294422,-3.545372275,1.632011698,-0.063351465,0.074676067,0.302542286,-0.291036749,-0.141473903,0.07142125,-0.35170663,0.021357676,-1.241549551,-0.78233646
"hsa-miR-103a-3p",1.325497816,1.68888282,1.042678571,2.359223916,1.454809546,1.441322681,1.006509247,1.58841764,1.186914978,0.54963478,0.165478334,0.089117491,-0.277142846,-0.268791321,0.862010731,1.204979451,-0.523936067,0.298207412,-0.735467075,0.392772068,-0.087858215,-0.616287213,0.173914836,-0.166257369,-0.402240303,-0.01174621,0.12766303,0.199219346,0.162280339,-0.0797408
"hsa-miR-26b-5p",-1.792696265,-2.35047432,-1.950816223,-1.533010868,-1.716830824,-1.469565684,-4.147068402,-1.215782516,-1.68996093,-1.469636994,1.425844364,-2.594570549,-3.089586766,-4.024271111,-1.843644969,-2.900286199,-3.443298557,-3.667024978,-4.393737585,-3.302217982,-2.231981625,-2.995371823,-3.567186684,-3.714984569,-2.822711153,-2.81584057,-3.39174894,-4.195959714,-3.112196151,-2.27863947
"hsa-miR-423-3p",-1.712599012,-1.505714693,-1.986989871,-1.162124233,-4.271061301,-1.122708569,-3.903893994,-1.321990284,-1.812707476,-1.817677016,-2.667194846,-2.823060519,-3.213933076,-1.307862441,-2.990445859,-3.081662319,-3.239418727,-2.103444058,-4.051974085,-2.857875072,-3.448072205,-3.274320883,-3.711121614,-2.873849579,-3.862064333,-3.04383381,-3.0808821,-2.650646664,-3.208418211,-3.62340182
"hsa-miR-148b-3p",-2.400582495,-1.999149254,-1.748308334,-2.725125235,-1.883917784,-2.061411073,-2.568630848,-2.02150677,-2.647281439,-3.5451616,-0.281587096,-1.890154099,-2.379629376,-2.197197241,-2.196116859,-1.916000469,-1.494651737,-2.245669778,-2.124457205,-2.512394592,-2.237779265,-2.189093553,-2.427371124,-2.067180759,-2.123370053,-2.24108057,-1.99028215,-1.941609144,-1.682123671,-1.82646083
"hsa-miR-26a-5p",-1.830478213,0.865291308,-0.420948598,-1.885919091,-1.377453637,0.192654094,-2.307202467,0.370947045,0.336332632,-1.072376717,-0.742021336,-0.548567919,-0.888760566,0.156229009,0.736477681,-0.271109519,-0.289466197,-1.264222328,-1.347128645,-0.620823272,-0.969298015,-1.380781793,-0.483172404,-1.546370969,-1.617887753,-0.40239284,-0.45141991,-0.562647264,-0.947861551,-0.83632424
"hsa-miR-99a-5p",-3.229638434,-3.07920604,-0.512200471,-3.43412623,-3.236669479,-3.390271148,-2.770390952,-2.942005657,-2.944060595,-4.480031463,-2.062340846,-2.842860439,-4.249559666,-2.996420251,-3.551577069,-3.757275539,-2.282536597,-3.340683228,-4.308015955,-2.572679642,-4.750417625,-3.832182983,-4.727091264,-5.264901399,-3.520219043,-3.71848859,-5.19108054,-4.521448214,-4.712953171,-4.5544581
"hsa-miR-342-3p",-1.705378778,-1.776460061,3.589874416,-2.177993918,-2.479568475,-2.038347717,-1.664451272,-2.465988663,-2.310216225,-0.076841112,-1.689529136,-3.204189449,-4.274348626,-4.457613251,-2.799995599,-1.329904719,-2.865156117,-2.625039978,-3.726759805,-2.460236782,-2.657286105,-2.762383903,-2.701076174,-2.198082899,-2.616309913,-3.11903562,-2.89611346,-2.863772324,-2.597776191,-2.19577131
"hsa-miR-484",-0.368150248,-0.286019063,-0.481170595,-0.581233106,-0.265467286,-0.600784108,-3.903893994,-0.873760739,-0.835776492,-0.888370893,-2.468462236,-3.576499459,-0.657523286,-0.591040161,-1.534728269,1.700105411,-2.355632777,-2.028312278,-1.350985505,-1.297120092,-1.506907485,-1.891573143,-2.243106734,-1.538292839,-1.800169763,-2.26302521,-2.0909152,-1.791169454,-1.861511631,-1.9066734
"hsa-miR-32-5p",-2.358669585,-3.930038989,-2.347964706,-3.524333894,-2.497700131,-4.144403098,-3.716626182,-4.901119361,-2.902486353,5.24212799,-2.951717016,-2.104140199,-0.793669046,4.797213659,-5.394442549,-2.138259509,-2.450762437,-2.489130308,-2.371836815,-1.988035322,-3.293066725,-3.646520513,-3.799050064,-3.333962879,-2.777332643,-3.15291981,-2.82185849,-3.384615934,-2.913213101,-4.57989629
"hsa-miR-144-5p",-2.094436946,-2.347674688,-2.733264074,-1.956301047,-3.320053336,-2.701818166,-2.948518162,-2.968172925,-4.334237101,-2.814874147,-2.369891846,-1.733081969,-1.758291506,-2.337460611,-3.526825209,-3.203816509,-2.737660367,-1.489420698,-1.968729485,-2.780490222,-5.061873035,-4.557190693,-3.520731294,-3.291750529,-5.435248173,-3.09805599,-4.15916342,-2.514627624,-4.750997851,1.33411478
"hsa-miR-151a-3p",-3.267159106,-1.720486717,-3.467498129,-3.306296571,-3.83532844,-2.912533044,-3.04852801,-2.713729004,-2.833153544,-3.470375925,-1.689529136,-3.250007239,-4.332289426,-3.600047031,-2.698431889,-3.771764599,-4.164340707,-4.453084398,-3.569420795,-2.640612292,-3.902001955,-3.284654323,-3.173220594,-3.535455779,-3.840456243,-3.07093136,-3.59569265,-2.989529234,-4.391227161,-3.43651379
"hsa-miR-25-3p",-2.061238586,-2.272881025,-2.039456376,-1.907153333,-2.389247386,-2.291897013,-1.588714423,-2.654643274,-2.262824961,-0.968085692,-0.656702376,-0.400186919,-0.940252326,0.088279249,-1.336908819,-1.366541139,-1.037742527,-0.335998798,-0.351214295,-0.837295522,0.419677385,1.033571547,-0.334028834,0.320284411,0.648280027,-0.35732685,-0.31272313,0.277778356,0.356752119,-0.19324478
"hsa-miR-125b-5p",0.594913686,-5.031639602,-3.255014289,-4.053599304,-0.619952984,-5.334799564,-3.367210674,-3.708865123,-3.829002865,-2.193638421,-0.194681596,-3.365734629,-4.650097996,-2.765804391,-3.550379949,-2.052849489,-2.347814747,-3.405167408,-3.629419885,-3.775234302,-3.469038935,-2.818680843,-3.922329224,-4.579853959,-2.322248043,-3.88413363,-3.39905552,-4.517361154,-3.876114931,-2.98955228
"hsa-miR-142-5p",-4.276908175,-3.291129888,-3.873899656,-2.234902361,-4.020202778,-3.322713103,-4.046010932,-2.960011049,-2.9536465,-4.638164097,-2.009358926,-3.748232549,-3.141810206,-2.617767701,-2.876563169,-2.628374729,-2.115088987,-3.471249588,-4.377057985,-3.854738602,-2.723774675,-3.154400393,-2.775153424,-3.432777519,-3.321347463,-3.4365292,-2.38147073,-2.904995864,-2.035075801,-1.88636947
"hsa-miR-590-5p",-2.328120385,-4.983264027,-3.939296605,-2.209534828,-1.951825851,-3.434960936,-2.109986666,-3.624487862,-2.243529014,-3.769009027,-1.665907196,-2.756812439,-4.180936696,-3.903153991,-4.388089429,-0.173139529,-2.040375747,-3.000460028,-4.561180065,-3.425914742,-5.201301465,-3.876071193,-3.427307144,-3.678715059,-4.388512743,-4.71634257,-4.36538915,-3.256629094,-3.936930921,-5.4155927
"hsa-let-7d-3p",-1.132455342,-1.276000242,-2.321030303,2.09722387,-1.23684128,-1.388395909,-2.096746926,-1.189084096,-1.481329804,-0.976143451,-0.429588546,-0.662029439,-1.665146456,0.288732829,-1.113858689,-2.900286199,-1.588151037,-0.821065938,-1.203123805,-1.003059482,-2.159740165,-1.895919663,-1.448736004,-1.896777609,-2.107782713,-1.45824845,-2.29657384,-1.461509174,-1.805643481,-1.36495782
"hsa-miR-27a-3p",0.186657702,0.225289555,0.653361431,0.52063501,0.225896995,-0.032954055,-0.164058342,0.390746098,0.693689968,-1.033899445,-2.759959416,-3.995610869,-3.705949156,-3.697335331,-1.047226299,-1.144244109,-3.131603297,-3.087790468,6.765688095,-2.826077202,-0.719272135,-2.075765273,-6.353095184,-1.368708659,-1.851623553,-1.3742986,-1.36609717,-6.199025324,-1.970112701,-0.84556819
"hsa-miR-151a-5p",-2.213124094,-1.28065802,0.845298493,-2.127010643,-1.942435166,-1.029972403,-2.02964898,-1.217317483,-1.785481056,-1.033899445,-2.007172636,-2.219296969,-2.658498026,-3.025361831,-1.622661879,-3.001475959,-2.557492187,-2.435600428,-3.401921765,1.266682388,-2.868014215,-3.202314913,-2.365478064,-3.148120429,-3.100463313,-2.01054818,-2.05164441,-1.841828934,-2.908277901,-2.65127846
"hsa-miR-335-5p",-4.350909434,-3.423053394,-4.17326843,-2.665748252,-3.114282109,-3.740018397,-2.965162935,-3.205704838,-3.924899983,-3.853065142,-0.127355996,-2.961997519,-3.873917586,-2.617767701,-2.831200109,-3.969124689,-2.804992627,-3.587873428,-3.181931035,-1.275063182,-4.121220305,-3.786800943,-3.908515494,-4.996861959,-4.528122133,-4.24311683,-3.31320906,-3.498374414,-5.317214241,-3.15177803
"hsa-miR-125a-5p",-0.668611997,-1.496423027,-2.993616971,-2.107067291,-1.747476737,-1.50834497,-0.61884207,-2.961697498,-1.985841702,-0.662892961,-2.709075166,-4.203581959,-3.777303706,-3.669478531,-1.716018049,-2.801240559,-2.139132047,-3.358128578,4.178780265,-3.337094912,-4.113610995,-3.482488363,-2.238181824,-5.128512409,-3.913317083,-4.89033344,-4.15722223,-4.582551724,-4.251387311,-3.5766625
"hsa-let-7a-5p",-2.358669585,-2.614347979,-3.060563414,-5.032791493,-4.101057033,-3.178858133,-3.910845807,-3.33917526,-3.92029203,-4.008288372,0.320010684,-0.093784189,-0.527252116,-1.321723141,0.507423081,0.196680691,-0.312406757,-0.360042918,-0.561532155,-0.263083232,-1.491921225,-1.047682133,-0.229146594,-1.279693359,-1.513414433,-0.31770442,-0.38195908,-0.280677294,-0.870460751,-0.59075022
"hsa-miR-148a-3p",-2.376182637,-2.469142226,-2.993616971,-2.837517187,-2.101530736,-1.924720685,0.406754817,-2.741497655,-2.924264035,-3.5451616,-1.946555686,-2.756812439,-2.318843556,-1.411254861,-1.901941049,-3.915860659,-1.743187397,-1.862842218,-2.824427535,-1.881844872,-2.129312245,-1.286629023,-1.104812684,-1.798325759,-1.841418943,-0.93918395,-2.07853769,-1.921818054,-1.388220111,-1.32899394
"hsa-let-7f-5p",-1.35367646,-2.256090957,-3.295165822,-0.778129093,-2.598374716,-2.462397541,-0.954617197,-2.106208449,-2.154634006,-2.942911879,0.320010684,-2.819180289,-4.833818816,-1.894617051,-2.289608779,-3.862297039,-4.336230327,-3.007023918,3.906919925,-3.421986612,-3.926456315,-4.328400123,-3.474209724,-4.146368169,-4.116437303,-2.82606597,-3.45311504,-3.595520384,-3.987555121,-3.34095563
"hsa-miR-338-3p",-2.815811515,-2.70752084,-3.509978182,-3.522199704,-3.763108307,-4.091952845,-4.29236272,-3.849603268,-3.153193521,-4.828562989,-1.665907196,0.445422561,-5.619362776,-2.795898201,-4.676331679,-2.835654839,-4.979187567,-4.810203618,-3.411442895,-4.460738332,-4.437386435,-5.772696043,-3.923979564,-5.961707369,-5.599918663,-5.15551779,-4.19462481,-4.643579894,-4.229211431,-3.17286938
"hsa-miR-30e-5p",0.594913686,-4.391230216,-2.441468402,-4.322367776,2.914135679,-5.223816948,-4.321863436,-3.601275992,-4.526915129,-3.954461177,-0.640519316,-1.099068199,-0.699920626,-1.214522341,-1.064221939,-2.479594079,-1.542198897,-1.605819698,-1.390735565,-1.343417042,-0.628866275,-0.386969563,-0.486066224,-1.071506259,-0.845400393,-0.98562075,-1.00431946,-1.439342474,-1.142519621,-0.85145733
