"","GSM3359735","GSM3359736","GSM3359737","GSM3359738","GSM3359739","GSM3359740","GSM3359741","GSM3359742","GSM3359743","GSM3359744","GSM3359745","GSM3359746","GSM3359747","GSM3359748","GSM3359749","GSM3359750","GSM3359751","GSM3359752","GSM3359753","GSM3359754","GSM3359755","GSM3359756","GSM3359757","GSM3359758","GSM3359759","GSM3359760","GSM3359761","GSM3359762","GSM3359763","GSM3359764","GSM3359765","GSM3359766","GSM3359767","GSM3359768","GSM3359769","GSM3359770","GSM3359771","GSM3359772","GSM3359773","GSM3359774","GSM3359775","GSM3359776","GSM3359777","GSM3359778","GSM3359779","GSM3359780","GSM3359781","GSM3359782","GSM3359783","GSM3359784","GSM3359785","GSM3359786","GSM3359787","GSM3359788","GSM3359789","GSM3359790","GSM3359791","GSM3359792","GSM3359793","GSM3359794","GSM3359795","GSM3359796","GSM3359797","GSM3359798","GSM3359799","GSM3359800","GSM3359801","GSM3359802","GSM3359803","GSM3359804","GSM3359805","GSM3359806","GSM3359807","GSM3359808","GSM3359809","GSM3359810","GSM3359811","GSM3359812","GSM3359813","GSM3359814","GSM3359815","GSM3359816","GSM3359817","GSM3359818","GSM3359819","GSM3359820","GSM3359821","GSM3359822","GSM3359823","GSM3359824","GSM3359825","GSM3359826","GSM3359827","GSM3359828","GSM3359829","GSM3359830","GSM3359831","GSM3359832","GSM3359833","GSM3359834","GSM3359835","GSM3359836","GSM3359837","GSM3359838","GSM3359839","GSM3359840","GSM3359841","GSM3359842","GSM3359843","GSM3359844","GSM3359845","GSM3359846","GSM3359847","GSM3359848","GSM3359849","GSM3359850","GSM3359851","GSM3359852","GSM3359853","GSM3359854","GSM3359855","GSM3359856","GSM3359857","GSM3359858","GSM3359859","GSM3359860","GSM3359861","GSM3359862","GSM3359863","GSM3359864","GSM3359865","GSM3359866","GSM3359867","GSM3359868","GSM3359869","GSM3359870","GSM3359871","GSM3359872","GSM3359873"
"hsa-miR-378a-5p",1,3.105466245,1,1,1,3.512409878,1,1,2.961701572,1,3.808083316,1,1,2.88883626,1.725785356,2.799049684,2.688723683,1,1,1,1,2.429713837,2.51497403,2.353769206,2.929936017,2.904532267,3.688839084,3.164173576,2.00961919,1,2.175038138,1.923577582,2.932106349,1,1,1,1,1,1,2.245280703,2.303176662,1,3.186324092,1.410272894,1,1,1,1,1,1,2.495814189,1,1,3.070552652,1.724212959,1,1,1,2.41818257,1,0.906412824,1,1,2.845101634,2.101371841,1,2.170159607,3.178442142,1,1,2.379838893,1,1.61130712,2.589841531,1.64939672,2.394256887,2.165230376,1,2.729927942,2.793548082,2.01197753,2.708959999,2.324296114,1,1,2.854342045,1,2.790414482,2.010926368,2.959262619,4.22051909,6.849351064,5.490709938,8.351113459,2.901215331,1,3.443040159,3.670936712,1.478257829,1,1,1,1,2.168121575,1,2.858161271,4.105411291,0,3.01814257,1,2.29243978,1,0.881979877,4.037789259,1,2.215384178,2.931840396,4.61623585,1,1,2.74854825,2.778247658,1,2.45269914,4.907977121,5.389455996,6.847436551,2.552910502,2.530465456,3.877991777,3.632603875,4.647666927,2.935158448,1,2.332924954,1,1,2.684876736,4.402426371
"hsa-miR-378a-3p",4.427539679,3.662875202,3.157657695,3.587268008,5.568605541,4.297514213,4.452254279,1,4.543462136,3.401850194,6.336804524,4.988617837,2.948185234,4.689859494,3.481244857,4.837426427,1.592696061,5.66813874,2.936775615,2.812716752,1,3.12615128,4.573903301,2.460868527,3.447682734,5.355383624,5.871503428,3.666639941,3.166459202,4.278677273,3.98178143,3.582850694,4.212840111,1,1,1.84354943,1,1,1,3.122659882,1,1,1,1,1,1,1,1.941249571,1,1,1,1,1,1,1,1.543255332,3.985939016,1,1,1,1,2.466045662,3.235363354,2.918036237,3.112191236,1,1,1,1,5.440117182,2.653783057,1,1,4.256373539,1,2.098299452,3.00009837,1,3.207857877,1,3.119443168,3.071958321,2.041547776,3.074673376,1,2.195364346,1,1,1,2.792566472,1,6.176609587,4.271830083,1,1,3.413679374,2.543316381,1,1,1,1,1,2.419340631,1,1,2.232901697,1.750918448,0,3.26132109,1,1,1,1,1,1,1,3.187152534,4.106781926,1,1,1,1,1,3.577612212,1,2.902171654,6.490426576,2.951433061,1,2.639346864,3.967808393,3.411497746,1,1,2.140786453,1,1,2.404288293,2.572860935
"hsa-miR-379-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.051540899,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.135289639,1.285187747,1,1,1,1,1,1,0.549161818,1,2.153542763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.038884116,2.337822869,1,1,1,1,1,1,1.518887839,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.941900326,1,1,1,1,2.203349752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.992400702,1,1,1,1,1,1,1,1
"hsa-miR-380-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.289965846,2.237076313,1,1,0.942834381,1.401590422,1,1,1.581790136,1,1,1,0.811629129,1,1.752269112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.097147633,1,1,1,2.317838129,1,1,1,1,1,1,1,1,2.41105757,1,1,1,1,1,1,2.222032012,1,2.366617555,1,1.744175307,1,1,1,1,1,1,1,1,1,1,1,1,1,2.077164993,1,1,1,1,1,1.700068047,1,1,1,1,1,1,1,1,1,1,2.213097193,1,1.907265071,1,1,1,1,1,1,1,1,2.314842093,1,1,1,2.748583671,1,1,1,1,1,1,2.364643725,1
"hsa-miR-380-3p",2.431103594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.082855388,1,1,1,1,1,2.440419303,1,1,1,1,1,1,1,1,1.914500742,1,1,1,1.428138727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.026712315,1,0.792809829,1,1,1,2.08918507,1,1,1,1,1,2.666252734,1,1,1,1,1,1,1,1,4.903303013,6.47880749,1,1.807191064,1,2.276221401,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1.682130533,1,1,2.861311167,1,1,1,1.858335092,1,1.535012043,2.535040959,1,7.509543197,1,1,3.271739451,1,5.511268027,1,1,1,2.626941637,1,2.243906211,1
"hsa-miR-381-3p",1,2.296902604,1,1,1,2.910445885,1,1,1,1,1,1,1,1,1.303795552,1,1,1,1,1,1,1,1,1,1,1,1,1,2.205872654,1,1,1,1,1,1,1.236514762,1,1,1,1,1,1,1,0.987751124,1,1.705375566,1,1,1,1,2.34434856,1,1,1,1,1,1,1,1,1,1.530921305,1,1,2.462830318,1,1,2.614546801,1,1,1,2.13273547,1,2.502125446,1,1.666423181,2.058332256,1,1.954522168,1,2.474674937,2.020398367,1,1,2.714583737,1.430036326,1.674178217,1,1,1,1,1,1,1,1,1,1,1,1,1,3.057828529,2.271862283,2.188927306,1,1,1,2.158664376,1,1,2.558861246,1,1,1,1,3.021034117,1,1,1,1,1,1,1,1,1,1,1,2.459050216,1,1,1,1.889590096,1,1,1,1,1,1,1,1,1
"hsa-miR-382-5p",1,3.032591975,1,1,1,2.632619384,1,1,1,1,1,1,1,2.47553747,1,1,1.667121725,1,1,1,1,1,1,1,1,1,4.089566439,2.236433889,2.170226386,2.280833907,1,1,2.385214824,1,1,1,1,1,1,2.156505834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.301362982,1,1,2.644144046,1.99651216,1,1,1,1,1,1.787969475,1,1,3.139668509,2.286703264,2.688314996,2.053094128,1.957601269,1,2.866682377,2.711777031,1,1,1,1,1,1,1,1,1,1,1,1,1,1.991501529,2.887888823,1,1,1,1,1,1,1,1,1.911113557,1,1,1,2.424722999,1,1,1,1,1,1,1,1,3.417123322,1,1,1,1,1,1,1,2.398279538,1,1,1,2.592059746,3.41539326,1,3.353905404,1,1,1,1,3.375060776,1
"hsa-miR-383-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.554603954,1,1,1,1.323550695,1,1.842008197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0857415,1,1,1,1,1,1,2.314773032,1,1,1,1,1.988776774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.435731659,1,2.682355903,1,1,1,1,1,1,1,1,1,1,1,2.897338797,1,1,1,1.310093833,1,1,2.331382814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-340-3p",1,3.097219255,1,1,3.570944113,1,2.305901035,1,2.579806846,1,3.135134275,1,1,1.855258002,1.395633365,2.998350147,2.367900143,1,1,3.538848666,1,1,1,1.696118337,1.958564315,2.577610823,4.964184376,2.175718172,2.636788668,3.040386376,2.724723605,2.584934448,2.646511535,1,2.316501689,2.305613134,1,1,1,3.038441186,3.198342175,2.441603035,1,1.693352393,1,1.02253128,1,1,1,1,1,1,1,1,1,1,1,1,2.045952321,1,2.56281662,1,1,1,1,3.07908132,1,1.429047522,1,1,1,1,2.265753826,3.233322966,2.515994801,2.540959535,3.3239654,1,1,1,2.573758661,3.52092636,1,2.587561738,2.229558699,1,1,1,1,1,1,3.965391818,2.978842714,1,1,3.169674592,1,1,3.40010025,1,1.977715628,1,1,1,2.746767183,2.68403166,1,1,2.810595078,1,1.683869642,1,1,1,1,2.572585377,1,3.597565558,1,1,2.266195952,1,2.88569299,2.442426952,1,1,2.294014874,1,1,1.961783084,3.468535139,1,1,2.756648972,1,1,1,1,1
"hsa-miR-330-3p",1,2.850993429,1,1,3.3551722,1,1,1,1,1,1,1,2.822598277,2.556247059,2.921020436,1,1,1,1,1,1,1.789658106,1,1,1,1,1,1,1,1,1,1,1,1,1,2.911604954,1,1,1,1.25384136,1,1,1,1.136553218,1,1.266297915,1,1,1,1,2.180788315,1,1,1,1,1,2.809086388,1,1,1,2.204441925,1,2.4791466,1,1,1,2.17395853,1.428100484,1,1,2.173110213,1,0.513481987,1,1.704515377,1,1,1,1,1,1,1,1,3.297119892,3.071961524,1.494819133,1,1,1,2.404256407,1,1,3.028491918,1,1,1,2.66933924,1,1.385173032,1,1,2.345050659,1,1,1,1,1,1,1.700893319,1,1,1,1,2.923304632,1,1,2.719270671,1.893442013,1,1,1,1,2.178870029,1,1,2.170341453,1.998708932,1,1,2.601226633,3.327129913,1,2.701199596,1,1,1,1,2.082161137,1
"hsa-miR-328-3p",5.661248975,6.273020394,4.437580312,5.681034782,8.127545316,5.362258741,6.950189598,3.188424769,5.854304469,5.597003122,6.791746494,6.408682481,4.40569871,6.015563658,4.008919365,6.830128136,4.108476004,6.721007925,5.381757247,6.250773783,1,4.773120714,5.687722845,5.402462004,5.880933519,6.033867195,8.13866527,5.836001591,5.506640345,6.345528316,5.999092598,5.081710495,6.209302226,5.103067614,4.008414533,4.041088589,3.929733503,4.907690733,3.409066831,5.925027467,5.395228659,4.270267228,4.897418113,3.270810776,2.893493271,3.717631919,1,3.80996408,1,3.028362398,5.498792234,4.464460767,1,2.946480472,1.613712843,4.744121259,6.214630984,2.683491319,2.365251506,4.394546587,3.887351763,4.429963553,5.223310965,5.39842385,5.832310095,4.591231816,5.219416907,3.790424856,1,1,5.119279938,5.084110362,4.025104147,5.816466916,3.48717199,4.431597455,5.656724898,3.858213532,6.326753082,4.321475186,5.896605573,5.748280089,4.388608896,5.363997259,4.404025824,3.925491934,3.970006313,4.654085203,4.30750316,5.001005456,4.107661913,4.007000796,3.610448273,1,4.210089376,5.660912877,5.023966883,1,4.26134139,3.729078936,4.45675473,3.577271508,4.341709406,3.266769353,3.160329994,4.252329212,4.107257647,4.303247985,5.283918106,4.472387007,3.787467222,1,1,4.004902714,3.884711613,4.227280317,4.557847573,6.713106624,4.958566527,3.152445726,3.056074391,3.502330835,4.278135751,5.315062753,3.065747238,2.141875853,3.802634955,5.569921161,2.855376322,4.417209712,6.345737515,4.111023993,3.66622798,4.045409463,5.559076744,2.865643937,3.921238699,4.387425444,3.560686406
"hsa-miR-342-3p",3.859115817,4.548296798,1,3.31593671,6.343557574,3.254104697,4.423065394,1,4.485751558,4.269188532,4.961459195,4.265715314,2.25091318,4.470673222,1.760548985,4.350068724,1,4.492764933,1,4.021230092,1,3.232931697,1.650443669,2.056184189,3.171451687,4.265350701,6.463884517,4.721818479,3.872230795,4.605372998,4.185800671,2.889666149,4.873727579,3.309046181,3.549233565,3.919852531,2.494883717,3.231950131,3.892450319,6.17304611,4.064206516,4.027119733,4.609281323,2.937870585,1,3.940445316,1,3.36918969,1,2.888247152,3.950923578,4.177276288,1,2.532580785,1.327197186,3.599355884,4.362946115,3.656176505,3.316817636,3.888823502,4.284383625,4.021680364,5.15275294,4.570600889,4.134308956,3.931552522,3.566977534,1,1,1,4.366914221,3.578824601,3.087185534,5.465673284,3.291388189,4.256511965,5.399242731,4.011440207,4.758870889,3.960674461,5.038872647,4.454022357,5.146979681,4.899633394,4.279693626,4.24754068,3.366152135,3.626710731,3.324630375,3.565129747,1,3.73158134,5.08524083,0,2.554942545,4.614447956,4.446039059,3.138618367,3.530096448,3.629876829,3.747266687,1,3.083218957,3.430610757,2.197160485,4.140769496,2.227020062,5.223120155,5.081295906,2.763419117,2.792586288,1,1,3.994043486,2.92936267,3.236919343,5.101952742,5.333982545,3.811866758,4.437637268,1,3.332593062,3.849381897,4.761031849,2.910894988,2.852285782,3.88284247,4.740816863,1,4.49599207,5.573801804,4.928182895,1,3.938999575,3.942963884,2.144120842,3.479322861,3.507405282,3.32629465
"hsa-miR-337-3p",2.277918164,3.864146731,1,1,5.43224964,1,3.789830417,1,3.745646898,1,4.14657712,2.802716388,1,3.641403198,1,4.035986781,1,3.784651839,1,3.080557586,1,2.149974194,1,1.821572129,2.928622737,1,5.729274614,2.643367014,3.028017104,3.484865827,1,1,3.586847833,1,2.312723204,2.161486627,1,1,1,2.596755689,1,1,1.645684368,2.132141611,1,1,1,1,1,1,1,1,1,1,1,1,4.098703121,1,2.255656828,1,1,1,1.992991524,1,3.317207721,1,1.846564655,3.296488512,1,1,3.026752824,1,1,3.042906181,1,2.4252016,2.955208169,1,2.93700741,2.748650217,2.910470574,1,1,1,1.469687006,1,1.951610671,1,1,2.592929506,2.90809769,1,3.504112394,0,1,2.865842621,2.667023674,1,1,1,1,1,3.819179079,1,1,2.09144495,1,2.889392742,2.868761821,1,2.053036477,1,1,1,1,1,1,4.381128953,1,1,1,1.509277201,1,2.546513847,1,1,1,2.132977298,1,1,2.870066055,3.273624697,1,1,1,2.295266687,2.7020543,1,1
"hsa-miR-323a-3p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.461851916,1,2.011665112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.296909699,1,1,1,3.619313149,3.292420613,3.287630928,3.028063472,1,3.205336153,3.072059311,2.21705179,1,2.71866283,1,1,1,2.546743157,1,1.879291128,1,1,1,1,3.892412286,1,3.494985237,1,1,1,1,1,1,1,1,1,1,1,1,1,2.680888646,1,1,1.971974742,1,1,1.962726133,1,1,1,1,2.11707046,1,1,1,2.482422337,1,1,1,2.714081032,1,1,2.534949065,2.309537301,1,1.798080385,1,1.73548824,1,1.389267045,2.942990415,1,2.658849479,1,1,1,1,1,1.669430407,1,1,2.277437659,2.66077695,1,1.881196043,1,3.239688619,1,1,1,2.114340536,1,2.230132958,1,2.909610204,2.924171448
"hsa-miR-326",4.997828696,5.311366409,3.086889723,3.639520558,6.755938643,3.718655926,5.312972194,1,4.510529267,4.096569664,5.861469642,5.353785664,2.515756683,4.548315686,3.887010715,5.517393325,1.516586899,5.542492061,3.984568814,5.216165101,1,2.780321544,4.473716896,3.741334378,4.476484798,4.817094786,7.121231912,4.507813865,4.466667912,5.144050803,5.281367319,3.260865779,4.931893963,3.739583494,3.648775213,3.153089349,3.157985306,3.68381804,1.852200374,5.343112661,3.94170928,3.571671855,4.143460074,2.053177502,2.595872164,2.870118314,2.602090292,3.899022683,3.072037038,2.532316627,5.101901204,3.780501028,1,2.940094943,3.972834834,4.276751683,5.089881111,2.733178929,3.021832659,3.665290887,3.495133728,3.412336411,4.333786258,4.54746952,5.010169309,3.313556612,4.457295626,3.691317726,1,3.22575364,4.951457812,4.41045134,1.790829717,4.900437614,3.239280002,3.90372652,5.189062555,2.674707031,5.520965373,4.062325296,5.161069265,5.19731749,3.531248529,4.732512921,4.632925888,3.791095687,3.920631382,3.596861595,3.442219291,4.242926104,4.024121936,4.202615266,3.489656883,1,3.588714696,4.869304233,4.35255605,1,3.253679043,3.693295143,3.484842074,2.7938506,3.302186377,2.428993585,2.432739736,3.760224886,4.173612835,4.749159923,4.951853287,3.880420517,3.364705584,1,0.704573364,3.621708735,2.380255675,2.733558943,3.976713375,5.896512589,4.163471655,2.839690468,1,3.589927259,3.151297678,3.996478189,3.327914552,2.302374379,4.526967836,4.999705991,1,4.228848878,5.617051449,4.321338802,3.473448923,3.845556238,5.037981705,3.330759469,3.820233248,4.04464788,3.780258911
"hsa-miR-151a-3p",1,1,1,1,1,1,1,1,1,1,4.043638751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.597319134,1,1,1,1,1,1,2.116470227,1,1,2.118447829,1,1,1,2.917841782,1,2.961312007,1,1.124763745,1,2.183629798,1,1,1,1,1,1,1,1,1.378780346,1,1,1,1,1,2.214950439,1,2.890332382,1,2.427763395,1,1,2.332702158,1,1,2.265320518,1,1,3.068614523,1.720965424,2.395239834,3.154048547,1,1,2.935893685,1,1,3.667507809,3.285456769,1,1,1,1,1,2.131125357,3.135326828,5.868475748,6.957111298,0,2.689063277,1,2.061416314,3.140527035,1.624786782,1,1,1,1,1,1,1,1,0,2.578432051,1,1,1,0.574415128,2.548218683,1,1,2.763095627,4.18505028,1,1,1,2.714430574,2.815026458,3.460126109,3.706692126,4.041940166,7.035343371,3.779766554,1,3.487265135,3.965553743,4.820943941,1,1,1,1,2.263316455,1,2.281673772
"hsa-miR-135b-5p",1,1,1,1,1,3.254418734,1,1,2.641907698,1,3.039839066,1,1,1,1,1,1,1,1,1,4.317944392,2.305250453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.586841269,1,1,2.639180329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.094548395,1,1,1,1,1,1,1,1,1,3.060028672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.362878209,1,1,1,1,1,1,1,1,5.377669586,6.640161614,0,1,1,1,2.917355147,1.375684409,1,1,1,1,2.745775221,1,1,1,0,1.108994741,1,1,1,3.151257731,1,1,1,1,2.652368895,1,1,1,1,2.47060055,1,3.536838603,3.402914392,6.87082367,3.682187104,1,3.17125813,2.892924935,3.505280619,1,1,1,1,1,1,3.23715886
"hsa-miR-148b-3p",1,1,1,1,1,4.117594095,1,1,1,1,1,1,1,1,1,1,3.074529184,1,1,2.234234329,1,2.437334685,1,1,1,1,1,1,1,1,1,1,3.033300709,1,1,1,1,1,1,2.615389341,2.896626036,1,2.290656626,1,1,1,1,3.157662923,1,1,1,1,1,2.901595239,2.756028027,1,1,2.390610048,1.812847989,1,2.660546054,1,3.670311632,1,1,1,1,1.981300976,1,1,2.814091839,1,0.538793737,2.144412437,1,3.166968376,3.288694389,1,1,1,3.000736488,1,2.455534142,1,1.683895387,2.590145719,1,1,1,2.652685304,3.832549684,0,4.854715078,8.258901103,2.437101338,1,3.917331562,3.390297588,1.554551935,1,1,1,1,1,1,1,2.962713303,0,2.544750705,1,2.231266706,1,1.32350016,3.291636757,1,1,3.533971826,1.706761498,1,2.493541664,1,2.038720209,2.348156675,3.541788323,3.847069594,4.83100012,6.765034066,1,1,3.88960859,3.645055705,4.552784437,1,1,1,2.788009754,2.760789714,2.027101843,3.848659743
"hsa-miR-331-3p",1,2.876069196,1,1,1,4.738123685,1,1,1,1,4.353535527,1,2.205369156,2.959343496,1.696582052,3.58514481,3.35235736,1,1,4.13263147,3.058204493,3.022045768,3.508493644,1,2.084911939,3.393616912,4.38488028,1.924603569,1,1,1,2.050062582,3.131079084,1,1,1.911925909,1,1,1,3.915935819,2.04749302,2.610347652,3.0482136,1,1,2.2817342,1,2.580755324,1,1,4.51201308,1,3.230345472,2.961159147,4.011206976,1,1,1,1,1,2.286346887,2.405804434,2.932984582,1,2.767022571,2.619093759,1,3.447705587,1,1,1.981096105,1,1.220263907,3.175837324,1,2.282777086,3.708289943,1,3.498874283,1,3.498164176,1,3.705368045,1,1,3.093408592,1,2.154076073,2.260030575,3.40739837,3.969558681,6.378317974,4.390892241,8.241634147,2.514961368,1,3.914167217,3.031984582,1.52761529,1,2.493043011,1,1,2.438399408,1,2.449279543,3.206305118,0,3.427495151,1,2.844048275,1,2.411907696,3.816316089,1,3.205049655,3.364880291,3.892287702,1,2.241463905,2.006988892,1.497592866,2.297874786,3.654504111,3.752682573,3.960580115,6.549095428,3.468797077,1,3.76132627,3.752166187,1,2.321626973,1,2.350054989,3.24897061,2.55507192,3.592653589,4.425842117
"hsa-miR-324-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.221475607,1,3.14822706,1,1,1,1,2.396508884,1,2.709225669,1,1.625367835,1,1.705407934,1,2.246986316,1,1,1,1,1,1,1,2.319256926,1,1,1,1.973390676,2.048898664,1,1.993893934,1,2.531707457,2.654197936,1,1,1,2.248880238,1,1,3.215070979,1,0.924704462,1,2.122013776,1.487429495,2.253969758,1,1,3.360732887,3.206102425,1,2.108085365,1,1,1,1,1,1,1,1,1,1,1,2.00148431,1,1.721141489,1,1.741445773,1,1,1,2.358496367,1,2.779417921,1,1.976493662,1,3.017870077,1,1,1,1,2.680314979,1,3.130875889,3.411819973,2.415279085,1,1.956946721,1,2.458477507,2.839611096,3.063016468,2.292058503,2.09860287,1,2.410267104,1,1,3.25055255,2.731158327,1,1,1,1,1,2.082071187,1
"hsa-miR-324-3p",4.050344548,4.513193659,1,1,5.37861032,1,3.763659598,1,2.205250645,3.524460998,4.350258063,3.553789787,1,3.999733933,2.379902414,4.969502542,1,3.694601468,2.01972421,3.575117477,1,2.483183884,1,1,3.221898574,3.486371612,6.198350817,3.360554914,4.180493943,4.614197371,4.399240765,3.122311475,4.80791221,1,3.333432297,2.653690437,1.693073707,2.683617188,1.38033123,4.111210928,3.300875195,1,1,1.576068015,1,2.481552416,1,1.85395188,1,2.441466924,3.337365765,3.033350667,1,1,1.766905645,2.444213039,3.34255932,2.198738197,1.905343839,1,2.369446708,1,4.162288801,3.748412194,3.623419559,3.289640372,3.191244552,1,1,1,3.484167419,1,2.652126053,4.14411921,3.280321111,2.147560858,4.266337587,1.782316856,4.414081262,2.812163509,4.587337145,4.295261151,2.215451433,3.69980309,3.532415837,1,2.468324034,2.667446459,2.584004554,3.106641536,3.079787663,1,1,1,3.01171827,3.798325026,3.036637252,1,3.233768112,1,2.383973893,1,3.027239321,1,2.070903397,2.919692846,2.185200744,2.704168811,3.654727671,1,2.741959558,1,1,3.669114247,1,3.111785219,2.895315258,4.866109603,3.743897367,2.628961005,1,2.630553609,3.17792029,3.972418654,2.586510683,1,1,3.506663293,1,3.335172132,4.509215983,2.552827894,1,2.71855748,3.765382071,1,1,3.724964586,1
"hsa-miR-338-3p",1,3.129656283,1,1,1,2.494598997,1,1,1,1,1,1,1,2.177275371,1,1,1,1,1,1,1,1,1,1,1,1,3.702993117,2.868986999,1.960590725,1,1,1,2.199708775,1,1,1,1,1,1,1.218265052,1,1,2.86713885,1,1,1.051168242,1,1,1,1,1,1,1,1,1,1,2.353734913,1,1,1,1,1,2.213538436,2.799425174,1,1,2.093582429,1,1,1,1,1,1,2.392480827,1.812630201,1,2.438715882,1,1,2.662788917,3.271178532,1,1,1,1.752806384,1,1.832524013,1.615785948,1,1,1,1,1,1,1.923607689,1,1.962282731,1,1,1,1,1,1,2.136619055,1,1,1,1,2.15970797,1,1,1,1,2.738947937,1,1,1,1,1,1,1,1.972591509,1,1,1,1,1,1,1,1.844844516,1,1,1,1,1,1,1,1.896073985,1
"hsa-miR-339-5p",2.97948399,3.651762403,1.964335784,1.912246697,4.617615977,4.196167334,3.8082595,1,2.514130973,1,4.400900755,4.113389362,1,3.247718915,1.820366611,2.853522354,1,4.074294114,1,3.147635121,1,2.524226321,3.448865104,3.098993447,3.464768102,4.126268842,5.506054838,4.066470457,3.472166595,4.837146446,3.467149815,3.362327272,3.48392358,1,1.952645868,2.721919482,2.722826143,3.040853339,1,4.699021212,1,1,1,2.122586696,2.734183923,3.184608659,1,3.188757176,1,2.733520006,3.965401085,1,1,1,2.469730587,1,3.562470571,2.244406233,2.48532343,1,2.431708841,3.099321746,4.195657563,3.640197169,3.245011134,1,3.430695116,2.260289423,1,1,3.564079009,3.425553678,2.276882028,4.233358274,2.241577953,2.673914679,4.586755107,2.205369469,4.278494806,3.47659274,3.91559203,3.125249269,2.71774631,4.224038241,2.555562189,3.355256247,3.352902608,2.973951966,1,1.543806413,2.788483559,1,1,1,3.443828939,4.031586372,2.863357424,1,1,2.921848933,3.123578522,1,1,1,1,2.778902207,2.372842824,3.143153875,3.620434626,2.944802517,3.142742568,1,1.680664922,2.668021595,1,1,3.729879791,4.500668387,1,1,1,2.264893333,1.820603657,3.312140983,1,2.996093518,1.773580752,3.133246436,1,3.327396832,4.734098185,3.429254587,3.931193394,3.108495435,3.756779166,1,3.180093345,3.110087157,1
"hsa-miR-335-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.546590768,1,2.977935781,2.459941762,1,1,1,3.884571401,2.740929287,1,2.829610207,2.029655126,1,3.214540324,1,1,1,1,1,1,1,1,1,1,1,2.044250542,2.405667762,1,2.28099436,2.702583006,3.366247297,1,1,1,2.121731209,1.70347853,1,1,1,1,1.63382657,4.089558883,3.770412595,3.488049953,4.720679939,2.308282037,1,3.341966018,3.701065601,1,3.625001294,4.045934328,3.143716013,1.836693778,2.106612421,1,1,1,3.17582442,1,1,1,2.126255129,1,3.262395521,1,3.398532999,1,1,1,1,1,1,2.382962401,1,1,2.089623568,1,2.23718056,1,1,1,1,3.176497221,3.397848427,1,1,2.243495588,1,2.127362157,2.68730836,3.393942562,1,1,1,1,1,2.38143631,4.236866089,1,1,2.619792475,1,1,2.678904483,2.540810294,1
