"","GSM3359735","GSM3359736","GSM3359737","GSM3359738","GSM3359739","GSM3359740","GSM3359741","GSM3359742","GSM3359743","GSM3359744","GSM3359745","GSM3359746","GSM3359747","GSM3359748","GSM3359749","GSM3359750","GSM3359751","GSM3359752","GSM3359753","GSM3359754","GSM3359755","GSM3359756","GSM3359757","GSM3359758","GSM3359759","GSM3359760","GSM3359761","GSM3359762","GSM3359763","GSM3359764","GSM3359765","GSM3359766","GSM3359767","GSM3359768","GSM3359769","GSM3359770","GSM3359771","GSM3359772","GSM3359773","GSM3359774","GSM3359775","GSM3359776","GSM3359777","GSM3359778","GSM3359779","GSM3359780","GSM3359781","GSM3359782","GSM3359783","GSM3359784","GSM3359785","GSM3359786","GSM3359787","GSM3359788","GSM3359789","GSM3359790","GSM3359791","GSM3359792","GSM3359793","GSM3359794","GSM3359795","GSM3359796","GSM3359797","GSM3359798","GSM3359799","GSM3359800","GSM3359801","GSM3359802","GSM3359803","GSM3359804","GSM3359805","GSM3359806","GSM3359807","GSM3359808","GSM3359809","GSM3359810","GSM3359811","GSM3359812","GSM3359813","GSM3359814","GSM3359815","GSM3359816","GSM3359817","GSM3359818","GSM3359819","GSM3359820","GSM3359821","GSM3359822","GSM3359823","GSM3359824","GSM3359825","GSM3359826","GSM3359827","GSM3359828","GSM3359829","GSM3359830","GSM3359831","GSM3359832","GSM3359833","GSM3359834","GSM3359835","GSM3359836","GSM3359837","GSM3359838","GSM3359839","GSM3359840","GSM3359841","GSM3359842","GSM3359843","GSM3359844","GSM3359845","GSM3359846","GSM3359847","GSM3359848","GSM3359849","GSM3359850","GSM3359851","GSM3359852","GSM3359853","GSM3359854","GSM3359855","GSM3359856","GSM3359857","GSM3359858","GSM3359859","GSM3359860","GSM3359861","GSM3359862","GSM3359863","GSM3359864","GSM3359865","GSM3359866","GSM3359867","GSM3359868","GSM3359869","GSM3359870","GSM3359871","GSM3359872","GSM3359873"
"hsa-miR-4505",8.610293424,9.794998797,7.368821899,8.36148552,10.53149774,8.383469526,9.464182351,7.188142183,9.01174996,8.801860938,10.84466624,9.739456483,7.398094477,8.720767312,7.558551027,9.987312219,6.083611877,9.353379108,8.307628857,9.420008252,6.683828246,7.868938012,8.611870082,8.611388712,8.176865975,9.1662896,12.45661049,8.674529513,8.377772049,10.49859985,9.256765664,7.469439104,9.109024473,8.072905622,7.894329115,7.412417166,7.432221463,7.536401281,5.814825589,8.977985479,8.327192812,6.966815975,7.534717786,5.949963507,6.376883251,6.557621586,5.462641877,7.022090449,5.19256056,5.611160003,8.886247534,8.028484691,4.77557471,5.351415435,6.432981304,7.814281681,8.731426849,6.510758116,5.957717971,7.407807473,6.8974607,6.954836314,8.140927439,8.076983854,8.229734441,7.132043726,7.765071285,5.669291259,5.892561439,5.920693527,8.147926475,8.469625607,6.500134387,8.784701328,6.022702309,7.914501652,8.550410569,6.03933066,9.497438814,7.2750969,8.980280149,9.044490105,7.228988117,8.214744554,7.165588301,6.853056195,6.825094094,7.794642541,6.390023834,7.415609115,6.835331225,5.801216094,6.85735182,1,6.735243474,8.578430923,7.775589085,6.201177122,6.638786257,7.004730565,7.569787393,6.351338279,6.613106279,5.689207964,5.777198227,7.514607502,6.544382736,7.529238958,8.893083881,7.392624989,5.685259154,4.816041497,4.6922225,6.856313923,6.324549883,6.566907909,7.750054135,9.464076612,7.758187481,6.835765709,6.488815807,6.81995627,7.397718203,8.621417606,6.284175039,5.019566096,6.010661563,8.72601974,6.175396324,7.540214922,9.214126174,7.653812006,5.829768812,7.152442881,9.01670383,5.898134043,7.395400647,7.509699432,6.154996597
"hsa-miR-4506",3.962748818,4.859967917,1,4.297744906,6.856674516,5.286303967,5.832998233,1,4.948104579,3.929669506,6.484467634,5.884311865,4.09980177,5.246857263,3.744699673,5.760350238,3.055842165,6.080075188,4.828798133,5.37793107,1,3.918207843,4.759924321,4.067161611,4.812108183,5.503925984,7.187470482,4.476520776,4.449312243,5.029364169,4.729068383,4.283624933,5.648160276,4.329080303,1,3.248535924,1.233088386,1,1,4.426125075,3.445365984,2.145887785,3.557443115,1,1,2.519377137,1,3.623713472,1,1,1,1,1,1,1,2.117576697,4.743448517,1,1,1,1.40571205,2.238746105,3.380509551,4.198813237,4.622892897,1,4.042414069,1,1,1,3.673890621,3.372130368,1.700292926,4.334148668,1,3.345348469,3.933899049,1,4.538394322,1,3.767637215,4.42128352,2.76407172,3.053427768,1,2.949494437,1,2.858102409,2.653612982,3.781534453,3.964360908,3.880597374,4.77336048,1,2.754684763,3.205327446,4.323171282,1,2.681671181,1,4.158380199,1,1,1,1,3.452705069,5.444261771,0,4.863026768,1,1,1,1,3.788274801,1,2.443799219,3.566431379,6.008758438,1,2.18950974,2.556534461,2.716816627,1,4.745799535,4.277885329,4.572660648,0,4.95823459,1,2.846621149,5.17880953,3.728823934,2.892407056,1,4.9755282,1,1,2.755166076,1
"hsa-miR-2392",6.405088251,7.349151644,4.976549094,5.88708545,8.976841209,5.803842229,7.540179063,3.636146949,6.675860528,5.864653444,7.794201579,7.343927257,5.252739006,6.786118919,4.398598164,7.466602973,4.301527411,7.560527891,6.265570823,7.347019073,3.309921552,5.498015118,6.275060582,6.184617929,6.453453723,6.715001676,9.046226058,6.533175621,6.562012905,6.854728627,6.50651583,5.336155587,6.801136858,5.634244483,4.571227541,5.0655715,4.548783796,4.683553244,1.635984338,6.570519027,5.244135916,4.21165045,5.369569378,3.141547943,3.837552148,4.177879307,1,2.712208442,1,1,5.391323934,3.970285067,1,1,1,5.602278795,7.06494119,3.022798604,2.866183317,4.785215314,4.341301526,3.945357932,5.546821089,6.316628953,6.480808185,4.963488705,5.988453652,2.428897808,1,1,5.723594087,4.969552703,3.886473507,5.939444815,3.265539413,4.479166168,5.986984861,2.809057191,6.978081553,4.153374517,6.391594142,6.371188669,3.850473777,5.535000209,4.903652442,3.560786986,4.162682343,4.965195506,4.092851612,5.403880277,4.642938045,1,6.106916444,1,3.30317045,6.126316963,5.278507803,1,5.221367789,4.152733778,4.871681205,3.527804178,5.033273563,1,1.835559852,4.792122733,4.31923486,5.170941663,5.942815376,4.690598092,3.370739384,1,1,4.923924781,3.938501192,4.619980126,4.720448786,7.408480041,5.345846852,3.404193246,4.031029918,3.7179309,4.937797596,6.109724771,3.254922507,2.468888809,3.520903444,6.12911226,1,4.727582407,6.703953148,5.083762566,4.177377398,4.791244094,5.56728474,1,4.754684522,4.986253118,4.127530893
"hsa-miR-4507",6.377299079,7.224384619,4.612128232,6.077975656,8.690970764,6.000538506,7.425055621,4.826372997,6.744285597,6.143385207,7.679869287,7.247757216,4.746232692,6.823953301,5.199011433,7.441524235,4.302293361,6.545956285,6.111899291,6.899878654,3.24928564,5.600978838,6.33409994,6.057337336,6.436738139,6.955323406,9.117132117,6.335269756,6.306764572,7.381209641,6.85620474,5.423637106,7.025224261,6.059111379,4.961877437,5.750429109,4.99459677,5.486284718,2.97034758,6.908797653,6.023721646,4.825556954,5.605704568,3.445137951,3.637684894,4.104595497,1,3.494145266,1,2.748913006,6.005155431,4.036674363,1,1,1.375214259,5.674290276,6.714832234,4.223893473,3.923782578,5.818056206,5.164559921,4.68965759,5.937414677,6.524565647,6.356558866,4.572793182,5.968591295,1,1,1,5.597669066,5.651846658,4.08934224,6.725458474,4.0777026,5.376544698,6.217068627,3.756886049,7.034639264,5.064656953,6.688278988,6.716773299,5.091783164,5.891349521,4.996662661,4.977686805,4.668755573,5.496792312,4.631212645,5.585343067,4.792744223,4.277708452,3.489680515,1,4.62010288,6.790460571,5.724991962,4.138797421,5.413672498,5.057800116,5.329094252,3.799162168,4.648980294,3.404182594,3.505947802,5.720614608,4.34378555,5.317140475,6.25747525,5.258972786,3.306334528,1,1,5.023340941,3.96608738,4.225522904,5.313661589,7.84561895,4.60743813,4.933224315,4.56324853,4.379614089,5.205957252,6.837140021,3.924513548,2.689421766,3.637450041,6.461223944,3.725279758,5.212156249,7.16883603,5.477170428,3.285653966,4.766754872,6.620339501,3.095138429,4.36410919,4.902116256,4.267000006
"hsa-miR-4508",12.52873477,13.80335972,10.99253646,12.20461254,14.2319831,12.27129005,13.33885247,10.913668,13.00671287,12.41082794,14.10828454,13.20441083,11.6001127,12.83323521,11.11251087,13.75650762,10.71258447,13.07882876,12.15851441,13.34154739,10.39894241,11.92043523,12.73819029,12.68287245,12.25897706,13.07426127,15.47088204,12.24296917,12.14112025,13.29615888,12.78126682,11.2974165,12.77350801,11.78733213,11.58049643,10.98398233,11.76517614,11.79626411,10.25899569,12.60427327,12.39295075,11.1381723,11.71009297,9.930780512,10.50239289,10.86708055,9.774302406,11.51685542,10.0373032,10.21126327,13.28007866,11.81910502,9.88782495,10.15597711,11.36426244,11.61699097,13.19768526,10.67372387,10.47761237,12.14002632,11.11749503,11.28737237,12.3258916,12.32883318,12.13233719,11.25766657,11.99496667,10.26445323,10.11367524,10.1838622,12.53223776,13.19746049,10.82698187,12.86712956,10.67663034,11.98372261,13.30568319,10.61021736,13.80492159,12.06810889,13.18854903,12.96071516,11.55429538,12.43369371,11.97739043,11.50100377,11.25190491,12.25628184,10.87332514,11.91549346,10.84451778,10.19662158,10.05012202,10.52444252,10.50655306,12.68567582,11.92521611,10.43424952,10.67331833,11.46022366,11.66607531,10.29538046,11.44102432,9.920445357,10.08415286,11.86731821,10.76672118,11.69748574,12.62448475,11.37968669,10.14661073,9.777575996,9.343781459,11.17058077,11.23104696,10.85117112,11.53035794,13.32364034,11.4680633,11.23187731,10.98839726,10.5015176,11.836745,13.08348476,10.73937808,9.236034488,10.00012264,13.10591495,10.64375424,11.45937842,13.01870311,12.07203763,10.3715533,11.06593793,12.48274767,9.879324277,11.71607347,11.84425557,10.39047709
"hsa-miR-4509",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.643035967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.870933284,6.634991392,5.767665607,0,1,1,1,1,1,1,1,1,1,2.086917343,1,1,3.026174107,9.016973578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.271514883,3.415973752,6.859590468,1,1,1,1,4.879661139,1,1,1,1,1,1,3.718498135
"hsa-miR-4510",1,1,1,1,1,1,1,1,1,1,3.453212963,1,1,2.346074555,1,3.286365543,1,1,1,1,1,1,1,1,1,1,3.511531018,1,1,1,1,1,1,1,1,1,1,1,1,1.857222834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.095612674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.457945927,1,1,1,1,1.973907682,1,1,1,1,1,1,1,1,1,1,1,5.884517461,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.61476339,1,1,1,1,1,1,1,1
"hsa-miR-4511",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.056103388,3.738355844,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4.112666608,1,1,1,1,1,1,1,1,1,2.679254993,1,1,1,1,1,1,1,1,1,1,1,2.054468685,1,1,1,1,1,1,1,1,1
"hsa-miR-4512",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.845459808,1.990682991,1.063532739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.406413719,1,1,1,1,1,1,1,1,1,1,1,1,2.339779279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.301855432,1,2.267926606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-4513",5.731566764,7.160046711,4.983034312,5.718279501,7.664925743,5.581658053,6.854866412,3.909684953,7.06718682,5.983850194,7.935285147,6.707334804,5.357524218,6.716788005,5.659209892,7.621129654,4.22455245,6.512497546,5.600034638,7.146054088,3.38810911,5.263479262,6.090704828,5.57284868,5.685815014,6.245912484,8.382471189,5.876647585,5.810245919,6.433650227,6.129890511,5.776046472,6.325973541,5.396608406,4.463975034,4.401233163,3.696847674,4.34475423,3.324147176,5.572132858,4.582072595,3.720282862,3.952946255,1.587992503,2.628031647,3.882400379,1,3.698510804,1,3.154526125,5.392730329,5.133493473,1,1,2.957592664,5.124443654,6.419831246,2.639621268,1,4.627919505,4.283754547,4.419452979,4.770590665,5.350105303,5.433102178,4.382294451,4.755439299,2.347306166,1,3.391159734,5.080008866,4.773649522,3.846066846,5.912320615,3.55448612,4.820346076,5.210210173,3.385050272,5.404113694,4.654576993,5.489005325,5.511665515,4.611918131,5.369596218,4.130069607,4.031318892,3.520048084,4.185235281,3.157758627,4.320764417,4.196521581,4.991254075,4.498523815,0,4.064849447,5.317805697,4.707820316,2.865980525,3.562524015,3.717911512,4.770140475,2.994566208,3.564132759,2.537262598,3.755786377,3.931409524,4.194178374,4.169725415,5.593153728,4.766750633,2.727984839,1,1.63788641,5.415338022,3.234500094,4.089400451,4.682264959,5.924806626,4.655719936,4.162967808,3.415333086,3.813147429,3.599534975,5.117602316,2.101854824,1,3.335353335,5.042377411,2.755745704,3.814293477,5.727346266,4.072087131,4.629428228,4.247846606,6.160006396,3.12260765,4.231588275,4.053224531,2.845734611
"hsa-miR-4514",1,3.318154291,1,1,4.644726622,1,1,1,2.219576987,1,3.600376711,1,1,2.35454624,1,2.228827462,1,3.185674279,1,1,1,1,1,1,1,1,4.937159421,3.086994342,3.277528987,3.535037142,1,1,3.897608314,1,3.26450548,2.867887801,1,1,1,3.688844864,1,1,2.843093941,1,1,1,1,1,1,1,1,1,1,1,1,1,2.449236528,1,1,1,1,1,2.22024497,3.605576727,3.430844086,1,1,1,1,1,1,1,1,3.328927156,1,1.746386082,1,1,1,1,2.101195549,3.478058844,2.563838714,1,1.657677044,1,1,1,2.016992347,3.029828927,1,1,1,1,2.644834006,2.966393181,3.276170521,1,1,1,1,1,1,1,1,1,1,1,3.357541448,1,1,1,1,4.108303171,1,1,1,2.309408613,1,1,2.603953704,1.417447941,1,1,1,1,1,1,1,1,2.89894999,1,1,1,1,1,1,1,1
"hsa-miR-4515",1,1,1,1,1,2.986858208,1,1,1,1,3.403004409,2.633913539,1,1.996485827,1.940558183,2.687025853,1.618673122,3.271754239,1,1,1,1,1,1,1,1,5.119902597,2.365910063,1.76187039,4.983181451,4.78425196,1,5.265071037,4.781322666,5.723389951,6.767029298,5.941937656,6.755507701,4.781177468,5.446305946,4.785156555,5.358874145,6.423837989,6.364839154,5.70126207,6.169231583,3.780339499,4.815041099,5.304858647,4.589162838,5.972535312,3.602454089,4.43381226,3.497301313,4.831902485,3.774834384,1,5.12406321,4.380546376,3.973971766,4.798027343,6.041768227,5.765902812,5.065877343,5.749821366,5.300080126,4.059768836,5.181647309,5.794226792,3.570841609,3.915938177,5.002282468,4.927257637,4.840366933,4.548092145,5.597221552,5.063691831,1.785529767,3.331338621,5.153126394,4.805358294,4.218627618,5.501643359,4.92491916,3.562179158,3.776849802,4.668475347,3.393302539,3.128068719,5.136782344,4.542169741,1,6.207008035,1,6.33358516,5.089225967,5.314144233,5.358752033,4.537303078,2.761088006,5.200445828,3.637128108,3.739918814,4.009128237,4.347706601,3.557969267,4.951434848,5.733210227,5.246793869,3.854974023,3.503873133,4.477669536,3.60752487,4.627688853,3.194080274,3.425185909,4.184499393,3.50049889,3.1178449,3.361040724,4.285454328,3.380432158,2.929121687,3.698387135,5.089052501,4.077307625,4.462261573,3.936156725,3.474137284,4.118624379,4.212349598,3.546630194,4.191865536,3.385254935,3.011499187,3.157826979,4.722617855,3.501034561,3.405261504
"hsa-miR-4516",13.07903518,13.8690815,11.18128974,12.56869079,14.85977513,12.69498899,13.76354864,11.60895645,13.26219718,12.80031523,14.44498278,13.79628015,11.88202948,13.38445892,11.19406431,14.26047899,11.29147218,13.76163678,12.42568857,13.69470091,10.25571929,12.07787895,13.06109534,13.13068645,12.76042502,12.94556276,15.57477163,12.85874856,13.02070714,13.38176884,13.25351004,12.00318775,12.80987922,12.4371041,12.25002583,11.5920613,11.78417889,12.59462259,10.91170396,13.55974096,12.41594764,11.83783534,12.53494515,10.57363619,10.63377279,11.82261862,9.455692856,11.56112584,10.50493965,10.37079146,13.55645172,12.29051203,9.918960046,10.29805377,11.01636122,12.37741823,13.47307191,11.25843853,10.79645258,12.1765936,11.27227666,12.32925565,12.82408816,12.77488733,13.15009299,12.11687631,13.10032536,10.90315836,10.86181063,10.7059722,13.30384755,13.08253373,11.28483062,13.61937491,10.89574123,11.9801341,13.44304868,11.16777687,13.98055733,12.32904383,13.36402236,13.13800529,11.78485437,12.59008256,11.93656467,11.75870027,11.45594648,12.20845211,10.85715181,12.31009961,11.45891945,10.58356561,10.41114844,10.6693794,10.90316187,12.96608886,12.63798642,10.80666135,11.59475491,11.80495119,12.61116682,10.91427794,12.17612804,10.56229154,11.02819733,12.05144849,12.01272578,12.54897018,13.151274,12.58235253,10.74953212,10.47746797,10.09900141,11.49688039,11.84589293,11.42049401,12.26871016,13.90398324,12.73776779,11.47957368,11.39813744,11.44400342,11.74481767,13.14570655,10.85158404,9.896508687,10.53707165,13.89886082,11.30334177,12.04796743,13.3340183,12.37994253,10.9432804,11.28908115,12.65967531,10.28720079,12.09496198,12.26744318,10.8031434
"hsa-miR-4517",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.052636212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.463928696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.105429081,6.767280054,4.757457599,0,1,1,2.8400516,3.432891657,1,1,1,1,1,1,1,1,5.224374108,8.968897592,1,1,1,1,0.853859686,3.570910283,1,1,1,1,1,1,1,1,1,1,4.982372987,5.60324804,6.805307174,1,1,2.757069201,2.467948061,1,2.290752158,1,1,1,1,1,1
"hsa-miR-4518",3.38106656,4.242132061,1,2.513709534,5.737396733,1,3.894255108,1,2.922776809,3.27901162,4.897497094,2.669872589,1,4.623738157,1,4.617389031,1,4.263866671,2.942065472,3.549373107,1,3.058855284,3.434908089,1,3.10915509,3.523603355,5.696148144,3.36352423,4.227179795,4.050048415,3.228165444,1,4.156321778,3.200054945,1,0.96434552,1,1,1,2.039321089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.734500358,1,1,1,2.030428665,1,1,3.734264488,2.64461181,1,2.686485475,1,1,1,2.653881401,1,1,3.019903569,1,1,2.744822753,1,1,1,2.582921809,3.008402326,1,1,2.436214886,1.561860912,1,1,1,1,1,5.014627558,5.873940663,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.760209235,1,1,1,1,1,1,1,1,3.648071409,1,1,1,1,1,1,1,1,1,2.948515691,1,1,3.326471818,1,1,1,1,1,1,1,1
"hsa-miR-4519",1,1,1,1,1,2.634193006,1,1,1,1,1,1,1,1,1.19599719,1,1,1,1,1,1,1,3.034018224,1,2.10405883,2.66253343,1,1,1,1,1,1.978070517,1,1,2.066702256,1,1,1,1,1,1,1,1,1,1,1.107769653,1,3.465965891,1,1,1,2.95833407,1,2.057411107,3.940003142,1,1,1,1,1,2.84832772,1,1,2.387518374,1.636671637,1,1,2.549513148,1,1,1,1,1,2.571235238,1,1,2.128751843,1,1,1,1,1,2.64802904,1,1,2.934348004,1,1,1,1,1,5.09157739,3.8077678,8.723172463,3.576757993,1,2.437902224,1,1,1,2.560356763,1,1,1,2.313147105,1,1,3.692740745,2.615924259,1,2.718924601,1,1,3.674553567,1,1,1,1,1,1,3.142906016,1,2.172168304,3.707288942,3.594270394,1,4.648755218,3.279085139,1,2.08684433,2.700289966,3.779656993,1,1,1,3.353959823,1,1,3.923207905
"hsa-miR-4520-3p",1,3.450896114,1,1,3.827448448,1,1,1,1,1,3.494324868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.646123286,1,1,1,1,1,1,1,1,1,1,1,1,2.185734266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.382531184,2.402252934,1,1,1,1,1,1,1,1
"hsa-miR-4521",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.371186551,1,1,2.958926668,3.217625619,1,1,1,2.616675242,0.667912254,1,1,1,2.299134004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.054225026,1,1,1,1,1,1,1,1,1,1,1.059122886,2.986192588,1,1,1.818672053,1,3.30167207,1,1,1,2.160532901,1,1,1,1,1,1,1,1,1,3.148825478,1,1,1,2.782131463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.756273747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.037005596,1,1
"hsa-miR-1269b",3.420535108,1,1,2.959298884,1,0,3.310653325,1,1,1,3.992666856,1,2.641265401,2.676080852,2.130012039,1,1.709908024,1,2.601486792,1,1,1,3.872415062,1,1,2.033668966,2.036101972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.287910573,1,1,1,1,1,1,1,1,1,1,1,2.31618123,1,1,2.518357204,1,1,1,1,1,2.237342576,1,1,2.271369597,2.917303139,5.642374267,6.809087164,3.556954057,0,2.72959747,1,1,1,1,1,2.424432599,1,2.468034502,1,1,1,5.971729648,9.368207834,3.285741767,1,1,1,1,1,1,2.590227415,1,3.519866625,1,1.686884821,2.33964376,2.712259626,1,0.9645964,5.390069436,4.012635369,1,1,1,1,2.750509893,1,1,1,1,2.903602733,2.192164648,2.297947203,2.382244618
"hsa-miR-4522",1,1,1,1,1,1,1,1,1,1,1,1,1,3.210920971,1,1.289985217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25917977,1,1,1,1.590619983,2.011530346,1.873594777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.540094532,1,1,1,0.964865961,1,1.830773928,2.892916745,2.032906388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.738059608,1,1,1,1,1,1,1,1,1,2.681031764,4.573689233,3.877016454,9.106493076,1.999735422,1,3.047742122,1,1,1,1,1,1,1,1,2.199949002,2.648545207,0,1.405989093,1,1.661028832,1,1,2.353593548,1,2.676401056,1,1,1,2.343429001,1,1,1,1,1,1,0,1,1,2.73859283,1,4.507389128,1,1,1,1,1,1,2.824668785
"hsa-miR-4523",3.314596355,4.052223386,1,1,5.320197735,0,4.611094507,1,3.16710137,1,5.094110554,4.315371885,1,3.858952597,1,5.089579525,3.131472053,3.987565752,3.385925702,3.702619444,1,3.524496332,3.470020691,1.876106958,3.068274746,3.4800509,5.444721618,2.802455291,2.614790437,3.371036006,2.703641166,1,3.621742215,1,1,2.000728077,1,1,1,3.542832599,2.781972545,1,2.846565223,1,1,1,1,2.030355267,1,1,3.949949224,3.065387827,1,1,1.356693357,4.367885703,3.445462816,1,1,1,0.919614801,1,2.806911225,3.217475824,3.779025101,1,3.122155978,1.621805188,1,1,3.014489409,2.964061409,1.991811996,3.549200886,1,2.488606653,2.308651674,1,4.1747315,1,2.521890724,3.868821403,3.09780994,2.711213315,1,2.577820382,1,1,1,2.883312793,4.117562305,7.046046239,5.982575239,8.858774391,2.64610723,1,4.163980302,3.418333243,1.620759914,1,2.210015465,1,1,2.527432299,1,3.321357829,4.298812669,0,4.349205457,1.878991102,1,1,1,4.742911726,1,1,3.054454185,5.47896946,3.463840658,1,1,2.512547717,2.38951661,4.284135235,5.022099632,4.79630231,0,4.47154603,1,2.420693215,4.590344482,3.201385811,1,1,3.420254107,2.91531154,3.317017686,2.835822334,4.110530582
"hsa-miR-4524a-5p",1,2.118815577,2.565046312,1,4.036922103,1,1,1,1,1,1,1,1,1,1,1,1,2.539447032,1,1,1,1,1,1,1,1,3.951965095,2.204803417,1,1,1,1,1,1,1,2.371841845,1,1,1,1,1,1,1,1.104554278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.669503653,1,1,1,1,1,1,1,0.650506628,3.15692251,1,1,1,1,1,1,1.345219789,2.639123629,1,1,1,1,1,1,1,1,1,1,3.467811871,1,1,1,3.229715371,1,1,1,1,1,1,1,1,1,1,1,3.026561597,1,1,1,1,1,1,1,1,2.990779095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-4524a-3p",1,1,1,1,1,2.969126969,1,1,1,1,3.187648705,1,1,2.103336996,1,3.222969049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.088931379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.809192157,4.047323588,0,1,1,3.134577243,1,1,1,1,1,1,1,1,1,3.529625909,9.3445401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.774516185,1,6.954533396,1,1,1,1,4.741230329,1,1,1,1,1,1,2.675233204
