"","GSM2445880","GSM2445881","GSM2445882","GSM2445883","GSM2445884","GSM2445885","GSM2445886","GSM2445887","GSM2445888","GSM2445889","GSM2445890","GSM2445891","GSM2445892","GSM2445893","GSM2445894","GSM2445895","GSM2445896","GSM2445897","GSM2445898","GSM2445899","GSM2445900","GSM2445901","GSM2445902","GSM2445903","GSM2445904","GSM2445905","GSM2445906","GSM2445907","GSM2445908","GSM2445909","GSM2445910","GSM2445911","GSM2445912","GSM2445913","GSM2445914","GSM2445915","GSM2445916","GSM2445917","GSM2445918","GSM2445919","GSM2445920"
"hsa-miR-122-5p",2.48800077083407,3.36737106564853,3.08406426478847,2.78240856492737,3.01256867350306,2.86987140617771,3.01435529297707,2.62993940943954,3.29572302453997,2.92409988564074,2.89530262133331,2.85399564717639,2.68929916053589,3.17312743348066,3.05137210172103,2.91073266190291,2.98367769469807,2.81762325751143,3.02502879449152,3.07382023329167,3.43829285157915,3.27202318906105,2.77399632511117,2.75060650483559,3.0036022366802,2.6507645591169,2.91073266190291,3.24640808724638,3.13422093976063,2.86987140617771,2.93168305705981,2.85798099512757,2.62293035092018,2.90689059560852,3.06350294230616,3.01792190799726,3.09254574154357,2.74631276642546,3.01435529297707,2.48284828306847,2.97636363573276
"hsa-miR-199b-3p",3.13422093976063,3.12763327972587,3.34624777408278,2.96901230751632,2.9429835981871,2.89917563048051,2.96162332828694,2.87381319835909,2.96347412397489,2.94860084749336,2.92029330021101,2.87970576628229,2.98913900736823,2.86789646399265,2.92599941855622,2.92599941855622,2.92789645372882,2.99638874644762,3.00898878322725,2.97819562968165,2.8972404255748,2.99276843076892,2.8972404255748,2.97636363573276,2.95791459863299,2.92789645372882,2.87184364850932,2.99276843076892,2.95419631038688,3.00180224263399,2.96532254836725,2.96162332828694,2.97269265400426,2.93545974780529,2.91838623444635,2.98185265328974,2.95791459863299,2.92789645372882,2.93545974780529,2.9297909977186,2.90110824301451
"hsa-miR-199a-3p",3.12267271882414,3.13257684267001,3.3533232911629,2.95419631038688,2.96347412397489,2.95046841415012,2.92599941855622,2.90689059560852,2.95419631038688,2.95791459863299,2.93545974780529,2.9297909977186,2.99095486039699,2.87970576628229,2.92789645372882,2.93922657772821,2.92029330021101,3.00180224263399,2.98367769469807,2.94485844580754,2.86393845042397,3,2.88166461932035,2.93922657772821,2.98550043030489,2.89530262133331,2.83390207666916,3,2.93734439215023,3.01435529297707,2.97819562968165,2.94860084749336,2.97452931248388,2.92409988564074,2.9297909977186,2.97819562968165,2.97452931248388,2.93734439215023,2.92219784839637,2.91647664443772,2.92029330021101
"hsa-miR-29b-3p",3.0686708106651,3.04614178164472,2.92789645372882,2.99819550315325,2.93545974780529,2.84398384404833,2.92219784839637,2.87381319835909,2.98732086592925,2.95791459863299,2.84197311892718,2.90689059560852,2.85996954822103,2.95791459863299,2.9126498648972,3.03386345186628,3.01256867350306,2.92219784839637,2.92599941855622,3.01435529297707,2.71369581484336,2.95977015521147,3.04439411935845,2.99819550315325,3.07382023329167,2.90496571868403,2.83390207666916,2.98002530023873,2.98550043030489,3.04614178164472,2.97452931248388,3.06522762277562,2.88557436437143,2.98732086592925,2.99819550315325,2.90881290773955,2.9429835981871,3.06522762277562,2.93734439215023,3.02147972741045,3.01613970265525
"hsa-miR-16-2-3p",3.24792751344359,3.10601323762212,3.33199177823206,2.95419631038688,2.97819562968165,3.09423606984577,3.19692173382033,3.0686708106651,3.0703893278914,2.85598969730848,2.91647664443772,3.19377174339668,2.79493566280354,2.72027846523333,2.63691458035588,2.98002530023873,3.1407786557828,3.0408924306469,2.95977015521147,3.04439411935845,2.90689059560852,3.09423606984577,2.86987140617771,2.94485844580754,2.88166461932035,2.91456452349394,2.93545974780529,2.8499992594661,2.68032435684402,2.64616265715789,2.91647664443772,2.76765479823735,2.98367769469807,2.83390207666916,3.25398926623079,2.99095486039699,2.81762325751143,2.98002530023873,2.93357263826102,2.65535182861255,2.70265754339091
"hsa-miR-10b-5p",2.97269265400426,2.877744249949,2.82374936030827,2.86195536414487,2.9429835981871,2.75702324650746,2.83794324189103,2.76553474636298,2.86591881455221,2.87970576628229,2.99457972421575,2.91456452349394,2.87184364850932,2.84799690655495,3.00898878322725,2.84799690655495,2.86987140617771,2.90110824301451,2.9297909977186,2.93168305705981,2.88166461932035,2.95233356636969,2.90496571868403,2.99457972421575,2.84799690655495,2.87578006306849,3.02680005934372,3.00898878322725,2.83995958748953,2.93357263826102,2.92409988564074,2.90496571868403,2.99819550315325,2.92219784839637,2.94110631094643,3.05658352836637,2.94860084749336,2.87381319835909,2.94860084749336,2.85399564717639,2.86195536414487
"hsa-miR-378d",2.85996954822103,2.94860084749336,2.89336221076387,2.98367769469807,2.90881290773955,2.90110824301451,2.76128527336162,2.81557542886257,2.93545974780529,2.86987140617771,2.91073266190291,2.89917563048051,2.96901230751632,2.90303827011291,2.92599941855622,2.83592407425437,2.93357263826102,2.89336221076387,2.95233356636969,2.90496571868403,2.84799690655495,2.96901230751632,2.82781902461732,2.9297909977186,2.89530262133331,2.88362081628567,2.81966818349646,2.93545974780529,2.94485844580754,2.97819562968165,2.96162332828694,2.96347412397489,2.96162332828694,2.90881290773955,2.93168305705981,2.93357263826102,2.95046841415012,2.86195536414487,2.93922657772821,2.89530262133331,2.93168305705981
"hsa-miR-195-3p",2.99095486039699,2.90881290773955,2.92409988564074,2.90303827011291,2.90689059560852,2.84599177066457,2.95233356636969,2.84197311892718,2.89530262133331,2.9297909977186,2.87184364850932,2.91456452349394,2.877744249949,2.95046841415012,2.93734439215023,2.96716860753263,2.86393845042397,2.93357263826102,2.96716860753263,2.90110824301451,2.88752527074159,2.91456452349394,2.95046841415012,2.87184364850932,2.92599941855622,2.91838623444635,2.89141918684608,2.96532254836725,2.89336221076387,2.87381319835909,2.84799690655495,2.86789646399265,2.91073266190291,2.94110631094643,2.89336221076387,2.94110631094643,2.88752527074159,2.92409988564074,2.94110631094643,2.89141918684608,2.87184364850932
"hsa-miR-370-3p",2.97269265400426,2.91838623444635,3.13586316536868,2.93922657772821,2.87381319835909,2.81557542886257,2.75060650483559,2.86789646399265,2.97269265400426,2.92029330021101,2.92789645372882,2.90881290773955,2.88166461932035,2.97636363573276,2.90303827011291,2.94860084749336,2.89917563048051,2.86987140617771,2.91838623444635,2.85598969730848,2.84398384404833,2.877744249949,2.93168305705981,2.8011586560937,2.93357263826102,2.9297909977186,2.78659636189081,2.95233356636969,2.88166461932035,2.89336221076387,2.92409988564074,2.85798099512757,2.90689059560852,2.93545974780529,2.9126498648972,2.87578006306849,2.93545974780529,2.84599177066457,2.90689059560852,2.90110824301451,2.97085365434048
"hsa-miR-655-3p",2.90303827011291,3.01256867350306,2.86195536414487,2.97085365434048,2.92789645372882,2.79493566280354,2.89141918684608,2.86195536414487,2.9297909977186,2.9297909977186,2.82578562746479,2.84197311892718,2.86393845042397,2.81966818349646,2.86393845042397,2.96532254836725,3.114367024952,2.9560566524124,2.83995958748953,2.95233356636969,2.64846544302731,2.96716860753263,2.86789646399265,2.91647664443772,3.0232553523003,2.86987140617771,2.7158933705476,2.94673086014031,2.96347412397489,3.08406426478847,3.0071955014042,3.01970191444255,2.88362081628567,2.88362081628567,2.94673086014031,2.84398384404833,2.86195536414487,2.96347412397489,2.84599177066457,2.91456452349394,2.89141918684608
"hsa-miR-499a-5p",2.82374936030827,2.9560566524124,2.94110631094643,2.9297909977186,2.92789645372882,2.90881290773955,2.9560566524124,2.72246602447109,2.94860084749336,2.91073266190291,2.89141918684608,2.89141918684608,2.97636363573276,2.77820857639809,2.90689059560852,2.86393845042397,2.86789646399265,2.88947354253111,3.0036022366802,2.91838623444635,2.84398384404833,2.98913900736823,2.88557436437143,2.9297909977186,2.97269265400426,2.80322703643493,2.78240856492737,2.85399564717639,2.8972404255748,2.97269265400426,2.90689059560852,2.94860084749336,2.95791459863299,2.8972404255748,2.86591881455221,2.94110631094643,2.9297909977186,2.88362081628567,2.89141918684608,2.877744249949,2.91647664443772
"hsa-miR-346",2.91647664443772,2.79285535236249,2.61353165291793,3,3.04264433740849,3.27500704749987,3.25398926623079,3.28540221886225,2.8073549220576,2.83187724119167,2.81966818349646,2.83995958748953,2.94673086014031,2.72465027173297,2.81557542886257,2.79285535236249,2.7311832415722,2.90881290773955,2.82578562746479,2.877744249949,3.0496307677246,2.81557542886257,2.86591881455221,2.98550043030489,2.78450398292957,2.86789646399265,3.20320115631661,2.85598969730848,2.83794324189103,2.81557542886257,2.77610398807316,2.71808758396052,2.91073266190291,2.81966818349646,2.83187724119167,2.98913900736823,2.88752527074159,2.85598969730848,2.91838623444635,2.83187724119167,2.85598969730848
"hsa-let-7f-1-3p",2.97819562968165,2.93922657772821,2.86789646399265,2.96162332828694,2.86591881455221,2.95046841415012,2.90881290773955,2.89141918684608,2.90496571868403,2.93357263826102,2.93922657772821,2.93734439215023,2.81147103052984,2.83995958748953,2.86195536414487,2.90496571868403,2.96162332828694,2.9560566524124,2.85996954822103,2.96347412397489,2.6915341649192,2.83187724119167,2.94860084749336,2.95977015521147,2.85199883711245,2.83592407425437,2.86789646399265,2.82578562746479,2.92409988564074,2.90496571868403,2.92029330021101,2.90496571868403,2.877744249949,2.85798099512757,2.90303827011291,2.89530262133331,2.85399564717639,2.91073266190291,2.90110824301451,2.88362081628567,2.83187724119167
"hsa-miR-411-3p",3.01792190799726,2.88362081628567,2.87184364850932,2.77188557851537,2.83390207666916,2.86195536414487,2.96347412397489,2.97636363573276,2.92789645372882,2.95791459863299,2.87578006306849,2.91073266190291,2.81147103052984,2.94673086014031,2.82984955984469,2.93922657772821,2.81352468929781,2.95046841415012,3.0703893278914,2.98913900736823,2.93168305705981,2.81557542886257,2.9126498648972,2.86591881455221,2.92409988564074,2.89917563048051,2.89141918684608,2.78450398292957,2.73335434061383,2.78868571061353,2.85199883711245,2.85399564717639,2.76765479823735,2.89917563048051,2.85798099512757,2.86789646399265,2.83390207666916,2.9560566524124,2.85996954822103,2.88557436437143,2.90303827011291
"hsa-let-7f-2-3p",2.89917563048051,2.90689059560852,2.89141918684608,2.96716860753263,2.83995958748953,2.73335434061383,2.88166461932035,2.82374936030827,2.94110631094643,2.89141918684608,2.75488750216347,2.82781902461732,2.83794324189103,2.86393845042397,2.86591881455221,2.89141918684608,2.92599941855622,2.95046841415012,2.86987140617771,2.95233356636969,2.60880924267552,2.92029330021101,2.84799690655495,2.9429835981871,2.97085365434048,2.83995958748953,2.74846123300404,2.96532254836725,2.94860084749336,2.97636363573276,2.96162332828694,2.95233356636969,2.9429835981871,2.87970576628229,2.90110824301451,2.90496571868403,2.89530262133331,2.90303827011291,2.89530262133331,2.92599941855622,2.86195536414487
"hsa-miR-324-3p",2.83187724119167,2.83390207666916,2.93734439215023,2.94860084749336,2.8499992594661,2.87578006306849,2.83794324189103,2.78868571061353,2.91073266190291,2.94485844580754,2.96901230751632,2.89530262133331,2.93357263826102,2.79285535236249,2.78868571061353,2.84799690655495,2.89917563048051,2.9297909977186,2.94485844580754,2.90110824301451,2.89917563048051,2.92599941855622,2.790772037862,2.82781902461732,2.80322703643493,2.84599177066457,2.83187724119167,2.81557542886257,2.79285535236249,2.84599177066457,2.88166461932035,2.84799690655495,2.85598969730848,2.83187724119167,2.83187724119167,2.89530262133331,2.89917563048051,2.81557542886257,2.85996954822103,2.86393845042397,2.93922657772821
"hsa-miR-32-5p",2.87578006306849,2.95419631038688,3.0036022366802,2.88752527074159,2.91073266190291,2.80529245560071,2.85996954822103,2.73335434061383,2.87381319835909,2.82984955984469,2.84197311892718,2.83390207666916,2.88362081628567,2.64385618977472,2.88557436437143,2.83592407425437,2.79701297783614,2.82781902461732,2.93168305705981,2.94110631094643,2.61588707391606,2.92789645372882,2.87578006306849,2.96532254836725,2.96716860753263,2.790772037862,2.72246602447109,2.91647664443772,2.95233356636969,2.95233356636969,2.89917563048051,2.9429835981871,2.90110824301451,2.81352468929781,2.90303827011291,2.90496571868403,2.90881290773955,2.91647664443772,2.85798099512757,2.85996954822103,2.877744249949
"hsa-miR-383-5p",2.88166461932035,2.85199883711245,2.9126498648972,2.76765479823735,2.79493566280354,2.790772037862,2.799087306074,2.67355642399014,2.88362081628567,2.9126498648972,2.73984810269933,2.91456452349394,2.85996954822103,2.86195536414487,2.76977173924945,2.86591881455221,2.74416109557041,2.790772037862,2.97269265400426,2.88362081628567,2.93168305705981,2.85996954822103,2.76765479823735,2.75488750216347,2.86591881455221,2.9560566524124,2.85598969730848,2.8094144442359,2.83794324189103,2.88166461932035,2.94673086014031,2.81762325751143,2.83995958748953,2.90881290773955,2.88947354253111,2.95977015521147,2.88947354253111,2.92409988564074,2.87184364850932,2.87184364850932,2.98002530023873
"hsa-miR-183-5p",2.94860084749336,2.87184364850932,2.71369581484336,2.88166461932035,2.83592407425437,2.77188557851537,2.88362081628567,2.94485844580754,2.85996954822103,2.85598969730848,2.81762325751143,2.90881290773955,2.65535182861255,2.95977015521147,2.91838623444635,3.01970191444255,2.93545974780529,2.78240856492737,2.72900887033786,2.84799690655495,2.70487196445635,2.83995958748953,2.85598969730848,2.790772037862,2.93922657772821,2.88752527074159,2.91838623444635,2.88752527074159,2.86195536414487,2.81352468929781,2.93168305705981,2.90689059560852,2.87970576628229,2.90689059560852,2.92219784839637,2.78868571061353,2.73552217729654,2.9429835981871,2.85598969730848,2.88362081628567,2.81557542886257
"hsa-miR-187-3p",2.94860084749336,2.90110824301451,2.78031009904338,2.84799690655495,2.8073549220576,2.80529245560071,2.92219784839637,2.8972404255748,2.84799690655495,2.86987140617771,2.73552217729654,2.8499992594661,2.77188557851537,2.87578006306849,2.83995958748953,2.91073266190291,2.93357263826102,2.83794324189103,2.84398384404833,2.89917563048051,2.76128527336162,2.79701297783614,2.877744249949,2.83794324189103,2.89917563048051,2.88752527074159,2.88557436437143,2.84599177066457,2.81147103052984,2.87578006306849,2.88166461932035,2.94485844580754,2.75915583380027,2.90110824301451,2.85798099512757,2.82781902461732,2.82374936030827,2.92219784839637,2.85996954822103,2.89917563048051,2.86195536414487
"hsa-miR-16-5p",3.06177619758669,3.01435529297707,3.22496636500027,2.76765479823735,2.84599177066457,2.88166461932035,3.03210084316702,2.95046841415012,2.94673086014031,2.86789646399265,2.78868571061353,3.05658352836637,2.7311832415722,2.67581593117227,2.66448284036468,2.89141918684608,2.9126498648972,2.93734439215023,2.82781902461732,2.95791459863299,2.8499992594661,2.9560566524124,2.78240856492737,2.78659636189081,2.88947354253111,2.78450398292957,2.76977173924945,2.63691458035588,2.6915341649192,2.68706068833989,2.87184364850932,2.78240856492737,2.88557436437143,2.85996954822103,3.03210084316702,2.84799690655495,2.80322703643493,2.86987140617771,2.77188557851537,2.70929063572336,2.78450398292957
"hsa-miR-1343-3p",3.08576455377831,2.86591881455221,2.57046293102604,2.82578562746479,2.88166461932035,3.09929520433778,3.10936055940423,3.07724299893246,2.73984810269933,2.77399632511117,2.70043971814109,2.82171021503467,2.76977173924945,2.93922657772821,2.68706068833989,2.85996954822103,2.69376571221778,2.86987140617771,2.94110631094643,2.81352468929781,2.86591881455221,2.55336050333533,3,2.80322703643493,2.79701297783614,2.90110824301451,2.95791459863299,2.76977173924945,2.75274859140713,2.65535182861255,2.70265754339091,2.88752527074159,2.7311832415722,2.87970576628229,2.89141918684608,2.8499992594661,2.75060650483559,2.99457972421575,2.88166461932035,2.96347412397489,2.89141918684608
"hsa-miR-382-3p",2.8972404255748,2.97085365434048,2.90881290773955,2.87184364850932,2.85996954822103,2.54101915313356,2.71149490665009,2.63923216324928,2.88752527074159,2.80529245560071,2.79285535236249,2.78450398292957,2.65306001710456,2.92029330021101,2.85399564717639,2.89141918684608,2.95046841415012,2.94110631094643,2.73984810269933,2.90303827011291,2.67807190511264,2.81966818349646,2.88947354253111,2.88166461932035,2.95419631038688,2.85798099512757,2.56315813040281,2.9560566524124,2.95046841415012,2.95791459863299,2.90110824301451,2.95419631038688,2.84197311892718,2.877744249949,2.9429835981871,2.77399632511117,2.82578562746479,2.90881290773955,2.85598969730848,2.93545974780529,2.8073549220576
"hsa-miR-148a-3p",2.96532254836725,2.93734439215023,3.01077983875324,2.81352468929781,2.83995958748953,2.72900887033786,2.87578006306849,2.64846544302731,2.85996954822103,2.82578562746479,2.77188557851537,2.79701297783614,2.72027846523333,2.95046841415012,2.89336221076387,2.92409988564074,2.86195536414487,2.79701297783614,2.79285535236249,2.87184364850932,2.74200621086674,2.88362081628567,2.84599177066457,2.90496571868403,2.91456452349394,2.790772037862,2.72900887033786,2.91073266190291,2.89530262133331,2.85199883711245,2.88752527074159,2.86393845042397,2.84599177066457,2.87578006306849,2.81557542886257,2.85399564717639,2.8094144442359,2.91073266190291,2.87970576628229,2.84799690655495,2.78240856492737
"hsa-miR-378g",2.8011586560937,2.84799690655495,2.790772037862,2.88166461932035,2.85798099512757,2.81762325751143,2.75060650483559,2.67355642399014,2.78450398292957,2.81557542886257,2.84197311892718,2.81557542886257,2.85996954822103,2.88752527074159,2.9297909977186,2.8499992594661,2.83995958748953,2.84398384404833,2.88166461932035,2.84197311892718,2.74200621086674,2.82781902461732,2.75488750216347,2.82578562746479,2.79285535236249,2.83794324189103,2.75274859140713,2.88557436437143,2.85199883711245,2.86591881455221,2.86987140617771,2.88557436437143,2.82171021503467,2.88362081628567,2.82984955984469,2.82984955984469,2.87970576628229,2.83995958748953,2.84197311892718,2.84197311892718,2.82578562746479
"hsa-miR-215-5p",2.96532254836725,3.05137210172103,2.81557542886257,2.84398384404833,2.75060650483559,2.65764000520782,2.81966818349646,2.8073549220576,2.87381319835909,2.79493566280354,2.64846544302731,2.81762325751143,2.37851162325373,2.91073266190291,2.78240856492737,2.90689059560852,2.91073266190291,2.76128527336162,2.69821847822441,2.8499992594661,2.66902676550963,2.72900887033786,2.86591881455221,2.8011586560937,2.86987140617771,2.86789646399265,2.68481873755322,2.90110824301451,2.790772037862,2.82984955984469,2.9429835981871,2.84197311892718,2.74846123300404,2.82984955984469,3.0232553523003,2.74200621086674,2.74416109557041,2.91456452349394,2.81966818349646,2.9126498648972,2.82374936030827
"hsa-miR-30b-5p",2.86393845042397,2.84398384404833,2.78240856492737,2.83187724119167,2.81557542886257,2.47248777146274,2.73335434061383,2.74416109557041,2.86591881455221,2.83794324189103,2.73768676140986,2.78868571061353,2.68929916053589,2.80529245560071,2.81557542886257,2.91647664443772,2.9297909977186,2.89530262133331,2.73984810269933,2.87381319835909,2.53356334821451,2.85199883711245,2.84799690655495,2.79493566280354,2.92219784839637,2.81762325751143,2.63923216324928,2.86789646399265,2.90496571868403,2.92219784839637,2.91073266190291,2.877744249949,2.75060650483559,2.83592407425437,2.83995958748953,2.74200621086674,2.76128527336162,2.94110631094643,2.76341157447001,2.92409988564074,2.83995958748953
"hsa-miR-24-2-5p",2.86393845042397,2.83187724119167,2.81352468929781,2.83592407425437,2.8073549220576,2.83390207666916,2.76977173924945,2.78031009904338,2.82984955984469,2.75915583380027,2.83187724119167,2.77188557851537,2.83187724119167,2.73335434061383,2.81557542886257,2.78240856492737,2.84799690655495,2.79285535236249,2.77188557851537,2.83390207666916,2.78031009904338,2.83187724119167,2.78450398292957,2.89336221076387,2.78031009904338,2.77610398807316,2.81352468929781,2.82781902461732,2.78659636189081,2.83592407425437,2.82374936030827,2.86195536414487,2.77610398807316,2.79493566280354,2.85996954822103,2.78450398292957,2.82781902461732,2.81352468929781,2.82781902461732,2.80529245560071,2.78031009904338
"hsa-miR-30e-3p",2.99457972421575,2.8094144442359,2.86591881455221,2.85199883711245,2.81147103052984,2.65306001710456,2.90303827011291,2.85798099512757,2.8094144442359,2.76341157447001,2.6915341649192,2.72683121703249,2.73552217729654,2.97452931248388,2.84197311892718,2.99638874644762,2.93545974780529,2.92219784839637,2.73335434061383,2.82781902461732,2.55826763405574,2.73984810269933,2.84197311892718,2.76765479823735,2.877744249949,2.80529245560071,2.76341157447001,2.86591881455221,2.79701297783614,2.88752527074159,2.78868571061353,2.78868571061353,2.71149490665009,2.81557542886257,2.81147103052984,2.71369581484336,2.66902676550963,2.86195536414487,2.76977173924945,2.83390207666916,2.79493566280354
"hsa-miR-195-5p",2.78031009904338,2.8073549220576,2.88752527074159,2.74200621086674,2.84799690655495,2.79493566280354,2.75488750216347,2.66902676550963,2.80529245560071,2.82578562746479,2.69376571221778,2.78868571061353,2.81352468929781,2.70487196445635,2.83592407425437,2.84599177066457,2.81147103052984,2.83390207666916,2.74416109557041,2.85798099512757,2.68481873755322,2.85996954822103,2.76128527336162,2.83187724119167,2.85598969730848,2.76128527336162,2.66902676550963,2.77610398807316,2.78240856492737,2.85399564717639,2.8011586560937,2.799087306074,2.7311832415722,2.8073549220576,2.75702324650746,2.790772037862,2.77610398807316,2.81352468929781,2.70043971814109,2.790772037862,2.75060650483559
"hsa-miR-181c-3p",2.80322703643493,2.78031009904338,2.91073266190291,2.84197311892718,2.67581593117227,2.6915341649192,2.7158933705476,2.70043971814109,2.87578006306849,2.84799690655495,2.73552217729654,2.79285535236249,2.77610398807316,2.81147103052984,2.65992455840238,2.80529245560071,2.78868571061353,2.79701297783614,2.89141918684608,2.76341157447001,2.68257329734758,2.877744249949,2.78659636189081,2.72246602447109,2.80529245560071,2.74416109557041,2.58976348698498,2.72027846523333,2.69376571221778,2.8073549220576,2.77399632511117,2.80529245560071,2.76553474636298,2.77610398807316,2.75060650483559,2.78031009904338,2.80529245560071,2.75060650483559,2.73768676140986,2.75915583380027,2.83390207666916
"hsa-miR-505-5p",2.6959938131099,2.70043971814109,2.78868571061353,2.611172380044,2.84197311892718,2.93545974780529,2.93922657772821,2.87381319835909,2.79285535236249,2.85199883711245,2.8073549220576,2.85399564717639,2.80322703643493,2.6915341649192,2.76341157447001,2.76128527336162,2.8011586560937,2.83187724119167,2.82374936030827,2.84799690655495,2.95791459863299,2.82374936030827,2.70929063572336,2.72683121703249,2.77188557851537,2.73335434061383,2.96532254836725,2.62993940943954,2.55826763405574,2.59454854955035,2.73552217729654,2.6915341649192,2.73984810269933,2.72683121703249,2.68481873755322,2.81966818349646,2.78240856492737,2.75702324650746,2.73984810269933,2.77188557851537,2.74416109557041
"hsa-miR-133b",2.7311832415722,2.77820857639809,2.87970576628229,2.89141918684608,2.68929916053589,2.62760683812965,2.64154602908752,2.73984810269933,2.81147103052984,2.82984955984469,3.03386345186628,2.80322703643493,2.71149490665009,2.67355642399014,2.81352468929781,2.74631276642546,3.07553263116736,2.82781902461732,2.68032435684402,2.8011586560937,2.80529245560071,2.98367769469807,2.64846544302731,2.76128527336162,2.73552217729654,2.6959938131099,2.54101915313356,2.7158933705476,2.76553474636298,2.877744249949,2.9297909977186,2.76977173924945,2.72683121703249,2.74200621086674,2.6959938131099,2.62527048937469,2.66902676550963,2.70265754339091,2.6959938131099,2.74631276642546,2.71369581484336
"hsa-miR-221-5p",2.80322703643493,2.77399632511117,2.83390207666916,2.8094144442359,2.72027846523333,2.39506279951758,2.67581593117227,2.54596836910529,2.82374936030827,2.81762325751143,2.7311832415722,2.75060650483559,2.66448284036468,2.83187724119167,2.78868571061353,2.84799690655495,2.91456452349394,2.79701297783614,2.72246602447109,2.84197311892718,2.61353165291793,2.81762325751143,2.77399632511117,2.75488750216347,2.82984955984469,2.82578562746479,2.57288966842058,2.79493566280354,2.66902676550963,2.82781902461732,2.81352468929781,2.81352468929781,2.70487196445635,2.78240856492737,2.77820857639809,2.73552217729654,2.68032435684402,2.8499992594661,2.75915583380027,2.78450398292957,2.790772037862
"hsa-miR-133a-3p",2.70929063572336,2.79285535236249,2.86195536414487,2.8499992594661,2.73335434061383,2.64385618977472,2.72900887033786,2.70043971814109,2.8073549220576,2.86591881455221,3.03913839390696,2.80529245560071,2.74416109557041,2.54596836910529,2.74631276642546,2.72027846523333,3.06350294230616,2.83187724119167,2.70043971814109,2.83995958748953,2.81352468929781,2.94485844580754,2.63459326844576,2.75060650483559,2.81557542886257,2.70043971814109,2.51601514700366,2.75488750216347,2.75702324650746,2.8499992594661,2.90689059560852,2.75488750216347,2.68706068833989,2.72465027173297,2.68032435684402,2.67807190511264,2.66448284036468,2.73335434061383,2.6667565918848,2.72027846523333,2.6959938131099
"hsa-miR-136-5p",2.69821847822441,2.71149490665009,2.87578006306849,2.76977173924945,2.72465027173297,2.74416109557041,2.76128527336162,2.62993940943954,2.79701297783614,2.799087306074,2.611172380044,2.81966818349646,2.74846123300404,2.68032435684402,2.70929063572336,2.8011586560937,2.68257329734758,2.81557542886257,2.86591881455221,2.83995958748953,2.66902676550963,2.82781902461732,2.80322703643493,2.69376571221778,2.89917563048051,2.6915341649192,2.60880924267552,2.68257329734758,2.73335434061383,2.67581593117227,2.74631276642546,2.72246602447109,2.68706068833989,2.73768676140986,2.72246602447109,2.84197311892718,2.81352468929781,2.82171021503467,2.70929063572336,2.75702324650746,2.85199883711245
"hsa-miR-190b",2.70487196445635,2.7311832415722,2.78031009904338,2.68706068833989,2.79493566280354,2.81557542886257,2.77820857639809,2.67807190511264,2.75702324650746,2.78240856492737,2.70929063572336,2.799087306074,2.81557542886257,2.72900887033786,2.75915583380027,2.77820857639809,2.73768676140986,2.78868571061353,2.79701297783614,2.8011586560937,2.8499992594661,2.72027846523333,2.75915583380027,2.77610398807316,2.81762325751143,2.76128527336162,2.76765479823735,2.73768676140986,2.65306001710456,2.66220549965362,2.77820857639809,2.68929916053589,2.75274859140713,2.75274859140713,2.68706068833989,2.80529245560071,2.75274859140713,2.81352468929781,2.75702324650746,2.76341157447001,2.78868571061353
"hsa-miR-154-5p",2.68481873755322,2.78868571061353,2.79285535236249,2.8094144442359,2.75488750216347,2.7158933705476,2.65764000520782,2.67807190511264,2.72246602447109,2.78659636189081,2.8094144442359,2.71149490665009,2.85996954822103,2.53356334821451,2.67581593117227,2.62993940943954,2.75274859140713,2.76553474636298,2.78868571061353,2.75060650483559,2.73552217729654,2.80529245560071,2.74200621086674,2.82781902461732,2.71369581484336,2.67581593117227,2.73552217729654,2.72900887033786,2.84197311892718,2.86195536414487,2.81762325751143,2.81147103052984,2.82781902461732,2.7158933705476,2.75488750216347,2.81762325751143,2.76765479823735,2.71149490665009,2.72465027173297,2.75488750216347,2.76553474636298
"hsa-miR-26a-5p",2.92599941855622,2.75488750216347,2.790772037862,2.69821847822441,2.59931779369823,2.67355642399014,2.73335434061383,2.72900887033786,2.73552217729654,2.72246602447109,2.79285535236249,2.72900887033786,2.77399632511117,2.68032435684402,2.71369581484336,2.74631276642546,2.71149490665009,2.74846123300404,2.70487196445635,2.74846123300404,2.58496250072116,2.73984810269933,2.77610398807316,2.790772037862,2.8011586560937,2.68032435684402,2.70708299177171,2.81352468929781,2.68481873755322,2.76977173924945,2.82578562746479,2.81147103052984,2.77820857639809,2.73984810269933,2.87970576628229,2.81762325751143,2.68032435684402,2.77820857639809,2.66902676550963,2.72027846523333,2.77399632511117
"hsa-miR-424-3p",2.89336221076387,2.799087306074,2.87381319835909,2.67581593117227,2.77188557851537,2.80529245560071,2.76765479823735,2.73335434061383,2.73984810269933,2.73984810269933,2.67807190511264,2.74631276642546,2.6959938131099,2.70043971814109,2.61823865559545,2.72683121703249,2.7311832415722,2.70265754339091,2.7158933705476,2.7158933705476,2.78868571061353,2.69376571221778,2.69821847822441,2.77188557851537,2.71149490665009,2.75488750216347,2.79701297783614,2.64846544302731,2.69821847822441,2.68929916053589,2.71369581484336,2.70487196445635,2.7158933705476,2.72683121703249,2.73768676140986,2.74846123300404,2.75274859140713,2.78659636189081,2.72683121703249,2.72246602447109,2.799087306074
