"","GSM2729742","GSM2729743","GSM2729744","GSM2729745","GSM2729746","GSM2729747","GSM2729748","GSM2729749","GSM2729750","GSM2729751","GSM2729752","GSM2729753","GSM2729754","GSM2729755","GSM2729756","GSM2729757","GSM2729758","GSM2729759","GSM2729760","GSM2729761","GSM2729762","GSM2729763","GSM2729764","GSM2729765","GSM2729766","GSM2729767","GSM2729768","GSM2729769","GSM2729770","GSM2729771","GSM2729772","GSM2729773","GSM2729774","GSM2729775","GSM2729776","GSM2729777","GSM2729778","GSM2729779","GSM2729780","GSM2729781","GSM2729782","GSM2729783","GSM2729784","GSM2729785","GSM2729786","GSM2729787","GSM2729788","GSM2729789","GSM2729790","GSM2729791","GSM2729792","GSM2729793","GSM2729794"
"hsa-miR-517a-3p",0.409240719565219,-3.67955988652175,-2.42544130391305,-1.69821684956522,-4.83783460826087,-4.96898889391304,-4.63360817521739,-3.25397167043478,-3.04875057478261,1.24303599956522,-5.91191456304348,-4.03582895043478,-8.99579763130434,-4.63889596478261,-8.63129883043478,-3.8131981226087,-5.41158240086957,-6.3024923173913,-7.0631239526087,-4.83789139043478,-5.63317797913044,-10.3342455195652,-6.57015298173912,-8.18392679565218,-4.48347542391304,0.814255206521747,-6.08234706043478,-8.73596410347827,-6.78031717391304,-1.05669341173913,-3.66092050217392,-6.73896862347827,-4.76379719043478,-4.22661597173913,-2.8388998,1.82779848826087,-4.19729193130435,-2.30790689217391,-9.26733344826087,-2.83435628608695,-8.0661188373913,-5.19500823173913,-4.82837760913044,-2.57801018086956,-4.47317294934783,-2.37078681260869,-5.20528847347826,-6.51323360217392,-6.02951936869565,-5.06712444304348,-3.12320692086957,-5.16926830347827,-4.97543896565216
"hsa-miR-518a-3p",-1.42610519043478,-2.87342051652174,-3.36661291391305,-2.97822392956522,-7.82893934826087,-4.96898889391304,0.176142264782612,0.530028699565221,-9.89058795478261,-8.57641580043478,0.406533366956523,-8.97708648043479,-6.24726588130434,-9.2985359847826,-2.45887993043478,-7.3263110926087,1.64439901913043,-6.0621292873913,-1.8247063826087,-7.64149967043478,-4.16784834913044,-7.60355135956521,-7.06457259173912,-4.80206284565218,-4.48347542391304,-6.77599642347826,-6.52039064043478,-7.93030477347827,-6.54493793391304,-2.88299960173913,-3.75228758217392,-6.15863141347826,-2.18031166043478,-2.42492852173913,-5.14373069,-5.33586157173913,-2.09039419130435,-2.27418152217391,-1.34634648826087,-5.75960950608695,-6.11978832739131,-1.28778526173913,-4.12838835913044,-4.50678222086956,-4.47317294934783,-2.94626912260869,-7.66928082347826,1.32017631782608,0.76517947130435,-5.06712444304348,-8.06644575086957,0.811322876521736,-4.97543896565216
"hsa-miR-518c-3p",-2.46195204043478,-7.43632390652175,-4.75272697391305,-6.60682675956523,-2.81865199826087,-4.96898889391304,-6.14293557521739,-7.71308813043478,0.661387635217395,-2.71205562043477,-6.30434992304348,-0.617318200434784,-4.74672142130434,-0.678035084782607,-8.73496687043478,-2.6083244326087,-5.16230028086957,-0.814524357391299,-9.1044054526087,-3.02518888043478,-7.01097661913044,-3.00139679956521,0.888254208260879,-0.0348744756521775,-4.48347542391304,-2.35679158347826,-8.02293441043478,-4.87484390347827,-7.50759551391305,-4.66850320173912,-5.78432832217392,-3.39254492347827,-0.848036900434778,-2.42836536173913,-7.16172798,-1.01966215173913,-2.93236790130435,-3.89920179217391,-7.88879467826087,-4.24343036608695,-5.8643051673913,-4.77129788173913,-4.28853823913044,-4.35899521086956,-4.47317294934783,1.57529194739131,-7.77051956347826,-8.58185947217392,-0.47732886869565,-5.06712444304348,-3.82025017086957,-5.28603947347827,-4.97543896565216
"hsa-miR-518c-5p",-4.83898951043478,-7.15964429652174,-6.09004828391305,-6.04640756956522,-3.27545606826087,-4.96898889391304,-6.29484054521738,-5.70025900043478,-4.1857059647826,-2.32890209043478,-5.59931052304347,-1.21658909043478,-7.42918919130435,-7.14642958478261,-1.44529016043478,-7.7578863726087,-3.07557284086957,-10.8873400773913,-6.6225687326087,-4.21364766043478,-2.56081213913044,-3.39110450956521,-3.92061698173912,-7.56696032565218,-4.48347542391304,-5.86924543347825,-0.82717730043478,-5.15754752347827,-6.36502978391305,-3.12779500173913,-3.79901915217392,-1.59694015347826,0.553507619565224,-6.92796171173913,-9.17998794,-5.11416970173913,-2.49918826130435,-0.46450889217391,-3.09323201826087,-0.548765026086951,-3.91414015739131,-3.37530627173913,-2.73502775913044,-4.67641895086956,-6.59382823434783,3.59096560739131,-6.50488092347826,-2.81400935217392,-3.39139009869565,-5.06712444304348,-5.75692919086957,-7.69432386347826,-4.97543896565216
"hsa-miR-519d-3p",-1.10715053043478,-2.09267816652175,-5.95013895391305,-0.114911059565223,-2.16936899826087,-4.96898889391304,-4.46086775521739,-5.80558668043478,-5.3187486947826,-8.34571118043478,-1.71967954304348,-6.01956651043479,-0.504153321304344,-5.1344012747826,-1.61580788043478,-0.0772463626086974,-4.69379521086957,-8.8888653973913,-9.0977366826087,-0.0201324204347806,1.09824890086956,-5.47170759956522,-3.86167595173912,-3.99040993565218,-4.48347542391304,-9.74087648347826,-6.69548657043478,-7.56923249347827,-3.52721480391305,-3.19827525173913,-3.38088225217392,-5.01543029347826,1.24738857956522,-6.00949286173913,-6.67999095,-6.20720673173913,-3.70343212130435,-5.65672810217391,-3.11526234826087,-5.66005808608695,-2.98115118739131,-3.81177568173913,-4.90963849913044,-3.10811603086956,-4.47317294934783,-3.68224714260869,-8.39140582347827,-4.00216208217392,-6.24096466869565,-5.06712444304348,1.05478952913043,-5.06552093347826,-4.97543896565216
"hsa-miR-520d-5p",-4.53189001043478,-9.02367105652175,-4.25118229391305,-6.00682655956522,-7.20932027826087,-4.96898889391304,-6.76461694521738,-7.66002687043478,-2.74294668478261,-0.656868990434777,-7.10337692304348,5.61494824956521,-6.89269778130434,-0.189627504782607,-6.97443777043478,-6.58300759260869,-5.09674231086957,-6.6856280573913,-7.9221720726087,-6.33547914043478,-3.55014746913044,-6.51461146956521,-4.19391093173912,-5.82044981565218,-4.48347542391304,-10.1551532434783,-9.79626899043478,-4.40333820347827,-7.07091137391305,-5.03563378173913,-4.21642932217392,-3.26650674347826,-3.45954129043478,-4.22661597173913,-2.66013886,-5.19802071173913,-3.14186613130435,-3.70130779217391,-4.25728264826087,-6.93314056608695,0.457889132608692,-6.80489628173913,-5.66346780913044,-2.73719471086956,-9.41319139434783,-4.11577686260869,-0.844982233478262,-3.83505639217392,-2.85014397869565,-5.06712444304348,-1.98695935086957,-6.06070239347826,-4.97543896565216
"hsa-miR-521",-6.46472415043478,-5.33812406652175,-4.53129393391305,-5.95645675956522,-0.665262528260868,-4.96898889391304,-7.40151292521739,-7.25606488043478,-7.8714326347826,-11.0209525304348,-8.77597538304348,-1.13122960043479,-5.18430175130434,-4.66221499478261,-5.35505969043478,-4.0367486226087,-2.30806608086957,1.0086554226087,-3.6172073726087,-3.57003390043478,-2.32871288913045,-9.16524307956521,-0.0449419417391219,-0.302989775652179,-4.48347542391304,1.42075523652175,6.18251198956522,-5.22833812347827,-0.654459023913045,-2.66198046173913,-3.87611767217392,-3.93060826347827,-5.59078055043478,-7.59046353173913,-2.8388998,-6.52970790173913,-1.98953161130435,-6.11385655217391,0.882198821739127,-7.21415384608695,-5.90090613739131,2.06588786826087,-5.29229125913044,-0.235391440869563,-4.47317294934783,-3.70666755260869,-9.77532196347826,-5.82909576217392,-4.34694110869565,-5.06712444304348,-1.73355902086957,-7.08757513347826,-4.97543896565216
"hsa-miR-523-3p",-6.02735544043478,-6.42533204652175,-0.84580230391305,-6.07661534956523,1.43438984173913,-4.96898889391304,-2.17953829521738,-6.43833820043478,-2.33105629478261,-5.30979011043478,-3.66769011304348,-7.22706835043478,-5.98027144130435,-7.5747543347826,-6.11804527043478,-6.53692985260869,-3.56845537086957,-5.9730451973913,-7.4207784226087,-5.25538655043478,-1.53637306913044,-6.57107742956522,-2.76126214173912,-4.56057896565218,-3.81734700391304,-3.70701450347825,-5.85978673043478,-5.20449306347827,-6.20223674391304,-4.40398824173912,-4.43523438217392,-0.266698943478264,-3.17768484043478,-6.05977950173913,-4.45266671,-1.59533772173913,-1.79057035130435,-6.21287980217391,-8.33948932826087,-8.04284390608695,-6.3572999873913,-1.68694433173913,-4.60038995913044,-6.10485977086956,-4.47317294934783,-3.50273595260869,-1.63733154347826,-2.96128305217392,-6.58865773869565,-5.06712444304348,-1.73355902086957,-7.69806796347826,-8.18509082565216
"hsa-miR-524-5p",1.71748420956522,-0.522459766521745,-4.82143229391305,-3.30712927956522,-6.93976389826087,-8.10985791391304,-7.17484408521739,-7.82246326043478,-0.872519234782605,-8.95270484043477,-5.56017056304347,-6.52131706043478,-6.12345186130434,-5.82163981478261,-6.27572062043478,-6.49344465260869,-3.89441898086957,-10.8873400773913,-6.9468958626087,-5.92335994043478,-3.63691133913045,-8.08632891956522,-4.12469636173912,-4.68250649565218,-7.23589172391304,-5.21738105347825,-4.57079083043478,-4.39260737347827,-8.44413152391305,-2.71271554173913,-1.76494045217392,-2.10773065347827,-2.99670399043478,-8.47110915173913,-2.04233162,1.07407652826087,-4.61878650130435,-6.21287980217391,-4.37530085826087,-6.57706066608695,-1.71578856739131,-1.80346198173913,-0.408545349130438,-4.25794526086956,-8.07133896434783,-3.58843196260869,-7.81887230347827,-5.52528659217392,-2.82820542869565,-8.34204839304347,0.81078607913043,-1.71321294347826,-9.55103564565216
"hsa-miR-525-5p",-2.46195204043478,-0.126408016521747,-5.26879996391305,-3.23594216956522,0.18924546173913,-4.96898889391304,-9.50854808521738,-4.03478902043478,-2.74294668478261,-5.26921402043478,-2.28878906304348,0.833970669565215,-3.63385168130434,-2.32583447478261,-8.07609327043478,-7.0220621826087,-4.64978258086957,-2.6226102373913,-7.4741370426087,-3.33978271043478,-0.963385369130446,-8.34877878956521,-5.87168875173912,2.19026252434782,-4.48347542391304,-8.33692504347826,-0.609651930434779,-4.58162835347827,0.874425396086952,0.784601858260874,1.05688572782608,0.338326796521734,-6.25650121043478,-6.54040175173913,-5.14373069,-6.31194875173913,0.278186608695655,-6.58316806217391,-5.45048576826087,-10.033266286087,-0.802580987391305,-1.57934725173913,-4.01983954913044,-0.19882266086956,-6.83922077434783,-6.00547445260869,-9.28411967347827,-4.40763638217392,-0.24269395869565,-5.06712444304348,-4.32434043086957,-5.21978390347826,-4.97543896565216
"hsa-miR-526b-5p",-4.68295072043478,-4.11852526652175,-2.28045803391305,-6.84630924956523,-3.22887263826087,-4.96898889391304,-5.13286043521739,5.88798100956522,-10.4770513947826,-1.72063466043478,-2.94234070304348,-0.074984450434787,-4.64720902130434,-5.39979169478261,-8.73496687043478,-0.354316972608697,0.433436009130432,-7.8225709173913,-1.2103205926087,-2.86065948043478,1.10886515086955,-5.84307452956522,-2.09323854173912,-7.33393193565218,-4.48347542391304,-4.24896492347826,-8.16449963043478,-8.89516351347827,-2.41612631391305,-4.95367686173913,-4.73429530217392,-5.15305366347826,-3.09639683043478,-4.85265484173913,-9.24174736,-4.41843838173913,1.62554785869565,-4.16784496217391,-5.16837849826087,-10.916854226087,-2.83844348739131,2.06588786826087,-3.32649036913044,-6.42851904086956,-4.47317294934783,-6.47726910260869,-6.94926660347826,-5.67895758217391,-2.32202136869565,-5.06712444304348,0.610968369130433,-4.81952020347827,-12.0226473656522
"hsa-miR-532-5p",-4.16073443043478,-4.60636101652175,0.989286896086952,-4.79428581956522,-6.24121239826087,-7.16360460391304,-6.12008622521738,-5.05504729043478,-6.14948496478261,-5.98148399043478,-6.08792596304348,-5.79896874043479,-7.16688792130434,-7.0863349147826,-6.67030457043478,-6.1675066226087,-2.56532409086957,-5.6178133373913,-7.2038705026087,-3.94201385043478,-4.53630333913044,-6.67514634956521,-6.13192324173912,-6.20747197565218,-4.48347542391304,-8.33692504347826,-5.91205749043478,-5.47372451347827,-5.99316798391304,-4.04932783173913,-4.89797676217392,-4.51361365347826,-5.54971221043478,-5.09724869173913,-6.83195317,-5.55416282173913,-4.60835436130435,-5.90993206217391,-5.85827792826087,-5.16511000608695,-5.71379466739131,-6.50480395173913,-4.30596865913044,1.58246431913044,-8.12051673434783,-3.49446848260869,-5.49685693347826,-5.07683913217392,-4.83819958869565,-8.15791636304347,-4.89724365086957,-6.30742428347827,-5.98567989565216
"hsa-miR-539-5p",-4.52254358043478,-4.13149910652175,-5.11677976391305,-5.88948644956522,-4.19023102826087,-4.96898889391304,-8.37010591521739,5.36711739956522,-7.9001069547826,-1.47151723043478,-2.30050183304348,-0.074984450434787,-2.34079605130434,-4.12061562478261,-5.51450141043478,5.1465315673913,-3.57783116086957,-7.8604155773913,-5.5905801726087,-4.82333043043478,-4.90852594913045,-7.10476152956521,0.888254208260879,-3.07018199565218,-4.48347542391304,-7.76786495347826,-6.05535179043478,-6.18665758347827,0.759593096086952,-4.02975623173912,-3.89667312217392,-2.04305274347827,-2.99670399043478,0.834841678260869,-7.24859012,-4.13057653173913,-2.73221765130435,-2.58516883217391,-9.10159683826087,-8.78142653608695,-3.77719233739131,-0.46592654173913,-2.46526629913044,0.58055299913044,-4.47317294934783,-2.42328396260869,-4.82446007347826,-6.81642595217392,-6.91549459869565,-7.55203025304347,-7.23429942086957,-5.86617874347826,-8.51670704565216
"hsa-miR-542-5p",-4.53189001043478,-0.382377436521747,-2.64573815391305,-2.23644582956522,-5.20438918826087,-4.96898889391304,-1.77232481521739,-3.17790527043478,-1.84479395478261,-8.55843214043478,-6.24836964304348,-7.43494479043478,-6.39027330130434,-5.56786528478261,-6.27681052043478,-2.2522917326087,-4.44353466086957,-9.0959167873913,0.596407387391302,0.848401729565218,-7.13500564913044,-5.87563595956521,-4.80902103173912,-5.74273924565218,-4.48347542391304,-6.41059202347826,-1.90270947043478,-5.45647846347827,-6.35159225391304,-3.84606368173913,0.0714560778260775,-2.86710286347826,-3.17768484043478,-6.05977950173913,-5.71584086,-3.89645666173913,-4.01974258130435,-6.70557639217391,-7.08805184826087,-3.36089997608695,-9.55513662739131,-3.47771004173913,-3.97881246913044,-5.94945264086956,-4.47317294934783,-4.82574678260869,-7.74913588347826,-6.98357250217392,-3.69564973869565,-8.66886978304347,-5.50579943086957,-6.61022316347826,-4.97543896565216
"hsa-miR-545-3p",-4.05174181043478,-4.44920479652174,-5.48391303391305,-6.07661534956523,-5.20438918826087,-9.58386611391304,-7.97586903521739,-4.50472853043478,-6.70510990478261,-8.28849968043478,-6.41721626304347,-2.49912748043479,1.32520688869566,-6.4368468847826,-8.87851349043478,-6.58300759260869,-3.50326258086957,-6.9142486973913,-6.0271181326087,-5.92335994043478,-6.77563932913045,-7.95529364956522,-5.02355218173912,-4.72892284565218,-4.48347542391304,-6.19852571347826,-9.24863300043478,1.13484301652173,-4.89456422391305,-6.66503475173912,-2.11810389217392,0.275980566521735,-3.42846260043478,-8.60906522173913,-5.23176101,-6.54434803173913,-1.58233802130434,-6.14319328217391,-10.8824845582609,-7.87443454608695,-6.27416346739131,-0.718767341739131,1.31787764086956,-4.96859181086956,-4.47317294934783,-4.76432397260869,-5.32682708347826,-9.12668478217392,-6.93827401869565,-8.49325587304348,-7.20527219086957,-10.0098621234783,-7.81778258565216
"hsa-miR-548b-3p",-5.11887244043478,-5.03523016652175,-0.807192633913051,-3.68662920956522,-3.66415084826087,-4.96898889391304,-5.52429867521739,-3.80948759043478,-1.1658632547826,-5.42502603043478,-3.74306701304348,-8.63379904043479,-4.74672142130434,-5.4342508547826,-7.72975227043478,-2.3937034626087,-5.41158240086957,-10.2735696673913,-6.0271181326087,-1.15765664043478,-4.50894934913044,-7.66591110956521,-6.13192324173912,-2.94643324565218,-4.48347542391304,-4.24896492347826,-3.61570784043478,-3.52485975347827,0.782254736086955,-5.38574281173912,-3.24956414217392,-1.12182792347827,-0.22845417043478,-1.39555736173913,-9.18526295,0.271911988260868,-0.20984695130435,-4.62195602217391,-7.51254244826087,-8.66382374608695,-6.91722125739131,6.26110280826087,-5.00049243913044,-5.00448144086956,-6.78632061434783,-3.56683848260869,-1.78842906347826,-9.52329660217391,-7.40969941869565,-5.06712444304348,-3.50349136086957,-1.94418303347826,-9.62333576565216
"hsa-miR-550a-5p",0.263078149565217,-5.52188042652174,-2.96486409391305,-4.38688510956522,-5.27462713826087,-4.96898889391304,-2.73281051521739,-4.78224776043478,-11.4310290347826,-8.96595929043478,-2.52686559304348,-4.54628707043479,-6.63822592130434,-2.6209155447826,-3.19500675043478,-3.34320614260869,-4.70086879086957,-6.6905554973913,-0.241834352608699,-3.73461900043478,3.27360591086956,-6.50812051956521,-4.36506128173912,-5.21601921565218,-4.48347542391304,-8.56665358347825,-9.90920002043478,-8.89516351347827,-7.60118587391305,0.776319608260874,-2.22985576217392,-4.30153169347826,-1.69346230043478,-9.45746913173913,-8.55924236,-5.86113128173913,-0.48964169130435,-2.85239174217391,-8.26271796826087,-10.916854226087,1.48245031260869,-2.87337274173913,0.180233980869559,-5.94945264086956,-4.47317294934783,-4.26810540260869,-7.52374019347826,-10.0270993521739,-4.27300644869565,-5.06712444304348,-5.36532619086957,-3.13854224347827,-4.97543896565216
"hsa-miR-551b-3p",0.409240719565219,-5.53404820652175,-4.53129393391305,-3.49960016956522,0.861944621739131,-7.55496712391304,-2.37607534521739,-4.95447319043478,-1.8181507147826,-8.35218011043478,-3.41296168304348,-9.24110413043478,-5.72365338130435,-6.97870631478261,1.31498809956522,-7.07043317260869,-5.68649143086957,-8.1223366273913,-5.3588092526087,-3.33978271043478,-0.610630419130441,-6.51461146956521,-1.03711531173912,-6.42738396565218,-6.54629887391304,-2.60138096347826,-7.04813289043478,-7.30911722347827,-7.81156157391305,-7.28306027173913,-4.68047124217392,-5.40187960347827,-2.96943229043478,-6.80454593173913,-4.14829261,-6.13626054173913,-3.70343212130435,-2.30790689217391,-5.97025924826087,-3.14528084608695,-6.1781118673913,-6.67965817173913,-0.395548339130439,-2.29835395086956,-6.80197739434783,1.76795279739131,-9.39136979347826,-5.70295850217392,-6.97551583869565,-5.06712444304348,1.96265664913043,-7.17293821347826,-6.80798223565216
"hsa-miR-570-3p",-4.16073443043478,-3.48023123652175,0.989286896086952,-5.72061617956522,-2.16936899826087,-4.96898889391304,-6.36026444521739,-7.21352702043477,-9.1741961847826,-11.9803164504348,-3.42654172304347,-3.90095996043478,-8.99579763130434,-7.05994505478261,-10.7516652504348,-4.2122115426087,-2.22656861086957,-5.2237592673913,1.0920212173913,-3.33526857043478,-1.98584286913044,-10.7348744195652,-5.78833572173912,-8.06745606565218,-4.48347542391304,-3.49414713347825,-7.05628309043478,-6.46544359347827,-6.66166117391305,-2.12965586173913,-2.75048163217392,-6.39479442347826,-0.262317450434779,-9.45746913173913,-7.08590292,-3.95277450173913,-1.13617187130435,-6.84294761217391,-9.84662639826087,-8.53287294608695,-3.77719233739131,-3.59151663173913,-3.91066573913044,-0.188873970869565,-7.51935780434783,-6.47726910260869,-2.03178580347826,-9.24739524217392,0.707346701304349,-5.06712444304348,-6.64855467086957,-0.797032873478265,-4.97543896565216
"hsa-miR-572",-6.82755460043478,-0.837809926521746,-2.61703980391305,-5.50579632956523,-1.94710629826087,-4.96898889391304,-9.55347542521738,-1.89392939043478,-8.1881267547826,-2.52485601043478,-3.27741023304348,-0.074984450434787,-5.08750506130434,-2.37935706478261,-5.21316122043478,-4.73071426260869,-1.21398187086957,1.0812190826087,-8.4936701326087,-7.77728648043478,0.320327380869557,4.24240167043478,-2.96334137173912,-7.04879898565218,-4.48347542391304,0.219126576521745,-6.90212419043478,5.94916064652173,-0.557618393913046,-4.67490157173912,-3.42220285217392,-5.89746710347827,-2.82527794043478,-8.71761285173913,-7.08590292,-7.90532178173913,-0.736268581304344,-3.75822136217391,-2.36286941826087,-7.27541917608695,-1.97746775739131,2.51895580826087,-1.59294822913044,-6.53463225086956,-4.47317294934783,-4.54417687260869,-10.9339172434783,0.541171637826082,-3.28123398869565,-5.06712444304348,-3.06892755086957,-5.17261379347827,-4.97543896565216
"hsa-miR-574-3p",-6.15113523043478,-2.94786260652175,-5.48391303391305,-4.96273422956522,-5.02814779826087,-6.31129618391304,-4.39696208521739,-4.49544219043478,-5.9939645547826,-6.39800520043478,-4.82353688304348,-6.83343450043478,-3.67388860130434,-4.8668392447826,-4.92395035043478,-4.6931403826087,-2.31651885086957,-5.4882943173913,-4.2755983826087,1.40211600956522,-0.0094837391304452,-4.17495555956522,-1.64661908173912,-4.27841409565218,-3.64693849391304,-2.06140816347826,-4.55343704043478,-5.49585050347827,-6.63603754391304,-3.37892352173913,-3.72610985217392,5.42178967652174,-4.81653502043478,-4.57774164173913,-4.68969999,-5.26285751173913,-1.58233802130434,-4.56312286217391,-4.08055046826087,-9.70142449608695,-8.99038464739131,-0.861776191739132,-0.395548339130439,-7.37954294086956,-2.80912697434783,-1.25782003260869,-5.50662561347826,-3.86933805217392,-5.74249943869565,-5.91685818304348,-5.79737100086957,-6.93627296347826,-3.26990684565216
"hsa-miR-576-3p",-0.164841970434779,-8.07969810652175,0.62241608608695,-1.62736132956522,-5.13420533826087,-9.52395144391304,1.29443602478261,0.639836809565221,-3.3312002347826,-0.658022660434778,-6.19039213304348,-10.7476432804348,-1.89361114130434,-6.6630028447826,-2.77850026043478,-2.3937034626087,-3.74693572086957,-0.200232337391299,-3.6172073726087,-4.68890511043478,-3.55014746913044,-5.53207773956521,5.17863012826088,-7.34026398565218,-4.48347542391304,-4.02255626347825,-2.17279874043478,-6.18665758347827,-7.84353858391305,-5.34869740173913,-6.03737449217392,-0.693617733478266,-2.14282943043478,-7.90187786173913,-0.974533000000001,-4.54033926173913,-1.25034080130435,-6.70557639217391,-9.32607422826087,-7.63512366608695,-3.3494959873913,-2.67190103173913,-1.59572572913044,-7.56875849086956,-4.47317294934783,-3.57989982260869,-6.20628553347827,-0.998938032173918,-2.32202136869565,-5.06712444304348,1.31614317913043,-5.50592302347826,-8.81664453565217
"hsa-miR-576-5p",-7.06907272043478,1.14778491347825,-2.83549981391305,-2.23644582956522,-2.25114739826087,-7.47295235391304,-6.94583986521739,0.639836809565221,-10.6283062247826,-8.97294665043477,-8.57246988304348,-6.91561247043479,-8.06103580130434,-5.61937163478261,-9.39470749043478,-6.45618098260869,-2.00098981086957,-8.7515811573913,-7.0451600626087,-2.22708614043478,-6.17590266913044,-8.56743580956521,-1.73469504173912,-1.68049298565218,-4.48347542391304,-2.93730727347826,-7.94157498043478,-2.62356365347827,-10.092075623913,-6.21396006173913,-2.44087113217392,-5.88899590347826,1.67751663956522,-8.76560775173913,-4.45266671,-3.65816509173913,-4.08714421130435,-9.05281398217391,-8.18941357826087,-7.43640452608695,-7.96298327739131,-5.02462930173913,-3.86424673913044,-6.59117068086956,-4.47317294934783,-5.91454905260869,-10.1118580034783,-4.31540196217392,-6.05216774869565,-5.06712444304348,-4.06201668086957,-6.56139251347826,-7.71701643565216
"hsa-miR-582-5p",-1.10715053043478,-4.10411201652175,-5.47766083391305,-6.13836497956522,-3.12053417826087,-8.53655779391304,-7.04064848521739,-6.20508187043477,-10.8397795847826,-7.55028110043478,-7.83393816304348,-1.21658909043478,-6.26901514130434,0.0463472052173941,-7.38353550043478,-3.3179405726087,-1.61160202086957,-4.1524767873913,-7.1547347026087,2.26140795956522,-5.00818565913044,-8.13928822956521,5.83296626826088,-7.04879898565218,-4.48347542391304,-5.25462550347826,-8.65443486043478,-5.20449306347827,-8.02461870391305,-3.83650147173913,2.18591752782608,-6.39479442347826,-0.113047900434779,-6.20669237173913,0.865157150000002,-1.98983969173913,-0.00611073130434647,-6.14319328217391,-9.29815678826087,-10.033266286087,-4.11926969739131,0.657904578260869,-7.42016433913044,-1.88223856086956,-7.32630075434783,-4.57298329260869,-7.75982956347826,-6.05639911217392,-6.02768746869565,-5.06712444304348,-4.84701563086957,-7.20843332347826,-4.97543896565216
"hsa-miR-584-5p",-6.02735544043478,-5.52342674652175,-2.61703980391305,-5.27626449956523,-5.11407762826087,-4.96898889391304,-7.27559423521738,-5.90937793043478,-6.7929471047826,-7.71502463043478,-4.95959794304348,-5.42380052043479,-6.19529407130435,-8.52443701478261,-7.55157753043478,0.450809497391305,-2.04749407086956,-6.7609347473913,-5.3148855426087,-3.35505933043478,-2.67966730913044,-4.67037333956521,-2.96334137173912,-4.52020212565218,-4.08045741391304,-4.61549177347826,-4.84550076043478,-4.76216655347827,-8.61467349391305,-5.39855069173913,-3.38088225217392,-2.30640359347826,-5.45324052043478,-6.05977950173913,-8.44968197,-1.68205495173913,0.428650318695652,-5.05556399217391,-5.19301895826087,-7.64172572608695,-8.1219090673913,-6.29147028173913,-5.29229125913044,-4.15655942086956,-6.73357385434783,-4.73509753260869,-8.53101745347826,-7.47682216217392,-5.22540855869565,-3.99057744304347,-6.67105282086957,-6.17724847347826,-4.41711678565216
"hsa-miR-589-5p",-7.06907272043478,1.17464795347825,-2.31842114391305,-2.29164208956523,-2.01225263826087,-8.60193790391304,-7.39875309521739,-5.88092096043478,0.324999175217396,-4.59978448043478,-8.85719673304348,-8.97708648043479,-0.0670545313043434,-6.93419567478261,-7.38353550043478,-7.7342597326087,-3.34793187086957,-8.0981583473913,-7.5484894826087,-0.0201324204347806,-4.70527520913044,-3.31623701956521,-5.22065315173912,-2.47135631565218,-4.48347542391304,-4.16481513347825,-8.16449963043478,-8.99129451347827,-8.00203048391305,-6.66003723173913,-5.11370595217392,-4.56258833347826,-0.262317450434779,-9.19120327173913,-9.50332249,-5.30037184173913,-1.02808046130435,-4.62195602217391,-10.1687450382609,-4.68730486608695,-8.09288579739131,-3.78180899173913,-5.60639522913044,-3.05999246086956,-4.47317294934783,-3.63381359260869,-10.7971157034783,-6.98905626217392,-0.322674548695652,-10.7849261730435,-7.45064107086957,-4.59134286347826,-4.97543896565216
"hsa-miR-590-5p",-3.92963417043478,-4.87753746652175,-4.44298854391305,-3.58235992956523,-5.24656260826087,-4.35040937391304,-4.89632242521738,-3.60421821043478,-3.9682746947826,-3.99676126043478,-3.68545240304348,-3.77179113043479,-3.66122460130434,-4.24610030478261,-4.13193276043478,-4.9371657226087,-5.41158240086957,-3.9195826473913,-3.8326462826087,-3.10196767043478,-4.01000992913044,-3.21559214956521,-5.12465224173912,-4.78340947565218,-3.81950741391304,-4.97860416347826,-4.83440926043478,-3.57201106347827,-4.56297364391304,-4.40398824173912,-3.79901915217392,-4.35160633347826,-0.108547120434778,-4.23775340173913,-4.53505605,-3.59841857173913,-1.64669602130435,-4.11550692217391,-4.16775337826087,-6.71453571608695,-5.07394368739131,-4.05304366173913,-5.03268736913044,-5.21646451086956,-6.45676650434783,-3.70666755260869,-4.07896257347826,-5.40390690217392,-4.75952819869565,-3.65132312304348,-4.35054983086957,-5.06751885347827,-3.88158578565216
"hsa-miR-595",-4.52254358043478,-5.35829719652174,-4.82029315391305,-7.19159533956522,-7.48592373826087,-10.914600813913,-3.92850886521739,-6.75817663043478,-5.7514761547826,-4.92575992043477,-7.48534228304348,-6.01400354043479,1.32520688869566,1.77057143521739,-11.2179822004348,-6.09097707260869,-3.56845537086957,-9.5908165373913,1.1420509573913,-4.79478559043478,-1.70575346913045,-6.02004006956522,-7.12825441173912,-6.52682843565218,-5.09321366391304,-6.79616050347825,-4.05962298043478,-7.18845114347827,-10.263929753913,-7.39247705173912,-2.90873394217392,-5.15305366347826,-2.21406043043478,-8.25947867173913,-3.7856408,-5.11416970173913,-3.74336935130435,-4.74193477217391,-2.99623015826087,0.177017533913048,-7.62949980739131,2.51895580826087,0.96999608086956,-5.68788588086956,-10.8416322443478,-4.57298329260869,-12.1059231134783,-8.85306463217392,-0.88563288869565,-5.06712444304348,-4.15994537086957,-4.16236749347827,-10.1283385656522
